Value,AFRICA_2024_DynamicWorld_2024_36PUS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUS_M_R,AFRICA_2024_GSW_Yearly_2021_36PUS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUS_M_R,AFRICA_2024_WorldCover_2021_36PUS_M_R
1289,Water,Water,Cropland,Water,Non_Wetland,Grassland
1290,Water,Water,Cropland,Water,Non_Wetland,Wetland
1291,Water,Water,Cropland,Water,Non_Wetland,Water
1292,Water,Water,Cropland,Water,Non_Wetland,Forest
1293,Water,Water,Wetland,NULL,Wetland,NULL
1294,Water,Water,Wetland,NULL,Wetland,Grassland
1295,Water,Water,Wetland,NULL,Wetland,Cropland
1296,Water,Water,Wetland,NULL,Wetland,Wetland
1297,Water,Water,Wetland,NULL,Wetland,Water
1298,Water,Water,Wetland,NULL,Wetland,Forest
1299,Water,Water,Wetland,Non_Water,Wetland,NULL
1300,Water,Water,Wetland,Non_Water,Wetland,Grassland
1301,Water,Water,Wetland,Non_Water,Wetland,Wetland
1302,Water,Water,Wetland,Non_Water,Wetland,Water
1303,Water,Water,Wetland,Non_Water,Wetland,Forest
1304,Water,Water,Wetland,Water,Wetland,NULL
1305,Water,Water,Wetland,Water,Wetland,Grassland
1306,Water,Water,Wetland,Water,Wetland,Wetland
1307,Water,Water,Wetland,Water,Wetland,Water
1308,Water,Water,Wetland,Water,Wetland,Forest
1309,Water,Water,Bareland,NULL,Non_Wetland,NULL
1310,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1311,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1312,Water,Water,Bareland,NULL,Non_Wetland,Forest
1313,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1314,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1315,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1316,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1317,Water,Water,Bareland,Water,Non_Wetland,Grassland
1318,Water,Water,Bareland,Water,Non_Wetland,Wetland
1319,Water,Water,Bareland,Water,Non_Wetland,Water
1320,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1321,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1322,Water,Water,Built-up,NULL,Non_Wetland,Forest
1323,Water,Water,Built-up,Water,Non_Wetland,Grassland
1324,Water,Water,Built-up,Water,Non_Wetland,Wetland
1325,Water,Water,Built-up,Water,Non_Wetland,Water
1326,Water,Water,Water,NULL,Water,NULL
1327,Water,Water,Water,NULL,Water,Grassland
1328,Water,Water,Water,NULL,Water,Wetland
1329,Water,Water,Water,NULL,Water,Bareland
1330,Water,Water,Water,NULL,Water,Water
1331,Water,Water,Water,NULL,Water,Forest
1332,Water,Water,Water,Non_Water,Water,Grassland
1333,Water,Water,Water,Non_Water,Water,Wetland
1334,Water,Water,Water,Non_Water,Water,Water
1335,Water,Water,Water,Non_Water,Water,Forest
1336,Water,Water,Water,Water,Water,NULL
1337,Water,Water,Water,Water,Water,Grassland
1338,Water,Water,Water,Water,Water,Wetland
1339,Water,Water,Water,Water,Water,Bareland
1340,Water,Water,Water,Water,Water,Water
1341,Water,Water,Water,Water,Water,Forest
1342,Water,Water,Forest,NULL,Non_Wetland,NULL
1343,Water,Water,Forest,NULL,Non_Wetland,Grassland
1344,Water,Water,Forest,NULL,Non_Wetland,Wetland
1345,Water,Water,Forest,NULL,Non_Wetland,Bareland
1346,Water,Water,Forest,NULL,Non_Wetland,Water
1347,Water,Water,Forest,NULL,Non_Wetland,Forest
1348,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1349,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1350,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1351,Water,Water,Forest,Non_Water,Non_Wetland,Water
1352,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1353,Water,Water,Forest,Water,Non_Wetland,NULL
1354,Water,Water,Forest,Water,Non_Wetland,Grassland
1355,Water,Water,Forest,Water,Non_Wetland,Wetland
1356,Water,Water,Forest,Water,Non_Wetland,Bareland
1357,Water,Water,Forest,Water,Non_Wetland,Water
1358,Water,Water,Forest,Water,Non_Wetland,Forest
1359,Water,Forest,NULL,NULL,Non_Wetland,NULL
1360,Water,Forest,NULL,NULL,Non_Wetland,Forest
1361,Water,Forest,NULL,Water,Non_Wetland,NULL
1362,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1363,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1364,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1365,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1366,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1367,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1368,Water,Forest,Shrubland,Water,Non_Wetland,Water
1369,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1370,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1371,Water,Forest,Wetland,NULL,Wetland,Grassland
1372,Water,Forest,Wetland,NULL,Wetland,Wetland
1373,Water,Forest,Wetland,NULL,Wetland,Forest
1374,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1375,Water,Forest,Wetland,Non_Water,Wetland,Forest
1376,Water,Forest,Forest,NULL,Non_Wetland,Forest
1377,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1378,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1379,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1380,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1381,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1382,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1383,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1384,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1385,Forest,NULL,NULL,Water,Non_Wetland,NULL
1386,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1387,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1388,Forest,NULL,NULL,Water,Non_Wetland,Forest
1389,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1390,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1391,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1392,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1393,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1394,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1395,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1396,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1397,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1398,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1399,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1400,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1401,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1402,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1403,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1404,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1405,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1406,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1407,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1408,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1409,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1410,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1411,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1412,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1413,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1414,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1415,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1416,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1417,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1418,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1419,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1420,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1421,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1422,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1423,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1424,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1425,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1426,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1427,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1428,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1429,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1430,Forest,NULL,Cropland,Water,Non_Wetland,Water
1431,Forest,NULL,Wetland,NULL,Wetland,NULL
1432,Forest,NULL,Wetland,NULL,Wetland,Grassland
1433,Forest,NULL,Wetland,NULL,Wetland,Wetland
1434,Forest,NULL,Wetland,NULL,Wetland,Water
1435,Forest,NULL,Wetland,NULL,Wetland,Forest
1436,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1437,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1438,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1439,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1440,Forest,NULL,Wetland,Water,Wetland,NULL
1441,Forest,NULL,Wetland,Water,Wetland,Grassland
1442,Forest,NULL,Wetland,Water,Wetland,Wetland
1443,Forest,NULL,Wetland,Water,Wetland,Water
1444,Forest,NULL,Wetland,Water,Wetland,Forest
1445,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1446,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1447,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1448,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1449,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1450,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1451,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1452,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1453,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1454,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1455,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1456,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1457,Forest,NULL,Water,NULL,Water,Grassland
1458,Forest,NULL,Water,NULL,Water,Wetland
1459,Forest,NULL,Water,NULL,Water,Forest
1460,Forest,NULL,Water,Water,Water,NULL
1461,Forest,NULL,Water,Water,Water,Grassland
1462,Forest,NULL,Water,Water,Water,Wetland
1463,Forest,NULL,Water,Water,Water,Water
1464,Forest,NULL,Water,Water,Water,Forest
1465,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1466,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1467,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1468,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1469,Forest,NULL,Forest,NULL,Non_Wetland,Water
1470,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1471,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1472,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1473,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1474,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1475,Forest,NULL,Forest,Water,Non_Wetland,NULL
1476,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1477,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1478,Forest,NULL,Forest,Water,Non_Wetland,Water
1479,Forest,NULL,Forest,Water,Non_Wetland,Forest
1480,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1481,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1482,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1483,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1484,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1485,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1486,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1487,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1488,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1489,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1490,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1491,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1492,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1493,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1494,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1495,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1496,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1497,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1498,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1499,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1500,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1501,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1502,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1503,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1504,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1505,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL
1506,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1507,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1508,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1509,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1510,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1511,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1512,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1513,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1514,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1515,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1516,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1517,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
1518,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1519,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1520,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1521,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1522,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1523,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1524,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1525,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1526,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1527,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1528,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
1529,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1530,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1531,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1532,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1533,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1534,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
1535,Forest,Wetland,Wetland,NULL,Wetland,NULL
1536,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1537,Forest,Wetland,Wetland,NULL,Wetland,Cropland
1538,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1539,Forest,Wetland,Wetland,NULL,Wetland,Water
1540,Forest,Wetland,Wetland,NULL,Wetland,Forest
1541,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1542,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1543,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1544,Forest,Wetland,Wetland,Water,Wetland,Grassland
1545,Forest,Wetland,Wetland,Water,Wetland,Wetland
1546,Forest,Wetland,Wetland,Water,Wetland,Water
1547,Forest,Wetland,Wetland,Water,Wetland,Forest
1548,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1549,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1550,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1551,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1552,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
1553,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1554,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1555,Forest,Wetland,Water,NULL,Water,NULL
1556,Forest,Wetland,Water,NULL,Water,Grassland
1557,Forest,Wetland,Water,NULL,Water,Wetland
1558,Forest,Wetland,Water,NULL,Water,Water
1559,Forest,Wetland,Water,NULL,Water,Forest
1560,Forest,Wetland,Water,Non_Water,Water,Forest
1561,Forest,Wetland,Water,Water,Water,NULL
1562,Forest,Wetland,Water,Water,Water,Grassland
1563,Forest,Wetland,Water,Water,Water,Wetland
1564,Forest,Wetland,Water,Water,Water,Water
1565,Forest,Wetland,Water,Water,Water,Forest
1566,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1567,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1568,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1569,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1570,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1571,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1572,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1573,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1574,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1575,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1576,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1577,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1578,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1579,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1580,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1581,Forest,Water,NULL,NULL,Non_Wetland,NULL
1582,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1583,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1584,Forest,Water,NULL,NULL,Non_Wetland,Forest
1585,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1586,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1587,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1588,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1589,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1590,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1591,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1592,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1593,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1594,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1595,Forest,Water,Grassland,NULL,Non_Wetland,Water
1596,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1597,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1598,Forest,Water,Wetland,NULL,Wetland,NULL
1599,Forest,Water,Wetland,NULL,Wetland,Wetland
1600,Forest,Water,Wetland,NULL,Wetland,Forest
1601,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1602,Forest,Water,Wetland,Non_Water,Wetland,Forest
1603,Forest,Water,Water,NULL,Water,Grassland
1604,Forest,Water,Water,NULL,Water,Forest
1605,Forest,Water,Forest,NULL,Non_Wetland,NULL
1606,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1607,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1608,Forest,Water,Forest,NULL,Non_Wetland,Forest
1609,Forest,Water,Forest,Water,Non_Wetland,Grassland
1610,Forest,Water,Forest,Water,Non_Wetland,Forest
1611,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1612,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1613,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1614,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1615,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1616,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1617,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1618,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1619,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1620,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1621,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1622,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1623,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1624,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1625,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1626,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1627,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1628,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1629,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1630,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1631,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1632,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1633,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1634,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1635,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1636,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1637,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1638,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1639,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1640,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1641,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1642,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1643,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1644,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1645,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1646,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1647,Forest,Forest,Wetland,NULL,Wetland,NULL
1648,Forest,Forest,Wetland,NULL,Wetland,Grassland
1649,Forest,Forest,Wetland,NULL,Wetland,Wetland
1650,Forest,Forest,Wetland,NULL,Wetland,Forest
1651,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1652,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1653,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1654,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1655,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1656,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1657,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1658,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1659,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1660,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1661,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1662,Forest,Forest,Water,NULL,Water,Wetland
1663,Forest,Forest,Water,Water,Water,Grassland
1664,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1665,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1666,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1667,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1668,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1669,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1670,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1671,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1672,Forest,Forest,Forest,Water,Non_Wetland,Grassland
