Value,AFRICA_2024_DynamicWorld_2024_36PYC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,AFRICA_2024_GSW_Yearly_2021_36PYC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R,AFRICA_2024_WorldCover_2021_36PYC_M_R
1269,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1270,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1271,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1272,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1273,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1274,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1275,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1276,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1277,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1278,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1279,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1280,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1281,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1282,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1283,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1284,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1285,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1286,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1287,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1288,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1289,Forest,NULL,Wetland,Water,Wetland,Cropland
1290,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1291,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1292,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1293,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1294,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1295,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1296,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1297,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1298,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1299,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1300,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1301,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1302,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1303,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1304,Forest,NULL,Built-up,Water,Non_Wetland,Cropland
1305,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1306,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1307,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1308,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1309,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1310,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1311,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1312,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1313,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1314,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1315,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1316,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1317,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1318,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1319,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1320,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1321,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1322,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1323,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
1324,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
1325,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1326,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1327,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1328,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1329,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1330,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1331,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1332,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1333,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1334,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1335,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1336,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1337,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1338,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1339,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1340,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1341,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1342,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1343,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1344,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1345,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
1346,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1347,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1348,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1349,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1350,Forest,Cropland,Wetland,Water,Wetland,Cropland
1351,Forest,Cropland,Wetland,Water,Wetland,Wetland
1352,Forest,Cropland,Wetland,Water,Wetland,Water
1353,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1354,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1355,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1356,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1357,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1358,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1359,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1360,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1361,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
1362,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1363,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1364,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1365,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1366,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1367,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1368,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1369,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Forest
1370,Forest,Cropland,Built-up,Water,Non_Wetland,Cropland
1371,Forest,Cropland,Built-up,Water,Non_Wetland,Wetland
1372,Forest,Cropland,Water,Water,Water,Wetland
1373,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1374,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1375,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1376,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1377,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1378,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1379,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1380,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1381,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1382,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1383,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1384,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1385,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1386,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1387,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1388,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1389,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1390,Forest,Wetland,Wetland,Water,Wetland,Water
1391,Forest,Wetland,Water,Water,Water,Water
1392,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1393,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1394,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1395,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1396,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1397,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1398,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1399,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1400,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1401,Forest,Water,Cropland,Water,Non_Wetland,Forest
1402,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1403,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1404,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1405,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1406,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1407,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1408,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1409,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1410,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1411,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1412,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1413,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1414,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1415,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1416,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1417,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1418,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1419,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1420,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1421,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1422,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1423,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1424,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1425,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1426,Forest,Forest,Wetland,NULL,Wetland,Cropland
1427,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1428,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1429,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1430,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1431,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1432,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1433,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1434,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1435,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1436,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1437,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1438,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1439,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
