Value,AFRICA_2024_DynamicWorld_2024_36NXN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,AFRICA_2024_GSW_Yearly_2021_36NXN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,AFRICA_2024_WorldCover_2021_36NXN_M_R
1321,Forest,Forest,Wetland,NULL,Wetland,Grassland
1322,Forest,Forest,Wetland,NULL,Wetland,Wetland
1323,Forest,Forest,Wetland,NULL,Wetland,Water
1324,Forest,Forest,Wetland,NULL,Wetland,Forest
1325,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1326,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1327,Forest,Forest,Wetland,Water,Wetland,Wetland
1328,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1329,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1330,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1331,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1332,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1333,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1334,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1335,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1336,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1337,Forest,Forest,Water,NULL,Water,Grassland
1338,Forest,Forest,Water,NULL,Water,Wetland
1339,Forest,Forest,Water,NULL,Water,Water
1340,Forest,Forest,Water,NULL,Water,Forest
1341,Forest,Forest,Water,Non_Water,Water,Grassland
1342,Forest,Forest,Water,Non_Water,Water,Forest
1343,Forest,Forest,Water,Water,Water,Grassland
1344,Forest,Forest,Water,Water,Water,Wetland
1345,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1346,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1347,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1348,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1349,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1350,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1351,Forest,Forest,Forest,NULL,Non_Wetland,Water
1352,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1353,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1354,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1355,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1356,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1357,Forest,Forest,Forest,Water,Non_Wetland,NULL
1358,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1359,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1360,Forest,Forest,Forest,Water,Non_Wetland,Forest
