Value,AFRICA_2024_DynamicWorld_2024_36PVU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,AFRICA_2024_WorldCover_2021_36PVU_M_R
1255,Wetland,Wetland,Wetland,Water,Wetland,Forest
1256,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1257,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1258,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1259,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1260,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1261,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1262,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1263,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1264,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1265,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1266,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1267,Wetland,Wetland,Water,NULL,Water,Cropland
1268,Wetland,Wetland,Water,NULL,Water,Wetland
1269,Wetland,Wetland,Water,NULL,Water,Forest
1270,Wetland,Wetland,Water,Non_Water,Water,Wetland
1271,Wetland,Wetland,Water,Non_Water,Water,Water
1272,Wetland,Wetland,Water,Non_Water,Water,Forest
1273,Wetland,Wetland,Water,Water,Water,Grassland
1274,Wetland,Wetland,Water,Water,Water,Wetland
1275,Wetland,Wetland,Water,Water,Water,Water
1276,Wetland,Wetland,Water,Water,Water,Forest
1277,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1278,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1279,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1280,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1281,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1282,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1283,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1284,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1285,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1286,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1287,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1288,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1289,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1290,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1291,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1292,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland
1293,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
1294,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1295,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1296,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1297,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL
1298,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1299,Wetland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1300,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1301,Wetland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1302,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
1303,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL
1304,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1305,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1306,Wetland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1307,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1308,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1309,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1310,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
1311,Wetland,Built-up,Wetland,NULL,Wetland,Cropland
1312,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1313,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1314,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1315,Wetland,Built-up,Built-up,NULL,Non_Wetland,Forest
1316,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1317,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1318,Wetland,Built-up,Forest,Non_Water,Non_Wetland,NULL
1319,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1320,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
1321,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1322,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1323,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1324,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1325,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1326,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1327,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1328,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1329,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1330,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1331,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1332,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1333,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1334,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1335,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1336,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1337,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1338,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1339,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1340,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1341,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1342,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1343,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1344,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1345,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1346,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1347,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1348,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1349,Wetland,Water,Wetland,NULL,Wetland,NULL
1350,Wetland,Water,Wetland,NULL,Wetland,Grassland
1351,Wetland,Water,Wetland,NULL,Wetland,Cropland
1352,Wetland,Water,Wetland,NULL,Wetland,Wetland
1353,Wetland,Water,Wetland,NULL,Wetland,Forest
1354,Wetland,Water,Wetland,Non_Water,Wetland,NULL
1355,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1356,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1357,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1358,Wetland,Water,Wetland,Non_Water,Wetland,Water
1359,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1360,Wetland,Water,Wetland,Water,Wetland,NULL
1361,Wetland,Water,Wetland,Water,Wetland,Cropland
1362,Wetland,Water,Wetland,Water,Wetland,Wetland
1363,Wetland,Water,Wetland,Water,Wetland,Water
1364,Wetland,Water,Wetland,Water,Wetland,Forest
1365,Wetland,Water,Water,NULL,Water,Cropland
1366,Wetland,Water,Water,NULL,Water,Wetland
1367,Wetland,Water,Water,NULL,Water,Forest
1368,Wetland,Water,Water,Non_Water,Water,Wetland
1369,Wetland,Water,Water,Non_Water,Water,Water
1370,Wetland,Water,Water,Non_Water,Water,Forest
1371,Wetland,Water,Water,Water,Water,Wetland
1372,Wetland,Water,Water,Water,Water,Water
1373,Wetland,Water,Water,Water,Water,Forest
1374,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1375,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1376,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1377,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1378,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1379,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1380,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1381,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1382,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
1383,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1384,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1385,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1386,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1387,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1388,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1389,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1390,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1391,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1392,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1393,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1394,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1395,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1396,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1397,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1398,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1399,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1400,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1401,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1402,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
1403,Wetland,Forest,Wetland,NULL,Wetland,NULL
1404,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1405,Wetland,Forest,Wetland,NULL,Wetland,Cropland
1406,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1407,Wetland,Forest,Wetland,NULL,Wetland,Forest
1408,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
1409,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1410,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland
1411,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1412,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1413,Wetland,Forest,Wetland,Water,Wetland,Cropland
1414,Wetland,Forest,Wetland,Water,Wetland,Wetland
1415,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1416,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1417,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1418,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1419,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
1420,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1421,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1422,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1423,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1424,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1425,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1426,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1427,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1428,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1429,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1430,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1431,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1432,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1433,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1434,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1435,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1436,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1437,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1438,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1439,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1440,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1441,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1442,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1443,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1444,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1445,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1446,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1447,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1448,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1449,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1450,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1451,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1452,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1453,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1454,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1455,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1456,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1457,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1458,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1459,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1460,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1461,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1462,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1463,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1464,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1465,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1466,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1467,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1468,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1469,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1470,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1471,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1472,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1473,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1474,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1475,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1476,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1477,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1478,Bareland,NULL,Wetland,NULL,Wetland,Water
1479,Bareland,NULL,Wetland,Water,Wetland,Wetland
1480,Bareland,NULL,Wetland,Water,Wetland,Bareland
1481,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1482,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1483,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1484,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1485,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1486,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1487,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1488,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1489,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1490,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1491,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1492,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1493,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1494,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1495,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1496,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1497,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1498,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1499,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1500,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1501,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1502,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1503,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1504,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1505,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1506,Bareland,NULL,Water,NULL,Water,Cropland
1507,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1508,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1509,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1510,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1511,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1512,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1513,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1514,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1515,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1516,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1517,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1518,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1519,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1520,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1521,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1522,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1523,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1524,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1525,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1526,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1527,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1528,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1529,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1530,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1531,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1532,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1533,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1534,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1535,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1536,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1537,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1538,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1539,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1540,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1541,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1542,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1543,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1544,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1545,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1546,Bareland,Cropland,Wetland,NULL,Wetland,NULL
1547,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1548,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1549,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1550,Bareland,Cropland,Wetland,Water,Wetland,Water
1551,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1552,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1553,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1554,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
1555,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1556,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1557,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1558,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1559,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1560,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1561,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1562,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1563,Bareland,Cropland,Built-up,Water,Non_Wetland,Grassland
1564,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
1565,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1566,Bareland,Wetland,NULL,NULL,Non_Wetland,Cropland
1567,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1568,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1569,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1570,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1571,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1572,Bareland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1573,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1574,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1575,Bareland,Wetland,Grassland,Water,Non_Wetland,Cropland
1576,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1577,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
1578,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1579,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1580,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1581,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest
1582,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1583,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland
1584,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1585,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1586,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1587,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1588,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1589,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1590,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1591,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1592,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1593,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1594,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1595,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1596,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1597,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1598,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Built-up
1599,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1600,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1601,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1602,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1603,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1604,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1605,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1606,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1607,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1608,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1609,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1610,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1611,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1612,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1613,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1614,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1615,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1616,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1617,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1618,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1619,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1620,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1621,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1622,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1623,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Cropland
1624,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1625,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1626,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1627,Bareland,Bareland,Water,Water,Water,Grassland
1628,Bareland,Bareland,Water,Water,Water,Cropland
1629,Bareland,Bareland,Water,Water,Water,Wetland
1630,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1631,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1632,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1633,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1634,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1635,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1636,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1637,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1638,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1639,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1640,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1641,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1642,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1643,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1644,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1645,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1646,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1647,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland
1648,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
1649,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1650,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1651,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1652,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1653,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1654,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1655,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1656,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1657,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1658,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1659,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1660,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1661,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1662,Bareland,Water,Wetland,Water,Wetland,Bareland
1663,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1664,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
