Value,AFRICA_2024_DynamicWorld_2024_38NKK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,AFRICA_2024_WorldCover_2021_38NKK_M_R
1285,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1286,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1287,Water,Water,Bareland,Water,Non_Wetland,NULL
1288,Water,Water,Bareland,Water,Non_Wetland,Grassland
1289,Water,Water,Bareland,Water,Non_Wetland,Cropland
1290,Water,Water,Bareland,Water,Non_Wetland,Wetland
1291,Water,Water,Bareland,Water,Non_Wetland,Bareland
1292,Water,Water,Bareland,Water,Non_Wetland,Water
1293,Water,Water,Bareland,Water,Non_Wetland,Forest
1294,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1295,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1296,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1297,Water,Water,Built-up,NULL,Non_Wetland,Forest
1298,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1299,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1300,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1301,Water,Water,Built-up,Water,Non_Wetland,Grassland
1302,Water,Water,Built-up,Water,Non_Wetland,Cropland
1303,Water,Water,Built-up,Water,Non_Wetland,Bareland
1304,Water,Water,Built-up,Water,Non_Wetland,Forest
1305,Water,Water,Water,NULL,Water,NULL
1306,Water,Water,Water,NULL,Water,Grassland
1307,Water,Water,Water,NULL,Water,Cropland
1308,Water,Water,Water,NULL,Water,Wetland
1309,Water,Water,Water,NULL,Water,Bareland
1310,Water,Water,Water,NULL,Water,Water
1311,Water,Water,Water,NULL,Water,Forest
1312,Water,Water,Water,Non_Water,Water,Grassland
1313,Water,Water,Water,Non_Water,Water,Cropland
1314,Water,Water,Water,Non_Water,Water,Wetland
1315,Water,Water,Water,Non_Water,Water,Bareland
1316,Water,Water,Water,Non_Water,Water,Water
1317,Water,Water,Water,Non_Water,Water,Forest
1318,Water,Water,Water,Water,Water,NULL
1319,Water,Water,Water,Water,Water,Grassland
1320,Water,Water,Water,Water,Water,Cropland
1321,Water,Water,Water,Water,Water,Wetland
1322,Water,Water,Water,Water,Water,Bareland
1323,Water,Water,Water,Water,Water,Water
1324,Water,Water,Water,Water,Water,Forest
1325,Water,Water,Forest,NULL,Non_Wetland,Cropland
1326,Water,Water,Forest,NULL,Non_Wetland,Wetland
1327,Water,Water,Forest,NULL,Non_Wetland,Bareland
1328,Water,Water,Forest,NULL,Non_Wetland,Forest
1329,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1330,Water,Water,Forest,Non_Water,Non_Wetland,Water
1331,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1332,Water,Water,Forest,Water,Non_Wetland,Wetland
1333,Water,Water,Forest,Water,Non_Wetland,Bareland
1334,Water,Water,Forest,Water,Non_Wetland,Forest
1335,Water,Forest,NULL,NULL,Non_Wetland,Forest
1336,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1337,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1338,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1339,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1340,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1341,Water,Forest,Wetland,NULL,Wetland,Forest
1342,Water,Forest,Forest,NULL,Non_Wetland,Forest
1343,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1344,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1345,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1346,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1347,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1348,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1349,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1350,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1351,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1352,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1353,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1354,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1355,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1356,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1357,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1358,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1359,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1360,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1361,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1362,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1363,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1364,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1365,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1366,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1367,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1368,Forest,NULL,Wetland,NULL,Wetland,Forest
1369,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1370,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1371,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1372,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1373,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1374,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1375,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1376,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1377,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1378,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1379,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1380,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1381,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1382,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1383,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1384,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1385,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1386,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1387,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1388,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1389,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1390,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1391,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1392,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1393,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1394,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1395,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1396,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1397,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1398,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1399,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1400,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1401,Forest,Cropland,Wetland,NULL,Wetland,Forest
1402,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1403,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1404,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1405,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1406,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1407,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1408,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1409,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1410,Forest,Bareland,NULL,NULL,Non_Wetland,NULL
1411,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1412,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1413,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1414,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1415,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1416,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1417,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1419,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1420,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1421,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1422,Forest,Water,NULL,NULL,Non_Wetland,Forest
1423,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1424,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1425,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1426,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1427,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1428,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1429,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1430,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1431,Forest,Water,Wetland,NULL,Wetland,Forest
1432,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1433,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1434,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1435,Forest,Water,Water,NULL,Water,Forest
1436,Forest,Water,Forest,NULL,Non_Wetland,Forest
1437,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1438,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1439,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1440,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1441,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1442,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1443,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1444,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1445,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1446,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1447,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1448,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1449,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1450,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1451,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1452,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1453,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1454,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1455,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1456,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1457,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1458,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1459,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1460,Forest,Forest,Wetland,NULL,Wetland,Forest
1461,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1462,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1463,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1464,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1465,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1466,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1467,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1468,Forest,Forest,Forest,NULL,Non_Wetland,Forest
