Value,AFRICA_2024_DynamicWorld_2024_37NCF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,AFRICA_2024_WorldCover_2021_37NCF_M_R
1263,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1264,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1265,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1266,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1267,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1268,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1269,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1270,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1271,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1272,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1273,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1274,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1275,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1276,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1277,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1278,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1279,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
1280,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1281,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1282,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1283,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1284,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1285,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1286,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1287,Water,NULL,NULL,NULL,Non_Wetland,NULL
1288,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1289,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1290,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1291,Water,NULL,NULL,NULL,Non_Wetland,Forest
1292,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1293,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1294,Water,NULL,NULL,Water,Non_Wetland,Grassland
1295,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1296,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1297,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1298,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1299,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1300,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1301,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1302,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1303,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1304,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1305,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1306,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1307,Water,NULL,Shrubland,Water,Non_Wetland,Water
1308,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1309,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1310,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1311,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1312,Water,NULL,Grassland,NULL,Non_Wetland,Water
1313,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1314,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1315,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1316,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1317,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1318,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1319,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1320,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1321,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1322,Water,NULL,Cropland,NULL,Non_Wetland,Water
1323,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1324,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1325,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1326,Water,NULL,Wetland,NULL,Wetland,Water
1327,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1328,Water,NULL,Wetland,Water,Wetland,Grassland
1329,Water,NULL,Wetland,Water,Wetland,Cropland
1330,Water,NULL,Wetland,Water,Wetland,Water
1331,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1332,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1333,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1334,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1335,Water,NULL,Bareland,NULL,Non_Wetland,Water
1336,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1337,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1338,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1339,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1340,Water,NULL,Bareland,Water,Non_Wetland,Water
1341,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1342,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1343,Water,NULL,Built-up,NULL,Non_Wetland,Water
1344,Water,NULL,Water,Water,Water,Water
1345,Water,NULL,Forest,NULL,Non_Wetland,NULL
1346,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1347,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1348,Water,NULL,Forest,NULL,Non_Wetland,Water
1349,Water,NULL,Forest,NULL,Non_Wetland,Forest
1350,Water,NULL,Forest,Water,Non_Wetland,Grassland
1351,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1352,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1353,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1354,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1355,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1356,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1357,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1358,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1359,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1360,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1361,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1362,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1363,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1364,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1365,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1366,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1367,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1368,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1369,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1370,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1371,Water,Cropland,Wetland,NULL,Wetland,Grassland
1372,Water,Cropland,Wetland,NULL,Wetland,Cropland
1373,Water,Cropland,Wetland,NULL,Wetland,Wetland
1374,Water,Cropland,Wetland,NULL,Wetland,Forest
1375,Water,Cropland,Wetland,Water,Wetland,Wetland
1376,Water,Cropland,Wetland,Water,Wetland,Water
1377,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1378,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1379,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1380,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1381,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1382,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1383,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1384,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1385,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1386,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1387,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1388,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1389,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1390,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1391,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1392,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1393,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1394,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1395,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1396,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1397,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1398,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1399,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1400,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1401,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1402,Water,Wetland,Wetland,NULL,Wetland,NULL
1403,Water,Wetland,Wetland,NULL,Wetland,Grassland
1404,Water,Wetland,Wetland,NULL,Wetland,Wetland
1405,Water,Wetland,Wetland,NULL,Wetland,Water
1406,Water,Wetland,Wetland,NULL,Wetland,Forest
1407,Water,Wetland,Wetland,Non_Water,Wetland,Water
1408,Water,Wetland,Wetland,Water,Wetland,Grassland
1409,Water,Wetland,Wetland,Water,Wetland,Wetland
1410,Water,Wetland,Wetland,Water,Wetland,Water
1411,Water,Wetland,Wetland,Water,Wetland,Forest
1412,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1413,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1414,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1415,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1416,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1417,Water,Wetland,Bareland,Water,Non_Wetland,Water
1418,Water,Wetland,Bareland,Water,Non_Wetland,Forest
1419,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1420,Water,Wetland,Water,NULL,Water,Wetland
1421,Water,Wetland,Water,NULL,Water,Water
1422,Water,Wetland,Water,Non_Water,Water,Water
1423,Water,Wetland,Water,Water,Water,Grassland
1424,Water,Wetland,Water,Water,Water,Wetland
1425,Water,Wetland,Water,Water,Water,Water
1426,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1427,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1428,Water,Wetland,Forest,NULL,Non_Wetland,Water
1429,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1430,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1431,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1432,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1433,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1434,Water,Wetland,Forest,Water,Non_Wetland,Water
1435,Water,Wetland,Forest,Water,Non_Wetland,Forest
1436,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1437,Water,Bareland,Wetland,Water,Wetland,Water
1438,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1439,Water,Bareland,Bareland,Water,Non_Wetland,Water
1440,Water,Bareland,Water,Water,Water,Water
1441,Water,Water,NULL,NULL,Non_Wetland,NULL
1442,Water,Water,NULL,NULL,Non_Wetland,Grassland
1443,Water,Water,NULL,NULL,Non_Wetland,Cropland
1444,Water,Water,NULL,NULL,Non_Wetland,Bareland
1445,Water,Water,NULL,NULL,Non_Wetland,Water
1446,Water,Water,NULL,NULL,Non_Wetland,Forest
1447,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1448,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1449,Water,Water,NULL,Water,Non_Wetland,Grassland
1450,Water,Water,NULL,Water,Non_Wetland,Water
1451,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1452,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1453,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1454,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1455,Water,Water,Shrubland,NULL,Non_Wetland,Water
1456,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1457,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1458,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1459,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1460,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1461,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1462,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1463,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1464,Water,Water,Shrubland,Water,Non_Wetland,Water
1465,Water,Water,Shrubland,Water,Non_Wetland,Forest
1466,Water,Water,Grassland,NULL,Non_Wetland,NULL
1467,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1468,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1469,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1470,Water,Water,Grassland,NULL,Non_Wetland,Water
1471,Water,Water,Grassland,NULL,Non_Wetland,Forest
1472,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1473,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1474,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1475,Water,Water,Grassland,Water,Non_Wetland,Grassland
1476,Water,Water,Grassland,Water,Non_Wetland,Water
1477,Water,Water,Cropland,NULL,Non_Wetland,NULL
1478,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1479,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1480,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1481,Water,Water,Cropland,NULL,Non_Wetland,Water
1482,Water,Water,Cropland,NULL,Non_Wetland,Forest
1483,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1484,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1485,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1486,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1487,Water,Water,Cropland,Water,Non_Wetland,Grassland
1488,Water,Water,Cropland,Water,Non_Wetland,Water
1489,Water,Water,Wetland,NULL,Wetland,Grassland
1490,Water,Water,Wetland,NULL,Wetland,Wetland
1491,Water,Water,Wetland,NULL,Wetland,Water
1492,Water,Water,Wetland,NULL,Wetland,Forest
1493,Water,Water,Wetland,Non_Water,Wetland,Grassland
1494,Water,Water,Wetland,Non_Water,Wetland,Cropland
1495,Water,Water,Wetland,Non_Water,Wetland,Water
1496,Water,Water,Wetland,Water,Wetland,Grassland
1497,Water,Water,Wetland,Water,Wetland,Cropland
1498,Water,Water,Wetland,Water,Wetland,Wetland
1499,Water,Water,Wetland,Water,Wetland,Water
1500,Water,Water,Wetland,Water,Wetland,Forest
1501,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1502,Water,Water,Bareland,NULL,Non_Wetland,NULL
1503,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1504,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1505,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1506,Water,Water,Bareland,NULL,Non_Wetland,Water
1507,Water,Water,Bareland,NULL,Non_Wetland,Forest
1508,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1509,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1510,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1511,Water,Water,Bareland,Water,Non_Wetland,Grassland
1512,Water,Water,Bareland,Water,Non_Wetland,Water
1513,Water,Water,Bareland,Water,Non_Wetland,Forest
1514,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1515,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1516,Water,Water,Built-up,NULL,Non_Wetland,Forest
1517,Water,Water,Built-up,Water,Non_Wetland,Water
1518,Water,Water,Water,NULL,Water,Grassland
1519,Water,Water,Water,NULL,Water,Water
1520,Water,Water,Water,NULL,Water,Forest
1521,Water,Water,Water,Non_Water,Water,Grassland
1522,Water,Water,Water,Non_Water,Water,Water
1523,Water,Water,Water,Non_Water,Water,Forest
1524,Water,Water,Water,Water,Water,Grassland
1525,Water,Water,Water,Water,Water,Water
1526,Water,Water,Forest,NULL,Non_Wetland,NULL
1527,Water,Water,Forest,NULL,Non_Wetland,Grassland
1528,Water,Water,Forest,NULL,Non_Wetland,Cropland
1529,Water,Water,Forest,NULL,Non_Wetland,Bareland
1530,Water,Water,Forest,NULL,Non_Wetland,Water
1531,Water,Water,Forest,NULL,Non_Wetland,Forest
1532,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1533,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1534,Water,Water,Forest,Non_Water,Non_Wetland,Water
1535,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1536,Water,Water,Forest,Water,Non_Wetland,Water
1537,Water,Water,Forest,Water,Non_Wetland,Forest
1538,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1539,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1540,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1541,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1542,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1543,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1544,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1545,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1546,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1547,Water,Forest,Water,NULL,Water,Grassland
1548,Water,Forest,Forest,NULL,Non_Wetland,NULL
1549,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1550,Water,Forest,Forest,NULL,Non_Wetland,Forest
1551,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1552,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1553,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1554,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1555,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1556,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1557,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1558,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1559,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1560,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1561,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1562,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1563,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1564,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1565,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1566,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1567,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1568,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1569,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1570,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1571,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1572,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1573,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1574,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1575,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1576,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1577,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1578,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1579,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1580,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1581,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1582,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1583,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1584,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1585,Forest,NULL,Cropland,Water,Non_Wetland,Water
1586,Forest,NULL,Wetland,NULL,Wetland,NULL
1587,Forest,NULL,Wetland,NULL,Wetland,Grassland
1588,Forest,NULL,Wetland,NULL,Wetland,Forest
1589,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1590,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1591,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1592,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1593,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1594,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1595,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1596,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1597,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1598,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1599,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1600,Forest,NULL,Bareland,Water,Non_Wetland,Water
1601,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1602,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1603,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1604,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1605,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1606,Forest,NULL,Water,NULL,Water,NULL
1607,Forest,NULL,Water,NULL,Water,Grassland
1608,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1609,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1610,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1611,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1612,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1613,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1614,Forest,NULL,Forest,NULL,Non_Wetland,Water
1615,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1616,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1617,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1618,Forest,NULL,Forest,Water,Non_Wetland,NULL
1619,Forest,NULL,Forest,Water,Non_Wetland,Forest
1620,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1621,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1622,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1623,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1624,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1625,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1626,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1627,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1628,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1629,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1630,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1631,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1632,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1633,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1634,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1635,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1636,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1637,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1638,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1639,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1640,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1641,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1642,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1643,Forest,Cropland,Wetland,NULL,Wetland,NULL
1644,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1645,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1646,Forest,Cropland,Wetland,NULL,Wetland,Forest
1647,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1648,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1649,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1650,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1651,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1652,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1653,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1654,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1655,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1656,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1657,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1658,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1659,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1660,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1661,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1662,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1663,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1664,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1665,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1666,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1667,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1668,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1669,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1670,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1671,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1672,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1673,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1674,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1675,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1676,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1677,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1678,Forest,Wetland,Wetland,NULL,Wetland,NULL
1679,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1680,Forest,Wetland,Wetland,NULL,Wetland,Forest
1681,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1682,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1683,Forest,Wetland,Wetland,Water,Wetland,Forest
1684,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1685,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1686,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1687,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1688,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1689,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1690,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1691,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1692,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1693,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1694,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1696,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1697,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1699,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1700,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
