Value,AFRICA_2024_DynamicWorld_2024_35PRK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRK_M_R,AFRICA_2024_GSW_Yearly_2021_35PRK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRK_M_R,AFRICA_2024_WorldCover_2021_35PRK_M_R
1301,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1302,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1303,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1304,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1305,Water,Wetland,Water,NULL,Water,NULL
1306,Water,Wetland,Water,NULL,Water,Grassland
1307,Water,Wetland,Water,NULL,Water,Wetland
1308,Water,Wetland,Water,NULL,Water,Water
1309,Water,Wetland,Water,NULL,Water,Forest
1310,Water,Wetland,Water,Non_Water,Water,NULL
1311,Water,Wetland,Water,Non_Water,Water,Grassland
1312,Water,Wetland,Water,Non_Water,Water,Wetland
1313,Water,Wetland,Water,Non_Water,Water,Water
1314,Water,Wetland,Water,Non_Water,Water,Forest
1315,Water,Wetland,Water,Water,Water,Grassland
1316,Water,Wetland,Water,Water,Water,Wetland
1317,Water,Wetland,Water,Water,Water,Bareland
1318,Water,Wetland,Water,Water,Water,Water
1319,Water,Wetland,Water,Water,Water,Forest
1320,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1321,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1322,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1323,Water,Wetland,Forest,NULL,Non_Wetland,Water
1324,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1325,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1326,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1327,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1328,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1329,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1330,Water,Wetland,Forest,Water,Non_Wetland,Water
1331,Water,Wetland,Forest,Water,Non_Wetland,Forest
1332,Water,Bareland,NULL,NULL,Non_Wetland,Wetland
1333,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1334,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1335,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1336,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1337,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1338,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1339,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1340,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1341,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1342,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1343,Water,Bareland,Wetland,NULL,Wetland,Grassland
1344,Water,Bareland,Wetland,NULL,Wetland,Wetland
1345,Water,Bareland,Wetland,NULL,Wetland,Water
1346,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1347,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1348,Water,Bareland,Wetland,Non_Water,Wetland,Water
1349,Water,Bareland,Wetland,Water,Wetland,Grassland
1350,Water,Bareland,Wetland,Water,Wetland,Wetland
1351,Water,Bareland,Wetland,Water,Wetland,Water
1352,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1353,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1354,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1355,Water,Bareland,Water,NULL,Water,Wetland
1356,Water,Bareland,Water,NULL,Water,Water
1357,Water,Bareland,Water,Non_Water,Water,Wetland
1358,Water,Bareland,Water,Non_Water,Water,Water
1359,Water,Bareland,Water,Water,Water,Grassland
1360,Water,Bareland,Water,Water,Water,Wetland
1361,Water,Bareland,Water,Water,Water,Water
1362,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1363,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
1364,Water,Bareland,Forest,Non_Water,Non_Wetland,Wetland
1365,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1366,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1367,Water,Bareland,Forest,Water,Non_Wetland,Wetland
1368,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1369,Water,Built-up,Wetland,NULL,Wetland,Wetland
1370,Water,Water,NULL,NULL,Non_Wetland,NULL
1371,Water,Water,NULL,NULL,Non_Wetland,Grassland
1372,Water,Water,NULL,NULL,Non_Wetland,Wetland
1373,Water,Water,NULL,NULL,Non_Wetland,Water
1374,Water,Water,NULL,NULL,Non_Wetland,Forest
1375,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1376,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1377,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1378,Water,Water,NULL,Water,Non_Wetland,Grassland
1379,Water,Water,NULL,Water,Non_Wetland,Wetland
1380,Water,Water,NULL,Water,Non_Wetland,Water
1381,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1382,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1383,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1384,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1385,Water,Water,Shrubland,NULL,Non_Wetland,Water
1386,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1387,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1388,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1389,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1390,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1391,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1392,Water,Water,Shrubland,Water,Non_Wetland,NULL
1393,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1394,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1395,Water,Water,Shrubland,Water,Non_Wetland,Water
1396,Water,Water,Shrubland,Water,Non_Wetland,Forest
1397,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1398,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1399,Water,Water,Grassland,NULL,Non_Wetland,Water
1400,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1401,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1402,Water,Water,Grassland,Water,Non_Wetland,Grassland
1403,Water,Water,Grassland,Water,Non_Wetland,Water
1404,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1405,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1406,Water,Water,Cropland,NULL,Non_Wetland,Water
1407,Water,Water,Cropland,NULL,Non_Wetland,Forest
1408,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1409,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1410,Water,Water,Cropland,Water,Non_Wetland,Grassland
1411,Water,Water,Cropland,Water,Non_Wetland,Wetland
1412,Water,Water,Cropland,Water,Non_Wetland,Water
1413,Water,Water,Wetland,NULL,Wetland,NULL
1414,Water,Water,Wetland,NULL,Wetland,Grassland
1415,Water,Water,Wetland,NULL,Wetland,Wetland
1416,Water,Water,Wetland,NULL,Wetland,Water
1417,Water,Water,Wetland,NULL,Wetland,Forest
1418,Water,Water,Wetland,Non_Water,Wetland,NULL
1419,Water,Water,Wetland,Non_Water,Wetland,Grassland
1420,Water,Water,Wetland,Non_Water,Wetland,Wetland
1421,Water,Water,Wetland,Non_Water,Wetland,Water
1422,Water,Water,Wetland,Non_Water,Wetland,Forest
1423,Water,Water,Wetland,Water,Wetland,NULL
1424,Water,Water,Wetland,Water,Wetland,Grassland
1425,Water,Water,Wetland,Water,Wetland,Wetland
1426,Water,Water,Wetland,Water,Wetland,Bareland
1427,Water,Water,Wetland,Water,Wetland,Water
1428,Water,Water,Wetland,Water,Wetland,Forest
1429,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1430,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1431,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1432,Water,Water,Bareland,NULL,Non_Wetland,Water
1433,Water,Water,Bareland,NULL,Non_Wetland,Forest
1434,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1435,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1436,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1437,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1438,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1439,Water,Water,Bareland,Water,Non_Wetland,NULL
1440,Water,Water,Bareland,Water,Non_Wetland,Grassland
1441,Water,Water,Bareland,Water,Non_Wetland,Wetland
1442,Water,Water,Bareland,Water,Non_Wetland,Bareland
1443,Water,Water,Bareland,Water,Non_Wetland,Water
1444,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1445,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1446,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1447,Water,Water,Built-up,NULL,Non_Wetland,Water
1448,Water,Water,Built-up,NULL,Non_Wetland,Forest
1449,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1450,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1451,Water,Water,Built-up,Water,Non_Wetland,Grassland
1452,Water,Water,Built-up,Water,Non_Wetland,Bareland
1453,Water,Water,Built-up,Water,Non_Wetland,Water
1454,Water,Water,Water,NULL,Water,Grassland
1455,Water,Water,Water,NULL,Water,Wetland
1456,Water,Water,Water,NULL,Water,Water
1457,Water,Water,Water,NULL,Water,Forest
1458,Water,Water,Water,Non_Water,Water,Grassland
1459,Water,Water,Water,Non_Water,Water,Wetland
1460,Water,Water,Water,Non_Water,Water,Water
1461,Water,Water,Water,Non_Water,Water,Forest
1462,Water,Water,Water,Water,Water,NULL
1463,Water,Water,Water,Water,Water,Grassland
1464,Water,Water,Water,Water,Water,Wetland
1465,Water,Water,Water,Water,Water,Bareland
1466,Water,Water,Water,Water,Water,Water
1467,Water,Water,Water,Water,Water,Forest
1468,Water,Water,Forest,NULL,Non_Wetland,NULL
1469,Water,Water,Forest,NULL,Non_Wetland,Grassland
1470,Water,Water,Forest,NULL,Non_Wetland,Wetland
1471,Water,Water,Forest,NULL,Non_Wetland,Water
1472,Water,Water,Forest,NULL,Non_Wetland,Forest
1473,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1474,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1475,Water,Water,Forest,Non_Water,Non_Wetland,Water
1476,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1477,Water,Water,Forest,Water,Non_Wetland,Grassland
1478,Water,Water,Forest,Water,Non_Wetland,Wetland
1479,Water,Water,Forest,Water,Non_Wetland,Water
1480,Water,Water,Forest,Water,Non_Wetland,Forest
1481,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1482,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1483,Water,Forest,NULL,NULL,Non_Wetland,Forest
1484,Water,Forest,NULL,Water,Non_Wetland,Wetland
1485,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1486,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1487,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1488,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1489,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1490,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1491,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1492,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1493,Water,Forest,Wetland,NULL,Wetland,Grassland
1494,Water,Forest,Wetland,NULL,Wetland,Wetland
1495,Water,Forest,Wetland,NULL,Wetland,Water
1496,Water,Forest,Wetland,NULL,Wetland,Forest
1497,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1498,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1499,Water,Forest,Wetland,Non_Water,Wetland,Forest
1500,Water,Forest,Wetland,Water,Wetland,Grassland
1501,Water,Forest,Wetland,Water,Wetland,Wetland
1502,Water,Forest,Wetland,Water,Wetland,Water
1503,Water,Forest,Wetland,Water,Wetland,Forest
1504,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1505,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1506,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1507,Water,Forest,Water,NULL,Water,Wetland
1508,Water,Forest,Water,NULL,Water,Forest
1509,Water,Forest,Water,Non_Water,Water,Wetland
1510,Water,Forest,Water,Non_Water,Water,Water
1511,Water,Forest,Water,Water,Water,Wetland
1512,Water,Forest,Water,Water,Water,Forest
1513,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1514,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1515,Water,Forest,Forest,NULL,Non_Wetland,Water
1516,Water,Forest,Forest,NULL,Non_Wetland,Forest
1517,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1518,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1519,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1520,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1521,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1522,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1523,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
1524,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1525,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1526,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1527,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1528,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1529,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1530,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
1531,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1532,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1533,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1534,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1535,Forest,NULL,NULL,NULL,Non_Wetland,Water
1536,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1537,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1538,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1539,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1540,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1541,Forest,NULL,NULL,Water,Non_Wetland,Water
1542,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1543,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1544,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1545,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1546,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1547,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1548,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1553,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1554,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1555,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1556,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1557,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1558,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1559,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1560,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1561,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1562,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1563,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1564,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1565,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1566,Forest,NULL,Grassland,Water,Non_Wetland,Water
1567,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1568,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1569,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1570,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1571,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1572,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1573,Forest,NULL,Wetland,NULL,Wetland,NULL
1574,Forest,NULL,Wetland,NULL,Wetland,Grassland
1575,Forest,NULL,Wetland,NULL,Wetland,Wetland
1576,Forest,NULL,Wetland,NULL,Wetland,Built-up
1577,Forest,NULL,Wetland,NULL,Wetland,Forest
1578,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1579,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1580,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1581,Forest,NULL,Wetland,Non_Water,Wetland,Water
1582,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1583,Forest,NULL,Wetland,Water,Wetland,Grassland
1584,Forest,NULL,Wetland,Water,Wetland,Wetland
1585,Forest,NULL,Wetland,Water,Wetland,Water
1586,Forest,NULL,Wetland,Water,Wetland,Forest
1587,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1588,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1589,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1590,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1591,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1592,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1593,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1594,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1595,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1596,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1597,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1598,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1599,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1600,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1601,Forest,NULL,Built-up,Water,Non_Wetland,Water
1602,Forest,NULL,Water,NULL,Water,Grassland
1603,Forest,NULL,Water,NULL,Water,Wetland
1604,Forest,NULL,Water,NULL,Water,Water
1605,Forest,NULL,Water,NULL,Water,Forest
1606,Forest,NULL,Water,Non_Water,Water,Wetland
1607,Forest,NULL,Water,Water,Water,Grassland
1608,Forest,NULL,Water,Water,Water,Wetland
1609,Forest,NULL,Water,Water,Water,Water
1610,Forest,NULL,Water,Water,Water,Forest
1611,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1612,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1613,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1614,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1615,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1616,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1617,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1618,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1619,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1620,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1621,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1622,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1623,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1624,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1625,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1626,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1627,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1628,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1629,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1630,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1631,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1632,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1633,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1634,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1635,Forest,Cropland,Wetland,NULL,Wetland,NULL
1636,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1637,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1638,Forest,Cropland,Wetland,NULL,Wetland,Forest
1639,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1640,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1641,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1642,Forest,Cropland,Wetland,Water,Wetland,Grassland
1643,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1644,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1645,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1646,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1647,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1648,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1649,Forest,Cropland,Water,NULL,Water,Grassland
1650,Forest,Cropland,Water,Water,Water,Grassland
1651,Forest,Cropland,Water,Water,Water,Water
1652,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1653,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1654,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1655,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1656,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1657,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1658,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1659,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1660,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1661,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1662,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1663,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1664,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1665,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1666,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1667,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1668,Forest,Wetland,NULL,Water,Non_Wetland,Water
1669,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1670,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1671,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1672,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1673,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1674,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1675,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1676,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1677,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1678,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1679,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1680,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1681,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1682,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1683,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1684,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1685,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1686,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1687,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1688,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
1689,Forest,Wetland,Grassland,NULL,Non_Wetland,Built-up
1690,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1691,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1692,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
1693,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
1694,Forest,Wetland,Grassland,Water,Non_Wetland,Water
1695,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1696,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1697,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1698,Forest,Wetland,Wetland,NULL,Wetland,NULL
1699,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1700,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1701,Forest,Wetland,Wetland,NULL,Wetland,Bareland
1702,Forest,Wetland,Wetland,NULL,Wetland,Water
1703,Forest,Wetland,Wetland,NULL,Wetland,Forest
1704,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1705,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1706,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1707,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1708,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1709,Forest,Wetland,Wetland,Water,Wetland,Grassland
1710,Forest,Wetland,Wetland,Water,Wetland,Wetland
1711,Forest,Wetland,Wetland,Water,Wetland,Water
1712,Forest,Wetland,Wetland,Water,Wetland,Forest
1713,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1714,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1715,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
1716,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1717,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1718,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1719,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1720,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1721,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1722,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up
1723,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1724,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland
1725,Forest,Wetland,Water,NULL,Water,Grassland
1726,Forest,Wetland,Water,NULL,Water,Wetland
1727,Forest,Wetland,Water,NULL,Water,Forest
1728,Forest,Wetland,Water,Non_Water,Water,Grassland
1729,Forest,Wetland,Water,Non_Water,Water,Wetland
1730,Forest,Wetland,Water,Non_Water,Water,Forest
1731,Forest,Wetland,Water,Water,Water,Grassland
1732,Forest,Wetland,Water,Water,Water,Wetland
1733,Forest,Wetland,Water,Water,Water,Bareland
1734,Forest,Wetland,Water,Water,Water,Water
1735,Forest,Wetland,Water,Water,Water,Forest
1736,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1737,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1738,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1739,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1740,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1741,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1742,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1743,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1744,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1745,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
