Value,AFRICA_2024_DynamicWorld_2024_37PBL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBL_M_R,AFRICA_2024_GSW_Yearly_2021_37PBL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBL_M_R,AFRICA_2024_WorldCover_2021_37PBL_M_R
1262,Water,Cropland,Wetland,NULL,Wetland,Cropland
1263,Water,Cropland,Wetland,NULL,Wetland,Wetland
1264,Water,Cropland,Wetland,NULL,Wetland,Forest
1265,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1266,Water,Cropland,Wetland,Water,Wetland,Cropland
1267,Water,Cropland,Wetland,Water,Wetland,Wetland
1268,Water,Cropland,Wetland,Water,Wetland,Water
1269,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1270,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1271,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1272,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1273,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1274,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1275,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1276,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1277,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1278,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1279,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
1280,Water,Cropland,Water,NULL,Water,Wetland
1281,Water,Cropland,Water,NULL,Water,Water
1282,Water,Cropland,Water,Water,Water,Wetland
1283,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1284,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1285,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1286,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1287,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1288,Water,Cropland,Forest,NULL,Non_Wetland,Water
1289,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1290,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1291,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1292,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1293,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1294,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1295,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1296,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1297,Water,Cropland,Forest,Water,Non_Wetland,Forest
1298,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1299,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
1300,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1301,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1302,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1303,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1304,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1305,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1306,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1307,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1308,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1309,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1310,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1311,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1312,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1313,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1314,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1315,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1316,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1317,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1318,Water,Wetland,Wetland,NULL,Wetland,Cropland
1319,Water,Wetland,Wetland,NULL,Wetland,Wetland
1320,Water,Wetland,Wetland,NULL,Wetland,Forest
1321,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1322,Water,Wetland,Wetland,Water,Wetland,Cropland
1323,Water,Wetland,Wetland,Water,Wetland,Wetland
1324,Water,Wetland,Wetland,Water,Wetland,Water
1325,Water,Wetland,Wetland,Water,Wetland,Forest
1326,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1327,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1328,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1329,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1330,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
1331,Water,Wetland,Water,NULL,Water,Wetland
1332,Water,Wetland,Water,NULL,Water,Forest
1333,Water,Wetland,Water,Non_Water,Water,Wetland
1334,Water,Wetland,Water,Water,Water,Wetland
1335,Water,Wetland,Water,Water,Water,Water
1336,Water,Wetland,Water,Water,Water,Forest
1337,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1338,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1339,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1340,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1341,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1342,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1343,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1344,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1345,Water,Wetland,Forest,Water,Non_Wetland,Forest
1346,Water,Bareland,Wetland,Water,Wetland,Wetland
1347,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1348,Water,Water,NULL,NULL,Non_Wetland,NULL
1349,Water,Water,NULL,NULL,Non_Wetland,Grassland
1350,Water,Water,NULL,NULL,Non_Wetland,Cropland
1351,Water,Water,NULL,NULL,Non_Wetland,Wetland
1352,Water,Water,NULL,NULL,Non_Wetland,Bareland
1353,Water,Water,NULL,NULL,Non_Wetland,Water
1354,Water,Water,NULL,NULL,Non_Wetland,Forest
1355,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1356,Water,Water,NULL,Non_Water,Non_Wetland,Water
1357,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1358,Water,Water,NULL,Water,Non_Wetland,Grassland
1359,Water,Water,NULL,Water,Non_Wetland,Cropland
1360,Water,Water,NULL,Water,Non_Wetland,Wetland
1361,Water,Water,NULL,Water,Non_Wetland,Bareland
1362,Water,Water,NULL,Water,Non_Wetland,Water
1363,Water,Water,NULL,Water,Non_Wetland,Forest
1364,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1365,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1366,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1367,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1368,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1369,Water,Water,Shrubland,NULL,Non_Wetland,Water
1370,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1371,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1372,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1373,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1374,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1375,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1376,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1377,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1378,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1379,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1380,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1381,Water,Water,Shrubland,Water,Non_Wetland,Water
1382,Water,Water,Shrubland,Water,Non_Wetland,Forest
1383,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1384,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1385,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1386,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1387,Water,Water,Grassland,NULL,Non_Wetland,Water
1388,Water,Water,Grassland,NULL,Non_Wetland,Forest
1389,Water,Water,Grassland,Water,Non_Wetland,Grassland
1390,Water,Water,Grassland,Water,Non_Wetland,Cropland
1391,Water,Water,Grassland,Water,Non_Wetland,Wetland
1392,Water,Water,Grassland,Water,Non_Wetland,Bareland
1393,Water,Water,Grassland,Water,Non_Wetland,Water
1394,Water,Water,Cropland,NULL,Non_Wetland,NULL
1395,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1396,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1397,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1398,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1399,Water,Water,Cropland,NULL,Non_Wetland,Water
1400,Water,Water,Cropland,NULL,Non_Wetland,Forest
1401,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1402,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1403,Water,Water,Cropland,Water,Non_Wetland,Grassland
1404,Water,Water,Cropland,Water,Non_Wetland,Cropland
1405,Water,Water,Cropland,Water,Non_Wetland,Wetland
1406,Water,Water,Cropland,Water,Non_Wetland,Bareland
1407,Water,Water,Cropland,Water,Non_Wetland,Water
1408,Water,Water,Cropland,Water,Non_Wetland,Forest
1409,Water,Water,Wetland,NULL,Wetland,Grassland
1410,Water,Water,Wetland,NULL,Wetland,Cropland
1411,Water,Water,Wetland,NULL,Wetland,Wetland
1412,Water,Water,Wetland,NULL,Wetland,Bareland
1413,Water,Water,Wetland,NULL,Wetland,Water
1414,Water,Water,Wetland,NULL,Wetland,Forest
1415,Water,Water,Wetland,Non_Water,Wetland,NULL
1416,Water,Water,Wetland,Non_Water,Wetland,Cropland
1417,Water,Water,Wetland,Non_Water,Wetland,Wetland
1418,Water,Water,Wetland,Non_Water,Wetland,Water
1419,Water,Water,Wetland,Non_Water,Wetland,Forest
1420,Water,Water,Wetland,Water,Wetland,Grassland
1421,Water,Water,Wetland,Water,Wetland,Cropland
1422,Water,Water,Wetland,Water,Wetland,Wetland
1423,Water,Water,Wetland,Water,Wetland,Bareland
1424,Water,Water,Wetland,Water,Wetland,Water
1425,Water,Water,Wetland,Water,Wetland,Forest
1426,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1427,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1428,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1429,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1430,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1431,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1432,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1433,Water,Water,Bareland,NULL,Non_Wetland,NULL
1434,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1435,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1436,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1437,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1438,Water,Water,Bareland,NULL,Non_Wetland,Water
1439,Water,Water,Bareland,NULL,Non_Wetland,Forest
1440,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1441,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1442,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1443,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1444,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1445,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1446,Water,Water,Bareland,Water,Non_Wetland,Grassland
1447,Water,Water,Bareland,Water,Non_Wetland,Cropland
1448,Water,Water,Bareland,Water,Non_Wetland,Wetland
1449,Water,Water,Bareland,Water,Non_Wetland,Bareland
1450,Water,Water,Bareland,Water,Non_Wetland,Water
1451,Water,Water,Bareland,Water,Non_Wetland,Forest
1452,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1453,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1454,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1455,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1456,Water,Water,Built-up,NULL,Non_Wetland,Water
1457,Water,Water,Built-up,NULL,Non_Wetland,Forest
1458,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1459,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1460,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1461,Water,Water,Built-up,Water,Non_Wetland,Grassland
1462,Water,Water,Built-up,Water,Non_Wetland,Cropland
1463,Water,Water,Built-up,Water,Non_Wetland,Wetland
1464,Water,Water,Built-up,Water,Non_Wetland,Water
1465,Water,Water,Built-up,Water,Non_Wetland,Forest
1466,Water,Water,Water,NULL,Water,Grassland
1467,Water,Water,Water,NULL,Water,Cropland
1468,Water,Water,Water,NULL,Water,Wetland
1469,Water,Water,Water,NULL,Water,Bareland
1470,Water,Water,Water,NULL,Water,Built-up
1471,Water,Water,Water,NULL,Water,Water
1472,Water,Water,Water,NULL,Water,Forest
1473,Water,Water,Water,Non_Water,Water,Cropland
1474,Water,Water,Water,Non_Water,Water,Wetland
1475,Water,Water,Water,Non_Water,Water,Bareland
1476,Water,Water,Water,Non_Water,Water,Built-up
1477,Water,Water,Water,Non_Water,Water,Water
1478,Water,Water,Water,Non_Water,Water,Forest
1479,Water,Water,Water,Water,Water,Grassland
1480,Water,Water,Water,Water,Water,Cropland
1481,Water,Water,Water,Water,Water,Wetland
1482,Water,Water,Water,Water,Water,Bareland
1483,Water,Water,Water,Water,Water,Built-up
1484,Water,Water,Water,Water,Water,Water
1485,Water,Water,Water,Water,Water,Forest
1486,Water,Water,Forest,NULL,Non_Wetland,NULL
1487,Water,Water,Forest,NULL,Non_Wetland,Grassland
1488,Water,Water,Forest,NULL,Non_Wetland,Cropland
1489,Water,Water,Forest,NULL,Non_Wetland,Wetland
1490,Water,Water,Forest,NULL,Non_Wetland,Bareland
1491,Water,Water,Forest,NULL,Non_Wetland,Water
1492,Water,Water,Forest,NULL,Non_Wetland,Forest
1493,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1494,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1495,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1496,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1497,Water,Water,Forest,Non_Water,Non_Wetland,Water
1498,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1499,Water,Water,Forest,Water,Non_Wetland,Grassland
1500,Water,Water,Forest,Water,Non_Wetland,Cropland
1501,Water,Water,Forest,Water,Non_Wetland,Wetland
1502,Water,Water,Forest,Water,Non_Wetland,Water
1503,Water,Water,Forest,Water,Non_Wetland,Forest
1504,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1505,Water,Forest,NULL,NULL,Non_Wetland,Forest
1506,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1507,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1508,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1509,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1510,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1511,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1512,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1513,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1514,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1515,Water,Forest,Wetland,NULL,Wetland,Wetland
1516,Water,Forest,Wetland,NULL,Wetland,Forest
1517,Water,Forest,Wetland,Water,Wetland,Cropland
1518,Water,Forest,Wetland,Water,Wetland,Wetland
1519,Water,Forest,Wetland,Water,Wetland,Forest
1520,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1521,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1522,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1523,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1524,Water,Forest,Bareland,Water,Non_Wetland,Wetland
1525,Water,Forest,Bareland,Water,Non_Wetland,Forest
1526,Water,Forest,Water,NULL,Water,Forest
1527,Water,Forest,Water,Water,Water,Wetland
1528,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1529,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1530,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1531,Water,Forest,Forest,NULL,Non_Wetland,Forest
1532,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1533,Water,Forest,Forest,Water,Non_Wetland,Wetland
1534,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1535,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1536,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1537,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1538,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1539,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1540,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1541,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1542,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1543,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1544,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1545,Forest,NULL,NULL,Water,Non_Wetland,Forest
1546,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1547,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1548,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1549,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1550,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1551,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1552,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1554,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1555,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1556,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1557,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1558,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1559,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1560,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1561,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1562,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1563,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1564,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1565,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1566,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1567,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1568,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1569,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1570,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1571,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1572,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1573,Forest,NULL,Wetland,NULL,Wetland,Cropland
1574,Forest,NULL,Wetland,NULL,Wetland,Wetland
1575,Forest,NULL,Wetland,NULL,Wetland,Forest
1576,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1577,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1578,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1579,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1580,Forest,NULL,Wetland,Water,Wetland,Cropland
1581,Forest,NULL,Wetland,Water,Wetland,Wetland
1582,Forest,NULL,Wetland,Water,Wetland,Forest
1583,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1584,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1585,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1586,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1587,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1588,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1589,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1590,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1591,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1592,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1593,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1594,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1595,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1596,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1597,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1598,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1599,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1600,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1601,Forest,NULL,Water,NULL,Water,Grassland
1602,Forest,NULL,Water,NULL,Water,Wetland
1603,Forest,NULL,Water,NULL,Water,Forest
1604,Forest,NULL,Water,Water,Water,Wetland
1605,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1606,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1607,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1608,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1609,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1610,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1611,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1612,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1613,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1614,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1615,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1616,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1617,Forest,NULL,Forest,Water,Non_Wetland,NULL
1618,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1619,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1620,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1621,Forest,NULL,Forest,Water,Non_Wetland,Water
1622,Forest,NULL,Forest,Water,Non_Wetland,Forest
1623,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1624,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1625,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1626,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1627,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1628,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1629,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1630,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1631,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1632,Forest,Cropland,NULL,Water,Non_Wetland,Wetland
1633,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1634,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1635,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1636,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1637,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1638,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1639,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1640,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1641,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1642,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1643,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1644,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1645,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1646,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1647,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1648,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1649,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1650,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1651,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1652,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1653,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1654,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1655,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1656,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1657,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1658,Forest,Cropland,Cropland,Water,Non_Wetland,Wetland
1659,Forest,Cropland,Wetland,NULL,Wetland,NULL
1660,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1661,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1662,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1663,Forest,Cropland,Wetland,NULL,Wetland,Forest
1664,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1665,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1666,Forest,Cropland,Wetland,Water,Wetland,Cropland
1667,Forest,Cropland,Wetland,Water,Wetland,Wetland
1668,Forest,Cropland,Wetland,Water,Wetland,Forest
1669,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1670,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1671,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1672,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1673,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1674,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1675,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1676,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1677,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1678,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1679,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1680,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1681,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1682,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland
1683,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1684,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1685,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1686,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1687,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1688,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1689,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1690,Forest,Cropland,Built-up,Water,Non_Wetland,Wetland
1691,Forest,Cropland,Water,NULL,Water,Grassland
1692,Forest,Cropland,Water,NULL,Water,Forest
1693,Forest,Cropland,Water,Non_Water,Water,Wetland
1694,Forest,Cropland,Water,Water,Water,Wetland
1695,Forest,Cropland,Water,Water,Water,Water
1696,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1697,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1698,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1699,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1700,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1701,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1702,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1703,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1704,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
