Value,AFRICA_2024_DynamicWorld_2024_36PZR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,AFRICA_2024_WorldCover_2021_36PZR_M_R
1296,Forest,Cropland,Water,Non_Water,Water,Wetland
1297,Forest,Cropland,Water,Water,Water,Water
1298,Forest,Cropland,Water,Water,Water,Forest
1299,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1300,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1301,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1302,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1303,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1304,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1305,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1306,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1307,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1308,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1309,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1310,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1311,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1312,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1313,Forest,Wetland,Wetland,NULL,Wetland,Forest
1314,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1315,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1316,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1317,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1318,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1319,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1320,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1321,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1322,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1323,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1324,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1325,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1326,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1327,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1328,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1329,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1330,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1331,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1332,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1333,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1334,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1335,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1336,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1337,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1338,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1339,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1340,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1341,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1342,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1343,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1344,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1345,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1346,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1347,Forest,Water,NULL,NULL,Non_Wetland,NULL
1348,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1349,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1350,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1351,Forest,Water,NULL,NULL,Non_Wetland,Water
1352,Forest,Water,NULL,NULL,Non_Wetland,Forest
1353,Forest,Water,NULL,Water,Non_Wetland,Grassland
1354,Forest,Water,NULL,Water,Non_Wetland,Cropland
1355,Forest,Water,NULL,Water,Non_Wetland,Forest
1356,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1357,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1358,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1359,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1360,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1361,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1362,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1363,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1364,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1365,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1366,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1367,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1368,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1369,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1370,Forest,Water,Grassland,NULL,Non_Wetland,Water
1371,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1372,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1373,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1374,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1375,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1376,Forest,Water,Cropland,NULL,Non_Wetland,Water
1377,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1378,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1379,Forest,Water,Cropland,Water,Non_Wetland,Cropland
1380,Forest,Water,Cropland,Water,Non_Wetland,Forest
1381,Forest,Water,Wetland,NULL,Wetland,Grassland
1382,Forest,Water,Wetland,NULL,Wetland,Cropland
1383,Forest,Water,Wetland,NULL,Wetland,Forest
1384,Forest,Water,Wetland,Non_Water,Wetland,Forest
1385,Forest,Water,Wetland,Water,Wetland,Grassland
1386,Forest,Water,Wetland,Water,Wetland,Cropland
1387,Forest,Water,Wetland,Water,Wetland,Wetland
1388,Forest,Water,Wetland,Water,Wetland,Water
1389,Forest,Water,Wetland,Water,Wetland,Forest
1390,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1391,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1392,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1393,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1394,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1395,Forest,Water,Bareland,NULL,Non_Wetland,Water
1396,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1397,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1398,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
1399,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1400,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1401,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1402,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1403,Forest,Water,Bareland,Water,Non_Wetland,Water
1404,Forest,Water,Bareland,Water,Non_Wetland,Forest
1405,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1406,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1407,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1408,Forest,Water,Built-up,NULL,Non_Wetland,Water
1409,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1410,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
1411,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1412,Forest,Water,Built-up,Water,Non_Wetland,Grassland
1413,Forest,Water,Built-up,Water,Non_Wetland,Cropland
1414,Forest,Water,Built-up,Water,Non_Wetland,Water
1415,Forest,Water,Built-up,Water,Non_Wetland,Forest
1416,Forest,Water,Water,NULL,Water,Grassland
1417,Forest,Water,Water,NULL,Water,Cropland
1418,Forest,Water,Water,NULL,Water,Water
1419,Forest,Water,Water,NULL,Water,Forest
1420,Forest,Water,Water,Non_Water,Water,Forest
1421,Forest,Water,Water,Water,Water,Cropland
1422,Forest,Water,Water,Water,Water,Bareland
1423,Forest,Water,Water,Water,Water,Water
1424,Forest,Water,Water,Water,Water,Forest
1425,Forest,Water,Forest,NULL,Non_Wetland,NULL
1426,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1427,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1428,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1429,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1430,Forest,Water,Forest,NULL,Non_Wetland,Water
1431,Forest,Water,Forest,NULL,Non_Wetland,Forest
1432,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1433,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1434,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1435,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1436,Forest,Water,Forest,Water,Non_Wetland,NULL
1437,Forest,Water,Forest,Water,Non_Wetland,Grassland
1438,Forest,Water,Forest,Water,Non_Wetland,Cropland
1439,Forest,Water,Forest,Water,Non_Wetland,Water
1440,Forest,Water,Forest,Water,Non_Wetland,Forest
1441,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1442,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1443,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1444,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1445,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1446,Forest,Forest,NULL,NULL,Non_Wetland,Water
1447,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1448,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1449,Forest,Forest,NULL,Water,Non_Wetland,Forest
1450,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1451,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1452,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1453,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1454,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1455,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1456,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1457,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1458,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1459,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1460,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1461,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1462,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1463,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1464,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1465,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1466,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1467,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1468,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1469,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1470,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1471,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1472,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1473,Forest,Forest,Wetland,NULL,Wetland,NULL
1474,Forest,Forest,Wetland,NULL,Wetland,Forest
1475,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1476,Forest,Forest,Wetland,Water,Wetland,Forest
1477,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1478,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1479,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1480,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1481,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1482,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1483,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1484,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1485,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1486,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1487,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1488,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1489,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1490,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1491,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
1492,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1493,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1494,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1495,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1496,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1497,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1498,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1499,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1500,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1501,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1502,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1503,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1504,Forest,Forest,Water,NULL,Water,Grassland
1505,Forest,Forest,Water,NULL,Water,Forest
1506,Forest,Forest,Water,Non_Water,Water,Forest
1507,Forest,Forest,Water,Water,Water,Forest
1508,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1509,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1510,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1511,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1512,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1513,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1514,Forest,Forest,Forest,NULL,Non_Wetland,Water
1515,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1516,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1517,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1518,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1519,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1520,Forest,Forest,Forest,Water,Non_Wetland,NULL
1521,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1522,Forest,Forest,Forest,Water,Non_Wetland,Water
1523,Forest,Forest,Forest,Water,Non_Wetland,Forest
