Value,AFRICA_2024_DynamicWorld_2024_37PEN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEN_M_R,AFRICA_2024_GSW_Yearly_2021_37PEN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEN_M_R,AFRICA_2024_WorldCover_2021_37PEN_M_R
1257,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1258,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1259,Bareland,Water,Water,NULL,Water,Grassland
1260,Bareland,Water,Water,NULL,Water,Bareland
1261,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1262,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1263,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1264,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1265,Bareland,Water,Forest,Water,Non_Wetland,NULL
1266,Bareland,Water,Forest,Water,Non_Wetland,Water
1267,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1268,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1269,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1270,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1271,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
1272,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1273,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1274,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1275,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1276,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1277,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1278,Water,NULL,NULL,NULL,Non_Wetland,NULL
1279,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1280,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1281,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1282,Water,NULL,NULL,NULL,Non_Wetland,Forest
1283,Water,NULL,NULL,Water,Non_Wetland,Grassland
1284,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1285,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1286,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1287,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1288,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1289,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1290,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1291,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1292,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1293,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1294,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1295,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1296,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1297,Water,NULL,Grassland,NULL,Non_Wetland,Water
1298,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1299,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1300,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1301,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1302,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1303,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1304,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1305,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1306,Water,NULL,Cropland,NULL,Non_Wetland,Water
1307,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1308,Water,NULL,Wetland,NULL,Wetland,NULL
1309,Water,NULL,Wetland,NULL,Wetland,Grassland
1310,Water,NULL,Wetland,NULL,Wetland,Cropland
1311,Water,NULL,Wetland,NULL,Wetland,Bareland
1312,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1313,Water,NULL,Wetland,Non_Water,Wetland,Forest
1314,Water,NULL,Wetland,Water,Wetland,Wetland
1315,Water,NULL,Wetland,Water,Wetland,Bareland
1316,Water,NULL,Wetland,Water,Wetland,Water
1317,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1318,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1319,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1320,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1321,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1322,Water,NULL,Bareland,NULL,Non_Wetland,Water
1323,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1324,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1325,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1326,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1327,Water,NULL,Bareland,Water,Non_Wetland,NULL
1328,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1329,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1330,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1331,Water,NULL,Bareland,Water,Non_Wetland,Water
1332,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1333,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1334,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1335,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1336,Water,NULL,Water,NULL,Water,NULL
1337,Water,NULL,Water,NULL,Water,Grassland
1338,Water,NULL,Water,NULL,Water,Cropland
1339,Water,NULL,Water,NULL,Water,Bareland
1340,Water,NULL,Water,NULL,Water,Forest
1341,Water,NULL,Water,Water,Water,NULL
1342,Water,NULL,Water,Water,Water,Grassland
1343,Water,NULL,Water,Water,Water,Bareland
1344,Water,NULL,Water,Water,Water,Water
1345,Water,NULL,Water,Water,Water,Forest
1346,Water,NULL,Forest,NULL,Non_Wetland,NULL
1347,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1348,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1349,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1350,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1351,Water,NULL,Forest,NULL,Non_Wetland,Forest
1352,Water,NULL,Forest,Water,Non_Wetland,NULL
1353,Water,NULL,Forest,Water,Non_Wetland,Grassland
1354,Water,NULL,Forest,Water,Non_Wetland,Forest
1355,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1356,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1357,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1358,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1359,Water,Cropland,NULL,Water,Non_Wetland,Water
1360,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1361,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1362,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1363,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1364,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1365,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1366,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1367,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1368,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1369,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1370,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1371,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1372,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1373,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1374,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1375,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1376,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1377,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1378,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1379,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1380,Water,Cropland,Grassland,Water,Non_Wetland,Water
1381,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1382,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1383,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1384,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1385,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1386,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1387,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1388,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1389,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1390,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1391,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1392,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1393,Water,Cropland,Cropland,Water,Non_Wetland,Water
1394,Water,Cropland,Wetland,NULL,Wetland,Grassland
1395,Water,Cropland,Wetland,NULL,Wetland,Cropland
1396,Water,Cropland,Wetland,NULL,Wetland,Wetland
1397,Water,Cropland,Wetland,NULL,Wetland,Water
1398,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1399,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1400,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1401,Water,Cropland,Wetland,Water,Wetland,Grassland
1402,Water,Cropland,Wetland,Water,Wetland,Cropland
1403,Water,Cropland,Wetland,Water,Wetland,Wetland
1404,Water,Cropland,Wetland,Water,Wetland,Water
1405,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1406,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1407,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1408,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1409,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1410,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1411,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1412,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1413,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1414,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1415,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1416,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1417,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1418,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1419,Water,Cropland,Bareland,Water,Non_Wetland,Water
1420,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1421,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1422,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1423,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1424,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1425,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1426,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1427,Water,Cropland,Water,NULL,Water,Grassland
1428,Water,Cropland,Water,NULL,Water,Cropland
1429,Water,Cropland,Water,NULL,Water,Wetland
1430,Water,Cropland,Water,NULL,Water,Bareland
1431,Water,Cropland,Water,NULL,Water,Water
1432,Water,Cropland,Water,Water,Water,Wetland
1433,Water,Cropland,Water,Water,Water,Bareland
1434,Water,Cropland,Water,Water,Water,Water
1435,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1436,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1437,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1438,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1439,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1440,Water,Cropland,Forest,NULL,Non_Wetland,Water
1441,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1442,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1443,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1444,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1445,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1446,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1447,Water,Cropland,Forest,Water,Non_Wetland,Water
1448,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1449,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1450,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1451,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1452,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1453,Water,Wetland,Wetland,NULL,Wetland,Wetland
1454,Water,Wetland,Wetland,Water,Wetland,Wetland
1455,Water,Wetland,Wetland,Water,Wetland,Water
1456,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1457,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1458,Water,Wetland,Bareland,Water,Non_Wetland,Water
1459,Water,Wetland,Water,Non_Water,Water,Water
1460,Water,Wetland,Water,Water,Water,Water
1461,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1462,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1463,Water,Wetland,Forest,NULL,Non_Wetland,Water
1464,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1465,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1466,Water,Wetland,Forest,Water,Non_Wetland,Water
1467,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1468,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1469,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1470,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1471,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1472,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1473,Water,Bareland,Wetland,Water,Wetland,Bareland
1474,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1475,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1476,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1477,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1478,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1479,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1480,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1481,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1482,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1483,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1484,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1485,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
1486,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1487,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1488,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1489,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1490,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
1491,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1492,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1493,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland
1494,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1495,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1496,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1497,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL
1498,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1499,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1500,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1501,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1502,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1503,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1504,Water,Built-up,Wetland,NULL,Wetland,NULL
1505,Water,Built-up,Wetland,NULL,Wetland,Cropland
1506,Water,Built-up,Wetland,NULL,Wetland,Forest
1507,Water,Built-up,Wetland,Non_Water,Wetland,Cropland
1508,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1509,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1510,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1511,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1512,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1513,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1514,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
1515,Water,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1516,Water,Built-up,Water,NULL,Water,Cropland
1517,Water,Built-up,Forest,NULL,Non_Wetland,NULL
1518,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1519,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1520,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
1521,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1522,Water,Water,NULL,NULL,Non_Wetland,NULL
1523,Water,Water,NULL,NULL,Non_Wetland,Grassland
1524,Water,Water,NULL,NULL,Non_Wetland,Cropland
1525,Water,Water,NULL,NULL,Non_Wetland,Wetland
1526,Water,Water,NULL,NULL,Non_Wetland,Bareland
1527,Water,Water,NULL,NULL,Non_Wetland,Water
1528,Water,Water,NULL,NULL,Non_Wetland,Forest
1529,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1530,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1531,Water,Water,NULL,Non_Water,Non_Wetland,Water
1532,Water,Water,NULL,Water,Non_Wetland,NULL
1533,Water,Water,NULL,Water,Non_Wetland,Cropland
1534,Water,Water,NULL,Water,Non_Wetland,Wetland
1535,Water,Water,NULL,Water,Non_Wetland,Water
1536,Water,Water,NULL,Water,Non_Wetland,Forest
1537,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1538,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1539,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1540,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1541,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1542,Water,Water,Shrubland,NULL,Non_Wetland,Water
1543,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1544,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1545,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1546,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1547,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1548,Water,Water,Shrubland,Water,Non_Wetland,NULL
1549,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1550,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1551,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1552,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1553,Water,Water,Shrubland,Water,Non_Wetland,Water
1554,Water,Water,Shrubland,Water,Non_Wetland,Forest
1555,Water,Water,Grassland,NULL,Non_Wetland,NULL
1556,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1557,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1558,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1559,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1560,Water,Water,Grassland,NULL,Non_Wetland,Water
1561,Water,Water,Grassland,NULL,Non_Wetland,Forest
1562,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1563,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1564,Water,Water,Grassland,Water,Non_Wetland,NULL
1565,Water,Water,Grassland,Water,Non_Wetland,Cropland
1566,Water,Water,Grassland,Water,Non_Wetland,Wetland
1567,Water,Water,Grassland,Water,Non_Wetland,Bareland
1568,Water,Water,Grassland,Water,Non_Wetland,Water
1569,Water,Water,Cropland,NULL,Non_Wetland,NULL
1570,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1571,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1572,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1573,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1574,Water,Water,Cropland,NULL,Non_Wetland,Water
1575,Water,Water,Cropland,NULL,Non_Wetland,Forest
1576,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1577,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1578,Water,Water,Cropland,Water,Non_Wetland,NULL
1579,Water,Water,Cropland,Water,Non_Wetland,Grassland
1580,Water,Water,Cropland,Water,Non_Wetland,Cropland
1581,Water,Water,Cropland,Water,Non_Wetland,Bareland
1582,Water,Water,Cropland,Water,Non_Wetland,Water
1583,Water,Water,Cropland,Water,Non_Wetland,Forest
1584,Water,Water,Wetland,NULL,Wetland,NULL
1585,Water,Water,Wetland,NULL,Wetland,Grassland
1586,Water,Water,Wetland,NULL,Wetland,Cropland
1587,Water,Water,Wetland,NULL,Wetland,Wetland
1588,Water,Water,Wetland,NULL,Wetland,Bareland
1589,Water,Water,Wetland,NULL,Wetland,Water
1590,Water,Water,Wetland,NULL,Wetland,Forest
1591,Water,Water,Wetland,Non_Water,Wetland,NULL
1592,Water,Water,Wetland,Non_Water,Wetland,Grassland
1593,Water,Water,Wetland,Non_Water,Wetland,Cropland
1594,Water,Water,Wetland,Non_Water,Wetland,Wetland
1595,Water,Water,Wetland,Non_Water,Wetland,Bareland
1596,Water,Water,Wetland,Non_Water,Wetland,Water
1597,Water,Water,Wetland,Non_Water,Wetland,Forest
1598,Water,Water,Wetland,Water,Wetland,NULL
1599,Water,Water,Wetland,Water,Wetland,Grassland
1600,Water,Water,Wetland,Water,Wetland,Cropland
1601,Water,Water,Wetland,Water,Wetland,Wetland
1602,Water,Water,Wetland,Water,Wetland,Bareland
1603,Water,Water,Wetland,Water,Wetland,Water
1604,Water,Water,Wetland,Water,Wetland,Forest
1605,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1606,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1607,Water,Water,Bareland,NULL,Non_Wetland,NULL
1608,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1609,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1610,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1611,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1612,Water,Water,Bareland,NULL,Non_Wetland,Water
1613,Water,Water,Bareland,NULL,Non_Wetland,Forest
1614,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1615,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1616,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1617,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1618,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1619,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1620,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1621,Water,Water,Bareland,Water,Non_Wetland,NULL
1622,Water,Water,Bareland,Water,Non_Wetland,Grassland
1623,Water,Water,Bareland,Water,Non_Wetland,Cropland
1624,Water,Water,Bareland,Water,Non_Wetland,Wetland
1625,Water,Water,Bareland,Water,Non_Wetland,Bareland
1626,Water,Water,Bareland,Water,Non_Wetland,Water
1627,Water,Water,Bareland,Water,Non_Wetland,Forest
1628,Water,Water,Built-up,NULL,Non_Wetland,NULL
1629,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1630,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1631,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1632,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1633,Water,Water,Built-up,NULL,Non_Wetland,Water
1634,Water,Water,Built-up,NULL,Non_Wetland,Forest
1635,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1636,Water,Water,Built-up,Water,Non_Wetland,Grassland
1637,Water,Water,Built-up,Water,Non_Wetland,Cropland
1638,Water,Water,Built-up,Water,Non_Wetland,Wetland
1639,Water,Water,Built-up,Water,Non_Wetland,Water
1640,Water,Water,Built-up,Water,Non_Wetland,Forest
1641,Water,Water,Water,NULL,Water,NULL
1642,Water,Water,Water,NULL,Water,Grassland
1643,Water,Water,Water,NULL,Water,Cropland
1644,Water,Water,Water,NULL,Water,Wetland
1645,Water,Water,Water,NULL,Water,Bareland
1646,Water,Water,Water,NULL,Water,Water
1647,Water,Water,Water,NULL,Water,Forest
1648,Water,Water,Water,Non_Water,Water,NULL
1649,Water,Water,Water,Non_Water,Water,Cropland
1650,Water,Water,Water,Non_Water,Water,Wetland
1651,Water,Water,Water,Non_Water,Water,Water
1652,Water,Water,Water,Non_Water,Water,Forest
1653,Water,Water,Water,Water,Water,NULL
1654,Water,Water,Water,Water,Water,Grassland
1655,Water,Water,Water,Water,Water,Cropland
1656,Water,Water,Water,Water,Water,Wetland
1657,Water,Water,Water,Water,Water,Bareland
1658,Water,Water,Water,Water,Water,Water
1659,Water,Water,Water,Water,Water,Forest
1660,Water,Water,Forest,NULL,Non_Wetland,NULL
1661,Water,Water,Forest,NULL,Non_Wetland,Grassland
1662,Water,Water,Forest,NULL,Non_Wetland,Cropland
1663,Water,Water,Forest,NULL,Non_Wetland,Wetland
1664,Water,Water,Forest,NULL,Non_Wetland,Bareland
1665,Water,Water,Forest,NULL,Non_Wetland,Water
1666,Water,Water,Forest,NULL,Non_Wetland,Forest
1667,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1668,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1669,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1670,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1671,Water,Water,Forest,Non_Water,Non_Wetland,Water
1672,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1673,Water,Water,Forest,Water,Non_Wetland,NULL
1674,Water,Water,Forest,Water,Non_Wetland,Grassland
1675,Water,Water,Forest,Water,Non_Wetland,Cropland
1676,Water,Water,Forest,Water,Non_Wetland,Wetland
1677,Water,Water,Forest,Water,Non_Wetland,Water
1678,Water,Water,Forest,Water,Non_Wetland,Forest
1679,Water,Forest,NULL,NULL,Non_Wetland,NULL
1680,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1681,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1682,Water,Forest,NULL,NULL,Non_Wetland,Forest
1683,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1684,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1685,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1686,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1687,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1688,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1689,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1690,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1691,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1692,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1693,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1694,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1695,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1696,Water,Forest,Water,NULL,Water,NULL
1697,Water,Forest,Water,NULL,Water,Grassland
1698,Water,Forest,Water,NULL,Water,Forest
1699,Water,Forest,Water,Water,Water,Grassland
1700,Water,Forest,Water,Water,Water,Forest
1701,Water,Forest,Forest,NULL,Non_Wetland,NULL
1702,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1703,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1704,Water,Forest,Forest,NULL,Non_Wetland,Forest
1705,Water,Forest,Forest,Water,Non_Wetland,Grassland
1706,Water,Forest,Forest,Water,Non_Wetland,Forest
1707,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1708,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1709,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
