Value,AFRICA_2024_DynamicWorld_2024_36NZL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZL_M_R,AFRICA_2024_GSW_Yearly_2021_36NZL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZL_M_R,AFRICA_2024_WorldCover_2021_36NZL_M_R
2662,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
2663,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
2664,Water,Wetland,Built-up,Water,Non_Wetland,Water
2665,Water,Wetland,Water,NULL,Water,Wetland
2666,Water,Wetland,Water,NULL,Water,Bareland
2667,Water,Wetland,Water,NULL,Water,Water
2668,Water,Wetland,Water,NULL,Water,Forest
2669,Water,Wetland,Water,Non_Water,Water,Wetland
2670,Water,Wetland,Water,Non_Water,Water,Bareland
2671,Water,Wetland,Water,Non_Water,Water,Forest
2672,Water,Wetland,Water,Water,Water,NULL
2673,Water,Wetland,Water,Water,Water,Grassland
2674,Water,Wetland,Water,Water,Water,Cropland
2675,Water,Wetland,Water,Water,Water,Wetland
2676,Water,Wetland,Water,Water,Water,Bareland
2677,Water,Wetland,Water,Water,Water,Water
2678,Water,Wetland,Water,Water,Water,Forest
2679,Water,Wetland,Forest,NULL,Non_Wetland,NULL
2680,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
2681,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
2682,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
2683,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
2684,Water,Wetland,Forest,NULL,Non_Wetland,Forest
2685,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
2686,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2687,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2688,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
2689,Water,Wetland,Forest,Water,Non_Wetland,Grassland
2690,Water,Wetland,Forest,Water,Non_Wetland,Cropland
2691,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2692,Water,Wetland,Forest,Water,Non_Wetland,Forest
2693,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
2694,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2695,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
2696,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2697,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
2698,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
2699,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
2700,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
2701,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
2702,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
2703,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2704,Water,Bareland,Grassland,NULL,Non_Wetland,Water
2705,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
2706,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2707,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
2708,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2709,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
2710,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
2711,Water,Bareland,Grassland,Water,Non_Wetland,Forest
2712,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
2713,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
2714,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
2715,Water,Bareland,Wetland,NULL,Wetland,Grassland
2716,Water,Bareland,Wetland,NULL,Wetland,Wetland
2717,Water,Bareland,Wetland,NULL,Wetland,Bareland
2718,Water,Bareland,Wetland,NULL,Wetland,Water
2719,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
2720,Water,Bareland,Wetland,Water,Wetland,Grassland
2721,Water,Bareland,Wetland,Water,Wetland,Wetland
2722,Water,Bareland,Wetland,Water,Wetland,Bareland
2723,Water,Bareland,Wetland,Water,Wetland,Water
2724,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
2725,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
2726,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
2727,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2728,Water,Bareland,Bareland,NULL,Non_Wetland,Water
2729,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
2730,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2731,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
2732,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2733,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
2734,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
2735,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
2736,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
2737,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2738,Water,Bareland,Bareland,Water,Non_Wetland,Water
2739,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
2740,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
2741,Water,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
2742,Water,Bareland,Water,NULL,Water,Wetland
2743,Water,Bareland,Water,NULL,Water,Water
2744,Water,Bareland,Water,Water,Water,Wetland
2745,Water,Bareland,Water,Water,Water,Water
2746,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
2747,Water,Bareland,Forest,Water,Non_Wetland,Bareland
2748,Water,Bareland,Forest,Water,Non_Wetland,Water
2749,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2750,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2751,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
2752,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2753,Water,Built-up,Grassland,NULL,Non_Wetland,Water
2754,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
2755,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
2756,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
2757,Water,Built-up,Grassland,Water,Non_Wetland,Water
2758,Water,Built-up,Grassland,Water,Non_Wetland,Forest
2759,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2760,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2761,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
2762,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2763,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2764,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
2765,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
2766,Water,Built-up,Built-up,NULL,Non_Wetland,Water
2767,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
2768,Water,Built-up,Built-up,Water,Non_Wetland,Forest
2769,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
2770,Water,Built-up,Forest,Water,Non_Wetland,Forest
2771,Water,Water,NULL,NULL,Non_Wetland,NULL
2772,Water,Water,NULL,NULL,Non_Wetland,Grassland
2773,Water,Water,NULL,NULL,Non_Wetland,Cropland
2774,Water,Water,NULL,NULL,Non_Wetland,Wetland
2775,Water,Water,NULL,NULL,Non_Wetland,Bareland
2776,Water,Water,NULL,NULL,Non_Wetland,Forest
2777,Water,Water,NULL,Non_Water,Non_Wetland,NULL
2778,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
2779,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2780,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2781,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
2782,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2783,Water,Water,NULL,Water,Non_Wetland,NULL
2784,Water,Water,NULL,Water,Non_Wetland,Grassland
2785,Water,Water,NULL,Water,Non_Wetland,Wetland
2786,Water,Water,NULL,Water,Non_Wetland,Bareland
2787,Water,Water,NULL,Water,Non_Wetland,Water
2788,Water,Water,NULL,Water,Non_Wetland,Forest
2789,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2790,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2791,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2792,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2793,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2794,Water,Water,Shrubland,NULL,Non_Wetland,Water
2795,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2796,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2797,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2798,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2799,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2800,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2801,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2802,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2803,Water,Water,Shrubland,Water,Non_Wetland,NULL
2804,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2805,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2806,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2807,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2808,Water,Water,Shrubland,Water,Non_Wetland,Water
2809,Water,Water,Shrubland,Water,Non_Wetland,Forest
2810,Water,Water,Grassland,NULL,Non_Wetland,NULL
2811,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2812,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2813,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2814,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2815,Water,Water,Grassland,NULL,Non_Wetland,Built-up
2816,Water,Water,Grassland,NULL,Non_Wetland,Water
2817,Water,Water,Grassland,NULL,Non_Wetland,Forest
2818,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
2819,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2820,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2821,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2822,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2823,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2824,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2825,Water,Water,Grassland,Water,Non_Wetland,NULL
2826,Water,Water,Grassland,Water,Non_Wetland,Grassland
2827,Water,Water,Grassland,Water,Non_Wetland,Cropland
2828,Water,Water,Grassland,Water,Non_Wetland,Wetland
2829,Water,Water,Grassland,Water,Non_Wetland,Bareland
2830,Water,Water,Grassland,Water,Non_Wetland,Water
2831,Water,Water,Grassland,Water,Non_Wetland,Forest
2832,Water,Water,Cropland,NULL,Non_Wetland,NULL
2833,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2834,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2835,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2836,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2837,Water,Water,Cropland,NULL,Non_Wetland,Water
2838,Water,Water,Cropland,NULL,Non_Wetland,Forest
2839,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
2840,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2841,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2842,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2843,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2844,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2845,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2846,Water,Water,Cropland,Water,Non_Wetland,NULL
2847,Water,Water,Cropland,Water,Non_Wetland,Grassland
2848,Water,Water,Cropland,Water,Non_Wetland,Cropland
2849,Water,Water,Cropland,Water,Non_Wetland,Wetland
2850,Water,Water,Cropland,Water,Non_Wetland,Bareland
2851,Water,Water,Cropland,Water,Non_Wetland,Water
2852,Water,Water,Cropland,Water,Non_Wetland,Forest
2853,Water,Water,Wetland,NULL,Wetland,NULL
2854,Water,Water,Wetland,NULL,Wetland,Grassland
2855,Water,Water,Wetland,NULL,Wetland,Cropland
2856,Water,Water,Wetland,NULL,Wetland,Wetland
2857,Water,Water,Wetland,NULL,Wetland,Bareland
2858,Water,Water,Wetland,NULL,Wetland,Water
2859,Water,Water,Wetland,NULL,Wetland,Forest
2860,Water,Water,Wetland,Non_Water,Wetland,NULL
2861,Water,Water,Wetland,Non_Water,Wetland,Grassland
2862,Water,Water,Wetland,Non_Water,Wetland,Cropland
2863,Water,Water,Wetland,Non_Water,Wetland,Wetland
2864,Water,Water,Wetland,Non_Water,Wetland,Bareland
2865,Water,Water,Wetland,Non_Water,Wetland,Water
2866,Water,Water,Wetland,Non_Water,Wetland,Forest
2867,Water,Water,Wetland,Water,Wetland,NULL
2868,Water,Water,Wetland,Water,Wetland,Grassland
2869,Water,Water,Wetland,Water,Wetland,Cropland
2870,Water,Water,Wetland,Water,Wetland,Wetland
2871,Water,Water,Wetland,Water,Wetland,Bareland
2872,Water,Water,Wetland,Water,Wetland,Water
2873,Water,Water,Wetland,Water,Wetland,Forest
2874,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2875,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2876,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2877,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2878,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
2879,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
2880,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2881,Water,Water,Bareland,NULL,Non_Wetland,NULL
2882,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2883,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2884,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2885,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2886,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2887,Water,Water,Bareland,NULL,Non_Wetland,Water
2888,Water,Water,Bareland,NULL,Non_Wetland,Forest
2889,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
2890,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2891,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2892,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2893,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2894,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2895,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2896,Water,Water,Bareland,Water,Non_Wetland,NULL
2897,Water,Water,Bareland,Water,Non_Wetland,Grassland
2898,Water,Water,Bareland,Water,Non_Wetland,Cropland
2899,Water,Water,Bareland,Water,Non_Wetland,Wetland
2900,Water,Water,Bareland,Water,Non_Wetland,Bareland
2901,Water,Water,Bareland,Water,Non_Wetland,Water
2902,Water,Water,Bareland,Water,Non_Wetland,Forest
2903,Water,Water,Built-up,NULL,Non_Wetland,NULL
2904,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2905,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2906,Water,Water,Built-up,NULL,Non_Wetland,Wetland
2907,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2908,Water,Water,Built-up,NULL,Non_Wetland,Water
2909,Water,Water,Built-up,NULL,Non_Wetland,Forest
2910,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
2911,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2912,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
2913,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
2914,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2915,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2916,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2917,Water,Water,Built-up,Water,Non_Wetland,Grassland
2918,Water,Water,Built-up,Water,Non_Wetland,Wetland
2919,Water,Water,Built-up,Water,Non_Wetland,Bareland
2920,Water,Water,Built-up,Water,Non_Wetland,Water
2921,Water,Water,Built-up,Water,Non_Wetland,Forest
2922,Water,Water,Water,NULL,Water,NULL
2923,Water,Water,Water,NULL,Water,Grassland
2924,Water,Water,Water,NULL,Water,Cropland
2925,Water,Water,Water,NULL,Water,Wetland
2926,Water,Water,Water,NULL,Water,Bareland
2927,Water,Water,Water,NULL,Water,Water
2928,Water,Water,Water,NULL,Water,Forest
2929,Water,Water,Water,Non_Water,Water,NULL
2930,Water,Water,Water,Non_Water,Water,Grassland
2931,Water,Water,Water,Non_Water,Water,Cropland
2932,Water,Water,Water,Non_Water,Water,Wetland
2933,Water,Water,Water,Non_Water,Water,Bareland
2934,Water,Water,Water,Non_Water,Water,Water
2935,Water,Water,Water,Non_Water,Water,Forest
2936,Water,Water,Water,Water,Water,NULL
2937,Water,Water,Water,Water,Water,Grassland
2938,Water,Water,Water,Water,Water,Cropland
2939,Water,Water,Water,Water,Water,Wetland
2940,Water,Water,Water,Water,Water,Bareland
2941,Water,Water,Water,Water,Water,Water
2942,Water,Water,Water,Water,Water,Forest
2943,Water,Water,Forest,NULL,Non_Wetland,NULL
2944,Water,Water,Forest,NULL,Non_Wetland,Grassland
2945,Water,Water,Forest,NULL,Non_Wetland,Cropland
2946,Water,Water,Forest,NULL,Non_Wetland,Wetland
2947,Water,Water,Forest,NULL,Non_Wetland,Bareland
2948,Water,Water,Forest,NULL,Non_Wetland,Water
2949,Water,Water,Forest,NULL,Non_Wetland,Forest
2950,Water,Water,Forest,Non_Water,Non_Wetland,NULL
2951,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2952,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2953,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2954,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2955,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2956,Water,Water,Forest,Water,Non_Wetland,NULL
2957,Water,Water,Forest,Water,Non_Wetland,Grassland
2958,Water,Water,Forest,Water,Non_Wetland,Cropland
2959,Water,Water,Forest,Water,Non_Wetland,Wetland
2960,Water,Water,Forest,Water,Non_Wetland,Bareland
2961,Water,Water,Forest,Water,Non_Wetland,Water
2962,Water,Water,Forest,Water,Non_Wetland,Forest
2963,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2964,Water,Forest,NULL,NULL,Non_Wetland,Cropland
2965,Water,Forest,NULL,NULL,Non_Wetland,Wetland
2966,Water,Forest,NULL,NULL,Non_Wetland,Forest
2967,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
2968,Water,Forest,NULL,Water,Non_Wetland,Wetland
2969,Water,Forest,NULL,Water,Non_Wetland,Forest
2970,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2971,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2972,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
2973,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
2974,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2975,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2976,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
2977,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2978,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
2979,Water,Forest,Shrubland,Water,Non_Wetland,Water
2980,Water,Forest,Shrubland,Water,Non_Wetland,Forest
2981,Water,Forest,Grassland,NULL,Non_Wetland,NULL
2982,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2983,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
2984,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
2985,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
2986,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2987,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL
2988,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2989,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland
2990,Water,Forest,Grassland,Water,Non_Wetland,Wetland
2991,Water,Forest,Grassland,Water,Non_Wetland,Water
2992,Water,Forest,Cropland,NULL,Non_Wetland,NULL
2993,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2994,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
2995,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
2996,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2997,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL
2998,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland
2999,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
3000,Water,Forest,Wetland,NULL,Wetland,NULL
3001,Water,Forest,Wetland,NULL,Wetland,Cropland
3002,Water,Forest,Wetland,NULL,Wetland,Wetland
3003,Water,Forest,Wetland,NULL,Wetland,Forest
3004,Water,Forest,Wetland,Non_Water,Wetland,NULL
3005,Water,Forest,Wetland,Non_Water,Wetland,Wetland
3006,Water,Forest,Wetland,Non_Water,Wetland,Forest
3007,Water,Forest,Wetland,Water,Wetland,Wetland
3008,Water,Forest,Wetland,Water,Wetland,Forest
3009,Water,Forest,Bareland,NULL,Non_Wetland,NULL
3010,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
3011,Water,Forest,Bareland,NULL,Non_Wetland,Forest
3012,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
3013,Water,Forest,Bareland,Water,Non_Wetland,Wetland
3014,Water,Forest,Bareland,Water,Non_Wetland,Water
3015,Water,Forest,Bareland,Water,Non_Wetland,Forest
3016,Water,Forest,Built-up,NULL,Non_Wetland,Forest
3017,Water,Forest,Water,NULL,Water,Wetland
3018,Water,Forest,Water,NULL,Water,Forest
3019,Water,Forest,Water,Water,Water,Wetland
3020,Water,Forest,Water,Water,Water,Water
3021,Water,Forest,Water,Water,Water,Forest
3022,Water,Forest,Forest,NULL,Non_Wetland,NULL
3023,Water,Forest,Forest,NULL,Non_Wetland,Grassland
3024,Water,Forest,Forest,NULL,Non_Wetland,Wetland
3025,Water,Forest,Forest,NULL,Non_Wetland,Bareland
3026,Water,Forest,Forest,NULL,Non_Wetland,Forest
3027,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
3028,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
3029,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
3030,Water,Forest,Forest,Water,Non_Wetland,Wetland
3031,Water,Forest,Forest,Water,Non_Wetland,Forest
3032,Forest,NULL,NULL,NULL,Non_Wetland,NULL
3033,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
3034,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
3035,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
3036,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
3037,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
3038,Forest,NULL,NULL,NULL,Non_Wetland,Forest
3039,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
3040,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
3041,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
3042,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
3043,Forest,NULL,NULL,Water,Non_Wetland,Grassland
3044,Forest,NULL,NULL,Water,Non_Wetland,Wetland
3045,Forest,NULL,NULL,Water,Non_Wetland,Forest
3046,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
3047,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
3048,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
3049,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
3050,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
3051,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
3052,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
3053,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
3054,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
3055,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
3056,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
3057,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
3058,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
3059,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
3060,Forest,NULL,Shrubland,Water,Non_Wetland,Water
3061,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
3062,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
3063,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
3064,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
3065,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
3066,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
3067,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
3068,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
3069,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
3070,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
3071,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
3072,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
3073,Forest,NULL,Grassland,Water,Non_Wetland,NULL
3074,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
3075,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
3076,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
3077,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
3078,Forest,NULL,Grassland,Water,Non_Wetland,Water
3079,Forest,NULL,Grassland,Water,Non_Wetland,Forest
3080,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
3081,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
3082,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
3083,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
3084,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
3085,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
3086,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
3087,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
3088,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
3089,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
3090,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
3091,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
3092,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
3093,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
3094,Forest,NULL,Cropland,Water,Non_Wetland,Water
3095,Forest,NULL,Cropland,Water,Non_Wetland,Forest
3096,Forest,NULL,Wetland,NULL,Wetland,NULL
3097,Forest,NULL,Wetland,NULL,Wetland,Grassland
3098,Forest,NULL,Wetland,NULL,Wetland,Cropland
3099,Forest,NULL,Wetland,NULL,Wetland,Wetland
3100,Forest,NULL,Wetland,NULL,Wetland,Forest
3101,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
3102,Forest,NULL,Wetland,Non_Water,Wetland,Forest
3103,Forest,NULL,Wetland,Water,Wetland,Grassland
3104,Forest,NULL,Wetland,Water,Wetland,Wetland
3105,Forest,NULL,Wetland,Water,Wetland,Water
3106,Forest,NULL,Wetland,Water,Wetland,Forest
3107,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
3108,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
3109,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3110,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
