Value,AFRICA_2024_DynamicWorld_2024_37PGM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGM_M_R,AFRICA_2024_GSW_Yearly_2021_37PGM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGM_M_R,AFRICA_2024_WorldCover_2021_37PGM_M_R
1262,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1263,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1264,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1265,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1266,Water,Water,Grassland,NULL,Non_Wetland,NULL
1267,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1268,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1269,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1270,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1271,Water,Water,Grassland,NULL,Non_Wetland,Water
1272,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1273,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1274,Water,Water,Grassland,Water,Non_Wetland,NULL
1275,Water,Water,Grassland,Water,Non_Wetland,Wetland
1276,Water,Water,Grassland,Water,Non_Wetland,Water
1277,Water,Water,Cropland,NULL,Non_Wetland,NULL
1278,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1279,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1280,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1281,Water,Water,Cropland,Water,Non_Wetland,Wetland
1282,Water,Water,Cropland,Water,Non_Wetland,Water
1283,Water,Water,Wetland,NULL,Wetland,Wetland
1284,Water,Water,Wetland,Non_Water,Wetland,Wetland
1285,Water,Water,Wetland,Non_Water,Wetland,Water
1286,Water,Water,Wetland,Water,Wetland,NULL
1287,Water,Water,Wetland,Water,Wetland,Grassland
1288,Water,Water,Wetland,Water,Wetland,Wetland
1289,Water,Water,Wetland,Water,Wetland,Bareland
1290,Water,Water,Wetland,Water,Wetland,Water
1291,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1292,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1293,Water,Water,Bareland,NULL,Non_Wetland,NULL
1294,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1295,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1296,Water,Water,Bareland,NULL,Non_Wetland,Water
1297,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1298,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1299,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1300,Water,Water,Bareland,Water,Non_Wetland,NULL
1301,Water,Water,Bareland,Water,Non_Wetland,Wetland
1302,Water,Water,Bareland,Water,Non_Wetland,Bareland
1303,Water,Water,Bareland,Water,Non_Wetland,Water
1304,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1305,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1306,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1307,Water,Water,Built-up,Water,Non_Wetland,Wetland
1308,Water,Water,Built-up,Water,Non_Wetland,Water
1309,Water,Water,Water,NULL,Water,NULL
1310,Water,Water,Water,NULL,Water,Wetland
1311,Water,Water,Water,NULL,Water,Water
1312,Water,Water,Water,Water,Water,Wetland
1313,Water,Water,Water,Water,Water,Bareland
1314,Water,Water,Water,Water,Water,Water
1315,Water,Water,Forest,NULL,Non_Wetland,Wetland
1316,Water,Water,Forest,Water,Non_Wetland,Wetland
1317,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1318,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1319,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1320,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1321,Water,Forest,Wetland,NULL,Wetland,Wetland
1322,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1323,Water,Forest,Wetland,Water,Wetland,Wetland
1324,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1325,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1326,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1327,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1328,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1329,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1330,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1331,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1332,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1333,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1334,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1335,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1336,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1337,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1338,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1339,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1340,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1341,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1342,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1343,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1344,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1345,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1346,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1347,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1348,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1349,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1350,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1351,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1352,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1353,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1354,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1355,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1356,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1357,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1358,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1359,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1360,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1361,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1362,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1363,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1364,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1365,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1366,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1367,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1368,Forest,NULL,Wetland,NULL,Wetland,NULL
1369,Forest,NULL,Wetland,NULL,Wetland,Grassland
1370,Forest,NULL,Wetland,NULL,Wetland,Cropland
1371,Forest,NULL,Wetland,NULL,Wetland,Wetland
1372,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1373,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1374,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1375,Forest,NULL,Wetland,Water,Wetland,Cropland
1376,Forest,NULL,Wetland,Water,Wetland,Wetland
1377,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1378,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1379,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1380,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1381,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1382,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1383,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1384,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1385,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1386,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1387,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1388,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1389,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1390,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1391,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1392,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1393,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1394,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1395,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1396,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1397,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1398,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1399,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1400,Forest,NULL,Water,NULL,Water,Wetland
1401,Forest,NULL,Water,NULL,Water,Bareland
1402,Forest,NULL,Water,Non_Water,Water,Wetland
1403,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1404,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1405,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1406,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1407,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1408,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1409,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1410,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1411,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1412,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1413,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1414,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1415,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1416,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1417,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1418,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1419,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1420,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1421,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1422,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1423,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1424,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1425,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1426,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1427,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1428,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1429,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1430,Forest,Cropland,Wetland,NULL,Wetland,NULL
1431,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1432,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1433,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1434,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1435,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1436,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1437,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1438,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1439,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1440,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1441,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1442,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1443,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1444,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1445,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1446,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1447,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1448,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1449,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1450,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
1451,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1452,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1453,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1454,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1455,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1456,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1457,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1458,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1459,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1460,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1461,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1462,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1463,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1464,Forest,Wetland,Cropland,Water,Non_Wetland,Cropland
1465,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
1466,Forest,Wetland,Wetland,NULL,Wetland,NULL
1467,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1468,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1469,Forest,Wetland,Wetland,Water,Wetland,Wetland
1470,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1471,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1472,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1473,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1474,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1475,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
1476,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1477,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1478,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1479,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
1480,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1481,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1482,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1483,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland
1484,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1485,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1486,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1487,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1488,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1489,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1490,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
1491,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1492,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1493,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1494,Forest,Water,Wetland,NULL,Wetland,Wetland
1495,Forest,Water,Wetland,Water,Wetland,Wetland
1496,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1497,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1498,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1499,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1500,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1501,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1502,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1503,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1504,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1505,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1506,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1507,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1508,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1509,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1510,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1511,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1512,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1513,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1514,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1515,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1516,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1517,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
1518,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1519,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1520,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1521,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1522,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1523,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1524,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1525,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1526,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1527,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1528,Forest,Forest,Wetland,NULL,Wetland,NULL
1529,Forest,Forest,Wetland,NULL,Wetland,Grassland
1530,Forest,Forest,Wetland,NULL,Wetland,Wetland
1531,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1532,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
1533,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1534,Forest,Forest,Wetland,Water,Wetland,Wetland
1535,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1536,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1537,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1538,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1539,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1540,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1541,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1542,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1543,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1544,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1545,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1546,Forest,Forest,Water,NULL,Water,Wetland
1547,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1548,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1549,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1550,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1551,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1552,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1553,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1554,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1555,Forest,Forest,Forest,Water,Non_Wetland,Wetland
