Value,AFRICA_2024_DynamicWorld_2024_37PDL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDL_M_R,AFRICA_2024_GSW_Yearly_2021_37PDL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDL_M_R,AFRICA_2024_WorldCover_2021_37PDL_M_R
1246,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1247,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1248,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1249,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1250,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1251,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1252,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1253,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1254,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1255,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1256,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1257,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1258,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1259,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1260,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1261,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1262,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1263,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1264,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1265,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1266,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1267,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
1268,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1269,Bareland,Bareland,Water,NULL,Water,Bareland
1270,Bareland,Bareland,Water,Water,Water,Grassland
1271,Bareland,Bareland,Water,Water,Water,Bareland
1272,Bareland,Bareland,Water,Water,Water,Water
1273,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1274,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1275,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1276,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1277,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1278,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1279,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1280,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1281,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
1282,Bareland,Built-up,NULL,NULL,Non_Wetland,Forest
1283,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1284,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1285,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1286,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1287,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1288,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1289,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1290,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1291,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1292,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1293,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1294,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1295,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1296,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1297,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1298,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1299,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1300,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1301,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1302,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1303,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1304,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1305,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1306,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1307,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1308,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1309,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1310,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1311,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1312,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1313,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1314,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1315,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1316,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1317,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1318,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1319,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1320,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1321,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1322,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1323,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1324,Bareland,Built-up,Water,NULL,Water,Bareland
1325,Bareland,Built-up,Water,Water,Water,Water
1326,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1327,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1328,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1329,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1330,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1331,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1332,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1333,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1334,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1335,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1336,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1337,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1338,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1339,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1340,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1341,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1342,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1343,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1344,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1345,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1346,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1347,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1348,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1349,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1350,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1351,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1352,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1353,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1354,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1355,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1356,Bareland,Water,Grassland,Water,Non_Wetland,Water
1357,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1358,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1359,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1360,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1361,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1362,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1363,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1364,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1365,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1366,Bareland,Water,Wetland,NULL,Wetland,Cropland
1367,Bareland,Water,Wetland,NULL,Wetland,Bareland
1368,Bareland,Water,Wetland,NULL,Wetland,Water
1369,Bareland,Water,Wetland,Water,Wetland,Cropland
1370,Bareland,Water,Wetland,Water,Wetland,Water
1371,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1372,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1373,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1374,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1375,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1376,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1377,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1378,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1379,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1380,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1381,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1382,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1383,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1384,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1385,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1386,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1387,Bareland,Water,Bareland,Water,Non_Wetland,Water
1388,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1389,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1390,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1391,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1392,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1393,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1394,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1395,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1396,Bareland,Water,Built-up,Water,Non_Wetland,Water
1397,Bareland,Water,Water,NULL,Water,Bareland
1398,Bareland,Water,Water,NULL,Water,Water
1399,Bareland,Water,Water,Non_Water,Water,Water
1400,Bareland,Water,Water,Water,Water,Bareland
1401,Bareland,Water,Water,Water,Water,Water
1402,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1403,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1404,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1405,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1406,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1407,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1408,Bareland,Water,Forest,Water,Non_Wetland,NULL
1409,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1410,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1411,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1412,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1413,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1414,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1415,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1416,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1417,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1418,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1419,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1420,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1421,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1422,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1423,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1424,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1425,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1426,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1427,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1428,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1429,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1430,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1431,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1432,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1433,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1434,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1435,Water,NULL,NULL,NULL,Non_Wetland,NULL
1436,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1437,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1438,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1439,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1440,Water,NULL,NULL,NULL,Non_Wetland,Forest
1441,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1442,Water,NULL,NULL,Water,Non_Wetland,Grassland
1443,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1444,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1445,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1446,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1447,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1448,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1449,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1450,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1451,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1452,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1453,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1454,Water,NULL,Shrubland,Water,Non_Wetland,Water
1455,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1456,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1457,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1458,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1459,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1460,Water,NULL,Grassland,NULL,Non_Wetland,Water
1461,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1462,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1463,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1464,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1465,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1466,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1467,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1468,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1469,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1470,Water,NULL,Cropland,NULL,Non_Wetland,Water
1471,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1472,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1473,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1474,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1475,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1476,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1477,Water,NULL,Cropland,Water,Non_Wetland,Water
1478,Water,NULL,Wetland,NULL,Wetland,NULL
1479,Water,NULL,Wetland,NULL,Wetland,Grassland
1480,Water,NULL,Wetland,NULL,Wetland,Cropland
1481,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1482,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1483,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1484,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1485,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1486,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1487,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1488,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1489,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1490,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1491,Water,NULL,Bareland,NULL,Non_Wetland,Water
1492,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1493,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1494,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1495,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1496,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1497,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1498,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1499,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1500,Water,NULL,Bareland,Water,Non_Wetland,Water
1501,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1502,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1503,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1504,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1505,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1506,Water,NULL,Built-up,NULL,Non_Wetland,Water
1507,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1508,Water,NULL,Water,NULL,Water,NULL
1509,Water,NULL,Water,NULL,Water,Grassland
1510,Water,NULL,Water,NULL,Water,Bareland
1511,Water,NULL,Water,NULL,Water,Water
1512,Water,NULL,Water,NULL,Water,Forest
1513,Water,NULL,Water,Water,Water,Water
1514,Water,NULL,Forest,NULL,Non_Wetland,NULL
1515,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1516,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1517,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1518,Water,NULL,Forest,NULL,Non_Wetland,Water
1519,Water,NULL,Forest,NULL,Non_Wetland,Forest
1520,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1521,Water,NULL,Forest,Water,Non_Wetland,Grassland
1522,Water,NULL,Forest,Water,Non_Wetland,Wetland
1523,Water,NULL,Forest,Water,Non_Wetland,Bareland
1524,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1525,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1526,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1527,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1528,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1529,Water,Cropland,NULL,NULL,Non_Wetland,Built-up
1530,Water,Cropland,NULL,NULL,Non_Wetland,Water
1531,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1532,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1533,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1534,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1535,Water,Cropland,NULL,Water,Non_Wetland,Water
1536,Water,Cropland,NULL,Water,Non_Wetland,Forest
1537,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1538,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1539,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1540,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1541,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1542,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1543,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1544,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1545,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1546,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1547,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1548,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1549,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1550,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1551,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1552,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1553,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1554,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1555,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1556,Water,Cropland,Grassland,NULL,Non_Wetland,Built-up
1557,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1558,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1559,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1560,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1561,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1562,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1563,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1564,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1565,Water,Cropland,Grassland,Water,Non_Wetland,Water
1566,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1567,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1568,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1569,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1570,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1571,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1572,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1573,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1574,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1575,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1576,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1577,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1578,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1579,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1580,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1581,Water,Cropland,Cropland,Water,Non_Wetland,Water
1582,Water,Cropland,Wetland,NULL,Wetland,NULL
1583,Water,Cropland,Wetland,NULL,Wetland,Grassland
1584,Water,Cropland,Wetland,NULL,Wetland,Cropland
1585,Water,Cropland,Wetland,NULL,Wetland,Wetland
1586,Water,Cropland,Wetland,NULL,Wetland,Water
1587,Water,Cropland,Wetland,NULL,Wetland,Forest
1588,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1589,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1590,Water,Cropland,Wetland,Water,Wetland,Grassland
1591,Water,Cropland,Wetland,Water,Wetland,Cropland
1592,Water,Cropland,Wetland,Water,Wetland,Wetland
1593,Water,Cropland,Wetland,Water,Wetland,Water
1594,Water,Cropland,Wetland,Water,Wetland,Forest
1595,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1596,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1597,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1598,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1599,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1600,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1601,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1602,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1603,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1604,Water,Cropland,Bareland,NULL,Non_Wetland,Built-up
1605,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1606,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1607,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1608,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1609,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1610,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1611,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1612,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1613,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1614,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1615,Water,Cropland,Bareland,Water,Non_Wetland,Water
1616,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1617,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1618,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1619,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1620,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1621,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
1622,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1623,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1624,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
1625,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1626,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1627,Water,Cropland,Built-up,Water,Non_Wetland,Water
1628,Water,Cropland,Water,NULL,Water,NULL
1629,Water,Cropland,Water,NULL,Water,Grassland
1630,Water,Cropland,Water,NULL,Water,Cropland
1631,Water,Cropland,Water,NULL,Water,Bareland
1632,Water,Cropland,Water,NULL,Water,Water
1633,Water,Cropland,Water,NULL,Water,Forest
1634,Water,Cropland,Water,Non_Water,Water,Water
1635,Water,Cropland,Water,Water,Water,Grassland
1636,Water,Cropland,Water,Water,Water,Cropland
1637,Water,Cropland,Water,Water,Water,Wetland
1638,Water,Cropland,Water,Water,Water,Bareland
1639,Water,Cropland,Water,Water,Water,Water
1640,Water,Cropland,Water,Water,Water,Forest
1641,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1642,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1643,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1644,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1645,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1646,Water,Cropland,Forest,NULL,Non_Wetland,Water
1647,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1648,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1649,Water,Cropland,Forest,Water,Non_Wetland,NULL
1650,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1651,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1652,Water,Cropland,Forest,Water,Non_Wetland,Water
1653,Water,Cropland,Forest,Water,Non_Wetland,Forest
1654,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1655,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1656,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1657,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1658,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1659,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1660,Water,Bareland,NULL,NULL,Non_Wetland,Cropland
1661,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1662,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1663,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1664,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1665,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1666,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
1667,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1668,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1669,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1670,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1671,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1672,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1673,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
