Value,AFRICA_2024_DynamicWorld_2024_38PKV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKV_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKV_M_R,AFRICA_2024_GSW_Yearly_2021_38PKV_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKV_M_R,AFRICA_2024_WorldCover_2021_38PKV_M_R
1314,Water,Water,Water,Non_Water,Water,Bareland
1315,Water,Water,Water,Non_Water,Water,Water
1316,Water,Water,Water,Water,NULL,NULL
1317,Water,Water,Water,Water,NULL,Cropland
1318,Water,Water,Water,Water,NULL,Wetland
1319,Water,Water,Water,Water,NULL,Bareland
1320,Water,Water,Water,Water,NULL,Water
1321,Water,Water,Water,Water,NULL,Forest
1322,Water,Water,Water,Water,Water,Wetland
1323,Water,Water,Water,Water,Water,Bareland
1324,Water,Water,Water,Water,Water,Water
1325,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1326,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1327,Water,Forest,Wetland,NULL,Wetland,NULL
1328,Water,Forest,Wetland,NULL,Wetland,Cropland
1329,Water,Forest,Wetland,NULL,Wetland,Wetland
1330,Water,Forest,Wetland,Water,Wetland,Wetland
1331,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
1332,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
1333,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1334,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1335,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1336,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1337,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1338,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1339,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1340,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1341,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1342,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1343,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1344,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1345,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1346,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1347,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1348,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1349,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1350,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1351,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1352,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1353,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1354,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1355,Forest,NULL,Wetland,NULL,Wetland,NULL
1356,Forest,NULL,Wetland,NULL,Wetland,Wetland
1357,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1358,Forest,NULL,Wetland,Water,Wetland,Wetland
1359,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1360,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1361,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1362,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1363,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1364,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1365,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1366,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1367,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1368,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1369,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1370,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1371,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1372,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1373,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1374,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1375,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1376,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1377,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1378,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1379,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1380,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1381,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1382,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1383,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1384,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1385,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1386,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1387,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1388,Forest,Cropland,Wetland,Water,Wetland,Wetland
1389,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1390,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1391,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1392,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1393,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1394,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1395,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1396,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1397,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1398,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1399,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1400,Forest,Wetland,Wetland,NULL,NULL,Wetland
1401,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1402,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1403,Forest,Wetland,Wetland,Water,Wetland,Wetland
1404,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1405,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1406,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1407,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1408,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1409,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1410,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1411,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1412,Forest,Water,Wetland,NULL,Wetland,NULL
1413,Forest,Water,Wetland,NULL,Wetland,Wetland
1414,Forest,Water,Wetland,NULL,Wetland,Bareland
1415,Forest,Water,Wetland,NULL,Wetland,Water
1416,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1417,Forest,Water,Wetland,Non_Water,Wetland,Water
1418,Forest,Water,Wetland,Water,Wetland,Wetland
1419,Forest,Water,Wetland,Water,Wetland,Water
1420,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1421,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1422,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1423,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1424,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1425,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1426,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1427,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1428,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1429,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1430,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1431,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1432,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1433,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1434,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1435,Forest,Forest,Wetland,NULL,Wetland,NULL
1436,Forest,Forest,Wetland,NULL,Wetland,Cropland
1437,Forest,Forest,Wetland,NULL,Wetland,Wetland
1438,Forest,Forest,Wetland,NULL,Wetland,Bareland
1439,Forest,Forest,Wetland,NULL,Wetland,Forest
1440,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1441,Forest,Forest,Wetland,Water,Wetland,NULL
1442,Forest,Forest,Wetland,Water,Wetland,Wetland
1443,Forest,Forest,Wetland,Water,Wetland,Water
1444,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1445,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1446,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1447,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1448,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1449,Forest,Forest,Forest,NULL,Non_Wetland,NULL
