Value,AFRICA_2024_DynamicWorld_2024_37PEP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEP_M_R,AFRICA_2024_GSW_Yearly_2021_37PEP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEP_M_R,AFRICA_2024_WorldCover_2021_37PEP_M_R
1263,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1264,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1265,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1266,Water,NULL,Built-up,NULL,Non_Wetland,Water
1267,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1268,Water,NULL,Water,NULL,Water,NULL
1269,Water,NULL,Water,NULL,Water,Grassland
1270,Water,NULL,Water,NULL,Water,Cropland
1271,Water,NULL,Water,NULL,Water,Forest
1272,Water,NULL,Water,Water,Water,Grassland
1273,Water,NULL,Water,Water,Water,Cropland
1274,Water,NULL,Forest,NULL,Non_Wetland,NULL
1275,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1276,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1277,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1278,Water,NULL,Forest,NULL,Non_Wetland,Forest
1279,Water,NULL,Forest,Water,Non_Wetland,NULL
1280,Water,NULL,Forest,Water,Non_Wetland,Grassland
1281,Water,NULL,Forest,Water,Non_Wetland,Cropland
1282,Water,NULL,Forest,Water,Non_Wetland,Forest
1283,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1284,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1285,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1286,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1287,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1288,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1289,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1290,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1291,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1292,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1293,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1294,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1295,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1296,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1297,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1298,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1299,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1300,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1301,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1302,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1303,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1304,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1305,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1306,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1307,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1308,Water,Cropland,Grassland,Water,Non_Wetland,Water
1309,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1310,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1311,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1312,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1313,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1314,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1315,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1316,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1317,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1318,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1319,Water,Cropland,Cropland,Water,Non_Wetland,Water
1320,Water,Cropland,Wetland,NULL,Wetland,Grassland
1321,Water,Cropland,Wetland,NULL,Wetland,Cropland
1322,Water,Cropland,Wetland,NULL,Wetland,Water
1323,Water,Cropland,Wetland,NULL,Wetland,Forest
1324,Water,Cropland,Wetland,Water,Wetland,Water
1325,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1326,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1327,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1328,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1329,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1330,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1331,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1332,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1333,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1334,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1335,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1336,Water,Cropland,Bareland,Water,Non_Wetland,Water
1337,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1338,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1339,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1340,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1341,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1342,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1343,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1344,Water,Cropland,Water,NULL,Water,Grassland
1345,Water,Cropland,Water,NULL,Water,Cropland
1346,Water,Cropland,Water,NULL,Water,Bareland
1347,Water,Cropland,Water,NULL,Water,Water
1348,Water,Cropland,Water,Non_Water,Water,Cropland
1349,Water,Cropland,Water,Water,Water,Grassland
1350,Water,Cropland,Water,Water,Water,Cropland
1351,Water,Cropland,Water,Water,Water,Water
1352,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1353,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1354,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1355,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1356,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1357,Water,Cropland,Forest,NULL,Non_Wetland,Water
1358,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1359,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1360,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1361,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1362,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
1363,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1364,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1365,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1366,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1367,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1368,Water,Bareland,Wetland,NULL,Wetland,Bareland
1369,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1370,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1371,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1372,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1373,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1374,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1375,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1376,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1377,Water,Built-up,NULL,NULL,Non_Wetland,NULL
1378,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1379,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1380,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1381,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1382,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1383,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1384,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1385,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1386,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1387,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1388,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1389,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1390,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1391,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1392,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1393,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1394,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1395,Water,Water,NULL,NULL,Non_Wetland,NULL
1396,Water,Water,NULL,NULL,Non_Wetland,Grassland
1397,Water,Water,NULL,NULL,Non_Wetland,Cropland
1398,Water,Water,NULL,NULL,Non_Wetland,Wetland
1399,Water,Water,NULL,NULL,Non_Wetland,Bareland
1400,Water,Water,NULL,NULL,Non_Wetland,Water
1401,Water,Water,NULL,NULL,Non_Wetland,Forest
1402,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1403,Water,Water,NULL,Non_Water,Non_Wetland,Water
1404,Water,Water,NULL,Water,Non_Wetland,NULL
1405,Water,Water,NULL,Water,Non_Wetland,Grassland
1406,Water,Water,NULL,Water,Non_Wetland,Cropland
1407,Water,Water,NULL,Water,Non_Wetland,Wetland
1408,Water,Water,NULL,Water,Non_Wetland,Bareland
1409,Water,Water,NULL,Water,Non_Wetland,Water
1410,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1411,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1412,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1413,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1414,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1415,Water,Water,Shrubland,NULL,Non_Wetland,Water
1416,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1417,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1418,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1419,Water,Water,Shrubland,Water,Non_Wetland,NULL
1420,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1421,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1422,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1423,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1424,Water,Water,Shrubland,Water,Non_Wetland,Water
1425,Water,Water,Grassland,NULL,Non_Wetland,NULL
1426,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1427,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1428,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1429,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1430,Water,Water,Grassland,NULL,Non_Wetland,Water
1431,Water,Water,Grassland,NULL,Non_Wetland,Forest
1432,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1433,Water,Water,Grassland,Water,Non_Wetland,Grassland
1434,Water,Water,Grassland,Water,Non_Wetland,Cropland
1435,Water,Water,Grassland,Water,Non_Wetland,Wetland
1436,Water,Water,Grassland,Water,Non_Wetland,Bareland
1437,Water,Water,Grassland,Water,Non_Wetland,Water
1438,Water,Water,Cropland,NULL,Non_Wetland,NULL
1439,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1440,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1441,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1442,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1443,Water,Water,Cropland,NULL,Non_Wetland,Water
1444,Water,Water,Cropland,NULL,Non_Wetland,Forest
1445,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1446,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1447,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1448,Water,Water,Cropland,Water,Non_Wetland,Grassland
1449,Water,Water,Cropland,Water,Non_Wetland,Cropland
1450,Water,Water,Cropland,Water,Non_Wetland,Wetland
1451,Water,Water,Cropland,Water,Non_Wetland,Water
1452,Water,Water,Wetland,NULL,Wetland,NULL
1453,Water,Water,Wetland,NULL,Wetland,Grassland
1454,Water,Water,Wetland,NULL,Wetland,Cropland
1455,Water,Water,Wetland,NULL,Wetland,Wetland
1456,Water,Water,Wetland,NULL,Wetland,Bareland
1457,Water,Water,Wetland,NULL,Wetland,Water
1458,Water,Water,Wetland,NULL,Wetland,Forest
1459,Water,Water,Wetland,Non_Water,Wetland,Cropland
1460,Water,Water,Wetland,Non_Water,Wetland,Wetland
1461,Water,Water,Wetland,Non_Water,Wetland,Water
1462,Water,Water,Wetland,Water,Wetland,Cropland
1463,Water,Water,Wetland,Water,Wetland,Wetland
1464,Water,Water,Wetland,Water,Wetland,Water
1465,Water,Water,Bareland,NULL,Non_Wetland,NULL
1466,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1467,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1468,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1469,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1470,Water,Water,Bareland,NULL,Non_Wetland,Water
1471,Water,Water,Bareland,NULL,Non_Wetland,Forest
1472,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1473,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1474,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1475,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1476,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1477,Water,Water,Bareland,Water,Non_Wetland,NULL
1478,Water,Water,Bareland,Water,Non_Wetland,Grassland
1479,Water,Water,Bareland,Water,Non_Wetland,Cropland
1480,Water,Water,Bareland,Water,Non_Wetland,Wetland
1481,Water,Water,Bareland,Water,Non_Wetland,Bareland
1482,Water,Water,Bareland,Water,Non_Wetland,Water
1483,Water,Water,Built-up,NULL,Non_Wetland,NULL
1484,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1485,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1486,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1487,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1488,Water,Water,Built-up,NULL,Non_Wetland,Water
1489,Water,Water,Built-up,NULL,Non_Wetland,Forest
1490,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1491,Water,Water,Built-up,Water,Non_Wetland,Wetland
1492,Water,Water,Built-up,Water,Non_Wetland,Water
1493,Water,Water,Water,NULL,Water,NULL
1494,Water,Water,Water,NULL,Water,Cropland
1495,Water,Water,Water,NULL,Water,Wetland
1496,Water,Water,Water,NULL,Water,Water
1497,Water,Water,Water,NULL,Water,Forest
1498,Water,Water,Water,Non_Water,Water,Cropland
1499,Water,Water,Water,Non_Water,Water,Wetland
1500,Water,Water,Water,Water,Water,NULL
1501,Water,Water,Water,Water,Water,Grassland
1502,Water,Water,Water,Water,Water,Cropland
1503,Water,Water,Water,Water,Water,Wetland
1504,Water,Water,Water,Water,Water,Bareland
1505,Water,Water,Water,Water,Water,Water
1506,Water,Water,Water,Water,Water,Forest
1507,Water,Water,Forest,NULL,Non_Wetland,NULL
1508,Water,Water,Forest,NULL,Non_Wetland,Grassland
1509,Water,Water,Forest,NULL,Non_Wetland,Cropland
1510,Water,Water,Forest,NULL,Non_Wetland,Wetland
1511,Water,Water,Forest,NULL,Non_Wetland,Bareland
1512,Water,Water,Forest,NULL,Non_Wetland,Water
1513,Water,Water,Forest,NULL,Non_Wetland,Forest
1514,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1515,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1516,Water,Water,Forest,Water,Non_Wetland,Grassland
1517,Water,Water,Forest,Water,Non_Wetland,Cropland
1518,Water,Water,Forest,Water,Non_Wetland,Wetland
1519,Water,Water,Forest,Water,Non_Wetland,Bareland
1520,Water,Water,Forest,Water,Non_Wetland,Water
1521,Water,Forest,NULL,NULL,Non_Wetland,NULL
1522,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1523,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1524,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1525,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1526,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1527,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1528,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1529,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1530,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1531,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1532,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1533,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1534,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1535,Water,Forest,Wetland,NULL,Wetland,NULL
1536,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1537,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1538,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1539,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1540,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1541,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1542,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1543,Water,Forest,Water,NULL,Water,Grassland
1544,Water,Forest,Forest,NULL,Non_Wetland,NULL
1545,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1546,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1547,Water,Forest,Forest,NULL,Non_Wetland,Forest
1548,Water,Forest,Forest,Water,Non_Wetland,Forest
1549,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1550,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1551,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1552,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1553,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1554,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1555,Forest,NULL,NULL,NULL,Non_Wetland,Water
1556,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1557,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1558,Forest,NULL,NULL,Water,Non_Wetland,NULL
1559,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1560,Forest,NULL,NULL,Water,Non_Wetland,Bareland
1561,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1562,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1563,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1564,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1565,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1566,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1567,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1571,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1572,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1573,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1574,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1575,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1576,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1577,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1578,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1579,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1580,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1581,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1582,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1583,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1584,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1585,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1586,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1587,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1588,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1589,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1590,Forest,NULL,Wetland,NULL,Wetland,NULL
1591,Forest,NULL,Wetland,NULL,Wetland,Grassland
1592,Forest,NULL,Wetland,NULL,Wetland,Wetland
1593,Forest,NULL,Wetland,NULL,Wetland,Water
1594,Forest,NULL,Wetland,NULL,Wetland,Forest
1595,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1596,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1597,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1598,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1599,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1600,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1601,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1602,Forest,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL
1603,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1604,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1605,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1606,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1607,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1608,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1609,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1610,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1611,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1612,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1613,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1614,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1615,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1616,Forest,NULL,Bareland,Water,Non_Wetland,Water
1617,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1618,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1619,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1620,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1621,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1622,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1623,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1624,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1625,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1626,Forest,NULL,Water,NULL,Water,NULL
1627,Forest,NULL,Water,NULL,Water,Grassland
1628,Forest,NULL,Water,NULL,Water,Cropland
1629,Forest,NULL,Water,NULL,Water,Bareland
1630,Forest,NULL,Water,NULL,Water,Forest
1631,Forest,NULL,Water,Non_Water,Water,NULL
1632,Forest,NULL,Water,Water,Water,NULL
1633,Forest,NULL,Water,Water,Water,Grassland
1634,Forest,NULL,Water,Water,Water,Forest
1635,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1636,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1637,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1638,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1639,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1640,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1641,Forest,NULL,Forest,NULL,Non_Wetland,Water
1642,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1643,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1644,Forest,NULL,Forest,Water,Non_Wetland,NULL
1645,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1646,Forest,NULL,Forest,Water,Non_Wetland,Forest
1647,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1648,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1649,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1650,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1651,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1652,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1653,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1654,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
1655,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1656,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1657,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1658,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1659,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1660,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1661,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1662,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1663,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
1664,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1665,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1666,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1667,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1668,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1669,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1670,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1671,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1672,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1673,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1674,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1675,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1676,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1677,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1678,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1679,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1680,Forest,Cropland,Wetland,NULL,Wetland,NULL
1681,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1682,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1683,Forest,Cropland,Wetland,NULL,Wetland,Forest
1684,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1685,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1686,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1687,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1688,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1689,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1690,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1691,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1692,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1693,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1694,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1695,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1696,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1697,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1698,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1699,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1700,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1701,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1702,Forest,Cropland,Water,NULL,Water,NULL
1703,Forest,Cropland,Water,NULL,Water,Grassland
1704,Forest,Cropland,Water,NULL,Water,Forest
1705,Forest,Cropland,Water,Non_Water,Water,Bareland
