Value,AFRICA_2024_DynamicWorld_2024_35PQP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQP_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQP_M_R,AFRICA_2024_GSW_Yearly_2021_35PQP_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQP_M_R,AFRICA_2024_WorldCover_2021_35PQP_M_R
1304,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1305,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1306,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1307,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1308,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1309,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1310,Forest,Forest,Wetland,NULL,Wetland,NULL
1311,Forest,Forest,Wetland,NULL,Wetland,Grassland
1312,Forest,Forest,Wetland,NULL,Wetland,Forest
1313,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1314,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1315,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1316,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1317,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1318,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1319,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1320,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1321,Forest,Forest,Forest,NULL,Non_Wetland,Forest
