Value,AFRICA_2024_DynamicWorld_2024_36PYV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYV_M_R,AFRICA_2024_GSW_Yearly_2021_36PYV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYV_M_R,AFRICA_2024_WorldCover_2021_36PYV_M_R
1264,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1265,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1266,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1267,Wetland,NULL,Forest,Water,Non_Wetland,Water
1268,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1269,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1270,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1271,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1272,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1273,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1274,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1275,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1276,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1277,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1278,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
1279,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1280,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1281,Wetland,Cropland,NULL,Water,Non_Wetland,Forest
1282,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1283,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1284,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1285,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1286,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
1287,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1288,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1289,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1290,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1291,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1292,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1293,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1294,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL
1295,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1296,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1297,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1298,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1299,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1300,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1301,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1302,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1303,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1304,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1305,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1306,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1307,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1308,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Water
1309,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1310,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1311,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1312,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1313,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1314,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1315,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1316,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1317,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1318,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1319,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1320,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1321,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1322,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1323,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1324,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1325,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1326,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1327,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1328,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1329,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1330,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1331,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
1332,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1333,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1334,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1335,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1336,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1337,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1338,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1339,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1340,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1341,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1342,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1343,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1344,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1345,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1346,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1347,Wetland,Cropland,Wetland,Water,Wetland,Water
1348,Wetland,Cropland,Wetland,Water,Wetland,Forest
1349,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1350,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1351,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1352,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
1353,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1354,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1355,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1356,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1357,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1358,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1359,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1360,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1361,Wetland,Cropland,Bareland,Water,Non_Wetland,Forest
1362,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1363,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1364,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1365,Wetland,Cropland,Built-up,Water,Non_Wetland,Cropland
1366,Wetland,Cropland,Built-up,Water,Non_Wetland,Wetland
1367,Wetland,Cropland,Water,NULL,Water,Grassland
1368,Wetland,Cropland,Water,NULL,Water,Wetland
1369,Wetland,Cropland,Water,NULL,Water,Water
1370,Wetland,Cropland,Water,NULL,Water,Forest
1371,Wetland,Cropland,Water,Non_Water,Water,Grassland
1372,Wetland,Cropland,Water,Non_Water,Water,Cropland
1373,Wetland,Cropland,Water,Non_Water,Water,Water
1374,Wetland,Cropland,Water,Non_Water,Water,Forest
1375,Wetland,Cropland,Water,Water,Water,Grassland
1376,Wetland,Cropland,Water,Water,Water,Cropland
1377,Wetland,Cropland,Water,Water,Water,Wetland
1378,Wetland,Cropland,Water,Water,Water,Water
1379,Wetland,Cropland,Water,Water,Water,Forest
1380,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1381,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1382,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1383,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1384,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1385,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1386,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1387,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1388,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1389,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water
1390,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1391,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1392,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1393,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1394,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1395,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
1396,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1397,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1398,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1399,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1400,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1401,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1402,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1403,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1404,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1405,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1406,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1407,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1408,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1409,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1410,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1411,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1412,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1413,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1414,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1415,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1416,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1417,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1418,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1419,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
1420,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1421,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1422,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1423,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1424,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1425,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1426,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1427,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1428,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1429,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1430,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1431,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1432,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1433,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1434,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1435,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1436,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
1437,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1438,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1439,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1440,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1441,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1442,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1443,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1444,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1445,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1446,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1447,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1448,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1449,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1450,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1451,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1452,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1453,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1454,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1455,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1456,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1457,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1458,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1459,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1460,Wetland,Wetland,Wetland,Water,Wetland,Water
1461,Wetland,Wetland,Wetland,Water,Wetland,Forest
1462,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1463,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1464,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1465,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1466,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1467,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1468,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1469,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1470,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1471,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1472,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1473,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1474,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1475,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1476,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1477,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1478,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1479,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
1480,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1481,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
1482,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1483,Wetland,Wetland,Water,NULL,Water,Grassland
1484,Wetland,Wetland,Water,NULL,Water,Forest
1485,Wetland,Wetland,Water,Non_Water,Water,NULL
1486,Wetland,Wetland,Water,Non_Water,Water,Grassland
1487,Wetland,Wetland,Water,Non_Water,Water,Cropland
1488,Wetland,Wetland,Water,Non_Water,Water,Wetland
1489,Wetland,Wetland,Water,Non_Water,Water,Forest
1490,Wetland,Wetland,Water,Water,Water,Cropland
1491,Wetland,Wetland,Water,Water,Water,Wetland
1492,Wetland,Wetland,Water,Water,Water,Water
1493,Wetland,Wetland,Water,Water,Water,Forest
1494,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1495,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1496,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1497,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1498,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1499,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1500,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1501,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1502,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1503,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1504,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1505,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1506,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1507,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1508,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1509,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
1510,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1511,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1512,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1513,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1514,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1515,Wetland,Water,NULL,Water,Non_Wetland,Forest
1516,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1517,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1518,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1519,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1520,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1521,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1522,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1523,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1524,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1525,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1526,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1527,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1528,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1529,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1530,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1531,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1532,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1533,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1534,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1535,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1536,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
1537,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1538,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1539,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1540,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1541,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1542,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1543,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1544,Wetland,Water,Wetland,NULL,Wetland,NULL
1545,Wetland,Water,Wetland,NULL,Wetland,Grassland
1546,Wetland,Water,Wetland,NULL,Wetland,Cropland
1547,Wetland,Water,Wetland,NULL,Wetland,Wetland
1548,Wetland,Water,Wetland,NULL,Wetland,Forest
1549,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1550,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1551,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1552,Wetland,Water,Wetland,Non_Water,Wetland,Water
1553,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1554,Wetland,Water,Wetland,Water,Wetland,Grassland
1555,Wetland,Water,Wetland,Water,Wetland,Cropland
1556,Wetland,Water,Wetland,Water,Wetland,Wetland
1557,Wetland,Water,Wetland,Water,Wetland,Water
1558,Wetland,Water,Wetland,Water,Wetland,Forest
1559,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1560,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1561,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1562,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1563,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1564,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1565,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1566,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1567,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1568,Wetland,Water,Bareland,Water,Non_Wetland,Forest
1569,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1570,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1571,Wetland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1572,Wetland,Water,Built-up,Water,Non_Wetland,Grassland
1573,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1574,Wetland,Water,Water,NULL,Water,Wetland
1575,Wetland,Water,Water,NULL,Water,Water
1576,Wetland,Water,Water,NULL,Water,Forest
1577,Wetland,Water,Water,Non_Water,Water,Grassland
1578,Wetland,Water,Water,Non_Water,Water,Wetland
1579,Wetland,Water,Water,Non_Water,Water,Forest
1580,Wetland,Water,Water,Water,Water,Wetland
1581,Wetland,Water,Water,Water,Water,Water
1582,Wetland,Water,Water,Water,Water,Forest
1583,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1584,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1585,Wetland,Water,Forest,NULL,Non_Wetland,Water
1586,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1587,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1588,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1589,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1590,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1591,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1592,Wetland,Water,Forest,Water,Non_Wetland,Forest
1593,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1594,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
1595,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1596,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
1597,Wetland,Forest,NULL,Non_Water,Non_Wetland,Cropland
1598,Wetland,Forest,NULL,Water,Non_Wetland,Forest
1599,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1600,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1601,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1602,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1603,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1604,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1605,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1606,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1607,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1608,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1609,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1610,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1611,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1612,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1613,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1614,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1615,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1616,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1617,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1618,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1619,Wetland,Forest,Wetland,NULL,Wetland,NULL
1620,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1621,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1622,Wetland,Forest,Wetland,NULL,Wetland,Forest
1623,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
1624,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1625,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland
1626,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1627,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1628,Wetland,Forest,Wetland,Water,Wetland,Grassland
1629,Wetland,Forest,Wetland,Water,Wetland,Wetland
1630,Wetland,Forest,Wetland,Water,Wetland,Forest
1631,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1632,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1633,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1634,Wetland,Forest,Water,Non_Water,Water,Grassland
1635,Wetland,Forest,Water,Water,Water,Forest
1636,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1637,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1638,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1639,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1640,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1641,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1642,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1643,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1644,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1645,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1646,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1647,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1648,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1649,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1650,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1651,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1652,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1653,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1655,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1656,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1657,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1658,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1659,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1660,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1661,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1662,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1663,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1664,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1665,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1666,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1667,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1668,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1669,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1670,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1671,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1672,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1673,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1674,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1675,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1676,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1677,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1678,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
