Value,AFRICA_2024_DynamicWorld_2024_37PGL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGL_M_R,AFRICA_2024_GSW_Yearly_2021_37PGL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGL_M_R,AFRICA_2024_WorldCover_2021_37PGL_M_R
1266,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1267,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1268,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1269,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1270,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1271,Forest,Forest,Water,NULL,Water,Grassland
1272,Forest,Forest,Water,NULL,Water,Forest
1273,Forest,Forest,Water,Water,Water,NULL
1274,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1275,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1276,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1277,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1278,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1279,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1280,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1281,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1282,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1283,Forest,Forest,Forest,Water,Non_Wetland,NULL
1284,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1285,Forest,Forest,Forest,Water,Non_Wetland,Forest
