Value,AFRICA_2024_DynamicWorld_2024_36PVR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVR_M_R,AFRICA_2024_GSW_Yearly_2021_36PVR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVR_M_R,AFRICA_2024_WorldCover_2021_36PVR_M_R
1306,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1307,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1308,Water,Built-up,Wetland,NULL,Wetland,Forest
1309,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1310,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1311,Water,Water,NULL,NULL,Non_Wetland,NULL
1312,Water,Water,NULL,NULL,Non_Wetland,Grassland
1313,Water,Water,NULL,NULL,Non_Wetland,Wetland
1314,Water,Water,NULL,NULL,Non_Wetland,Water
1315,Water,Water,NULL,NULL,Non_Wetland,Forest
1316,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1317,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1318,Water,Water,NULL,Non_Water,Non_Wetland,Water
1319,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1320,Water,Water,NULL,Water,Non_Wetland,Grassland
1321,Water,Water,NULL,Water,Non_Wetland,Wetland
1322,Water,Water,NULL,Water,Non_Wetland,Water
1323,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1324,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1325,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1326,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1327,Water,Water,Shrubland,NULL,Non_Wetland,Water
1328,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1329,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1330,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1331,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1332,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1333,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1334,Water,Water,Shrubland,Water,Non_Wetland,NULL
1335,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1336,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1337,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1338,Water,Water,Shrubland,Water,Non_Wetland,Water
1339,Water,Water,Shrubland,Water,Non_Wetland,Forest
1340,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1341,Water,Water,Grassland,NULL,Non_Wetland,Forest
1342,Water,Water,Grassland,Water,Non_Wetland,Grassland
1343,Water,Water,Cropland,NULL,Non_Wetland,NULL
1344,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1345,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1346,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1347,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1348,Water,Water,Cropland,Water,Non_Wetland,Grassland
1349,Water,Water,Cropland,Water,Non_Wetland,Water
1350,Water,Water,Wetland,NULL,Wetland,NULL
1351,Water,Water,Wetland,NULL,Wetland,Grassland
1352,Water,Water,Wetland,NULL,Wetland,Wetland
1353,Water,Water,Wetland,NULL,Wetland,Water
1354,Water,Water,Wetland,NULL,Wetland,Forest
1355,Water,Water,Wetland,Non_Water,Wetland,NULL
1356,Water,Water,Wetland,Non_Water,Wetland,Grassland
1357,Water,Water,Wetland,Non_Water,Wetland,Wetland
1358,Water,Water,Wetland,Non_Water,Wetland,Water
1359,Water,Water,Wetland,Non_Water,Wetland,Forest
1360,Water,Water,Wetland,Water,Wetland,Grassland
1361,Water,Water,Wetland,Water,Wetland,Wetland
1362,Water,Water,Wetland,Water,Wetland,Bareland
1363,Water,Water,Wetland,Water,Wetland,Water
1364,Water,Water,Wetland,Water,Wetland,Forest
1365,Water,Water,Bareland,NULL,Non_Wetland,NULL
1366,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1367,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1368,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1369,Water,Water,Bareland,NULL,Non_Wetland,Water
1370,Water,Water,Bareland,NULL,Non_Wetland,Forest
1371,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1372,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1373,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1374,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1375,Water,Water,Bareland,Water,Non_Wetland,Grassland
1376,Water,Water,Bareland,Water,Non_Wetland,Wetland
1377,Water,Water,Bareland,Water,Non_Wetland,Bareland
1378,Water,Water,Bareland,Water,Non_Wetland,Water
1379,Water,Water,Bareland,Water,Non_Wetland,Forest
1380,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1381,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1382,Water,Water,Built-up,NULL,Non_Wetland,Forest
1383,Water,Water,Built-up,Water,Non_Wetland,Grassland
1384,Water,Water,Built-up,Water,Non_Wetland,Wetland
1385,Water,Water,Built-up,Water,Non_Wetland,Water
1386,Water,Water,Water,NULL,Water,NULL
1387,Water,Water,Water,NULL,Water,Grassland
1388,Water,Water,Water,NULL,Water,Wetland
1389,Water,Water,Water,NULL,Water,Water
1390,Water,Water,Water,NULL,Water,Forest
1391,Water,Water,Water,Non_Water,Water,Grassland
1392,Water,Water,Water,Non_Water,Water,Wetland
1393,Water,Water,Water,Non_Water,Water,Water
1394,Water,Water,Water,Non_Water,Water,Forest
1395,Water,Water,Water,Water,Water,NULL
1396,Water,Water,Water,Water,Water,Grassland
1397,Water,Water,Water,Water,Water,Wetland
1398,Water,Water,Water,Water,Water,Bareland
1399,Water,Water,Water,Water,Water,Water
1400,Water,Water,Water,Water,Water,Forest
1401,Water,Water,Forest,NULL,Non_Wetland,NULL
1402,Water,Water,Forest,NULL,Non_Wetland,Grassland
1403,Water,Water,Forest,NULL,Non_Wetland,Wetland
1404,Water,Water,Forest,NULL,Non_Wetland,Water
1405,Water,Water,Forest,NULL,Non_Wetland,Forest
1406,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1407,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1408,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1409,Water,Water,Forest,Non_Water,Non_Wetland,Water
1410,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1411,Water,Water,Forest,Water,Non_Wetland,Grassland
1412,Water,Water,Forest,Water,Non_Wetland,Wetland
1413,Water,Water,Forest,Water,Non_Wetland,Water
1414,Water,Water,Forest,Water,Non_Wetland,Forest
1415,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1416,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1417,Water,Forest,NULL,NULL,Non_Wetland,Water
1418,Water,Forest,NULL,NULL,Non_Wetland,Forest
1419,Water,Forest,NULL,Water,Non_Wetland,Grassland
1420,Water,Forest,NULL,Water,Non_Wetland,Water
1421,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1422,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1423,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1424,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1425,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1426,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1427,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1428,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1429,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1430,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1431,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1432,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1433,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1434,Water,Forest,Shrubland,Water,Non_Wetland,Water
1435,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1436,Water,Forest,Grassland,NULL,Non_Wetland,Water
1437,Water,Forest,Grassland,Water,Non_Wetland,Grassland
1438,Water,Forest,Grassland,Water,Non_Wetland,Water
1439,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1440,Water,Forest,Wetland,NULL,Wetland,NULL
1441,Water,Forest,Wetland,NULL,Wetland,Grassland
1442,Water,Forest,Wetland,NULL,Wetland,Wetland
1443,Water,Forest,Wetland,NULL,Wetland,Water
1444,Water,Forest,Wetland,NULL,Wetland,Forest
1445,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1446,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1447,Water,Forest,Wetland,Water,Wetland,Grassland
1448,Water,Forest,Wetland,Water,Wetland,Wetland
1449,Water,Forest,Wetland,Water,Wetland,Water
1450,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1451,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1452,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1453,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1454,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1455,Water,Forest,Water,NULL,Water,Grassland
1456,Water,Forest,Water,NULL,Water,Wetland
1457,Water,Forest,Water,NULL,Water,Water
1458,Water,Forest,Water,NULL,Water,Forest
1459,Water,Forest,Water,Non_Water,Water,Grassland
1460,Water,Forest,Water,Water,Water,Grassland
1461,Water,Forest,Water,Water,Water,Wetland
1462,Water,Forest,Water,Water,Water,Water
1463,Water,Forest,Water,Water,Water,Forest
1464,Water,Forest,Forest,NULL,Non_Wetland,NULL
1465,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1466,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1467,Water,Forest,Forest,NULL,Non_Wetland,Water
1468,Water,Forest,Forest,NULL,Non_Wetland,Forest
1469,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
1470,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1471,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1472,Water,Forest,Forest,Water,Non_Wetland,Wetland
1473,Water,Forest,Forest,Water,Non_Wetland,Water
1474,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1475,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1476,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1477,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1478,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1479,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1480,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Forest
1481,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1482,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1483,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1484,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1485,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1486,Forest,NULL,NULL,NULL,Non_Wetland,Water
1487,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1488,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1489,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1490,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1491,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1492,Forest,NULL,NULL,Water,Non_Wetland,NULL
1493,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1494,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1495,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1496,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1497,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1498,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1499,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1500,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1501,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1502,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1503,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1504,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1505,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1506,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1507,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1508,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1509,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1510,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1511,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1512,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1513,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1514,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1515,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1516,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1517,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1518,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1519,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1520,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1521,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1522,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1523,Forest,NULL,Grassland,Water,Non_Wetland,Water
1524,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1525,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1526,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1527,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1528,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1529,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1530,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1531,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1532,Forest,NULL,Cropland,Water,Non_Wetland,Water
1533,Forest,NULL,Wetland,NULL,Wetland,NULL
1534,Forest,NULL,Wetland,NULL,Wetland,Grassland
1535,Forest,NULL,Wetland,NULL,Wetland,Wetland
1536,Forest,NULL,Wetland,NULL,Wetland,Water
1537,Forest,NULL,Wetland,NULL,Wetland,Forest
1538,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1539,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1540,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1541,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1542,Forest,NULL,Wetland,Water,Wetland,NULL
1543,Forest,NULL,Wetland,Water,Wetland,Grassland
1544,Forest,NULL,Wetland,Water,Wetland,Wetland
1545,Forest,NULL,Wetland,Water,Wetland,Forest
1546,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1547,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1548,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1549,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1550,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1551,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1552,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1553,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1554,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1555,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1556,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1557,Forest,NULL,Bareland,Water,Non_Wetland,Water
1558,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1559,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1560,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1561,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1562,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1563,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1564,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1565,Forest,NULL,Built-up,Water,Non_Wetland,Water
1566,Forest,NULL,Water,NULL,Water,Grassland
1567,Forest,NULL,Water,NULL,Water,Wetland
1568,Forest,NULL,Water,NULL,Water,Water
1569,Forest,NULL,Water,NULL,Water,Forest
1570,Forest,NULL,Water,Non_Water,Water,Grassland
1571,Forest,NULL,Water,Non_Water,Water,Wetland
1572,Forest,NULL,Water,Non_Water,Water,Water
1573,Forest,NULL,Water,Water,Water,Grassland
1574,Forest,NULL,Water,Water,Water,Wetland
1575,Forest,NULL,Water,Water,Water,Bareland
1576,Forest,NULL,Water,Water,Water,Water
1577,Forest,NULL,Water,Water,Water,Forest
1578,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1579,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1580,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1581,Forest,NULL,Forest,NULL,Non_Wetland,Water
1582,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1583,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1584,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1585,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1586,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1587,Forest,NULL,Forest,Water,Non_Wetland,NULL
1588,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1589,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1590,Forest,NULL,Forest,Water,Non_Wetland,Water
1591,Forest,NULL,Forest,Water,Non_Wetland,Forest
1592,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1593,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1594,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1595,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1596,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1597,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1598,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1599,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1600,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1601,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1602,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1603,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1604,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1605,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1606,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1607,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1608,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1609,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1610,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1611,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1612,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1613,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1614,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1615,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1616,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1617,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1618,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1619,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1620,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1621,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1622,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1623,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1624,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1625,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1626,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1627,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1628,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1629,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1630,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1631,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1632,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1633,Forest,Wetland,Wetland,NULL,Wetland,NULL
1634,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1635,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1636,Forest,Wetland,Wetland,NULL,Wetland,Water
1637,Forest,Wetland,Wetland,NULL,Wetland,Forest
1638,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1639,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1640,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1641,Forest,Wetland,Wetland,Water,Wetland,Grassland
1642,Forest,Wetland,Wetland,Water,Wetland,Wetland
1643,Forest,Wetland,Wetland,Water,Wetland,Water
1644,Forest,Wetland,Wetland,Water,Wetland,Forest
1645,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1646,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1647,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1648,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1649,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1650,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1651,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1652,Forest,Wetland,Bareland,Water,Non_Wetland,Forest
1653,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1654,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1655,Forest,Wetland,Water,NULL,Water,Grassland
1656,Forest,Wetland,Water,NULL,Water,Forest
1657,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1658,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1659,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1660,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1661,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1662,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1663,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1664,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1665,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1666,Forest,Wetland,Forest,Water,Non_Wetland,Water
1667,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1668,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1671,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
1672,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1673,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1674,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1675,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1676,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1677,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1678,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1679,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1680,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1681,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1682,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1683,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1684,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1685,Forest,Water,Wetland,NULL,Wetland,Grassland
1686,Forest,Water,Wetland,NULL,Wetland,Wetland
1687,Forest,Water,Wetland,NULL,Wetland,Forest
1688,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1689,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1690,Forest,Water,Wetland,Non_Water,Wetland,Forest
1691,Forest,Water,Wetland,Water,Wetland,Grassland
1692,Forest,Water,Wetland,Water,Wetland,Wetland
1693,Forest,Water,Wetland,Water,Wetland,Water
1694,Forest,Water,Wetland,Water,Wetland,Forest
1695,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1696,Forest,Water,Water,NULL,Water,NULL
1697,Forest,Water,Water,NULL,Water,Grassland
1698,Forest,Water,Water,NULL,Water,Forest
1699,Forest,Water,Water,Water,Water,Grassland
1700,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1701,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1702,Forest,Water,Forest,NULL,Non_Wetland,Forest
1703,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1704,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1705,Forest,Water,Forest,Water,Non_Wetland,Grassland
1706,Forest,Water,Forest,Water,Non_Wetland,Forest
1707,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1708,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1709,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1710,Forest,Forest,NULL,NULL,Non_Wetland,Water
1711,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1712,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1713,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1714,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1715,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
1716,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1717,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1718,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1719,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1720,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1721,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1722,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1723,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1724,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1725,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1726,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1727,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1728,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1729,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1730,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1731,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1732,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1733,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1734,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1735,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1736,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1737,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1738,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1739,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1740,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1741,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1742,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1743,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1744,Forest,Forest,Grassland,Water,Non_Wetland,Water
1745,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1746,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1747,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
