Value,AFRICA_2024_DynamicWorld_2024_37PHN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHN_M_R,AFRICA_2024_GSW_Yearly_2021_37PHN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHN_M_R,AFRICA_2024_WorldCover_2021_37PHN_M_R
1259,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1260,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1261,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1262,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1263,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1264,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1265,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1266,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1267,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1268,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1269,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1270,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1271,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
1272,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1273,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1274,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1275,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1276,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1277,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1278,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1279,Forest,Wetland,Bareland,NULL,Non_Wetland,Cropland
1280,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1281,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
1282,Forest,Wetland,Built-up,NULL,Non_Wetland,Cropland
1283,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1284,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
1285,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1286,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1287,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1288,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1289,Forest,Built-up,Wetland,NULL,Wetland,Forest
1290,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1291,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1292,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1293,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1294,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1295,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1296,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1297,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1298,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1299,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1300,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1301,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1302,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1303,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1304,Forest,Forest,Wetland,NULL,Wetland,NULL
1305,Forest,Forest,Wetland,NULL,Wetland,Wetland
1306,Forest,Forest,Wetland,NULL,Wetland,Forest
1307,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1308,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1309,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1310,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1311,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1312,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
