Value,AFRICA_2024_DynamicWorld_2024_36PVS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVS_M_R,AFRICA_2024_GSW_Yearly_2021_36PVS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVS_M_R,AFRICA_2024_WorldCover_2021_36PVS_M_R
1314,Wetland,NULL,Water,Non_Water,Water,Grassland
1315,Wetland,NULL,Water,Non_Water,Water,Cropland
1316,Wetland,NULL,Water,Non_Water,Water,Wetland
1317,Wetland,NULL,Water,Non_Water,Water,Water
1318,Wetland,NULL,Water,Non_Water,Water,Forest
1319,Wetland,NULL,Water,Water,Water,NULL
1320,Wetland,NULL,Water,Water,Water,Grassland
1321,Wetland,NULL,Water,Water,Water,Cropland
1322,Wetland,NULL,Water,Water,Water,Wetland
1323,Wetland,NULL,Water,Water,Water,Bareland
1324,Wetland,NULL,Water,Water,Water,Water
1325,Wetland,NULL,Water,Water,Water,Forest
1326,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1327,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1328,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1329,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1330,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1331,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1332,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1333,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1334,Wetland,NULL,Forest,Water,Non_Wetland,NULL
1335,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1336,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1337,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1338,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
1339,Wetland,NULL,Forest,Water,Non_Wetland,Water
1340,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1341,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1342,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1343,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1344,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1345,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1346,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1347,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1348,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1349,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
1350,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1351,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1352,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1353,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1354,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL
1355,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1356,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1357,Wetland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1358,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1359,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1360,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1361,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1362,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1363,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1364,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1365,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1366,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1367,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1368,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1369,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1370,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1371,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1372,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
1373,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1374,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1375,Wetland,Cropland,Built-up,Water,Non_Wetland,Grassland
1376,Wetland,Cropland,Water,NULL,Water,NULL
1377,Wetland,Cropland,Water,NULL,Water,Grassland
1378,Wetland,Cropland,Water,NULL,Water,Wetland
1379,Wetland,Cropland,Water,NULL,Water,Water
1380,Wetland,Cropland,Water,NULL,Water,Forest
1381,Wetland,Cropland,Water,Non_Water,Water,Grassland
1382,Wetland,Cropland,Water,Non_Water,Water,Wetland
1383,Wetland,Cropland,Water,Water,Water,NULL
1384,Wetland,Cropland,Water,Water,Water,Grassland
1385,Wetland,Cropland,Water,Water,Water,Cropland
1386,Wetland,Cropland,Water,Water,Water,Wetland
1387,Wetland,Cropland,Water,Water,Water,Bareland
1388,Wetland,Cropland,Water,Water,Water,Water
1389,Wetland,Cropland,Water,Water,Water,Forest
1390,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1391,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1392,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1393,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1394,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1395,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1396,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1397,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1398,Wetland,Cropland,Forest,Water,Non_Wetland,Water
1399,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1400,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1401,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1402,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1403,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
1404,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1405,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1406,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1407,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water
1408,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1409,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
1410,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1411,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1412,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1413,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
1414,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1415,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1416,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1417,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1418,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1419,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1420,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1421,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1422,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1423,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1424,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1425,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1426,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1427,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1428,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1429,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1430,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
1431,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1432,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1433,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1434,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1435,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1436,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1437,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1438,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1439,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1440,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1441,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1442,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1443,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1444,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1445,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1446,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1447,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1448,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1449,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1450,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1451,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1452,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1453,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1454,Wetland,Wetland,Cropland,NULL,Non_Wetland,Built-up
1455,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
1456,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1457,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1458,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1459,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1460,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1461,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1462,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
1463,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1464,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1465,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1466,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
1467,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1468,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1469,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1470,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1471,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1472,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1473,Wetland,Wetland,Wetland,NULL,Wetland,Water
1474,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1475,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1476,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1477,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1478,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1479,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1480,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1481,Wetland,Wetland,Wetland,Water,Wetland,NULL
1482,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1483,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1484,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1485,Wetland,Wetland,Wetland,Water,Wetland,Water
1486,Wetland,Wetland,Wetland,Water,Wetland,Forest
1487,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1488,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1489,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1490,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1491,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1492,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1493,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1494,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
1495,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1496,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1497,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1498,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1499,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1500,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1501,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
1502,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
1503,Wetland,Wetland,Water,NULL,Water,NULL
1504,Wetland,Wetland,Water,NULL,Water,Grassland
1505,Wetland,Wetland,Water,NULL,Water,Cropland
1506,Wetland,Wetland,Water,NULL,Water,Wetland
1507,Wetland,Wetland,Water,NULL,Water,Water
1508,Wetland,Wetland,Water,NULL,Water,Forest
1509,Wetland,Wetland,Water,Non_Water,Water,NULL
1510,Wetland,Wetland,Water,Non_Water,Water,Grassland
1511,Wetland,Wetland,Water,Non_Water,Water,Wetland
1512,Wetland,Wetland,Water,Non_Water,Water,Bareland
1513,Wetland,Wetland,Water,Non_Water,Water,Water
1514,Wetland,Wetland,Water,Non_Water,Water,Forest
1515,Wetland,Wetland,Water,Water,Water,NULL
1516,Wetland,Wetland,Water,Water,Water,Grassland
1517,Wetland,Wetland,Water,Water,Water,Cropland
1518,Wetland,Wetland,Water,Water,Water,Wetland
1519,Wetland,Wetland,Water,Water,Water,Bareland
1520,Wetland,Wetland,Water,Water,Water,Water
1521,Wetland,Wetland,Water,Water,Water,Forest
1522,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1523,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1524,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1525,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1526,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1527,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1528,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1529,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1530,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1531,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1532,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1533,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1534,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1535,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
1536,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1537,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1538,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1539,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1540,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1541,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1542,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1543,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1544,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1545,Wetland,Bareland,Wetland,Water,Wetland,Grassland
1546,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1547,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1548,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1549,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1550,Wetland,Water,NULL,NULL,Non_Wetland,NULL
1551,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1552,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1553,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1554,Wetland,Water,NULL,NULL,Non_Wetland,Water
1555,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1556,Wetland,Water,NULL,Water,Non_Wetland,Grassland
1557,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1558,Wetland,Water,NULL,Water,Non_Wetland,Water
1559,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1560,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1561,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1562,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1563,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1564,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1565,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1566,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1567,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1568,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1569,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1570,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
1571,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1572,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1573,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1574,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1575,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1576,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1577,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1578,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1579,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1580,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1581,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1582,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1583,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1584,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1585,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1586,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1587,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1588,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1589,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1590,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1591,Wetland,Water,Wetland,NULL,Wetland,NULL
1592,Wetland,Water,Wetland,NULL,Wetland,Grassland
1593,Wetland,Water,Wetland,NULL,Wetland,Wetland
1594,Wetland,Water,Wetland,NULL,Wetland,Forest
1595,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1596,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1597,Wetland,Water,Wetland,Water,Wetland,Grassland
1598,Wetland,Water,Wetland,Water,Wetland,Wetland
1599,Wetland,Water,Wetland,Water,Wetland,Forest
1600,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1601,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1602,Wetland,Water,Built-up,NULL,Non_Wetland,NULL
1603,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1604,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1605,Wetland,Water,Water,NULL,Water,NULL
1606,Wetland,Water,Water,NULL,Water,Grassland
1607,Wetland,Water,Water,NULL,Water,Wetland
1608,Wetland,Water,Water,NULL,Water,Bareland
1609,Wetland,Water,Water,NULL,Water,Water
1610,Wetland,Water,Water,NULL,Water,Forest
1611,Wetland,Water,Water,Non_Water,Water,Grassland
1612,Wetland,Water,Water,Non_Water,Water,Wetland
1613,Wetland,Water,Water,Non_Water,Water,Water
1614,Wetland,Water,Water,Non_Water,Water,Forest
1615,Wetland,Water,Water,Water,Water,NULL
1616,Wetland,Water,Water,Water,Water,Grassland
1617,Wetland,Water,Water,Water,Water,Cropland
1618,Wetland,Water,Water,Water,Water,Wetland
1619,Wetland,Water,Water,Water,Water,Bareland
1620,Wetland,Water,Water,Water,Water,Water
1621,Wetland,Water,Water,Water,Water,Forest
1622,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1623,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1624,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1625,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1626,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
1627,Wetland,Water,Forest,NULL,Non_Wetland,Water
1628,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1629,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1630,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1631,Wetland,Water,Forest,Water,Non_Wetland,NULL
1632,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1633,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1634,Wetland,Water,Forest,Water,Non_Wetland,Bareland
1635,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1636,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1637,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
1638,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1639,Wetland,Forest,NULL,NULL,Non_Wetland,Water
1640,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1641,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
1642,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
1643,Wetland,Forest,NULL,Water,Non_Wetland,Water
1644,Wetland,Forest,NULL,Water,Non_Wetland,Forest
1645,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1646,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1647,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1648,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1649,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
1650,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1651,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1652,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1653,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1654,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Water
1655,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1656,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL
1657,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1658,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1659,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
1660,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1661,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
1662,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1663,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1664,Wetland,Forest,Grassland,NULL,Non_Wetland,Water
1665,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1666,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1667,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
1668,Wetland,Forest,Grassland,Water,Non_Wetland,Water
1669,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1670,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1671,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1672,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1673,Wetland,Forest,Cropland,NULL,Non_Wetland,Water
1674,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1675,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1676,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1677,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
1678,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
1679,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1680,Wetland,Forest,Wetland,NULL,Wetland,NULL
1681,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1682,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1683,Wetland,Forest,Wetland,NULL,Wetland,Water
1684,Wetland,Forest,Wetland,NULL,Wetland,Forest
1685,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1686,Wetland,Forest,Wetland,Water,Wetland,Grassland
1687,Wetland,Forest,Wetland,Water,Wetland,Wetland
1688,Wetland,Forest,Wetland,Water,Wetland,Water
1689,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
1690,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1691,Wetland,Forest,Built-up,NULL,Non_Wetland,Grassland
1692,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1693,Wetland,Forest,Water,NULL,Water,NULL
1694,Wetland,Forest,Water,NULL,Water,Grassland
1695,Wetland,Forest,Water,NULL,Water,Wetland
1696,Wetland,Forest,Water,NULL,Water,Water
1697,Wetland,Forest,Water,NULL,Water,Forest
1698,Wetland,Forest,Water,Non_Water,Water,Grassland
1699,Wetland,Forest,Water,Non_Water,Water,Wetland
1700,Wetland,Forest,Water,Non_Water,Water,Water
1701,Wetland,Forest,Water,Non_Water,Water,Forest
1702,Wetland,Forest,Water,Water,Water,NULL
1703,Wetland,Forest,Water,Water,Water,Grassland
1704,Wetland,Forest,Water,Water,Water,Wetland
1705,Wetland,Forest,Water,Water,Water,Water
1706,Wetland,Forest,Water,Water,Water,Forest
1707,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1708,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1709,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1710,Wetland,Forest,Forest,NULL,Non_Wetland,Water
1711,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1712,Wetland,Forest,Forest,Water,Non_Wetland,NULL
1713,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1714,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1715,Wetland,Forest,Forest,Water,Non_Wetland,Water
1716,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1717,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1718,Bareland,NULL,NULL,Water,Non_Wetland,NULL
1719,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1720,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1721,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1722,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1723,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1724,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1725,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1726,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1727,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1728,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1729,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1730,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1731,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1732,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1733,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1734,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1735,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1736,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1737,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1738,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1739,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1740,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1741,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1742,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
