Value,AFRICA_2024_DynamicWorld_2024_36PTR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTR_M_R,AFRICA_2024_GSW_Yearly_2021_36PTR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTR_M_R,AFRICA_2024_WorldCover_2021_36PTR_M_R
1310,Water,Wetland,Water,NULL,Water,NULL
1311,Water,Wetland,Water,NULL,Water,Grassland
1312,Water,Wetland,Water,NULL,Water,Wetland
1313,Water,Wetland,Water,NULL,Water,Water
1314,Water,Wetland,Water,NULL,Water,Forest
1315,Water,Wetland,Water,Non_Water,Water,Grassland
1316,Water,Wetland,Water,Non_Water,Water,Wetland
1317,Water,Wetland,Water,Non_Water,Water,Water
1318,Water,Wetland,Water,Non_Water,Water,Forest
1319,Water,Wetland,Water,Water,Water,NULL
1320,Water,Wetland,Water,Water,Water,Grassland
1321,Water,Wetland,Water,Water,Water,Wetland
1322,Water,Wetland,Water,Water,Water,Water
1323,Water,Wetland,Water,Water,Water,Forest
1324,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1325,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1326,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1327,Water,Wetland,Forest,NULL,Non_Wetland,Water
1328,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1329,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
1330,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1331,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1332,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1333,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1334,Water,Wetland,Forest,Water,Non_Wetland,NULL
1335,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1336,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1337,Water,Wetland,Forest,Water,Non_Wetland,Water
1338,Water,Wetland,Forest,Water,Non_Wetland,Forest
1339,Water,Bareland,NULL,NULL,Non_Wetland,Wetland
1340,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1341,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1342,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1343,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1344,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1345,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1346,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1347,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1348,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1349,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1350,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1351,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1352,Water,Bareland,Wetland,NULL,Wetland,Grassland
1353,Water,Bareland,Wetland,NULL,Wetland,Wetland
1354,Water,Bareland,Wetland,NULL,Wetland,Water
1355,Water,Bareland,Wetland,NULL,Wetland,Forest
1356,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1357,Water,Bareland,Wetland,Non_Water,Wetland,Water
1358,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1359,Water,Bareland,Wetland,Water,Wetland,Grassland
1360,Water,Bareland,Wetland,Water,Wetland,Wetland
1361,Water,Bareland,Wetland,Water,Wetland,Water
1362,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1363,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1364,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1365,Water,Bareland,Bareland,Water,Non_Wetland,Water
1366,Water,Bareland,Water,NULL,Water,Grassland
1367,Water,Bareland,Water,NULL,Water,Wetland
1368,Water,Bareland,Water,NULL,Water,Water
1369,Water,Bareland,Water,Non_Water,Water,Wetland
1370,Water,Bareland,Water,Non_Water,Water,Water
1371,Water,Bareland,Water,Non_Water,Water,Forest
1372,Water,Bareland,Water,Water,Water,Grassland
1373,Water,Bareland,Water,Water,Water,Wetland
1374,Water,Bareland,Water,Water,Water,Water
1375,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1376,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
1377,Water,Bareland,Forest,NULL,Non_Wetland,Water
1378,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1379,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1380,Water,Bareland,Forest,Non_Water,Non_Wetland,Wetland
1381,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1382,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1383,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1384,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1385,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1386,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1387,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up
1388,Water,Built-up,Wetland,Water,Wetland,Grassland
1389,Water,Water,NULL,NULL,Non_Wetland,NULL
1390,Water,Water,NULL,NULL,Non_Wetland,Grassland
1391,Water,Water,NULL,NULL,Non_Wetland,Wetland
1392,Water,Water,NULL,NULL,Non_Wetland,Water
1393,Water,Water,NULL,NULL,Non_Wetland,Forest
1394,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1395,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1396,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1397,Water,Water,NULL,Non_Water,Non_Wetland,Water
1398,Water,Water,NULL,Water,Non_Wetland,Grassland
1399,Water,Water,NULL,Water,Non_Wetland,Wetland
1400,Water,Water,NULL,Water,Non_Wetland,Water
1401,Water,Water,NULL,Water,Non_Wetland,Forest
1402,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1403,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1404,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1405,Water,Water,Shrubland,NULL,Non_Wetland,Water
1406,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1407,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1408,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1409,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1410,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1411,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1412,Water,Water,Shrubland,Water,Non_Wetland,NULL
1413,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1414,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1415,Water,Water,Shrubland,Water,Non_Wetland,Water
1416,Water,Water,Shrubland,Water,Non_Wetland,Forest
1417,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1418,Water,Water,Cropland,NULL,Non_Wetland,NULL
1419,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1420,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1421,Water,Water,Cropland,NULL,Non_Wetland,Water
1422,Water,Water,Cropland,NULL,Non_Wetland,Forest
1423,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1424,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1425,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1426,Water,Water,Cropland,Water,Non_Wetland,Wetland
1427,Water,Water,Cropland,Water,Non_Wetland,Water
1428,Water,Water,Wetland,NULL,Wetland,NULL
1429,Water,Water,Wetland,NULL,Wetland,Grassland
1430,Water,Water,Wetland,NULL,Wetland,Wetland
1431,Water,Water,Wetland,NULL,Wetland,Water
1432,Water,Water,Wetland,NULL,Wetland,Forest
1433,Water,Water,Wetland,Non_Water,Wetland,NULL
1434,Water,Water,Wetland,Non_Water,Wetland,Grassland
1435,Water,Water,Wetland,Non_Water,Wetland,Wetland
1436,Water,Water,Wetland,Non_Water,Wetland,Water
1437,Water,Water,Wetland,Non_Water,Wetland,Forest
1438,Water,Water,Wetland,Water,Wetland,NULL
1439,Water,Water,Wetland,Water,Wetland,Grassland
1440,Water,Water,Wetland,Water,Wetland,Wetland
1441,Water,Water,Wetland,Water,Wetland,Water
1442,Water,Water,Wetland,Water,Wetland,Forest
1443,Water,Water,Bareland,NULL,Non_Wetland,NULL
1444,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1445,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1446,Water,Water,Bareland,NULL,Non_Wetland,Water
1447,Water,Water,Bareland,NULL,Non_Wetland,Forest
1448,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1449,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1450,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1451,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1452,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1453,Water,Water,Bareland,Water,Non_Wetland,Grassland
1454,Water,Water,Bareland,Water,Non_Wetland,Wetland
1455,Water,Water,Bareland,Water,Non_Wetland,Water
1456,Water,Water,Bareland,Water,Non_Wetland,Forest
1457,Water,Water,Built-up,NULL,Non_Wetland,Forest
1458,Water,Water,Water,NULL,Water,NULL
1459,Water,Water,Water,NULL,Water,Grassland
1460,Water,Water,Water,NULL,Water,Wetland
1461,Water,Water,Water,NULL,Water,Water
1462,Water,Water,Water,NULL,Water,Forest
1463,Water,Water,Water,Non_Water,Water,NULL
1464,Water,Water,Water,Non_Water,Water,Grassland
1465,Water,Water,Water,Non_Water,Water,Wetland
1466,Water,Water,Water,Non_Water,Water,Water
1467,Water,Water,Water,Non_Water,Water,Forest
1468,Water,Water,Water,Water,Water,NULL
1469,Water,Water,Water,Water,Water,Grassland
1470,Water,Water,Water,Water,Water,Wetland
1471,Water,Water,Water,Water,Water,Water
1472,Water,Water,Water,Water,Water,Forest
1473,Water,Water,Forest,NULL,Non_Wetland,NULL
1474,Water,Water,Forest,NULL,Non_Wetland,Grassland
1475,Water,Water,Forest,NULL,Non_Wetland,Wetland
1476,Water,Water,Forest,NULL,Non_Wetland,Water
1477,Water,Water,Forest,NULL,Non_Wetland,Forest
1478,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1479,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1480,Water,Water,Forest,Non_Water,Non_Wetland,Water
1481,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1482,Water,Water,Forest,Water,Non_Wetland,NULL
1483,Water,Water,Forest,Water,Non_Wetland,Grassland
1484,Water,Water,Forest,Water,Non_Wetland,Wetland
1485,Water,Water,Forest,Water,Non_Wetland,Water
1486,Water,Water,Forest,Water,Non_Wetland,Forest
1487,Water,Forest,NULL,NULL,Non_Wetland,NULL
1488,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1489,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1490,Water,Forest,NULL,NULL,Non_Wetland,Forest
1491,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland
1492,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1493,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1494,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1495,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1496,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1497,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1498,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1499,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1500,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1501,Water,Forest,Shrubland,Water,Non_Wetland,Water
1502,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1503,Water,Forest,Wetland,NULL,Wetland,Grassland
1504,Water,Forest,Wetland,NULL,Wetland,Wetland
1505,Water,Forest,Wetland,NULL,Wetland,Water
1506,Water,Forest,Wetland,NULL,Wetland,Forest
1507,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1508,Water,Forest,Wetland,Non_Water,Wetland,Forest
1509,Water,Forest,Wetland,Water,Wetland,Wetland
1510,Water,Forest,Wetland,Water,Wetland,Water
1511,Water,Forest,Wetland,Water,Wetland,Forest
1512,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1513,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1514,Water,Forest,Water,NULL,Water,Grassland
1515,Water,Forest,Water,NULL,Water,Wetland
1516,Water,Forest,Water,NULL,Water,Forest
1517,Water,Forest,Water,Non_Water,Water,Wetland
1518,Water,Forest,Water,Non_Water,Water,Forest
1519,Water,Forest,Water,Water,Water,Grassland
1520,Water,Forest,Water,Water,Water,Wetland
1521,Water,Forest,Water,Water,Water,Water
1522,Water,Forest,Water,Water,Water,Forest
1523,Water,Forest,Forest,NULL,Non_Wetland,NULL
1524,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1525,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1526,Water,Forest,Forest,NULL,Non_Wetland,Forest
1527,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1528,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1529,Water,Forest,Forest,Water,Non_Wetland,Grassland
1530,Water,Forest,Forest,Water,Non_Wetland,Wetland
1531,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1532,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1533,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1534,Forest,NULL,NULL,NULL,Non_Wetland,Water
1535,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1536,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1537,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1538,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1539,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1540,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1541,Forest,NULL,NULL,Water,Non_Wetland,Forest
1542,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1543,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1544,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1545,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1546,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1547,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1548,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1549,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1550,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1553,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1554,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1555,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1556,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1557,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1558,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1559,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1560,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1561,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1562,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1563,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1564,Forest,NULL,Grassland,Water,Non_Wetland,Water
1565,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1566,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1567,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1568,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1569,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1570,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1571,Forest,NULL,Wetland,NULL,Wetland,NULL
1572,Forest,NULL,Wetland,NULL,Wetland,Grassland
1573,Forest,NULL,Wetland,NULL,Wetland,Wetland
1574,Forest,NULL,Wetland,NULL,Wetland,Forest
1575,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1576,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1577,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1578,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1579,Forest,NULL,Wetland,Water,Wetland,Grassland
1580,Forest,NULL,Wetland,Water,Wetland,Wetland
1581,Forest,NULL,Wetland,Water,Wetland,Water
1582,Forest,NULL,Wetland,Water,Wetland,Forest
1583,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1584,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1585,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1586,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1587,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1588,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1589,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1590,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1591,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1592,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1593,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1594,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
1595,Forest,NULL,Water,NULL,Water,NULL
1596,Forest,NULL,Water,NULL,Water,Grassland
1597,Forest,NULL,Water,NULL,Water,Wetland
1598,Forest,NULL,Water,NULL,Water,Water
1599,Forest,NULL,Water,NULL,Water,Forest
1600,Forest,NULL,Water,Non_Water,Water,Wetland
1601,Forest,NULL,Water,Water,Water,NULL
1602,Forest,NULL,Water,Water,Water,Grassland
1603,Forest,NULL,Water,Water,Water,Wetland
1604,Forest,NULL,Water,Water,Water,Bareland
1605,Forest,NULL,Water,Water,Water,Water
1606,Forest,NULL,Water,Water,Water,Forest
1607,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1608,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1609,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1610,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1611,Forest,NULL,Forest,NULL,Non_Wetland,Water
1612,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1613,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1614,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1615,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1616,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1617,Forest,NULL,Forest,Water,Non_Wetland,NULL
1618,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1619,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1620,Forest,NULL,Forest,Water,Non_Wetland,Water
1621,Forest,NULL,Forest,Water,Non_Wetland,Forest
1622,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1623,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1624,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1625,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1626,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1627,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1628,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1629,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1630,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1631,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1632,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1633,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1634,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1635,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1636,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1637,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1638,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1639,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1640,Forest,Wetland,NULL,NULL,Non_Wetland,Water
1641,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1642,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1643,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1644,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1645,Forest,Wetland,NULL,Water,Non_Wetland,Water
1646,Forest,Wetland,NULL,Water,Non_Wetland,Forest
1647,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1648,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1649,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1650,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1651,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1652,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1653,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1654,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1655,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1656,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1657,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
1658,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1659,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1660,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1661,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1662,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1663,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1664,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1665,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1666,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1667,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1668,Forest,Wetland,Wetland,NULL,Wetland,NULL
1669,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1670,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1671,Forest,Wetland,Wetland,NULL,Wetland,Water
1672,Forest,Wetland,Wetland,NULL,Wetland,Forest
1673,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
1674,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1675,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1676,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1677,Forest,Wetland,Wetland,Water,Wetland,Grassland
1678,Forest,Wetland,Wetland,Water,Wetland,Wetland
1679,Forest,Wetland,Wetland,Water,Wetland,Water
1680,Forest,Wetland,Wetland,Water,Wetland,Forest
1681,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1682,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1683,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
1684,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1685,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1686,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1687,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1688,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1689,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1690,Forest,Wetland,Water,NULL,Water,NULL
1691,Forest,Wetland,Water,NULL,Water,Grassland
1692,Forest,Wetland,Water,NULL,Water,Wetland
1693,Forest,Wetland,Water,NULL,Water,Water
1694,Forest,Wetland,Water,NULL,Water,Forest
1695,Forest,Wetland,Water,Non_Water,Water,Wetland
1696,Forest,Wetland,Water,Water,Water,NULL
1697,Forest,Wetland,Water,Water,Water,Grassland
1698,Forest,Wetland,Water,Water,Water,Wetland
1699,Forest,Wetland,Water,Water,Water,Water
1700,Forest,Wetland,Water,Water,Water,Forest
1701,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1702,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1703,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1704,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1705,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1706,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1707,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1708,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1709,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1710,Forest,Wetland,Forest,Water,Non_Wetland,NULL
1711,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1712,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1713,Forest,Wetland,Forest,Water,Non_Wetland,Water
1714,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1715,Forest,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1716,Forest,Bareland,Wetland,NULL,Wetland,Wetland
1717,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1718,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1720,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1721,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1723,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1724,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1725,Forest,Built-up,Wetland,NULL,Wetland,NULL
1726,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1727,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1728,Forest,Built-up,Wetland,NULL,Wetland,Forest
1729,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1730,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1731,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1732,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1733,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1734,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1735,Forest,Water,NULL,Water,Non_Wetland,Wetland
1736,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1737,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1738,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1739,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1740,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1741,Forest,Water,Wetland,NULL,Wetland,Grassland
1742,Forest,Water,Wetland,NULL,Wetland,Wetland
1743,Forest,Water,Wetland,NULL,Wetland,Forest
1744,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1745,Forest,Water,Wetland,Non_Water,Wetland,Water
1746,Forest,Water,Wetland,Non_Water,Wetland,Forest
1747,Forest,Water,Wetland,Water,Wetland,Grassland
1748,Forest,Water,Wetland,Water,Wetland,Wetland
1749,Forest,Water,Wetland,Water,Wetland,Water
1750,Forest,Water,Water,NULL,Water,Wetland
1751,Forest,Water,Water,NULL,Water,Forest
1752,Forest,Water,Water,Non_Water,Water,Wetland
1753,Forest,Water,Water,Non_Water,Water,Forest
1754,Forest,Water,Water,Water,Water,Grassland
1755,Forest,Water,Water,Water,Water,Wetland
1756,Forest,Water,Water,Water,Water,Water
1757,Forest,Water,Water,Water,Water,Forest
1758,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1759,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1760,Forest,Water,Forest,NULL,Non_Wetland,Forest
1761,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1762,Forest,Water,Forest,Water,Non_Wetland,Wetland
1763,Forest,Forest,NULL,NULL,Non_Wetland,NULL
