Value,AFRICA_2024_DynamicWorld_2024_37PGP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGP_M_R,AFRICA_2024_GSW_Yearly_2021_37PGP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGP_M_R,AFRICA_2024_WorldCover_2021_37PGP_M_R
1225,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1226,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1227,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1228,Wetland,Water,Bareland,Water,Non_Wetland,Water
1229,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1230,Wetland,Water,Water,Non_Water,Water,Wetland
1231,Wetland,Water,Water,Water,Water,Wetland
1232,Wetland,Water,Water,Water,Water,Bareland
1233,Wetland,Water,Water,Water,Water,Water
1234,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1235,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1236,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1237,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1238,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
1239,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1240,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1241,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1242,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL
1243,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1244,Wetland,Forest,Grassland,Water,Non_Wetland,NULL
1245,Wetland,Forest,Grassland,Water,Non_Wetland,Wetland
1246,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1247,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1248,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1249,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1250,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1251,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1252,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1253,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1254,Wetland,Forest,Wetland,NULL,Wetland,NULL
1255,Wetland,Forest,Wetland,NULL,Wetland,Cropland
1256,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1257,Wetland,Forest,Wetland,NULL,Wetland,Forest
1258,Wetland,Forest,Wetland,Water,Wetland,Wetland
1259,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1260,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
1261,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1262,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1263,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1264,Wetland,Forest,Bareland,Water,Non_Wetland,NULL
1265,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1266,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL
1267,Wetland,Forest,Built-up,Water,Non_Wetland,NULL
1268,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1269,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1270,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1271,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1272,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1273,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1274,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1275,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1276,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1277,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1278,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1279,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1280,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1281,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1282,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1283,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1284,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1285,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1286,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1287,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1288,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1289,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1290,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1291,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1292,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1293,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1294,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1295,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1296,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1297,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1298,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1299,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1300,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1301,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1302,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1303,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1304,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1305,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1306,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1307,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1308,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1309,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1310,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1311,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1312,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1313,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1314,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1315,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1316,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1317,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1318,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1319,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1320,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1321,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1322,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1323,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1324,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1325,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1326,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1327,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1328,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
1329,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1330,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1331,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1332,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1333,Bareland,NULL,Wetland,NULL,Wetland,NULL
1334,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1335,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1336,Bareland,NULL,Wetland,NULL,Wetland,Forest
1337,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1338,Bareland,NULL,Wetland,Water,Wetland,NULL
1339,Bareland,NULL,Wetland,Water,Wetland,Wetland
1340,Bareland,NULL,Wetland,Water,Wetland,Bareland
1341,Bareland,NULL,Wetland,Water,Wetland,Water
1342,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1343,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1344,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1345,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1346,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1347,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
1348,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1349,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1350,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1351,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1352,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1353,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1354,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1355,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1356,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1357,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1358,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1359,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1360,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1361,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1362,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1363,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1364,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1365,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1366,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1367,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
1368,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1369,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1370,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1371,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1372,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1373,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1374,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1375,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1376,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1377,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1378,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1379,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1380,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1381,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1382,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
1383,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1384,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1385,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1386,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1387,Bareland,NULL,Water,NULL,Water,Bareland
1388,Bareland,NULL,Water,Water,Water,Wetland
1389,Bareland,NULL,Water,Water,Water,Bareland
1390,Bareland,NULL,Water,Water,Water,Water
1391,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1392,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1393,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1394,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1395,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
1396,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1397,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1398,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1399,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1400,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1401,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1402,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1403,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1404,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1405,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1406,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1407,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1408,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1409,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1410,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1411,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1412,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1413,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1414,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1415,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1416,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1417,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1418,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1419,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1420,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1421,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1422,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1423,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1424,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1425,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL
1426,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1427,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1428,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1429,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1430,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1431,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1432,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1433,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1434,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1435,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1436,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1437,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1438,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1439,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL
1440,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1441,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1442,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1443,Bareland,Cropland,Wetland,NULL,Wetland,NULL
1444,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1445,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1446,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
1447,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL
1448,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland
1449,Bareland,Cropland,Wetland,Water,Wetland,NULL
1450,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1451,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1452,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1453,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1454,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1455,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1456,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1457,Bareland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1458,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1459,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1460,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1461,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1462,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1463,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1464,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1465,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1466,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1467,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1468,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL
1469,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1470,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
1471,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1472,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1473,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1474,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1475,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1476,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1477,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1478,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1479,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
1480,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1481,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1482,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1483,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
1484,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1485,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1486,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1487,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
1488,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1489,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1490,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1491,Bareland,Wetland,Grassland,Water,Non_Wetland,Cropland
1492,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1493,Bareland,Wetland,Grassland,Water,Non_Wetland,Water
1494,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL
1495,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1496,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1497,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland
1498,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
1499,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1500,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1501,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1502,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1503,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1504,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL
1505,Bareland,Wetland,Bareland,Water,Non_Wetland,Cropland
1506,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1507,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1508,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1509,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1510,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland
1511,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
1512,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1513,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1514,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1515,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Cropland
1516,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1517,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1518,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1519,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1520,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1521,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1522,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1523,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1524,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1525,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
1526,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1527,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1528,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1529,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1530,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1531,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1532,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1533,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1534,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1535,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1536,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1537,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL
1538,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1539,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1540,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1541,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1542,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1543,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1544,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1545,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1546,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1547,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1548,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1549,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1550,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1551,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1552,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1553,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1554,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1555,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1556,Bareland,Bareland,Wetland,NULL,Wetland,NULL
1557,Bareland,Bareland,Wetland,NULL,Wetland,Cropland
1558,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1559,Bareland,Bareland,Wetland,NULL,Wetland,Water
1560,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1561,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1562,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1563,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1564,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1565,Bareland,Bareland,Wetland,Water,Wetland,Water
1566,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1567,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1568,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1569,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1570,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1571,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1572,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1573,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1574,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1575,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1576,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1577,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1578,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1579,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1580,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1581,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
1582,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1583,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1584,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1585,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1586,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1587,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1588,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1589,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1590,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1591,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1592,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1593,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1594,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1595,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1596,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
1597,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1598,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1599,Bareland,Bareland,Water,NULL,Water,Bareland
1600,Bareland,Bareland,Water,NULL,Water,Water
1601,Bareland,Bareland,Water,Non_Water,Water,Bareland
1602,Bareland,Bareland,Water,Water,Water,Cropland
1603,Bareland,Bareland,Water,Water,Water,Wetland
1604,Bareland,Bareland,Water,Water,Water,Bareland
1605,Bareland,Bareland,Water,Water,Water,Water
1606,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1607,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1608,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1609,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1610,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1611,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1612,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1613,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1614,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1615,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1616,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1617,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1618,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1619,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1620,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1621,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1622,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1623,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1624,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1625,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1626,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1627,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
