Value,AFRICA_2024_DynamicWorld_2024_35NRJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NRJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NRJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NRJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NRJ_M_R,AFRICA_2024_WorldCover_2021_35NRJ_M_R
1315,Water,Water,Bareland,Water,Non_Wetland,Forest
1316,Water,Water,Built-up,NULL,Non_Wetland,Water
1317,Water,Water,Water,NULL,Water,Grassland
1318,Water,Water,Water,NULL,Water,Wetland
1319,Water,Water,Water,NULL,Water,Water
1320,Water,Water,Water,NULL,Water,Forest
1321,Water,Water,Water,Non_Water,Water,Grassland
1322,Water,Water,Water,Non_Water,Water,Wetland
1323,Water,Water,Water,Non_Water,Water,Water
1324,Water,Water,Water,Non_Water,Water,Forest
1325,Water,Water,Water,Water,Water,Grassland
1326,Water,Water,Water,Water,Water,Wetland
1327,Water,Water,Water,Water,Water,Water
1328,Water,Water,Water,Water,Water,Forest
1329,Water,Water,Forest,NULL,Non_Wetland,NULL
1330,Water,Water,Forest,NULL,Non_Wetland,Grassland
1331,Water,Water,Forest,NULL,Non_Wetland,Wetland
1332,Water,Water,Forest,NULL,Non_Wetland,Water
1333,Water,Water,Forest,NULL,Non_Wetland,Forest
1334,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1335,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1336,Water,Water,Forest,Non_Water,Non_Wetland,Water
1337,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1338,Water,Water,Forest,Water,Non_Wetland,Grassland
1339,Water,Water,Forest,Water,Non_Wetland,Wetland
1340,Water,Water,Forest,Water,Non_Wetland,Water
1341,Water,Water,Forest,Water,Non_Wetland,Forest
1342,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1343,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1344,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1345,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1346,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1347,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1348,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1349,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1350,Water,Forest,Wetland,NULL,Wetland,Grassland
1351,Water,Forest,Wetland,NULL,Wetland,Wetland
1352,Water,Forest,Wetland,NULL,Wetland,Forest
1353,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1354,Water,Forest,Wetland,Water,Wetland,Wetland
1355,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1356,Water,Forest,Water,NULL,Water,Wetland
1357,Water,Forest,Water,Water,Water,Wetland
1358,Water,Forest,Water,Water,Water,Forest
1359,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1360,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1361,Water,Forest,Forest,NULL,Non_Wetland,Forest
1362,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1363,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1364,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1365,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1366,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1367,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1368,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1369,Forest,NULL,NULL,Water,Non_Wetland,Water
1370,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1371,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1372,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1373,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1374,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1375,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1376,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1377,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1378,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1379,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1380,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1381,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1382,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1383,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1384,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1385,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1386,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1387,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1388,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1389,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1390,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1391,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1392,Forest,NULL,Grassland,Water,Non_Wetland,Water
1393,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1394,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1395,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1396,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1397,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1398,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1399,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1400,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1401,Forest,NULL,Cropland,Water,Non_Wetland,Water
1402,Forest,NULL,Wetland,NULL,Wetland,NULL
1403,Forest,NULL,Wetland,NULL,Wetland,Grassland
1404,Forest,NULL,Wetland,NULL,Wetland,Wetland
1405,Forest,NULL,Wetland,NULL,Wetland,Forest
1406,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1407,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1408,Forest,NULL,Wetland,Non_Water,Wetland,Water
1409,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1410,Forest,NULL,Wetland,Water,Wetland,Grassland
1411,Forest,NULL,Wetland,Water,Wetland,Wetland
1412,Forest,NULL,Wetland,Water,Wetland,Water
1413,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1414,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1415,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1416,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1417,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1418,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1419,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1420,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1421,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1422,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1423,Forest,NULL,Built-up,Water,Non_Wetland,Water
1424,Forest,NULL,Water,NULL,Water,Grassland
1425,Forest,NULL,Water,NULL,Water,Wetland
1426,Forest,NULL,Water,NULL,Water,Water
1427,Forest,NULL,Water,NULL,Water,Forest
1428,Forest,NULL,Water,Non_Water,Water,Wetland
1429,Forest,NULL,Water,Water,Water,Grassland
1430,Forest,NULL,Water,Water,Water,Wetland
1431,Forest,NULL,Water,Water,Water,Water
1432,Forest,NULL,Water,Water,Water,Forest
1433,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1434,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1435,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1436,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1437,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1438,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1439,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1440,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1441,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1442,Forest,NULL,Forest,Water,Non_Wetland,Forest
1443,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1444,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1445,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1446,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1447,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1448,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1449,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1450,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1451,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1452,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1453,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1454,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1455,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1456,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1457,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1458,Forest,Cropland,Wetland,NULL,Wetland,NULL
1459,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1460,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1461,Forest,Cropland,Wetland,NULL,Wetland,Forest
1462,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1463,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1464,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1465,Forest,Cropland,Water,Water,Water,Grassland
1466,Forest,Cropland,Water,Water,Water,Wetland
1467,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1468,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1469,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1470,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1471,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1472,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1473,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1474,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1475,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1476,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1477,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1478,Forest,Wetland,NULL,Water,Non_Wetland,Water
1479,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1480,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1481,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1482,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1483,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1484,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1485,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1486,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1487,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1488,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1489,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1490,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1491,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1492,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1493,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1494,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1495,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
1496,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
1497,Forest,Wetland,Grassland,Water,Non_Wetland,Water
1498,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1499,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1500,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1501,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1502,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
1503,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland
1504,Forest,Wetland,Wetland,NULL,Wetland,NULL
1505,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1506,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1507,Forest,Wetland,Wetland,NULL,Wetland,Water
1508,Forest,Wetland,Wetland,NULL,Wetland,Forest
1509,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1510,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1511,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1512,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1513,Forest,Wetland,Wetland,Water,Wetland,Grassland
1514,Forest,Wetland,Wetland,Water,Wetland,Wetland
1515,Forest,Wetland,Wetland,Water,Wetland,Water
1516,Forest,Wetland,Wetland,Water,Wetland,Forest
1517,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1518,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1519,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1520,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1521,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1522,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1523,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1524,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1525,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
1526,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland
1527,Forest,Wetland,Water,NULL,Water,Grassland
1528,Forest,Wetland,Water,NULL,Water,Wetland
1529,Forest,Wetland,Water,NULL,Water,Water
1530,Forest,Wetland,Water,NULL,Water,Forest
1531,Forest,Wetland,Water,Non_Water,Water,Grassland
1532,Forest,Wetland,Water,Non_Water,Water,Wetland
1533,Forest,Wetland,Water,Non_Water,Water,Forest
1534,Forest,Wetland,Water,Water,Water,Grassland
1535,Forest,Wetland,Water,Water,Water,Wetland
1536,Forest,Wetland,Water,Water,Water,Bareland
1537,Forest,Wetland,Water,Water,Water,Water
1538,Forest,Wetland,Water,Water,Water,Forest
1539,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1540,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1541,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1542,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1543,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1544,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1545,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1546,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1547,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1548,Forest,Wetland,Forest,Water,Non_Wetland,Water
1549,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1550,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1551,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1552,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1553,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1554,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1555,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1556,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1557,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1558,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1559,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1560,Forest,Built-up,Wetland,NULL,Wetland,NULL
1561,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1562,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1563,Forest,Built-up,Wetland,NULL,Wetland,Forest
1564,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1565,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1566,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1567,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1568,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1569,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1570,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1571,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1572,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1573,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1574,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1575,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1576,Forest,Water,Wetland,NULL,Wetland,Grassland
1577,Forest,Water,Wetland,NULL,Wetland,Wetland
1578,Forest,Water,Wetland,NULL,Wetland,Forest
1579,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1580,Forest,Water,Wetland,Water,Wetland,Wetland
1581,Forest,Water,Wetland,Water,Wetland,Water
1582,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1583,Forest,Water,Water,NULL,Water,Wetland
1584,Forest,Water,Water,NULL,Water,Forest
1585,Forest,Water,Water,Non_Water,Water,Wetland
1586,Forest,Water,Water,Water,Water,Wetland
1587,Forest,Water,Water,Water,Water,Water
1588,Forest,Water,Water,Water,Water,Forest
1589,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1590,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1591,Forest,Water,Forest,NULL,Non_Wetland,Forest
1592,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1593,Forest,Water,Forest,Water,Non_Wetland,Wetland
1594,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1595,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1596,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1597,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1598,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1599,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1600,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1601,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1602,Forest,Forest,NULL,Water,Non_Wetland,Water
1603,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1604,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1605,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1606,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1607,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1608,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1609,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1610,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1611,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1612,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1613,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1614,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1615,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1616,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1617,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1618,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1619,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1620,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1621,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1622,Forest,Forest,Grassland,Water,Non_Wetland,Water
1623,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1624,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1625,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1626,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1627,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1628,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1629,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1630,Forest,Forest,Wetland,NULL,Wetland,NULL
1631,Forest,Forest,Wetland,NULL,Wetland,Grassland
1632,Forest,Forest,Wetland,NULL,Wetland,Wetland
1633,Forest,Forest,Wetland,NULL,Wetland,Forest
1634,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1635,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1636,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1637,Forest,Forest,Wetland,Water,Wetland,Grassland
1638,Forest,Forest,Wetland,Water,Wetland,Wetland
1639,Forest,Forest,Wetland,Water,Wetland,Water
1640,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1641,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1642,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1643,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1644,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1645,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1646,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1647,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1648,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1649,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1650,Forest,Forest,Water,NULL,Water,Grassland
1651,Forest,Forest,Water,NULL,Water,Wetland
1652,Forest,Forest,Water,NULL,Water,Bareland
1653,Forest,Forest,Water,NULL,Water,Water
1654,Forest,Forest,Water,NULL,Water,Forest
1655,Forest,Forest,Water,Non_Water,Water,Wetland
1656,Forest,Forest,Water,Water,Water,Grassland
1657,Forest,Forest,Water,Water,Water,Wetland
1658,Forest,Forest,Water,Water,Water,Bareland
1659,Forest,Forest,Water,Water,Water,Water
1660,Forest,Forest,Water,Water,Water,Forest
1661,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1662,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1663,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1664,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1665,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1666,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1667,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1668,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1669,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1670,Forest,Forest,Forest,Water,Non_Wetland,Water
1671,Forest,Forest,Forest,Water,Non_Wetland,Forest
