Value,AFRICA_2024_DynamicWorld_2024_37NCH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCH_M_R,AFRICA_2024_GSW_Yearly_2021_37NCH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCH_M_R,AFRICA_2024_WorldCover_2021_37NCH_M_R
3062,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
3063,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
3064,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
3065,Water,Wetland,Wetland,Non_Water,Wetland,Forest
3066,Water,Wetland,Wetland,Water,Wetland,NULL
3067,Water,Wetland,Wetland,Water,Wetland,Cropland
3068,Water,Wetland,Wetland,Water,Wetland,Wetland
3069,Water,Wetland,Wetland,Water,Wetland,Water
3070,Water,Wetland,Wetland,Water,Wetland,Forest
3071,Water,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
3072,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
3073,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
3074,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
3075,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
3076,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
3077,Water,Wetland,Bareland,NULL,Non_Wetland,Water
3078,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
3079,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL
3080,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
3081,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
3082,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
3083,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
3084,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
3085,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
3086,Water,Wetland,Bareland,Water,Non_Wetland,Water
3087,Water,Wetland,Bareland,Water,Non_Wetland,Forest
3088,Water,Wetland,Built-up,Water,Non_Wetland,Water
3089,Water,Wetland,Water,NULL,Water,Grassland
3090,Water,Wetland,Water,NULL,Water,Cropland
3091,Water,Wetland,Water,NULL,Water,Wetland
3092,Water,Wetland,Water,NULL,Water,Bareland
3093,Water,Wetland,Water,NULL,Water,Water
3094,Water,Wetland,Water,Non_Water,Water,Wetland
3095,Water,Wetland,Water,Water,Water,NULL
3096,Water,Wetland,Water,Water,Water,Cropland
3097,Water,Wetland,Water,Water,Water,Wetland
3098,Water,Wetland,Water,Water,Water,Bareland
3099,Water,Wetland,Water,Water,Water,Water
3100,Water,Wetland,Water,Water,Water,Forest
3101,Water,Wetland,Forest,NULL,Non_Wetland,NULL
3102,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
3103,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
3104,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
3105,Water,Wetland,Forest,NULL,Non_Wetland,Forest
3106,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL
3107,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
3108,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
3109,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
3110,Water,Wetland,Forest,Water,Non_Wetland,NULL
3111,Water,Wetland,Forest,Water,Non_Wetland,Cropland
3112,Water,Wetland,Forest,Water,Non_Wetland,Wetland
3113,Water,Wetland,Forest,Water,Non_Wetland,Water
3114,Water,Wetland,Forest,Water,Non_Wetland,Forest
3115,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
3116,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
3117,Water,Bareland,Grassland,Water,Non_Wetland,Water
3118,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
3119,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
3120,Water,Bareland,Bareland,Water,Non_Wetland,Water
3121,Water,Bareland,Water,NULL,Water,Bareland
3122,Water,Bareland,Water,Water,Water,Bareland
3123,Water,Bareland,Forest,NULL,Non_Wetland,NULL
3124,Water,Bareland,Forest,NULL,Non_Wetland,Forest
3125,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
3126,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
3127,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
3128,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
3129,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
3130,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
3131,Water,Built-up,Grassland,Water,Non_Wetland,Cropland
3132,Water,Built-up,Cropland,Water,Non_Wetland,Grassland
3133,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
3134,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
3135,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
3136,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
3137,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
3138,Water,Built-up,Forest,NULL,Non_Wetland,NULL
3139,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
3140,Water,Water,NULL,NULL,Non_Wetland,NULL
3141,Water,Water,NULL,NULL,Non_Wetland,Grassland
3142,Water,Water,NULL,NULL,Non_Wetland,Cropland
3143,Water,Water,NULL,NULL,Non_Wetland,Wetland
3144,Water,Water,NULL,NULL,Non_Wetland,Bareland
3145,Water,Water,NULL,NULL,Non_Wetland,Water
3146,Water,Water,NULL,NULL,Non_Wetland,Forest
3147,Water,Water,NULL,Non_Water,Non_Wetland,NULL
3148,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
3149,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
3150,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
3151,Water,Water,NULL,Non_Water,Non_Wetland,Water
3152,Water,Water,NULL,Non_Water,Non_Wetland,Forest
3153,Water,Water,NULL,Water,Non_Wetland,NULL
3154,Water,Water,NULL,Water,Non_Wetland,Grassland
3155,Water,Water,NULL,Water,Non_Wetland,Cropland
3156,Water,Water,NULL,Water,Non_Wetland,Wetland
3157,Water,Water,NULL,Water,Non_Wetland,Bareland
3158,Water,Water,NULL,Water,Non_Wetland,Water
3159,Water,Water,NULL,Water,Non_Wetland,Forest
3160,Water,Water,Shrubland,NULL,Non_Wetland,NULL
3161,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
3162,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
3163,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
3164,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
3165,Water,Water,Shrubland,NULL,Non_Wetland,Water
3166,Water,Water,Shrubland,NULL,Non_Wetland,Forest
3167,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
3168,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
3169,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
3170,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
3171,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
3172,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
3173,Water,Water,Shrubland,Water,Non_Wetland,NULL
3174,Water,Water,Shrubland,Water,Non_Wetland,Grassland
3175,Water,Water,Shrubland,Water,Non_Wetland,Cropland
3176,Water,Water,Shrubland,Water,Non_Wetland,Wetland
3177,Water,Water,Shrubland,Water,Non_Wetland,Bareland
3178,Water,Water,Shrubland,Water,Non_Wetland,Water
3179,Water,Water,Shrubland,Water,Non_Wetland,Forest
3180,Water,Water,Grassland,NULL,Non_Wetland,NULL
3181,Water,Water,Grassland,NULL,Non_Wetland,Grassland
3182,Water,Water,Grassland,NULL,Non_Wetland,Cropland
3183,Water,Water,Grassland,NULL,Non_Wetland,Wetland
3184,Water,Water,Grassland,NULL,Non_Wetland,Bareland
3185,Water,Water,Grassland,NULL,Non_Wetland,Water
3186,Water,Water,Grassland,NULL,Non_Wetland,Forest
3187,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
3188,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
3189,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
3190,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
3191,Water,Water,Grassland,Non_Water,Non_Wetland,Water
3192,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
3193,Water,Water,Grassland,Water,Non_Wetland,NULL
3194,Water,Water,Grassland,Water,Non_Wetland,Grassland
3195,Water,Water,Grassland,Water,Non_Wetland,Cropland
3196,Water,Water,Grassland,Water,Non_Wetland,Wetland
3197,Water,Water,Grassland,Water,Non_Wetland,Bareland
3198,Water,Water,Grassland,Water,Non_Wetland,Water
3199,Water,Water,Grassland,Water,Non_Wetland,Forest
3200,Water,Water,Cropland,NULL,Non_Wetland,NULL
3201,Water,Water,Cropland,NULL,Non_Wetland,Grassland
3202,Water,Water,Cropland,NULL,Non_Wetland,Cropland
3203,Water,Water,Cropland,NULL,Non_Wetland,Wetland
3204,Water,Water,Cropland,NULL,Non_Wetland,Bareland
3205,Water,Water,Cropland,NULL,Non_Wetland,Water
3206,Water,Water,Cropland,NULL,Non_Wetland,Forest
3207,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
3208,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
3209,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
3210,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
3211,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
3212,Water,Water,Cropland,Non_Water,Non_Wetland,Water
3213,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
3214,Water,Water,Cropland,Water,Non_Wetland,NULL
3215,Water,Water,Cropland,Water,Non_Wetland,Grassland
3216,Water,Water,Cropland,Water,Non_Wetland,Cropland
3217,Water,Water,Cropland,Water,Non_Wetland,Wetland
3218,Water,Water,Cropland,Water,Non_Wetland,Bareland
3219,Water,Water,Cropland,Water,Non_Wetland,Water
3220,Water,Water,Cropland,Water,Non_Wetland,Forest
3221,Water,Water,Wetland,NULL,Wetland,NULL
3222,Water,Water,Wetland,NULL,Wetland,Grassland
3223,Water,Water,Wetland,NULL,Wetland,Cropland
3224,Water,Water,Wetland,NULL,Wetland,Wetland
3225,Water,Water,Wetland,NULL,Wetland,Bareland
3226,Water,Water,Wetland,NULL,Wetland,Water
3227,Water,Water,Wetland,NULL,Wetland,Forest
3228,Water,Water,Wetland,Non_Water,Wetland,NULL
3229,Water,Water,Wetland,Non_Water,Wetland,Grassland
3230,Water,Water,Wetland,Non_Water,Wetland,Cropland
3231,Water,Water,Wetland,Non_Water,Wetland,Wetland
3232,Water,Water,Wetland,Non_Water,Wetland,Bareland
3233,Water,Water,Wetland,Non_Water,Wetland,Water
3234,Water,Water,Wetland,Non_Water,Wetland,Forest
3235,Water,Water,Wetland,Water,Wetland,NULL
3236,Water,Water,Wetland,Water,Wetland,Grassland
3237,Water,Water,Wetland,Water,Wetland,Cropland
3238,Water,Water,Wetland,Water,Wetland,Wetland
3239,Water,Water,Wetland,Water,Wetland,Bareland
3240,Water,Water,Wetland,Water,Wetland,Water
3241,Water,Water,Wetland,Water,Wetland,Forest
3242,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
3243,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
3244,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
3245,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3246,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
3247,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
3248,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
3249,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Cropland
3250,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
3251,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
3252,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Forest
3253,Water,Water,Bareland,NULL,Non_Wetland,NULL
3254,Water,Water,Bareland,NULL,Non_Wetland,Grassland
3255,Water,Water,Bareland,NULL,Non_Wetland,Cropland
3256,Water,Water,Bareland,NULL,Non_Wetland,Wetland
3257,Water,Water,Bareland,NULL,Non_Wetland,Bareland
3258,Water,Water,Bareland,NULL,Non_Wetland,Water
3259,Water,Water,Bareland,NULL,Non_Wetland,Forest
3260,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
3261,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
3262,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
3263,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
3264,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
3265,Water,Water,Bareland,Non_Water,Non_Wetland,Water
3266,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
3267,Water,Water,Bareland,Water,Non_Wetland,NULL
3268,Water,Water,Bareland,Water,Non_Wetland,Grassland
3269,Water,Water,Bareland,Water,Non_Wetland,Cropland
3270,Water,Water,Bareland,Water,Non_Wetland,Wetland
3271,Water,Water,Bareland,Water,Non_Wetland,Bareland
3272,Water,Water,Bareland,Water,Non_Wetland,Water
3273,Water,Water,Bareland,Water,Non_Wetland,Forest
3274,Water,Water,Built-up,NULL,Non_Wetland,NULL
3275,Water,Water,Built-up,NULL,Non_Wetland,Grassland
3276,Water,Water,Built-up,NULL,Non_Wetland,Cropland
3277,Water,Water,Built-up,NULL,Non_Wetland,Wetland
3278,Water,Water,Built-up,NULL,Non_Wetland,Bareland
3279,Water,Water,Built-up,NULL,Non_Wetland,Built-up
3280,Water,Water,Built-up,NULL,Non_Wetland,Water
3281,Water,Water,Built-up,NULL,Non_Wetland,Forest
3282,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
3283,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
3284,Water,Water,Built-up,Non_Water,Non_Wetland,Water
3285,Water,Water,Built-up,Water,Non_Wetland,NULL
3286,Water,Water,Built-up,Water,Non_Wetland,Grassland
3287,Water,Water,Built-up,Water,Non_Wetland,Cropland
3288,Water,Water,Built-up,Water,Non_Wetland,Wetland
3289,Water,Water,Built-up,Water,Non_Wetland,Bareland
3290,Water,Water,Built-up,Water,Non_Wetland,Water
3291,Water,Water,Built-up,Water,Non_Wetland,Forest
3292,Water,Water,Water,NULL,Water,NULL
3293,Water,Water,Water,NULL,Water,Grassland
3294,Water,Water,Water,NULL,Water,Cropland
3295,Water,Water,Water,NULL,Water,Wetland
3296,Water,Water,Water,NULL,Water,Bareland
3297,Water,Water,Water,NULL,Water,Water
3298,Water,Water,Water,NULL,Water,Forest
3299,Water,Water,Water,Non_Water,Water,NULL
3300,Water,Water,Water,Non_Water,Water,Grassland
3301,Water,Water,Water,Non_Water,Water,Cropland
3302,Water,Water,Water,Non_Water,Water,Wetland
3303,Water,Water,Water,Non_Water,Water,Bareland
3304,Water,Water,Water,Non_Water,Water,Water
3305,Water,Water,Water,Non_Water,Water,Forest
3306,Water,Water,Water,Water,Water,NULL
3307,Water,Water,Water,Water,Water,Grassland
3308,Water,Water,Water,Water,Water,Cropland
3309,Water,Water,Water,Water,Water,Wetland
3310,Water,Water,Water,Water,Water,Bareland
3311,Water,Water,Water,Water,Water,Water
3312,Water,Water,Water,Water,Water,Forest
3313,Water,Water,Forest,NULL,Non_Wetland,NULL
3314,Water,Water,Forest,NULL,Non_Wetland,Grassland
3315,Water,Water,Forest,NULL,Non_Wetland,Cropland
3316,Water,Water,Forest,NULL,Non_Wetland,Wetland
3317,Water,Water,Forest,NULL,Non_Wetland,Bareland
3318,Water,Water,Forest,NULL,Non_Wetland,Water
3319,Water,Water,Forest,NULL,Non_Wetland,Forest
3320,Water,Water,Forest,Non_Water,Non_Wetland,NULL
3321,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
3322,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
3323,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
3324,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
3325,Water,Water,Forest,Non_Water,Non_Wetland,Water
3326,Water,Water,Forest,Non_Water,Non_Wetland,Forest
3327,Water,Water,Forest,Water,Non_Wetland,NULL
3328,Water,Water,Forest,Water,Non_Wetland,Grassland
3329,Water,Water,Forest,Water,Non_Wetland,Cropland
3330,Water,Water,Forest,Water,Non_Wetland,Wetland
3331,Water,Water,Forest,Water,Non_Wetland,Bareland
3332,Water,Water,Forest,Water,Non_Wetland,Water
3333,Water,Water,Forest,Water,Non_Wetland,Forest
3334,Water,Forest,NULL,NULL,Non_Wetland,NULL
3335,Water,Forest,NULL,NULL,Non_Wetland,Grassland
3336,Water,Forest,NULL,NULL,Non_Wetland,Cropland
3337,Water,Forest,NULL,NULL,Non_Wetland,Wetland
3338,Water,Forest,NULL,NULL,Non_Wetland,Water
3339,Water,Forest,NULL,NULL,Non_Wetland,Forest
3340,Water,Forest,NULL,Non_Water,Non_Wetland,NULL
3341,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland
3342,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
3343,Water,Forest,NULL,Water,Non_Wetland,NULL
3344,Water,Forest,NULL,Water,Non_Wetland,Grassland
3345,Water,Forest,NULL,Water,Non_Wetland,Cropland
3346,Water,Forest,NULL,Water,Non_Wetland,Water
3347,Water,Forest,NULL,Water,Non_Wetland,Forest
3348,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
3349,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
3350,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
3351,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
3352,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
3353,Water,Forest,Shrubland,NULL,Non_Wetland,Water
3354,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
3355,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
3356,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
3357,Water,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
3358,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
3359,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
3360,Water,Forest,Shrubland,Water,Non_Wetland,NULL
3361,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
3362,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
3363,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
3364,Water,Forest,Shrubland,Water,Non_Wetland,Water
3365,Water,Forest,Shrubland,Water,Non_Wetland,Forest
3366,Water,Forest,Grassland,NULL,Non_Wetland,NULL
3367,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
3368,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
3369,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
3370,Water,Forest,Grassland,NULL,Non_Wetland,Forest
3371,Water,Forest,Grassland,Water,Non_Wetland,Grassland
3372,Water,Forest,Grassland,Water,Non_Wetland,Wetland
3373,Water,Forest,Cropland,NULL,Non_Wetland,NULL
3374,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
3375,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
3376,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
3377,Water,Forest,Cropland,NULL,Non_Wetland,Water
3378,Water,Forest,Cropland,NULL,Non_Wetland,Forest
3379,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL
3380,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
3381,Water,Forest,Cropland,Water,Non_Wetland,Grassland
3382,Water,Forest,Cropland,Water,Non_Wetland,Wetland
3383,Water,Forest,Cropland,Water,Non_Wetland,Water
3384,Water,Forest,Cropland,Water,Non_Wetland,Forest
3385,Water,Forest,Wetland,NULL,Wetland,NULL
3386,Water,Forest,Wetland,NULL,Wetland,Grassland
3387,Water,Forest,Wetland,NULL,Wetland,Wetland
3388,Water,Forest,Wetland,NULL,Wetland,Forest
3389,Water,Forest,Wetland,Non_Water,Wetland,NULL
3390,Water,Forest,Wetland,Non_Water,Wetland,Forest
3391,Water,Forest,Wetland,Water,Wetland,Grassland
3392,Water,Forest,Wetland,Water,Wetland,Wetland
3393,Water,Forest,Wetland,Water,Wetland,Water
3394,Water,Forest,Wetland,Water,Wetland,Forest
3395,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
3396,Water,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland
3397,Water,Forest,Bareland,NULL,Non_Wetland,NULL
3398,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
3399,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
3400,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
3401,Water,Forest,Bareland,NULL,Non_Wetland,Water
3402,Water,Forest,Bareland,NULL,Non_Wetland,Forest
3403,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL
3404,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
3405,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
3406,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
3407,Water,Forest,Bareland,Water,Non_Wetland,NULL
3408,Water,Forest,Bareland,Water,Non_Wetland,Grassland
3409,Water,Forest,Bareland,Water,Non_Wetland,Cropland
3410,Water,Forest,Bareland,Water,Non_Wetland,Water
3411,Water,Forest,Bareland,Water,Non_Wetland,Forest
3412,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
3413,Water,Forest,Built-up,NULL,Non_Wetland,Forest
3414,Water,Forest,Built-up,Water,Non_Wetland,Grassland
3415,Water,Forest,Built-up,Water,Non_Wetland,Forest
3416,Water,Forest,Water,NULL,Water,Grassland
3417,Water,Forest,Water,NULL,Water,Wetland
3418,Water,Forest,Water,NULL,Water,Water
3419,Water,Forest,Water,NULL,Water,Forest
3420,Water,Forest,Water,Non_Water,Water,Forest
3421,Water,Forest,Water,Water,Water,Grassland
3422,Water,Forest,Water,Water,Water,Wetland
3423,Water,Forest,Water,Water,Water,Water
3424,Water,Forest,Water,Water,Water,Forest
3425,Water,Forest,Forest,NULL,Non_Wetland,NULL
3426,Water,Forest,Forest,NULL,Non_Wetland,Grassland
3427,Water,Forest,Forest,NULL,Non_Wetland,Cropland
3428,Water,Forest,Forest,NULL,Non_Wetland,Wetland
3429,Water,Forest,Forest,NULL,Non_Wetland,Water
3430,Water,Forest,Forest,NULL,Non_Wetland,Forest
3431,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
3432,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
3433,Water,Forest,Forest,Non_Water,Non_Wetland,Cropland
3434,Water,Forest,Forest,Non_Water,Non_Wetland,Water
3435,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
3436,Water,Forest,Forest,Water,Non_Wetland,NULL
3437,Water,Forest,Forest,Water,Non_Wetland,Grassland
3438,Water,Forest,Forest,Water,Non_Wetland,Cropland
3439,Water,Forest,Forest,Water,Non_Wetland,Wetland
3440,Water,Forest,Forest,Water,Non_Wetland,Water
3441,Water,Forest,Forest,Water,Non_Wetland,Forest
3442,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
3443,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
3444,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
3445,Forest,NULL,NULL,NULL,Non_Wetland,NULL
3446,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
3447,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
3448,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
3449,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
3450,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
3451,Forest,NULL,NULL,NULL,Non_Wetland,Water
3452,Forest,NULL,NULL,NULL,Non_Wetland,Forest
3453,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
3454,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
3455,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
3456,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
3457,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
3458,Forest,NULL,NULL,Water,Non_Wetland,NULL
3459,Forest,NULL,NULL,Water,Non_Wetland,Grassland
3460,Forest,NULL,NULL,Water,Non_Wetland,Cropland
3461,Forest,NULL,NULL,Water,Non_Wetland,Wetland
3462,Forest,NULL,NULL,Water,Non_Wetland,Bareland
3463,Forest,NULL,NULL,Water,Non_Wetland,Water
3464,Forest,NULL,NULL,Water,Non_Wetland,Forest
3465,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
3466,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
3467,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
3468,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
3469,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
3470,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
3471,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
3472,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
3473,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
3474,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
3475,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
3476,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
3477,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
3478,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
3479,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
3480,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
3481,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
3482,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
3483,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
3484,Forest,NULL,Shrubland,Water,Non_Wetland,Water
3485,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
3486,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
3487,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
3488,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
3489,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
3490,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
3491,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
3492,Forest,NULL,Grassland,NULL,Non_Wetland,Water
3493,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
3494,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
3495,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
3496,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
3497,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
3498,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
3499,Forest,NULL,Grassland,Water,Non_Wetland,NULL
3500,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
3501,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
3502,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
3503,Forest,NULL,Grassland,Water,Non_Wetland,Water
3504,Forest,NULL,Grassland,Water,Non_Wetland,Forest
3505,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
3506,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
3507,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
3508,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
3509,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
3510,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
3511,Forest,NULL,Cropland,NULL,Non_Wetland,Water
