Value,AFRICA_2024_DynamicWorld_2024_36NUK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUK_M_R,AFRICA_2024_GSW_Yearly_2021_36NUK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUK_M_R,AFRICA_2024_WorldCover_2021_36NUK_M_R
1317,Forest,Water,Water,NULL,Water,Water
1318,Forest,Water,Water,NULL,Water,Forest
1319,Forest,Water,Water,Non_Water,Water,Forest
1320,Forest,Water,Water,Water,Water,NULL
1321,Forest,Water,Water,Water,Water,Grassland
1322,Forest,Water,Water,Water,Water,Wetland
1323,Forest,Water,Water,Water,Water,Water
1324,Forest,Water,Water,Water,Water,Forest
1325,Forest,Water,Forest,NULL,Non_Wetland,NULL
1326,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1327,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1328,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1329,Forest,Water,Forest,NULL,Non_Wetland,Water
1330,Forest,Water,Forest,NULL,Non_Wetland,Forest
1331,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1332,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1333,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1334,Forest,Water,Forest,Water,Non_Wetland,NULL
1335,Forest,Water,Forest,Water,Non_Wetland,Wetland
1336,Forest,Water,Forest,Water,Non_Wetland,Water
1337,Forest,Water,Forest,Water,Non_Wetland,Forest
1338,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1339,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1340,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1341,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1342,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1343,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1344,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1345,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1346,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1347,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1348,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1349,Forest,Forest,NULL,Water,Non_Wetland,Forest
1350,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1351,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1352,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1353,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1354,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1355,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1356,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1357,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1358,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1359,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1360,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1361,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1362,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1363,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1364,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1365,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1366,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1367,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1368,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1369,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1370,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1371,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1372,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1373,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1374,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1375,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1376,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1377,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1378,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1379,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1380,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1381,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1382,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1383,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1384,Forest,Forest,Wetland,NULL,Wetland,NULL
1385,Forest,Forest,Wetland,NULL,Wetland,Grassland
1386,Forest,Forest,Wetland,NULL,Wetland,Wetland
1387,Forest,Forest,Wetland,NULL,Wetland,Water
1388,Forest,Forest,Wetland,NULL,Wetland,Forest
1389,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1390,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1391,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1392,Forest,Forest,Wetland,Non_Water,Wetland,Water
1393,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1394,Forest,Forest,Wetland,Water,Wetland,Forest
1395,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1396,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1397,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1398,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1399,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1400,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1401,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1402,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1403,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1404,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1405,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1406,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1407,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1408,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1409,Forest,Forest,Water,NULL,Water,NULL
1410,Forest,Forest,Water,NULL,Water,Forest
1411,Forest,Forest,Water,Non_Water,Water,Forest
1412,Forest,Forest,Water,Water,Water,Wetland
1413,Forest,Forest,Water,Water,Water,Water
1414,Forest,Forest,Water,Water,Water,Forest
1415,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1416,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1417,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1418,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1419,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1420,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1421,Forest,Forest,Forest,NULL,Non_Wetland,Water
1422,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1423,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1424,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1425,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1426,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1427,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1428,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1429,Forest,Forest,Forest,Water,Non_Wetland,Water
1430,Forest,Forest,Forest,Water,Non_Wetland,Forest
