Value,AFRICA_2024_DynamicWorld_2024_37NDH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NDH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NDH_M_R,AFRICA_2024_GSW_Yearly_2021_37NDH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NDH_M_R,AFRICA_2024_WorldCover_2021_37NDH_M_R
1261,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1262,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
1263,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
1264,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
1265,Cropland,Forest,Water,Water,Water,Wetland
1266,Cropland,Forest,Water,Water,Water,Water
1267,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1268,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1269,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1270,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1271,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1272,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1273,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1274,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1275,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
1276,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1277,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1278,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1279,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1280,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1281,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1282,Wetland,NULL,NULL,Water,Non_Wetland,Water
1283,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1284,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1285,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1286,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1287,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1288,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1289,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1290,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1291,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1292,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1293,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1294,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1295,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1296,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1297,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1298,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1299,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1300,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1301,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1302,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1303,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1304,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1305,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
1306,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1307,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1308,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1309,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1310,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1311,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1312,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1313,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1314,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1315,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1316,Wetland,NULL,Wetland,NULL,Wetland,NULL
1317,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1318,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1319,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1320,Wetland,NULL,Wetland,NULL,Wetland,Forest
1321,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1322,Wetland,NULL,Wetland,Water,Wetland,Cropland
1323,Wetland,NULL,Wetland,Water,Wetland,Water
1324,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1325,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1326,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1327,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1328,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1329,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1330,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1331,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1332,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1333,Wetland,NULL,Water,NULL,Water,Wetland
1334,Wetland,NULL,Water,Non_Water,Water,NULL
1335,Wetland,NULL,Water,Water,Water,Wetland
1336,Wetland,NULL,Water,Water,Water,Water
1337,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1338,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1339,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1340,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1341,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1342,Wetland,NULL,Forest,NULL,Non_Wetland,Water
1343,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1344,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1345,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1346,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1347,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1348,Wetland,NULL,Forest,Water,Non_Wetland,NULL
1349,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1350,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1351,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1352,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
1353,Wetland,NULL,Forest,Water,Non_Wetland,Water
1354,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1355,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1356,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1357,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1358,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1359,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1360,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1361,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1362,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1363,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1364,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1365,Wetland,Cropland,NULL,Water,Non_Wetland,Water
1366,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1367,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1368,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1369,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1370,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1371,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1372,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1373,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1374,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1375,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1376,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1377,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1378,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1379,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1380,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1381,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1382,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1383,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1384,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1385,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1386,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1387,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1388,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1389,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1390,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1391,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1392,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1393,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1394,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1395,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1396,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1397,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1398,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1399,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1400,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1401,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1402,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1403,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1404,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1405,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1406,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1407,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1408,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1409,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1410,Wetland,Cropland,Wetland,Water,Wetland,Water
1411,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1412,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1413,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1414,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1415,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
1416,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1417,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1418,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1419,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1420,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1421,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1422,Wetland,Cropland,Water,Non_Water,Water,Cropland
1423,Wetland,Cropland,Water,Water,Water,Water
1424,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1425,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1426,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1427,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1428,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1429,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1430,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1431,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1432,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1433,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1434,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1435,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1436,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1437,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1438,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1439,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1440,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1441,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1442,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1443,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1444,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1445,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
1446,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1447,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1448,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland
1449,Wetland,Wetland,NULL,Water,Non_Wetland,Water
1450,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1451,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1452,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1453,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1454,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1455,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1456,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1457,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1458,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1459,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1460,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1461,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1462,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1463,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1464,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
1465,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1466,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1467,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1468,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1469,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1470,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1471,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1472,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1473,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1474,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1475,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1476,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1477,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1478,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1479,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1480,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1481,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1482,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
1483,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1484,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1485,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1486,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1487,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1488,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1489,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1490,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
1491,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1492,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1493,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1494,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
1495,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1496,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1497,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1498,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1499,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1500,Wetland,Wetland,Wetland,NULL,Wetland,Water
1501,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1502,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1503,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1504,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1505,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1506,Wetland,Wetland,Wetland,Water,Wetland,NULL
1507,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1508,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1509,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1510,Wetland,Wetland,Wetland,Water,Wetland,Water
1511,Wetland,Wetland,Wetland,Water,Wetland,Forest
1512,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1513,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1514,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1515,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1516,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1517,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
1518,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1519,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1520,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1521,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
1522,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1523,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1524,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1525,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1526,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1527,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1528,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1529,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1530,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1531,Wetland,Wetland,Built-up,Water,Non_Wetland,NULL
1532,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
1533,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1534,Wetland,Wetland,Built-up,Water,Non_Wetland,Water
1535,Wetland,Wetland,Water,NULL,Water,Grassland
1536,Wetland,Wetland,Water,NULL,Water,Cropland
1537,Wetland,Wetland,Water,NULL,Water,Wetland
1538,Wetland,Wetland,Water,NULL,Water,Bareland
1539,Wetland,Wetland,Water,NULL,Water,Water
1540,Wetland,Wetland,Water,Non_Water,Water,Cropland
1541,Wetland,Wetland,Water,Non_Water,Water,Wetland
1542,Wetland,Wetland,Water,Non_Water,Water,Water
1543,Wetland,Wetland,Water,Water,Water,NULL
1544,Wetland,Wetland,Water,Water,Water,Grassland
1545,Wetland,Wetland,Water,Water,Water,Cropland
1546,Wetland,Wetland,Water,Water,Water,Wetland
1547,Wetland,Wetland,Water,Water,Water,Bareland
1548,Wetland,Wetland,Water,Water,Water,Water
1549,Wetland,Wetland,Water,Water,Water,Forest
1550,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1551,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1552,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1553,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1554,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1555,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1556,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1557,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1558,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1559,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1560,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1561,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1562,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1563,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
1564,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1565,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1566,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1567,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
1568,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1569,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1570,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
1571,Wetland,Built-up,NULL,Water,Non_Wetland,Grassland
1572,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1573,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1574,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1575,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1576,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1577,Wetland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1578,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1579,Wetland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1580,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL
1581,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1582,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1583,Wetland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1584,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1585,Wetland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1586,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1587,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1588,Wetland,Built-up,Cropland,Water,Non_Wetland,Grassland
1589,Wetland,Built-up,Cropland,Water,Non_Wetland,Wetland
1590,Wetland,Built-up,Cropland,Water,Non_Wetland,Bareland
1591,Wetland,Built-up,Wetland,NULL,Wetland,Cropland
1592,Wetland,Built-up,Wetland,NULL,Wetland,Water
1593,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1594,Wetland,Built-up,Wetland,Water,Wetland,Cropland
1595,Wetland,Built-up,Wetland,Water,Wetland,Bareland
1596,Wetland,Built-up,Wetland,Water,Wetland,Water
1597,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL
1598,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1599,Wetland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1600,Wetland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1601,Wetland,Built-up,Bareland,NULL,Non_Wetland,Forest
1602,Wetland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1603,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1604,Wetland,Built-up,Built-up,Water,Non_Wetland,Bareland
1605,Wetland,Built-up,Built-up,Water,Non_Wetland,Water
1606,Wetland,Built-up,Water,NULL,Water,Grassland
1607,Wetland,Built-up,Water,NULL,Water,Wetland
1608,Wetland,Built-up,Water,NULL,Water,Forest
1609,Wetland,Built-up,Water,Water,Water,Wetland
1610,Wetland,Built-up,Forest,NULL,Non_Wetland,Cropland
1611,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1612,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1613,Wetland,Water,NULL,NULL,Non_Wetland,NULL
1614,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1615,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
1616,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1617,Wetland,Water,NULL,NULL,Non_Wetland,Water
1618,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1619,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL
1620,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1621,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
1622,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1623,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1624,Wetland,Water,NULL,Water,Non_Wetland,Water
1625,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1626,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1627,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1628,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1629,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1630,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1631,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1632,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1633,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1634,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1635,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1636,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1637,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1638,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1639,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1640,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1641,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1642,Wetland,Water,Grassland,Water,Non_Wetland,Water
1643,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1644,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1645,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1646,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1647,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1648,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1649,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1650,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
1651,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1652,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1653,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1654,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1655,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1656,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1657,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1658,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1659,Wetland,Water,Cropland,Water,Non_Wetland,Water
1660,Wetland,Water,Wetland,NULL,Wetland,NULL
1661,Wetland,Water,Wetland,NULL,Wetland,Grassland
1662,Wetland,Water,Wetland,NULL,Wetland,Cropland
1663,Wetland,Water,Wetland,NULL,Wetland,Wetland
1664,Wetland,Water,Wetland,NULL,Wetland,Water
1665,Wetland,Water,Wetland,NULL,Wetland,Forest
1666,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1667,Wetland,Water,Wetland,Non_Water,Wetland,Water
1668,Wetland,Water,Wetland,Water,Wetland,Cropland
1669,Wetland,Water,Wetland,Water,Wetland,Wetland
1670,Wetland,Water,Wetland,Water,Wetland,Bareland
1671,Wetland,Water,Wetland,Water,Wetland,Water
1672,Wetland,Water,Wetland,Water,Wetland,Forest
1673,Wetland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1674,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1675,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1676,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
