Value,AFRICA_2024_DynamicWorld_2024_37PCK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCK_M_R,AFRICA_2024_GSW_Yearly_2021_37PCK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCK_M_R,AFRICA_2024_WorldCover_2021_37PCK_M_R
1278,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1279,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1280,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1281,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1282,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1283,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1284,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1285,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1286,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1287,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1288,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1289,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1290,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1291,Forest,NULL,Wetland,NULL,Wetland,Grassland
1292,Forest,NULL,Wetland,NULL,Wetland,Cropland
1293,Forest,NULL,Wetland,NULL,Wetland,Wetland
1294,Forest,NULL,Wetland,NULL,Wetland,Forest
1295,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1296,Forest,NULL,Wetland,Water,Wetland,NULL
1297,Forest,NULL,Wetland,Water,Wetland,Forest
1298,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1299,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1300,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1301,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1302,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1303,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1304,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1305,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1306,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1307,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1308,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1309,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1310,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1311,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1312,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1313,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1314,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1315,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1316,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1317,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1318,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1319,Forest,NULL,Water,NULL,Water,Forest
1320,Forest,NULL,Water,Water,Water,Forest
1321,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1322,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1323,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1324,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1325,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1326,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1327,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1328,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1329,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1330,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1331,Forest,NULL,Forest,Water,Non_Wetland,NULL
1332,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1333,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1334,Forest,NULL,Forest,Water,Non_Wetland,Forest
1335,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1336,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1337,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1338,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1339,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1340,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1341,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1342,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1343,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1344,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1345,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1346,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1347,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1348,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1349,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1350,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1351,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1352,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1353,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1354,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1355,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1356,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1357,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1358,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1359,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1360,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1361,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1362,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1363,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1364,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1365,Forest,Cropland,Wetland,NULL,Wetland,NULL
1366,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1367,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1368,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1369,Forest,Cropland,Wetland,NULL,Wetland,Forest
1370,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1371,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1372,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1373,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1374,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1375,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1376,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1377,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1378,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1379,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1380,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1381,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1382,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1383,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1384,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1385,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1386,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1387,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1388,Forest,Cropland,Built-up,Water,Non_Wetland,Cropland
1389,Forest,Cropland,Built-up,Water,Non_Wetland,Wetland
1390,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1391,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1392,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1393,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1394,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1395,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1396,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1397,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1398,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1399,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1400,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1401,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1402,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1403,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1404,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
1405,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1406,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland
1407,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1408,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1409,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1410,Forest,Bareland,Bareland,NULL,Non_Wetland,Built-up
1411,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
1412,Forest,Bareland,Built-up,NULL,Non_Wetland,Built-up
1413,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1414,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1415,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1416,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1417,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1418,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1419,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
1420,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1421,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1422,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1423,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1424,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1425,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1426,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1427,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1428,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1429,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1430,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1431,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1432,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1433,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1434,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1435,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1436,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1437,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1438,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1439,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1440,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1441,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1442,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1443,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1444,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1445,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1446,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1447,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1448,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1449,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1450,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland
1451,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1452,Forest,Built-up,Bareland,NULL,Non_Wetland,Water
1453,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1454,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1455,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1456,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1457,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1458,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1459,Forest,Built-up,Water,NULL,Water,Forest
1460,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1461,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1462,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1463,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1464,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1465,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1466,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1467,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1468,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1469,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1470,Forest,Built-up,Forest,Water,Non_Wetland,Water
1471,Forest,Built-up,Forest,Water,Non_Wetland,Forest
1472,Forest,Water,NULL,NULL,Non_Wetland,NULL
1473,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1474,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1475,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1476,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1477,Forest,Water,NULL,NULL,Non_Wetland,Forest
1478,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1479,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1480,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1481,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1482,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1483,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1484,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1485,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1486,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
1487,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1488,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1489,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1490,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1491,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1492,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1493,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1494,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1495,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1496,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1497,Forest,Water,Cropland,Water,Non_Wetland,NULL
1498,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1499,Forest,Water,Cropland,Water,Non_Wetland,Forest
1500,Forest,Water,Wetland,NULL,Wetland,Cropland
1501,Forest,Water,Wetland,NULL,Wetland,Wetland
1502,Forest,Water,Wetland,NULL,Wetland,Bareland
1503,Forest,Water,Wetland,NULL,Wetland,Forest
1504,Forest,Water,Wetland,Non_Water,Wetland,Water
1505,Forest,Water,Wetland,Non_Water,Wetland,Forest
1506,Forest,Water,Wetland,Water,Wetland,Forest
1507,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1508,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1509,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1510,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1511,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1512,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1513,Forest,Water,Bareland,NULL,Non_Wetland,Water
1514,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1515,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1516,Forest,Water,Bareland,Water,Non_Wetland,NULL
1517,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1518,Forest,Water,Bareland,Water,Non_Wetland,Water
1519,Forest,Water,Bareland,Water,Non_Wetland,Forest
1520,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1521,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1522,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1523,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1524,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1525,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1526,Forest,Water,Built-up,Water,Non_Wetland,NULL
1527,Forest,Water,Built-up,Water,Non_Wetland,Forest
1528,Forest,Water,Water,NULL,Water,NULL
1529,Forest,Water,Water,NULL,Water,Grassland
1530,Forest,Water,Water,NULL,Water,Wetland
1531,Forest,Water,Water,NULL,Water,Water
1532,Forest,Water,Water,NULL,Water,Forest
1533,Forest,Water,Water,Non_Water,Water,Water
1534,Forest,Water,Water,Water,Water,Wetland
1535,Forest,Water,Water,Water,Water,Water
1536,Forest,Water,Water,Water,Water,Forest
1537,Forest,Water,Forest,NULL,Non_Wetland,NULL
1538,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1539,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1540,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1541,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1542,Forest,Water,Forest,NULL,Non_Wetland,Built-up
1543,Forest,Water,Forest,NULL,Non_Wetland,Water
1544,Forest,Water,Forest,NULL,Non_Wetland,Forest
1545,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1546,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1547,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1548,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
1549,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1550,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1551,Forest,Water,Forest,Water,Non_Wetland,NULL
1552,Forest,Water,Forest,Water,Non_Wetland,Grassland
1553,Forest,Water,Forest,Water,Non_Wetland,Cropland
1554,Forest,Water,Forest,Water,Non_Wetland,Wetland
1555,Forest,Water,Forest,Water,Non_Wetland,Water
1556,Forest,Water,Forest,Water,Non_Wetland,Forest
1557,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1558,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1559,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1560,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1561,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1562,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1563,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1564,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1565,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1566,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1567,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1568,Forest,Forest,NULL,Water,Non_Wetland,Cropland
1569,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1570,Forest,Forest,NULL,Water,Non_Wetland,Forest
1571,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1572,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1573,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1574,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1575,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1576,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1577,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1581,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1582,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1583,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1584,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1585,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1586,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1587,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1588,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1589,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1590,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1591,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1592,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1593,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1594,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1595,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1596,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1597,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1598,Forest,Forest,Wetland,NULL,Wetland,NULL
1599,Forest,Forest,Wetland,NULL,Wetland,Grassland
1600,Forest,Forest,Wetland,NULL,Wetland,Cropland
1601,Forest,Forest,Wetland,NULL,Wetland,Wetland
1602,Forest,Forest,Wetland,NULL,Wetland,Water
1603,Forest,Forest,Wetland,NULL,Wetland,Forest
1604,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1605,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1606,Forest,Forest,Wetland,Water,Wetland,Forest
1607,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1608,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1609,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1610,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1611,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1612,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1613,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1614,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1615,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1616,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1617,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1618,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1619,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1620,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1621,Forest,Forest,Bareland,Water,Non_Wetland,Water
1622,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1623,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1624,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1625,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1626,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1627,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1628,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1629,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1630,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1631,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1632,Forest,Forest,Water,NULL,Water,Grassland
1633,Forest,Forest,Water,NULL,Water,Forest
1634,Forest,Forest,Water,Non_Water,Water,Water
1635,Forest,Forest,Water,Water,Water,Cropland
1636,Forest,Forest,Water,Water,Water,Wetland
1637,Forest,Forest,Water,Water,Water,Forest
1638,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1639,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1640,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1641,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1642,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1643,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1644,Forest,Forest,Forest,NULL,Non_Wetland,Water
1645,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1646,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1647,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1648,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1649,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1650,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1651,Forest,Forest,Forest,Water,Non_Wetland,NULL
1652,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1653,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1654,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1655,Forest,Forest,Forest,Water,Non_Wetland,Forest
