Value,AFRICA_2024_DynamicWorld_2024_37NEJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NEJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEJ_M_R,AFRICA_2024_WorldCover_2021_37NEJ_M_R
1262,Water,NULL,Forest,Water,Non_Wetland,Forest
1263,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1264,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1265,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1266,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1267,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1268,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1269,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1270,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1271,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1272,Water,Cropland,NULL,Water,Non_Wetland,Water
1273,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1274,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1275,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1276,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1277,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1278,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1279,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1280,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1281,Water,Cropland,Shrubland,Water,Non_Wetland,NULL
1282,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1283,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1284,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1285,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1286,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1287,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1288,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1289,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1290,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1291,Water,Cropland,Grassland,Water,Non_Wetland,NULL
1292,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1293,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1294,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1295,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1296,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1297,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1298,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1299,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1300,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1301,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1302,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1303,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1304,Water,Cropland,Cropland,Water,Non_Wetland,NULL
1305,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1306,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1307,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1308,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1309,Water,Cropland,Cropland,Water,Non_Wetland,Water
1310,Water,Cropland,Wetland,NULL,Wetland,Grassland
1311,Water,Cropland,Wetland,NULL,Wetland,Wetland
1312,Water,Cropland,Wetland,NULL,Wetland,Bareland
1313,Water,Cropland,Wetland,NULL,Wetland,Water
1314,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1315,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1316,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1317,Water,Cropland,Wetland,Water,Wetland,Grassland
1318,Water,Cropland,Wetland,Water,Wetland,Cropland
1319,Water,Cropland,Wetland,Water,Wetland,Wetland
1320,Water,Cropland,Wetland,Water,Wetland,Bareland
1321,Water,Cropland,Wetland,Water,Wetland,Water
1322,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1323,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1324,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1325,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1326,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1327,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1328,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1329,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1330,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1331,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1332,Water,Cropland,Bareland,Water,Non_Wetland,NULL
1333,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1334,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1335,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1336,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1337,Water,Cropland,Bareland,Water,Non_Wetland,Water
1338,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1339,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1340,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1341,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1342,Water,Cropland,Water,NULL,Water,Cropland
1343,Water,Cropland,Water,NULL,Water,Bareland
1344,Water,Cropland,Water,NULL,Water,Water
1345,Water,Cropland,Water,Non_Water,Water,Forest
1346,Water,Cropland,Water,Water,Water,NULL
1347,Water,Cropland,Water,Water,Water,Grassland
1348,Water,Cropland,Water,Water,Water,Cropland
1349,Water,Cropland,Water,Water,Water,Water
1350,Water,Cropland,Water,Water,Water,Forest
1351,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1352,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1353,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1354,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1355,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1356,Water,Cropland,Forest,NULL,Non_Wetland,Water
1357,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1358,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1359,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1360,Water,Cropland,Forest,Water,Non_Wetland,NULL
1361,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1362,Water,Cropland,Forest,Water,Non_Wetland,Water
1363,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1364,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1365,Water,Wetland,Water,NULL,Water,Wetland
1366,Water,Wetland,Water,Water,Water,NULL
1367,Water,Wetland,Water,Water,Water,Wetland
1368,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1369,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1370,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1371,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1372,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1373,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1374,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1375,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1376,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1377,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1378,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1379,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1380,Water,Built-up,Cropland,Water,Non_Wetland,Water
1381,Water,Built-up,Wetland,NULL,Wetland,Forest
1382,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1383,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1384,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1385,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1386,Water,Built-up,Water,NULL,Water,Forest
1387,Water,Built-up,Water,Water,Water,Water
1388,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1389,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1390,Water,Water,NULL,NULL,Non_Wetland,NULL
1391,Water,Water,NULL,NULL,Non_Wetland,Grassland
1392,Water,Water,NULL,NULL,Non_Wetland,Cropland
1393,Water,Water,NULL,NULL,Non_Wetland,Wetland
1394,Water,Water,NULL,NULL,Non_Wetland,Bareland
1395,Water,Water,NULL,NULL,Non_Wetland,Forest
1396,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1397,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1398,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1399,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1400,Water,Water,NULL,Water,Non_Wetland,NULL
1401,Water,Water,NULL,Water,Non_Wetland,Grassland
1402,Water,Water,NULL,Water,Non_Wetland,Cropland
1403,Water,Water,NULL,Water,Non_Wetland,Wetland
1404,Water,Water,NULL,Water,Non_Wetland,Water
1405,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1406,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1407,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1408,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1409,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1410,Water,Water,Shrubland,NULL,Non_Wetland,Water
1411,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1412,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1413,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1414,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1415,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1416,Water,Water,Shrubland,Water,Non_Wetland,NULL
1417,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1418,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1419,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1420,Water,Water,Shrubland,Water,Non_Wetland,Water
1421,Water,Water,Grassland,NULL,Non_Wetland,NULL
1422,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1423,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1424,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1425,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1426,Water,Water,Grassland,NULL,Non_Wetland,Water
1427,Water,Water,Grassland,NULL,Non_Wetland,Forest
1428,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1429,Water,Water,Grassland,Water,Non_Wetland,NULL
1430,Water,Water,Grassland,Water,Non_Wetland,Cropland
1431,Water,Water,Grassland,Water,Non_Wetland,Wetland
1432,Water,Water,Grassland,Water,Non_Wetland,Bareland
1433,Water,Water,Grassland,Water,Non_Wetland,Water
1434,Water,Water,Cropland,NULL,Non_Wetland,NULL
1435,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1436,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1437,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1438,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1439,Water,Water,Cropland,NULL,Non_Wetland,Water
1440,Water,Water,Cropland,NULL,Non_Wetland,Forest
1441,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1442,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1443,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1444,Water,Water,Cropland,Water,Non_Wetland,NULL
1445,Water,Water,Cropland,Water,Non_Wetland,Grassland
1446,Water,Water,Cropland,Water,Non_Wetland,Cropland
1447,Water,Water,Cropland,Water,Non_Wetland,Wetland
1448,Water,Water,Cropland,Water,Non_Wetland,Bareland
1449,Water,Water,Cropland,Water,Non_Wetland,Water
1450,Water,Water,Wetland,NULL,Wetland,NULL
1451,Water,Water,Wetland,NULL,Wetland,Grassland
1452,Water,Water,Wetland,NULL,Wetland,Cropland
1453,Water,Water,Wetland,NULL,Wetland,Wetland
1454,Water,Water,Wetland,NULL,Wetland,Bareland
1455,Water,Water,Wetland,NULL,Wetland,Water
1456,Water,Water,Wetland,NULL,Wetland,Forest
1457,Water,Water,Wetland,Non_Water,Wetland,Cropland
1458,Water,Water,Wetland,Non_Water,Wetland,Wetland
1459,Water,Water,Wetland,Water,Wetland,NULL
1460,Water,Water,Wetland,Water,Wetland,Grassland
1461,Water,Water,Wetland,Water,Wetland,Cropland
1462,Water,Water,Wetland,Water,Wetland,Wetland
1463,Water,Water,Wetland,Water,Wetland,Bareland
1464,Water,Water,Wetland,Water,Wetland,Water
1465,Water,Water,Wetland,Water,Wetland,Forest
1466,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1467,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1468,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1469,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1470,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1471,Water,Water,Bareland,NULL,Non_Wetland,NULL
1472,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1473,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1474,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1475,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1476,Water,Water,Bareland,NULL,Non_Wetland,Water
1477,Water,Water,Bareland,NULL,Non_Wetland,Forest
1478,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1479,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1480,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1481,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1482,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1483,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1484,Water,Water,Bareland,Water,Non_Wetland,NULL
1485,Water,Water,Bareland,Water,Non_Wetland,Grassland
1486,Water,Water,Bareland,Water,Non_Wetland,Cropland
1487,Water,Water,Bareland,Water,Non_Wetland,Wetland
1488,Water,Water,Bareland,Water,Non_Wetland,Bareland
1489,Water,Water,Bareland,Water,Non_Wetland,Built-up
1490,Water,Water,Bareland,Water,Non_Wetland,Water
1491,Water,Water,Bareland,Water,Non_Wetland,Forest
1492,Water,Water,Built-up,NULL,Non_Wetland,NULL
1493,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1494,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1495,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1496,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1497,Water,Water,Built-up,NULL,Non_Wetland,Water
1498,Water,Water,Built-up,NULL,Non_Wetland,Forest
1499,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1500,Water,Water,Built-up,Water,Non_Wetland,NULL
1501,Water,Water,Built-up,Water,Non_Wetland,Grassland
1502,Water,Water,Built-up,Water,Non_Wetland,Cropland
1503,Water,Water,Built-up,Water,Non_Wetland,Bareland
1504,Water,Water,Built-up,Water,Non_Wetland,Water
1505,Water,Water,Water,NULL,Water,NULL
1506,Water,Water,Water,NULL,Water,Grassland
1507,Water,Water,Water,NULL,Water,Cropland
1508,Water,Water,Water,NULL,Water,Wetland
1509,Water,Water,Water,NULL,Water,Bareland
1510,Water,Water,Water,NULL,Water,Water
1511,Water,Water,Water,NULL,Water,Forest
1512,Water,Water,Water,Non_Water,Water,Cropland
1513,Water,Water,Water,Non_Water,Water,Wetland
1514,Water,Water,Water,Water,Water,NULL
1515,Water,Water,Water,Water,Water,Grassland
1516,Water,Water,Water,Water,Water,Cropland
1517,Water,Water,Water,Water,Water,Wetland
1518,Water,Water,Water,Water,Water,Bareland
1519,Water,Water,Water,Water,Water,Water
1520,Water,Water,Water,Water,Water,Forest
1521,Water,Water,Forest,NULL,Non_Wetland,NULL
1522,Water,Water,Forest,NULL,Non_Wetland,Grassland
1523,Water,Water,Forest,NULL,Non_Wetland,Cropland
1524,Water,Water,Forest,NULL,Non_Wetland,Wetland
1525,Water,Water,Forest,NULL,Non_Wetland,Bareland
1526,Water,Water,Forest,NULL,Non_Wetland,Water
1527,Water,Water,Forest,NULL,Non_Wetland,Forest
1528,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1529,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1530,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1531,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1532,Water,Water,Forest,Water,Non_Wetland,NULL
1533,Water,Water,Forest,Water,Non_Wetland,Grassland
1534,Water,Water,Forest,Water,Non_Wetland,Cropland
1535,Water,Water,Forest,Water,Non_Wetland,Wetland
1536,Water,Water,Forest,Water,Non_Wetland,Bareland
1537,Water,Water,Forest,Water,Non_Wetland,Water
1538,Water,Water,Forest,Water,Non_Wetland,Forest
1539,Water,Forest,NULL,NULL,Non_Wetland,NULL
1540,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1541,Water,Forest,NULL,NULL,Non_Wetland,Forest
1542,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1543,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1544,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1545,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1546,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1547,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1548,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1549,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1550,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1551,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1552,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1553,Water,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1554,Water,Forest,Wetland,NULL,Wetland,NULL
1555,Water,Forest,Wetland,NULL,Wetland,Grassland
1556,Water,Forest,Wetland,NULL,Wetland,Forest
1557,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1558,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1559,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1560,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1561,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1562,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1563,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1564,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1565,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1566,Water,Forest,Bareland,Water,Non_Wetland,Cropland
1567,Water,Forest,Built-up,NULL,Non_Wetland,NULL
1568,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1569,Water,Forest,Built-up,NULL,Non_Wetland,Cropland
1570,Water,Forest,Built-up,NULL,Non_Wetland,Bareland
1571,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1572,Water,Forest,Water,NULL,Water,Grassland
1573,Water,Forest,Water,NULL,Water,Forest
1574,Water,Forest,Water,Water,Water,Cropland
1575,Water,Forest,Water,Water,Water,Forest
1576,Water,Forest,Forest,NULL,Non_Wetland,NULL
1577,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1578,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1579,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1580,Water,Forest,Forest,NULL,Non_Wetland,Forest
1581,Water,Forest,Forest,Water,Non_Wetland,Grassland
1582,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1583,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1584,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1585,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1586,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1587,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1588,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1589,Forest,NULL,NULL,Water,Non_Wetland,NULL
1590,Forest,NULL,NULL,Water,Non_Wetland,Forest
1591,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1592,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1593,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1594,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1595,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1596,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1597,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1598,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1599,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1600,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1601,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1602,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1603,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1604,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1605,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1606,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1607,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1608,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1609,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1610,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1611,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1612,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1613,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1614,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1615,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1616,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1617,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1618,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1619,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1620,Forest,NULL,Wetland,NULL,Wetland,NULL
1621,Forest,NULL,Wetland,NULL,Wetland,Cropland
1622,Forest,NULL,Wetland,NULL,Wetland,Wetland
1623,Forest,NULL,Wetland,NULL,Wetland,Bareland
1624,Forest,NULL,Wetland,NULL,Wetland,Forest
1625,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1626,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1627,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1628,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1629,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1630,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1631,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1632,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1633,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1634,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1635,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1636,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1637,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1638,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1639,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1640,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1641,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1642,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1643,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1644,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1645,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1646,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1647,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1648,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1649,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1650,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1651,Forest,NULL,Water,NULL,Water,NULL
1652,Forest,NULL,Water,NULL,Water,Grassland
1653,Forest,NULL,Water,NULL,Water,Bareland
1654,Forest,NULL,Water,NULL,Water,Forest
1655,Forest,NULL,Water,Water,Water,Grassland
1656,Forest,NULL,Water,Water,Water,Bareland
1657,Forest,NULL,Water,Water,Water,Forest
1658,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1660,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1661,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1662,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1663,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1664,Forest,NULL,Forest,NULL,Non_Wetland,Water
1665,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1666,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1667,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1668,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1669,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1670,Forest,NULL,Forest,Water,Non_Wetland,NULL
1671,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1672,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1673,Forest,NULL,Forest,Water,Non_Wetland,Forest
1674,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1675,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1676,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1677,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1678,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1679,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1680,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1681,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1682,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1683,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1684,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1685,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1686,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1687,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1688,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1689,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1690,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1691,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1692,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1693,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1694,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1695,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1696,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1697,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1698,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1699,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1700,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1701,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1702,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1703,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1704,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1705,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
