Value,AFRICA_2024_DynamicWorld_2024_36PXT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXT_M_R,AFRICA_2024_GSW_Yearly_2021_36PXT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXT_M_R,AFRICA_2024_WorldCover_2021_36PXT_M_R
1277,Wetland,Wetland,Wetland,Water,Wetland,NULL
1278,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1279,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1280,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1281,Wetland,Wetland,Wetland,Water,Wetland,Water
1282,Wetland,Wetland,Wetland,Water,Wetland,Forest
1283,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1284,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1285,Wetland,Wetland,Water,Non_Water,Water,Grassland
1286,Wetland,Wetland,Water,Water,Water,Grassland
1287,Wetland,Wetland,Water,Water,Water,Cropland
1288,Wetland,Wetland,Water,Water,Water,Wetland
1289,Wetland,Wetland,Water,Water,Water,Water
1290,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1291,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1292,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1293,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1294,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1295,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1296,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1297,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1298,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1299,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1300,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1301,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1302,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1303,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1304,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1305,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1306,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1307,Wetland,Bareland,Wetland,Water,Wetland,Grassland
1308,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1309,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
1310,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1311,Wetland,Built-up,Shrubland,Water,Non_Wetland,Cropland
1312,Wetland,Built-up,Cropland,Water,Non_Wetland,Grassland
1313,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1314,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1315,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1316,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1317,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1318,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1319,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1320,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1321,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1322,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1323,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1324,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1325,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1326,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1327,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1328,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1329,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1330,Wetland,Water,Grassland,Water,Non_Wetland,Water
1331,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1332,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1333,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1334,Wetland,Water,Cropland,NULL,Non_Wetland,Water
1335,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1336,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1337,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1338,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water
1339,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1340,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1341,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1342,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1343,Wetland,Water,Cropland,Water,Non_Wetland,Water
1344,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1345,Wetland,Water,Wetland,NULL,Wetland,Grassland
1346,Wetland,Water,Wetland,NULL,Wetland,Water
1347,Wetland,Water,Wetland,NULL,Wetland,Forest
1348,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1349,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1350,Wetland,Water,Wetland,Non_Water,Wetland,Water
1351,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1352,Wetland,Water,Wetland,Water,Wetland,Grassland
1353,Wetland,Water,Wetland,Water,Wetland,Cropland
1354,Wetland,Water,Wetland,Water,Wetland,Wetland
1355,Wetland,Water,Wetland,Water,Wetland,Water
1356,Wetland,Water,Wetland,Water,Wetland,Forest
1357,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1358,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1359,Wetland,Water,Built-up,Water,Non_Wetland,Grassland
1360,Wetland,Water,Water,Non_Water,Water,Wetland
1361,Wetland,Water,Water,Water,Water,Grassland
1362,Wetland,Water,Water,Water,Water,Cropland
1363,Wetland,Water,Water,Water,Water,Wetland
1364,Wetland,Water,Water,Water,Water,Water
1365,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1366,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1367,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1368,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1369,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1370,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1371,Wetland,Water,Forest,Water,Non_Wetland,Water
1372,Wetland,Water,Forest,Water,Non_Wetland,Forest
1373,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1374,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1375,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1376,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1377,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1378,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
1379,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1380,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1381,Wetland,Forest,Wetland,Water,Wetland,Wetland
1382,Wetland,Forest,Wetland,Water,Wetland,Water
1383,Wetland,Forest,Wetland,Water,Wetland,Forest
1384,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1385,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1386,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1387,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1388,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1389,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1390,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1391,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1392,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1393,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1394,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1395,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1396,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1397,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1398,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1399,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1400,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1401,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1402,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1403,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1404,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1405,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1406,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1407,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1408,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1409,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1410,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1411,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1412,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1413,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1414,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1415,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1416,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1417,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1418,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1419,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1420,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1421,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1422,Bareland,NULL,Wetland,Water,Wetland,Grassland
1423,Bareland,NULL,Wetland,Water,Wetland,Wetland
1424,Bareland,NULL,Wetland,Water,Wetland,Water
1425,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1426,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1427,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1428,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1429,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1430,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1431,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1432,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1433,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1434,Bareland,NULL,Water,Water,Water,Wetland
1435,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1436,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1437,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1438,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1439,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1440,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1441,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1442,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1443,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1444,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1445,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1446,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1447,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1448,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1449,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1450,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1451,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1452,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1453,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1454,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1455,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1456,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1457,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1458,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1459,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1460,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1461,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1462,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1463,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1464,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1465,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1466,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1467,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1468,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1469,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1470,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1471,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1472,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1473,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1474,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1475,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1476,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1477,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1478,Bareland,Cropland,Water,Water,Water,Wetland
1479,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1480,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1481,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1482,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland
1483,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1484,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1485,Bareland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1486,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1487,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1488,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
1489,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1490,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1491,Bareland,Wetland,Cropland,Water,Non_Wetland,Grassland
1492,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland
1493,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland
1494,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1495,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
1496,Bareland,Wetland,Forest,Water,Non_Wetland,Grassland
1497,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1498,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1499,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1500,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1501,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1502,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1503,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1504,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1505,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1506,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1507,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1508,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1509,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1510,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1511,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1512,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1513,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1514,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1515,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1516,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1517,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1518,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1519,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1520,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1521,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1522,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1523,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1524,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1525,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1526,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1527,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1528,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1529,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1530,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1531,Bareland,Water,Grassland,Water,Non_Wetland,Water
1532,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1533,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1534,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1535,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1536,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1537,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1538,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1539,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
1540,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1541,Bareland,Water,Wetland,Water,Wetland,Wetland
1542,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1543,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1544,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1545,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1546,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1547,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1548,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1549,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1550,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1551,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1552,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1553,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1554,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1555,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1556,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1557,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1558,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1559,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1560,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1561,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1562,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1563,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1564,Water,NULL,NULL,NULL,Non_Wetland,Forest
1565,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1566,Water,NULL,NULL,Water,Non_Wetland,Grassland
1567,Water,NULL,NULL,Water,Non_Wetland,Wetland
1568,Water,NULL,NULL,Water,Non_Wetland,Water
1569,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1570,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1571,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1572,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1573,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1574,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1575,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1576,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1577,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1578,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1579,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1580,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1581,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1582,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1583,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1584,Water,NULL,Shrubland,Water,Non_Wetland,Water
1585,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1586,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1587,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1588,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1589,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1590,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1591,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1592,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1593,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1594,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1595,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1596,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1597,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1598,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1599,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1600,Water,NULL,Grassland,Water,Non_Wetland,Water
1601,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1602,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1603,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1604,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1605,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1606,Water,NULL,Cropland,NULL,Non_Wetland,Water
1607,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1608,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1609,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1610,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1611,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1612,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1613,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1614,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1615,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1616,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1617,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1618,Water,NULL,Cropland,Water,Non_Wetland,Water
1619,Water,NULL,Cropland,Water,Non_Wetland,Forest
1620,Water,NULL,Wetland,NULL,Wetland,Grassland
1621,Water,NULL,Wetland,NULL,Wetland,Wetland
1622,Water,NULL,Wetland,NULL,Wetland,Forest
1623,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1624,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1625,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1626,Water,NULL,Wetland,Non_Water,Wetland,Water
1627,Water,NULL,Wetland,Non_Water,Wetland,Forest
1628,Water,NULL,Wetland,Water,Wetland,Grassland
1629,Water,NULL,Wetland,Water,Wetland,Cropland
1630,Water,NULL,Wetland,Water,Wetland,Wetland
1631,Water,NULL,Wetland,Water,Wetland,Bareland
1632,Water,NULL,Wetland,Water,Wetland,Water
1633,Water,NULL,Wetland,Water,Wetland,Forest
1634,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1635,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1636,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1637,Water,NULL,Bareland,NULL,Non_Wetland,Water
1638,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1639,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1640,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1641,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1642,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1643,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1644,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1645,Water,NULL,Bareland,Water,Non_Wetland,Water
1646,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1647,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1648,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1649,Water,NULL,Water,NULL,Water,Grassland
1650,Water,NULL,Water,NULL,Water,Bareland
1651,Water,NULL,Water,NULL,Water,Forest
1652,Water,NULL,Water,Non_Water,Water,Grassland
1653,Water,NULL,Water,Non_Water,Water,Bareland
1654,Water,NULL,Water,Water,Water,Grassland
1655,Water,NULL,Water,Water,Water,Cropland
1656,Water,NULL,Water,Water,Water,Wetland
1657,Water,NULL,Water,Water,Water,Bareland
1658,Water,NULL,Water,Water,Water,Water
1659,Water,NULL,Forest,NULL,Non_Wetland,NULL
1660,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1661,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1662,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1663,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1664,Water,NULL,Forest,NULL,Non_Wetland,Water
1665,Water,NULL,Forest,NULL,Non_Wetland,Forest
1666,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1667,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1668,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1669,Water,NULL,Forest,Water,Non_Wetland,Grassland
1670,Water,NULL,Forest,Water,Non_Wetland,Cropland
1671,Water,NULL,Forest,Water,Non_Wetland,Wetland
1672,Water,NULL,Forest,Water,Non_Wetland,Water
1673,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1674,Water,Cropland,NULL,Water,Non_Wetland,Water
1675,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1676,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1677,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1678,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1679,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1680,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1681,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1682,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1683,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1684,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1685,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1686,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1687,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1688,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1689,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1690,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1691,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1692,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1693,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1694,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1695,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1696,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1697,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1698,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1699,Water,Cropland,Grassland,Water,Non_Wetland,Water
1700,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1701,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1702,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
