Value,AFRICA_2024_DynamicWorld_2024_37PER_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PER_M_R,AFRICA_2024_GLC_FCS30D_2022_37PER_M_R,AFRICA_2024_GSW_Yearly_2021_37PER_M_R,AFRICA_2024_GWL_FCS30D_2022_37PER_M_R,AFRICA_2024_WorldCover_2021_37PER_M_R
1270,Water,NULL,Forest,Water,Non_Wetland,Forest
1271,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1272,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1273,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1274,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1275,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1276,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1277,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1278,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1279,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1280,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1281,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1282,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1283,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1284,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1285,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1286,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1287,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1288,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1289,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1290,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1291,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1292,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1293,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1294,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1295,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1296,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1297,Water,Cropland,Grassland,Water,Non_Wetland,NULL
1298,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1299,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1300,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1301,Water,Cropland,Grassland,Water,Non_Wetland,Water
1302,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1303,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1304,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1305,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1306,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1307,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1308,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1309,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1310,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1311,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1312,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1313,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1314,Water,Cropland,Cropland,Water,Non_Wetland,NULL
1315,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1316,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1317,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1318,Water,Cropland,Cropland,Water,Non_Wetland,Water
1319,Water,Cropland,Wetland,NULL,Wetland,Cropland
1320,Water,Cropland,Wetland,NULL,Wetland,Wetland
1321,Water,Cropland,Wetland,NULL,Wetland,Bareland
1322,Water,Cropland,Wetland,NULL,Wetland,Water
1323,Water,Cropland,Wetland,Water,Wetland,NULL
1324,Water,Cropland,Wetland,Water,Wetland,Grassland
1325,Water,Cropland,Wetland,Water,Wetland,Cropland
1326,Water,Cropland,Wetland,Water,Wetland,Wetland
1327,Water,Cropland,Wetland,Water,Wetland,Bareland
1328,Water,Cropland,Wetland,Water,Wetland,Water
1329,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1330,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1331,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1332,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1333,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1334,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1335,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1336,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1337,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1338,Water,Cropland,Bareland,Water,Non_Wetland,Water
1339,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1340,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
1341,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1342,Water,Cropland,Water,NULL,Water,Grassland
1343,Water,Cropland,Water,NULL,Water,Cropland
1344,Water,Cropland,Water,NULL,Water,Water
1345,Water,Cropland,Water,Non_Water,Water,Cropland
1346,Water,Cropland,Water,Water,Water,NULL
1347,Water,Cropland,Water,Water,Water,Grassland
1348,Water,Cropland,Water,Water,Water,Cropland
1349,Water,Cropland,Water,Water,Water,Water
1350,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1351,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1352,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1353,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1354,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1355,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1356,Water,Cropland,Forest,Water,Non_Wetland,NULL
1357,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1358,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1359,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1360,Water,Cropland,Forest,Water,Non_Wetland,Bareland
1361,Water,Cropland,Forest,Water,Non_Wetland,Water
1362,Water,Wetland,Water,Water,Water,Water
1363,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1364,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1365,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1366,Water,Bareland,Grassland,Water,Non_Wetland,NULL
1367,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1368,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1369,Water,Bareland,Grassland,Water,Non_Wetland,Water
1370,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1371,Water,Bareland,Wetland,Water,Wetland,Water
1372,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1373,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1374,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1375,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1376,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1377,Water,Bareland,Bareland,Water,Non_Wetland,Water
1378,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1379,Water,Bareland,Water,NULL,Water,Grassland
1380,Water,Bareland,Water,Water,Water,Water
1381,Water,Bareland,Forest,Water,Non_Wetland,Water
1382,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
1383,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1384,Water,Built-up,Shrubland,Water,Non_Wetland,Cropland
1385,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
1386,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1387,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1388,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
1389,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1390,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1391,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1392,Water,Built-up,Wetland,Non_Water,Wetland,Cropland
1393,Water,Built-up,Wetland,Water,Wetland,Cropland
1394,Water,Built-up,Bareland,Water,Non_Wetland,Cropland
1395,Water,Water,NULL,NULL,Non_Wetland,NULL
1396,Water,Water,NULL,NULL,Non_Wetland,Grassland
1397,Water,Water,NULL,NULL,Non_Wetland,Cropland
1398,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1399,Water,Water,NULL,Water,Non_Wetland,Cropland
1400,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1401,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1402,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1403,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1404,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1405,Water,Water,Shrubland,NULL,Non_Wetland,Water
1406,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1407,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1408,Water,Water,Shrubland,Water,Non_Wetland,NULL
1409,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1410,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1411,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1412,Water,Water,Shrubland,Water,Non_Wetland,Water
1413,Water,Water,Grassland,NULL,Non_Wetland,NULL
1414,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1415,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1416,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1417,Water,Water,Grassland,NULL,Non_Wetland,Water
1418,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1419,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1420,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1421,Water,Water,Grassland,Water,Non_Wetland,NULL
1422,Water,Water,Grassland,Water,Non_Wetland,Grassland
1423,Water,Water,Grassland,Water,Non_Wetland,Cropland
1424,Water,Water,Grassland,Water,Non_Wetland,Bareland
1425,Water,Water,Grassland,Water,Non_Wetland,Water
1426,Water,Water,Cropland,NULL,Non_Wetland,NULL
1427,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1428,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1429,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1430,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1431,Water,Water,Cropland,NULL,Non_Wetland,Water
1432,Water,Water,Cropland,NULL,Non_Wetland,Forest
1433,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1434,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1435,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1436,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1437,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1438,Water,Water,Cropland,Water,Non_Wetland,NULL
1439,Water,Water,Cropland,Water,Non_Wetland,Grassland
1440,Water,Water,Cropland,Water,Non_Wetland,Cropland
1441,Water,Water,Cropland,Water,Non_Wetland,Wetland
1442,Water,Water,Cropland,Water,Non_Wetland,Bareland
1443,Water,Water,Cropland,Water,Non_Wetland,Water
1444,Water,Water,Wetland,NULL,Wetland,Grassland
1445,Water,Water,Wetland,NULL,Wetland,Cropland
1446,Water,Water,Wetland,NULL,Wetland,Bareland
1447,Water,Water,Wetland,NULL,Wetland,Water
1448,Water,Water,Wetland,Non_Water,Wetland,Cropland
1449,Water,Water,Wetland,Non_Water,Wetland,Water
1450,Water,Water,Wetland,Water,Wetland,NULL
1451,Water,Water,Wetland,Water,Wetland,Grassland
1452,Water,Water,Wetland,Water,Wetland,Cropland
1453,Water,Water,Wetland,Water,Wetland,Wetland
1454,Water,Water,Wetland,Water,Wetland,Bareland
1455,Water,Water,Wetland,Water,Wetland,Water
1456,Water,Water,Bareland,NULL,Non_Wetland,NULL
1457,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1458,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1459,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1460,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1461,Water,Water,Bareland,NULL,Non_Wetland,Water
1462,Water,Water,Bareland,NULL,Non_Wetland,Forest
1463,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1464,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1465,Water,Water,Bareland,Water,Non_Wetland,NULL
1466,Water,Water,Bareland,Water,Non_Wetland,Grassland
1467,Water,Water,Bareland,Water,Non_Wetland,Cropland
1468,Water,Water,Bareland,Water,Non_Wetland,Wetland
1469,Water,Water,Bareland,Water,Non_Wetland,Bareland
1470,Water,Water,Bareland,Water,Non_Wetland,Water
1471,Water,Water,Built-up,NULL,Non_Wetland,NULL
1472,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1473,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1474,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1475,Water,Water,Built-up,NULL,Non_Wetland,Water
1476,Water,Water,Built-up,Water,Non_Wetland,Grassland
1477,Water,Water,Built-up,Water,Non_Wetland,Cropland
1478,Water,Water,Built-up,Water,Non_Wetland,Bareland
1479,Water,Water,Built-up,Water,Non_Wetland,Water
1480,Water,Water,Water,NULL,Water,Cropland
1481,Water,Water,Water,NULL,Water,Bareland
1482,Water,Water,Water,NULL,Water,Water
1483,Water,Water,Water,Non_Water,Water,Cropland
1484,Water,Water,Water,Non_Water,Water,Water
1485,Water,Water,Water,Water,Water,NULL
1486,Water,Water,Water,Water,Water,Grassland
1487,Water,Water,Water,Water,Water,Cropland
1488,Water,Water,Water,Water,Water,Bareland
1489,Water,Water,Water,Water,Water,Water
1490,Water,Water,Forest,NULL,Non_Wetland,NULL
1491,Water,Water,Forest,NULL,Non_Wetland,Cropland
1492,Water,Water,Forest,NULL,Non_Wetland,Wetland
1493,Water,Water,Forest,NULL,Non_Wetland,Bareland
1494,Water,Water,Forest,NULL,Non_Wetland,Water
1495,Water,Water,Forest,Non_Water,Non_Wetland,Water
1496,Water,Water,Forest,Water,Non_Wetland,NULL
1497,Water,Water,Forest,Water,Non_Wetland,Grassland
1498,Water,Water,Forest,Water,Non_Wetland,Cropland
1499,Water,Water,Forest,Water,Non_Wetland,Bareland
1500,Water,Water,Forest,Water,Non_Wetland,Water
1501,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1502,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1503,Water,Forest,Water,NULL,Water,NULL
1504,Water,Forest,Water,NULL,Water,Grassland
1505,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
1506,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1507,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1508,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1509,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL
1510,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1511,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1512,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1513,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1514,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1515,Forest,NULL,NULL,NULL,Non_Wetland,Water
1516,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1517,Forest,NULL,NULL,Water,Non_Wetland,NULL
1518,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1519,Forest,NULL,NULL,Water,Non_Wetland,Forest
1520,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1521,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1522,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1523,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1524,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1525,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1526,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1527,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1528,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1529,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1530,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1531,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1532,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1533,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1534,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1535,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1536,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1537,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1538,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1539,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1540,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1541,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1542,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1543,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1544,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1545,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1546,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1547,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1548,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1549,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1550,Forest,NULL,Wetland,NULL,Wetland,NULL
1551,Forest,NULL,Wetland,Water,Wetland,Cropland
1552,Forest,NULL,Wetland,Water,Wetland,Water
1553,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1554,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1555,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1556,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1557,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1558,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1559,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1560,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1561,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1562,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1563,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1564,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1565,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1566,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1567,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1568,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1569,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1570,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1571,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1572,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1573,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
1574,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1575,Forest,NULL,Water,NULL,Water,NULL
1576,Forest,NULL,Water,NULL,Water,Grassland
1577,Forest,NULL,Water,NULL,Water,Water
1578,Forest,NULL,Water,NULL,Water,Forest
1579,Forest,NULL,Water,Water,Water,NULL
1580,Forest,NULL,Water,Water,Water,Grassland
1581,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1582,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1583,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1584,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1585,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1586,Forest,NULL,Forest,NULL,Non_Wetland,Water
1587,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1588,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1589,Forest,NULL,Forest,Water,Non_Wetland,NULL
1590,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1591,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1592,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1593,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1594,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1595,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1596,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1597,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1598,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1599,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1600,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1601,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1602,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1603,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1604,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1605,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1606,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1607,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1608,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1609,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1610,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1611,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1612,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1613,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1614,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1615,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1616,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1617,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1618,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1619,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1620,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1621,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1622,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1623,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1624,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1625,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1626,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1627,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1628,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1629,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1630,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1631,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1632,Forest,Cropland,Water,NULL,Water,NULL
1633,Forest,Cropland,Water,NULL,Water,Grassland
1634,Forest,Cropland,Water,NULL,Water,Forest
1635,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1636,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1637,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1638,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1639,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1640,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1641,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1642,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1643,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1644,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1645,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1646,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1647,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1648,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1649,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1650,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1651,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1652,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1653,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1654,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1655,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1656,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1657,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1658,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1659,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1660,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1661,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1662,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1663,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1664,Forest,Built-up,Wetland,NULL,Wetland,Forest
1665,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1666,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1667,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1668,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1669,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1670,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1671,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1672,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1673,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1674,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1675,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1676,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1677,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1678,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1679,Forest,Built-up,Water,NULL,Water,NULL
1680,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1681,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1682,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1683,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1684,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1685,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1686,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1687,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1688,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1689,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1690,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1691,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1692,Forest,Water,Wetland,Water,Wetland,Cropland
1693,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1694,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1695,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1696,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1697,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1698,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1699,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1700,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1701,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1702,Forest,Forest,NULL,Water,Non_Wetland,NULL
1703,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1704,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1705,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
