Value,AFRICA_2024_DynamicWorld_2024_37NEG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEG_M_R,AFRICA_2024_GSW_Yearly_2021_37NEG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEG_M_R,AFRICA_2024_WorldCover_2021_37NEG_M_R
1282,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1283,Water,Water,Shrubland,Water,Non_Wetland,NULL
1284,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1285,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1286,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1287,Water,Water,Shrubland,Water,Non_Wetland,Water
1288,Water,Water,Shrubland,Water,Non_Wetland,Forest
1289,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1290,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1291,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1292,Water,Water,Grassland,NULL,Non_Wetland,Water
1293,Water,Water,Grassland,NULL,Non_Wetland,Forest
1294,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1295,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1296,Water,Water,Grassland,Water,Non_Wetland,Grassland
1297,Water,Water,Grassland,Water,Non_Wetland,Cropland
1298,Water,Water,Grassland,Water,Non_Wetland,Bareland
1299,Water,Water,Grassland,Water,Non_Wetland,Water
1300,Water,Water,Grassland,Water,Non_Wetland,Forest
1301,Water,Water,Cropland,NULL,Non_Wetland,NULL
1302,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1303,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1304,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1305,Water,Water,Cropland,NULL,Non_Wetland,Water
1306,Water,Water,Cropland,NULL,Non_Wetland,Forest
1307,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1308,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1309,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1310,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1311,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1312,Water,Water,Cropland,Water,Non_Wetland,Grassland
1313,Water,Water,Cropland,Water,Non_Wetland,Cropland
1314,Water,Water,Cropland,Water,Non_Wetland,Bareland
1315,Water,Water,Cropland,Water,Non_Wetland,Water
1316,Water,Water,Cropland,Water,Non_Wetland,Forest
1317,Water,Water,Wetland,NULL,Wetland,Grassland
1318,Water,Water,Wetland,NULL,Wetland,Cropland
1319,Water,Water,Wetland,NULL,Wetland,Bareland
1320,Water,Water,Wetland,NULL,Wetland,Water
1321,Water,Water,Wetland,NULL,Wetland,Forest
1322,Water,Water,Wetland,Non_Water,Wetland,Grassland
1323,Water,Water,Wetland,Non_Water,Wetland,Cropland
1324,Water,Water,Wetland,Non_Water,Wetland,Bareland
1325,Water,Water,Wetland,Non_Water,Wetland,Water
1326,Water,Water,Wetland,Non_Water,Wetland,Forest
1327,Water,Water,Wetland,Water,Wetland,Grassland
1328,Water,Water,Wetland,Water,Wetland,Cropland
1329,Water,Water,Wetland,Water,Wetland,Wetland
1330,Water,Water,Wetland,Water,Wetland,Bareland
1331,Water,Water,Wetland,Water,Wetland,Water
1332,Water,Water,Wetland,Water,Wetland,Forest
1333,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1334,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1335,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1336,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1337,Water,Water,Bareland,NULL,Non_Wetland,NULL
1338,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1339,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1340,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1341,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1342,Water,Water,Bareland,NULL,Non_Wetland,Water
1343,Water,Water,Bareland,NULL,Non_Wetland,Forest
1344,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1345,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1346,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1347,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1348,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1349,Water,Water,Bareland,Water,Non_Wetland,NULL
1350,Water,Water,Bareland,Water,Non_Wetland,Grassland
1351,Water,Water,Bareland,Water,Non_Wetland,Cropland
1352,Water,Water,Bareland,Water,Non_Wetland,Bareland
1353,Water,Water,Bareland,Water,Non_Wetland,Water
1354,Water,Water,Bareland,Water,Non_Wetland,Forest
1355,Water,Water,Built-up,NULL,Non_Wetland,NULL
1356,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1357,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1358,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1359,Water,Water,Built-up,NULL,Non_Wetland,Water
1360,Water,Water,Built-up,NULL,Non_Wetland,Forest
1361,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1362,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1363,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1364,Water,Water,Built-up,Water,Non_Wetland,Grassland
1365,Water,Water,Built-up,Water,Non_Wetland,Cropland
1366,Water,Water,Built-up,Water,Non_Wetland,Bareland
1367,Water,Water,Built-up,Water,Non_Wetland,Water
1368,Water,Water,Built-up,Water,Non_Wetland,Forest
1369,Water,Water,Water,NULL,Water,NULL
1370,Water,Water,Water,NULL,Water,Grassland
1371,Water,Water,Water,NULL,Water,Cropland
1372,Water,Water,Water,NULL,Water,Bareland
1373,Water,Water,Water,NULL,Water,Water
1374,Water,Water,Water,NULL,Water,Forest
1375,Water,Water,Water,Non_Water,Water,Grassland
1376,Water,Water,Water,Non_Water,Water,Cropland
1377,Water,Water,Water,Non_Water,Water,Bareland
1378,Water,Water,Water,Non_Water,Water,Water
1379,Water,Water,Water,Non_Water,Water,Forest
1380,Water,Water,Water,Water,Water,NULL
1381,Water,Water,Water,Water,Water,Grassland
1382,Water,Water,Water,Water,Water,Cropland
1383,Water,Water,Water,Water,Water,Bareland
1384,Water,Water,Water,Water,Water,Water
1385,Water,Water,Water,Water,Water,Forest
1386,Water,Water,Forest,NULL,Non_Wetland,NULL
1387,Water,Water,Forest,NULL,Non_Wetland,Grassland
1388,Water,Water,Forest,NULL,Non_Wetland,Cropland
1389,Water,Water,Forest,NULL,Non_Wetland,Bareland
1390,Water,Water,Forest,NULL,Non_Wetland,Water
1391,Water,Water,Forest,NULL,Non_Wetland,Forest
1392,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1393,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1394,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1395,Water,Water,Forest,Non_Water,Non_Wetland,Water
1396,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1397,Water,Water,Forest,Water,Non_Wetland,NULL
1398,Water,Water,Forest,Water,Non_Wetland,Grassland
1399,Water,Water,Forest,Water,Non_Wetland,Cropland
1400,Water,Water,Forest,Water,Non_Wetland,Bareland
1401,Water,Water,Forest,Water,Non_Wetland,Water
1402,Water,Water,Forest,Water,Non_Wetland,Forest
1403,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1404,Water,Forest,NULL,NULL,Non_Wetland,Forest
1405,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1406,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1407,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1408,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1409,Water,Forest,Wetland,NULL,Wetland,Forest
1410,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1411,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1412,Water,Forest,Water,Water,Water,Forest
1413,Water,Forest,Forest,NULL,Non_Wetland,NULL
1414,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1415,Water,Forest,Forest,NULL,Non_Wetland,Forest
1416,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1417,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1418,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1419,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1420,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1421,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1422,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1423,Forest,NULL,NULL,Water,Non_Wetland,Forest
1424,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1425,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1426,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1427,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1428,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1429,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1430,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1431,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1432,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1433,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1434,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1435,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1436,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1437,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1438,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1439,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1440,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1441,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1442,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1443,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1444,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1445,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1446,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1447,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1448,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1449,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1450,Forest,NULL,Wetland,NULL,Wetland,Cropland
1451,Forest,NULL,Wetland,NULL,Wetland,Forest
1452,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1453,Forest,NULL,Wetland,Water,Wetland,Grassland
1454,Forest,NULL,Wetland,Water,Wetland,Forest
1455,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1456,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1457,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1458,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1459,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1460,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1461,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1462,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1463,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1464,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1465,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1466,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1467,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1468,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1469,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1470,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1471,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1472,Forest,NULL,Water,Water,Water,Forest
1473,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1474,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1475,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1476,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1477,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1478,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1479,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1480,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1481,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1482,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1483,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1484,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1485,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1486,Forest,NULL,Forest,Water,Non_Wetland,Forest
1487,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1488,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1489,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1490,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1491,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1492,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1493,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1494,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1499,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1500,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1501,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1502,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1503,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1504,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1505,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1506,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1507,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1508,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1509,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1510,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1511,Forest,Cropland,Wetland,NULL,Wetland,Bareland
1512,Forest,Cropland,Wetland,NULL,Wetland,Forest
1513,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1514,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1515,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1516,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1517,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1518,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1519,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1520,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1521,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1522,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1523,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1524,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1525,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1526,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1527,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1528,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1529,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1530,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1531,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1532,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1533,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1534,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1535,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1536,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1537,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1538,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1539,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1540,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1541,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1542,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1543,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1544,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1545,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1546,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1547,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1548,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1549,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1550,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
1551,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1552,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1553,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1554,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1555,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1556,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1557,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1558,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1559,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1560,Forest,Water,NULL,NULL,Non_Wetland,NULL
1561,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1562,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1563,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1564,Forest,Water,NULL,NULL,Non_Wetland,Forest
1565,Forest,Water,NULL,Non_Water,Non_Wetland,Cropland
1566,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1567,Forest,Water,NULL,Water,Non_Wetland,Forest
1568,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1569,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1570,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1571,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1572,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1573,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1574,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1575,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1576,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1577,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1578,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1579,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1580,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1581,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1582,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1583,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1584,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1585,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1586,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1587,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1588,Forest,Water,Wetland,NULL,Wetland,Grassland
1589,Forest,Water,Wetland,NULL,Wetland,Bareland
1590,Forest,Water,Wetland,NULL,Wetland,Forest
1591,Forest,Water,Wetland,Non_Water,Wetland,Forest
1592,Forest,Water,Wetland,Water,Wetland,Forest
1593,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1594,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1595,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1596,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1597,Forest,Water,Bareland,NULL,Non_Wetland,Water
1598,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1599,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1600,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1601,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1602,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1603,Forest,Water,Bareland,Water,Non_Wetland,Forest
1604,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1605,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1606,Forest,Water,Built-up,NULL,Non_Wetland,Bareland
1607,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1608,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
1609,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1610,Forest,Water,Built-up,Water,Non_Wetland,Forest
1611,Forest,Water,Water,NULL,Water,Forest
1612,Forest,Water,Water,Non_Water,Water,Forest
1613,Forest,Water,Water,Water,Water,Forest
1614,Forest,Water,Forest,NULL,Non_Wetland,NULL
1615,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1616,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1617,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1618,Forest,Water,Forest,NULL,Non_Wetland,Water
1619,Forest,Water,Forest,NULL,Non_Wetland,Forest
1620,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1621,Forest,Water,Forest,Water,Non_Wetland,Cropland
1622,Forest,Water,Forest,Water,Non_Wetland,Forest
1623,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1624,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1625,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1626,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1627,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1628,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1629,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1630,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1631,Forest,Forest,NULL,Water,Non_Wetland,Forest
1632,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1633,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1634,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1635,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1636,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1637,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1638,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1639,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1640,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1641,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1642,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1643,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1644,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1645,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1646,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1647,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1648,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1649,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1650,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1651,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1652,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1653,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1654,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1655,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1656,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1657,Forest,Forest,Wetland,NULL,Wetland,Grassland
1658,Forest,Forest,Wetland,NULL,Wetland,Forest
1659,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1660,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1661,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1662,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1663,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1664,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1665,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
1666,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1667,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1668,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1669,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1670,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1671,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1672,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1673,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1674,Forest,Forest,Water,Water,Water,Forest
1675,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1676,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1677,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1678,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1679,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1680,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1681,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1682,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1683,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1684,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1685,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1686,Forest,Forest,Forest,Water,Non_Wetland,NULL
1687,Forest,Forest,Forest,Water,Non_Wetland,Water
1688,Forest,Forest,Forest,Water,Non_Wetland,Forest
