Value,AFRICA_2024_DynamicWorld_2024_37PFP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFP_M_R,AFRICA_2024_GSW_Yearly_2021_37PFP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFP_M_R,AFRICA_2024_WorldCover_2021_37PFP_M_R
1279,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1280,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1281,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1282,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1283,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1284,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1285,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1286,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1287,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1288,Forest,NULL,NULL,Water,Non_Wetland,NULL
1289,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1290,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1291,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1292,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1293,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1294,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1295,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1296,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1297,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1298,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1299,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1300,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1301,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1302,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1303,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1304,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1305,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1306,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1307,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1308,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1309,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1310,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1311,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1312,Forest,NULL,Grassland,Water,Non_Wetland,NULL
1313,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1314,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1315,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1316,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1317,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1318,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1319,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1320,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1321,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1322,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1323,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1324,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1325,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1326,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1327,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1328,Forest,NULL,Wetland,NULL,Wetland,NULL
1329,Forest,NULL,Wetland,NULL,Wetland,Grassland
1330,Forest,NULL,Wetland,NULL,Wetland,Cropland
1331,Forest,NULL,Wetland,NULL,Wetland,Wetland
1332,Forest,NULL,Wetland,NULL,Wetland,Forest
1333,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1334,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1335,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1336,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1337,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1338,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1339,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1340,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1341,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1342,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1343,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1344,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1345,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1346,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1347,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1348,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1349,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1350,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1351,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1352,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1353,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1354,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1355,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1356,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1357,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1358,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1359,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1360,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1361,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1362,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1363,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1364,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1365,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1366,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1367,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1368,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1369,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1370,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1371,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1372,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1373,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1374,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1375,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1376,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1377,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1378,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1379,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1380,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1381,Forest,Cropland,Wetland,NULL,Wetland,NULL
1382,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1383,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1384,Forest,Cropland,Wetland,NULL,Wetland,Bareland
1385,Forest,Cropland,Wetland,NULL,Wetland,Forest
1386,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1387,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1388,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1389,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1390,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1391,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1392,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1393,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1394,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1395,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1396,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1397,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1398,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1399,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1400,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1401,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1402,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1403,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1404,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1405,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
1406,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
1407,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1408,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1409,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1410,Forest,Wetland,Grassland,Water,Non_Wetland,Cropland
1411,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1412,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1413,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1414,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1415,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1416,Forest,Wetland,Wetland,NULL,Wetland,NULL
1417,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1418,Forest,Wetland,Wetland,NULL,Wetland,Forest
1419,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
1420,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1421,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1422,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland
1423,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1424,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1425,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1426,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1427,Forest,Bareland,NULL,NULL,Non_Wetland,NULL
1428,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1429,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1430,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
1431,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1432,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
1433,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1434,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland
1435,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
1436,Forest,Bareland,Bareland,NULL,Non_Wetland,Cropland
1437,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1438,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1439,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1440,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1441,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1442,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1443,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1444,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1445,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1446,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1447,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1448,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1449,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1450,Forest,Water,Wetland,NULL,Wetland,Cropland
1451,Forest,Water,Wetland,NULL,Wetland,Wetland
1452,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1453,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1454,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1455,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1456,Forest,Water,Bareland,NULL,Non_Wetland,Water
1457,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1458,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1459,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1460,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1461,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1462,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1463,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1464,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1465,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1466,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1467,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1468,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1469,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1470,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1471,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1472,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1473,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1474,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1475,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1476,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1477,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1478,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1479,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1480,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1481,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1482,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1483,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1484,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1485,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1486,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1487,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1488,Forest,Forest,Wetland,NULL,Wetland,NULL
1489,Forest,Forest,Wetland,NULL,Wetland,Grassland
1490,Forest,Forest,Wetland,NULL,Wetland,Cropland
1491,Forest,Forest,Wetland,NULL,Wetland,Wetland
1492,Forest,Forest,Wetland,NULL,Wetland,Forest
1493,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1494,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1495,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1496,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1497,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1498,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1499,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1500,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1501,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1502,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1503,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
1504,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1505,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1506,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1507,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1508,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1509,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1510,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1511,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1512,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1513,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1514,Forest,Forest,Forest,NULL,Non_Wetland,Forest
