Value,AFRICA_2024_DynamicWorld_2024_36PVV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVV_M_R,AFRICA_2024_GSW_Yearly_2021_36PVV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVV_M_R,AFRICA_2024_WorldCover_2021_36PVV_M_R
1248,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1249,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1250,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1251,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1252,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1253,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1254,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1255,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1256,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1257,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1258,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1259,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1260,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1261,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1262,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1263,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1264,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1265,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1266,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1267,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1268,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1269,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1270,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1271,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1272,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
1273,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1274,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1275,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1276,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1277,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1278,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1279,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1280,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1281,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1282,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1283,Wetland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1284,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1285,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1286,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1287,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1288,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1289,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
1290,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1291,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1292,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1293,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1294,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1295,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1296,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1297,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1298,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1299,Wetland,Cropland,Wetland,NULL,Wetland,Bareland
1300,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1301,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1302,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1303,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1304,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1305,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1306,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1307,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1308,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1309,Wetland,Cropland,Wetland,Water,Wetland,Water
1310,Wetland,Cropland,Wetland,Water,Wetland,Forest
1311,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
1312,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1313,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1314,Wetland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1315,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1316,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1317,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1318,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1319,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1320,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1321,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1322,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1323,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1324,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1325,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1326,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1327,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1328,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1329,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1330,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1331,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1332,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1333,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1334,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1335,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1336,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1337,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1338,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1339,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1340,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1341,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1342,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1343,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1344,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1345,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1346,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1347,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1348,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1349,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1350,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1351,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1352,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1353,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1354,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1355,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1356,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1357,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1358,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1359,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1360,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1361,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1362,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1363,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1364,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1365,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1366,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1367,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1368,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1369,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Built-up
1370,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1371,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1372,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1373,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1374,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1375,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1376,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1377,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1378,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1379,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1380,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1381,Wetland,Wetland,Cropland,NULL,Non_Wetland,Built-up
1382,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1383,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1384,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1385,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1386,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1387,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1388,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Built-up
1389,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1390,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1391,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1392,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1393,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1394,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1395,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1396,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1397,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1398,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1399,Wetland,Wetland,Wetland,NULL,Wetland,Water
1400,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1401,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1402,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1403,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1404,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1405,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
1406,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1407,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1408,Wetland,Wetland,Wetland,Water,Wetland,NULL
1409,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1410,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1411,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1412,Wetland,Wetland,Wetland,Water,Wetland,Water
1413,Wetland,Wetland,Wetland,Water,Wetland,Forest
1414,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1415,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1416,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1417,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1418,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1419,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
1420,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1421,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1422,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1423,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1424,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1425,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1426,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1427,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Forest
1428,Wetland,Wetland,Built-up,Water,Non_Wetland,Cropland
1429,Wetland,Wetland,Water,NULL,Water,Cropland
1430,Wetland,Wetland,Water,NULL,Water,Forest
1431,Wetland,Wetland,Water,Non_Water,Water,Cropland
1432,Wetland,Wetland,Water,Non_Water,Water,Wetland
1433,Wetland,Wetland,Water,Non_Water,Water,Forest
1434,Wetland,Wetland,Water,Water,Water,Grassland
1435,Wetland,Wetland,Water,Water,Water,Cropland
1436,Wetland,Wetland,Water,Water,Water,Wetland
1437,Wetland,Wetland,Water,Water,Water,Water
1438,Wetland,Wetland,Water,Water,Water,Forest
1439,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1440,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1441,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1442,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1443,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1444,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1445,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1446,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1447,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1448,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1449,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1450,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1451,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1452,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1453,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1454,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1455,Wetland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1456,Wetland,Bareland,Grassland,Water,Non_Wetland,Cropland
1457,Wetland,Bareland,Wetland,Water,Wetland,Cropland
1458,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1459,Wetland,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1460,Wetland,Built-up,NULL,NULL,Non_Wetland,Cropland
1461,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
1462,Wetland,Built-up,NULL,Non_Water,Non_Wetland,Forest
1463,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1464,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1465,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1466,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1467,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1468,Wetland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1469,Wetland,Built-up,Shrubland,Water,Non_Wetland,Water
1470,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL
1471,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1472,Wetland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1473,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1474,Wetland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1475,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
1476,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1477,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL
1478,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1479,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1480,Wetland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1481,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1482,Wetland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1483,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1484,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1485,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1486,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1487,Wetland,Built-up,Cropland,Water,Non_Wetland,Cropland
1488,Wetland,Built-up,Cropland,Water,Non_Wetland,Bareland
1489,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
1490,Wetland,Built-up,Wetland,NULL,Wetland,Cropland
1491,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1492,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1493,Wetland,Built-up,Wetland,Non_Water,Wetland,Cropland
1494,Wetland,Built-up,Wetland,Non_Water,Wetland,Forest
1495,Wetland,Built-up,Wetland,Water,Wetland,Cropland
1496,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1497,Wetland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1498,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1499,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1500,Wetland,Built-up,Built-up,NULL,Non_Wetland,Forest
1501,Wetland,Built-up,Forest,NULL,Non_Wetland,Cropland
1502,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1503,Wetland,Built-up,Forest,Non_Water,Non_Wetland,NULL
1504,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1505,Wetland,Water,NULL,Water,Non_Wetland,Grassland
1506,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1507,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1508,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1509,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1510,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1511,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1512,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1513,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1514,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1515,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1516,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1517,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1518,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1519,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1520,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1521,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1522,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1523,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1524,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
1525,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1526,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1527,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1528,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1529,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1530,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1531,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1532,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1533,Wetland,Water,Grassland,Water,Non_Wetland,Water
1534,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1535,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1536,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1537,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1538,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1539,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1540,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1541,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1542,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1543,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1544,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1545,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1546,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1547,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1548,Wetland,Water,Cropland,Water,Non_Wetland,Water
1549,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1550,Wetland,Water,Wetland,NULL,Wetland,Grassland
1551,Wetland,Water,Wetland,NULL,Wetland,Cropland
1552,Wetland,Water,Wetland,NULL,Wetland,Wetland
1553,Wetland,Water,Wetland,NULL,Wetland,Water
1554,Wetland,Water,Wetland,NULL,Wetland,Forest
1555,Wetland,Water,Wetland,Non_Water,Wetland,NULL
1556,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1557,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1558,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1559,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1560,Wetland,Water,Wetland,Water,Wetland,Grassland
1561,Wetland,Water,Wetland,Water,Wetland,Cropland
1562,Wetland,Water,Wetland,Water,Wetland,Wetland
1563,Wetland,Water,Wetland,Water,Wetland,Water
1564,Wetland,Water,Wetland,Water,Wetland,Forest
1565,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1566,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1567,Wetland,Water,Water,Non_Water,Water,Grassland
1568,Wetland,Water,Water,Non_Water,Water,Cropland
1569,Wetland,Water,Water,Non_Water,Water,Wetland
1570,Wetland,Water,Water,Non_Water,Water,Forest
1571,Wetland,Water,Water,Water,Water,Wetland
1572,Wetland,Water,Water,Water,Water,Water
1573,Wetland,Water,Water,Water,Water,Forest
1574,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1575,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1576,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1577,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1578,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
1579,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1580,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
1581,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1582,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1583,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1584,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1585,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1586,Wetland,Water,Forest,Water,Non_Wetland,Water
1587,Wetland,Water,Forest,Water,Non_Wetland,Forest
1588,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1589,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1590,Wetland,Forest,NULL,Non_Water,Non_Wetland,Cropland
1591,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
1592,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1593,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1594,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1595,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1596,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1597,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1598,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1599,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1600,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1601,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1602,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1603,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1604,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1605,Wetland,Forest,Grassland,NULL,Non_Wetland,Bareland
1606,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1607,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL
1608,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1609,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1610,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1611,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1612,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
1613,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1614,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1615,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1616,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1617,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1618,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1619,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1620,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
1621,Wetland,Forest,Wetland,NULL,Wetland,NULL
1622,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1623,Wetland,Forest,Wetland,NULL,Wetland,Cropland
1624,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1625,Wetland,Forest,Wetland,NULL,Wetland,Forest
1626,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
1627,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1628,Wetland,Forest,Wetland,Non_Water,Wetland,Cropland
1629,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1630,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1631,Wetland,Forest,Wetland,Water,Wetland,Cropland
1632,Wetland,Forest,Wetland,Water,Wetland,Wetland
1633,Wetland,Forest,Wetland,Water,Wetland,Forest
1634,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1635,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1636,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1637,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1638,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1639,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1640,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1641,Wetland,Forest,Forest,Water,Non_Wetland,Cropland
1642,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1643,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1644,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1645,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1646,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1647,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1648,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1649,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1650,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1651,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1652,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1653,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1655,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1656,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1657,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1658,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
