Value,AFRICA_2024_DynamicWorld_2024_35PQM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQM_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQM_M_R,AFRICA_2024_GSW_Yearly_2021_35PQM_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQM_M_R,AFRICA_2024_WorldCover_2021_35PQM_M_R
1262,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1263,Bareland,Cropland,Water,NULL,Water,Grassland
1264,Bareland,Cropland,Water,NULL,Water,Wetland
1265,Bareland,Cropland,Water,NULL,Water,Bareland
1266,Bareland,Cropland,Water,Non_Water,Water,Grassland
1267,Bareland,Cropland,Water,Non_Water,Water,Cropland
1268,Bareland,Cropland,Water,Water,Water,Grassland
1269,Bareland,Cropland,Water,Water,Water,Wetland
1270,Bareland,Cropland,Water,Water,Water,Bareland
1271,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1272,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1273,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1274,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1275,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1276,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1277,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1278,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1279,Bareland,Wetland,NULL,NULL,Non_Wetland,Cropland
1280,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1281,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1282,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1283,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1284,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1285,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1286,Bareland,Wetland,Shrubland,Water,Non_Wetland,Forest
1287,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1288,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1289,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1290,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1291,Bareland,Wetland,Wetland,NULL,Wetland,Cropland
1292,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1293,Bareland,Wetland,Wetland,Non_Water,Wetland,Cropland
1294,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1295,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
1296,Bareland,Wetland,Wetland,Water,Wetland,Cropland
1297,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1298,Bareland,Wetland,Water,Non_Water,Water,Grassland
1299,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1300,Bareland,Wetland,Forest,NULL,Non_Wetland,Cropland
1301,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1302,Bareland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1303,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1304,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1305,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1306,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1307,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1308,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1309,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
1310,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
1311,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1312,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1313,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1314,Bareland,Bareland,Wetland,Water,Wetland,Water
1315,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1316,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1317,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1318,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1319,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1320,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1321,Bareland,Bareland,Water,Water,Water,Bareland
1322,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1323,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1324,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1325,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1326,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1327,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1328,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1329,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1330,Bareland,Water,NULL,NULL,Non_Wetland,Water
1331,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1332,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1333,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1334,Bareland,Water,Wetland,NULL,Wetland,Bareland
1335,Bareland,Water,Wetland,Water,Wetland,Bareland
1336,Bareland,Water,Wetland,Water,Wetland,Water
1337,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1338,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1339,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1340,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1341,Bareland,Forest,NULL,Water,Non_Wetland,Wetland
1342,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1343,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1344,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1345,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1346,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1347,Bareland,Forest,Wetland,Water,Wetland,Wetland
1348,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1349,Water,NULL,NULL,NULL,Non_Wetland,NULL
1350,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1351,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1352,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1353,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1354,Water,NULL,NULL,NULL,Non_Wetland,Water
1355,Water,NULL,NULL,NULL,Non_Wetland,Forest
1356,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1357,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1358,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1359,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1360,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1361,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1362,Water,NULL,NULL,Water,Non_Wetland,Grassland
1363,Water,NULL,NULL,Water,Non_Wetland,Cropland
1364,Water,NULL,NULL,Water,Non_Wetland,Wetland
1365,Water,NULL,NULL,Water,Non_Wetland,Bareland
1366,Water,NULL,NULL,Water,Non_Wetland,Water
1367,Water,NULL,NULL,Water,Non_Wetland,Forest
1368,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1369,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1370,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1371,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1372,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1373,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1374,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1375,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1376,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1377,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1378,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1379,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1380,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1381,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1382,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1383,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1384,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1385,Water,NULL,Shrubland,Water,Non_Wetland,Water
1386,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1387,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1388,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1389,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1390,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1391,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1392,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1393,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1394,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1395,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1396,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1397,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1398,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1399,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1400,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1401,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1402,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1403,Water,NULL,Cropland,NULL,Non_Wetland,Water
1404,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1405,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1406,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1407,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1408,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1409,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1410,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1411,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1412,Water,NULL,Cropland,Water,Non_Wetland,Water
1413,Water,NULL,Wetland,NULL,Wetland,NULL
1414,Water,NULL,Wetland,NULL,Wetland,Grassland
1415,Water,NULL,Wetland,NULL,Wetland,Cropland
1416,Water,NULL,Wetland,NULL,Wetland,Wetland
1417,Water,NULL,Wetland,NULL,Wetland,Bareland
1418,Water,NULL,Wetland,NULL,Wetland,Water
1419,Water,NULL,Wetland,NULL,Wetland,Forest
1420,Water,NULL,Wetland,Non_Water,Wetland,NULL
1421,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1422,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1423,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1424,Water,NULL,Wetland,Non_Water,Wetland,Water
1425,Water,NULL,Wetland,Non_Water,Wetland,Forest
1426,Water,NULL,Wetland,Water,Wetland,Grassland
1427,Water,NULL,Wetland,Water,Wetland,Cropland
1428,Water,NULL,Wetland,Water,Wetland,Wetland
1429,Water,NULL,Wetland,Water,Wetland,Bareland
1430,Water,NULL,Wetland,Water,Wetland,Water
1431,Water,NULL,Wetland,Water,Wetland,Forest
1432,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1433,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1434,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1435,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1436,Water,NULL,Bareland,NULL,Non_Wetland,Water
1437,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1438,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1439,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1440,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1441,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1442,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1443,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1444,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1445,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1446,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1447,Water,NULL,Bareland,Water,Non_Wetland,Water
1448,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1449,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1450,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1451,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1452,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1453,Water,NULL,Built-up,NULL,Non_Wetland,Water
1454,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1455,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1456,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1457,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1458,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1459,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1460,Water,NULL,Water,NULL,Water,Grassland
1461,Water,NULL,Water,NULL,Water,Cropland
1462,Water,NULL,Water,NULL,Water,Wetland
1463,Water,NULL,Water,NULL,Water,Bareland
1464,Water,NULL,Water,NULL,Water,Water
1465,Water,NULL,Water,NULL,Water,Forest
1466,Water,NULL,Water,Non_Water,Water,Grassland
1467,Water,NULL,Water,Non_Water,Water,Cropland
1468,Water,NULL,Water,Non_Water,Water,Wetland
1469,Water,NULL,Water,Non_Water,Water,Bareland
1470,Water,NULL,Water,Non_Water,Water,Water
1471,Water,NULL,Water,Water,Water,Grassland
1472,Water,NULL,Water,Water,Water,Cropland
1473,Water,NULL,Water,Water,Water,Wetland
1474,Water,NULL,Water,Water,Water,Bareland
1475,Water,NULL,Water,Water,Water,Water
1476,Water,NULL,Water,Water,Water,Forest
1477,Water,NULL,Forest,NULL,Non_Wetland,NULL
1478,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1479,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1480,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1481,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1482,Water,NULL,Forest,NULL,Non_Wetland,Water
1483,Water,NULL,Forest,NULL,Non_Wetland,Forest
1484,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1485,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1486,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1487,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1488,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1489,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1490,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1491,Water,NULL,Forest,Water,Non_Wetland,Grassland
1492,Water,NULL,Forest,Water,Non_Wetland,Cropland
1493,Water,NULL,Forest,Water,Non_Wetland,Wetland
1494,Water,NULL,Forest,Water,Non_Wetland,Bareland
1495,Water,NULL,Forest,Water,Non_Wetland,Water
1496,Water,NULL,Forest,Water,Non_Wetland,Forest
1497,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1498,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1499,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1500,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1501,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1502,Water,Cropland,NULL,NULL,Non_Wetland,Water
1503,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1504,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1505,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1506,Water,Cropland,NULL,Non_Water,Non_Wetland,Water
1507,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1508,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1509,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1510,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1511,Water,Cropland,NULL,Water,Non_Wetland,Bareland
1512,Water,Cropland,NULL,Water,Non_Wetland,Water
1513,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1514,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1515,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1516,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1517,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1518,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1519,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1520,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1521,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1522,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1523,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1524,Water,Cropland,Shrubland,Water,Non_Wetland,NULL
1525,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1526,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1527,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1528,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1529,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1530,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1531,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1532,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1533,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1534,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1535,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1536,Water,Cropland,Grassland,Water,Non_Wetland,NULL
1537,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1538,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1539,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1540,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1541,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1542,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1543,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1544,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1545,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1546,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1547,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1548,Water,Cropland,Cropland,Water,Non_Wetland,Water
1549,Water,Cropland,Wetland,NULL,Wetland,NULL
1550,Water,Cropland,Wetland,NULL,Wetland,Grassland
1551,Water,Cropland,Wetland,NULL,Wetland,Cropland
1552,Water,Cropland,Wetland,NULL,Wetland,Wetland
1553,Water,Cropland,Wetland,NULL,Wetland,Forest
1554,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1555,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1556,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1557,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1558,Water,Cropland,Wetland,Non_Water,Wetland,Water
1559,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1560,Water,Cropland,Wetland,Water,Wetland,NULL
1561,Water,Cropland,Wetland,Water,Wetland,Grassland
1562,Water,Cropland,Wetland,Water,Wetland,Cropland
1563,Water,Cropland,Wetland,Water,Wetland,Wetland
1564,Water,Cropland,Wetland,Water,Wetland,Bareland
1565,Water,Cropland,Wetland,Water,Wetland,Water
1566,Water,Cropland,Wetland,Water,Wetland,Forest
1567,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1568,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1569,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1570,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1571,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1572,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1573,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1574,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1575,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1576,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1577,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1578,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1579,Water,Cropland,Bareland,Water,Non_Wetland,Water
1580,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1581,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1582,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1583,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1584,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL
1585,Water,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1586,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
1587,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1588,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
1589,Water,Cropland,Built-up,Water,Non_Wetland,Bareland
1590,Water,Cropland,Built-up,Water,Non_Wetland,Water
1591,Water,Cropland,Water,NULL,Water,Grassland
1592,Water,Cropland,Water,NULL,Water,Cropland
1593,Water,Cropland,Water,NULL,Water,Wetland
1594,Water,Cropland,Water,NULL,Water,Bareland
1595,Water,Cropland,Water,NULL,Water,Water
1596,Water,Cropland,Water,Non_Water,Water,Grassland
1597,Water,Cropland,Water,Non_Water,Water,Wetland
1598,Water,Cropland,Water,Non_Water,Water,Bareland
1599,Water,Cropland,Water,Water,Water,Grassland
1600,Water,Cropland,Water,Water,Water,Wetland
1601,Water,Cropland,Water,Water,Water,Bareland
1602,Water,Cropland,Water,Water,Water,Water
1603,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1604,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1605,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1606,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1607,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL
1608,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1609,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1610,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1611,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1612,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1613,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1614,Water,Cropland,Forest,Water,Non_Wetland,Water
1615,Water,Cropland,Forest,Water,Non_Wetland,Forest
1616,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1617,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1618,Water,Wetland,NULL,NULL,Non_Wetland,Cropland
1619,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1620,Water,Wetland,NULL,NULL,Non_Wetland,Bareland
1621,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1622,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1623,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1624,Water,Wetland,NULL,Non_Water,Non_Wetland,Bareland
1625,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1626,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1627,Water,Wetland,NULL,Water,Non_Wetland,Water
1628,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1629,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1630,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1631,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1632,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1633,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1634,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1635,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1636,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1637,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1638,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1639,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1640,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1641,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1642,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1643,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1644,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1645,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1646,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1647,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1648,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
1649,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1650,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1651,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1652,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1653,Water,Wetland,Cropland,Water,Non_Wetland,Water
1654,Water,Wetland,Wetland,NULL,Wetland,NULL
1655,Water,Wetland,Wetland,NULL,Wetland,Grassland
1656,Water,Wetland,Wetland,NULL,Wetland,Cropland
1657,Water,Wetland,Wetland,NULL,Wetland,Wetland
1658,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1659,Water,Wetland,Wetland,Non_Water,Wetland,Cropland
1660,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1661,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
1662,Water,Wetland,Wetland,Non_Water,Wetland,Water
1663,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1664,Water,Wetland,Wetland,Water,Wetland,Grassland
1665,Water,Wetland,Wetland,Water,Wetland,Wetland
1666,Water,Wetland,Wetland,Water,Wetland,Bareland
1667,Water,Wetland,Wetland,Water,Wetland,Water
1668,Water,Wetland,Wetland,Water,Wetland,Forest
1669,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1670,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1671,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1672,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1673,Water,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1674,Water,Wetland,Built-up,Water,Non_Wetland,Grassland
1675,Water,Wetland,Water,NULL,Water,Grassland
1676,Water,Wetland,Water,NULL,Water,Wetland
1677,Water,Wetland,Water,Non_Water,Water,Grassland
1678,Water,Wetland,Water,Non_Water,Water,Cropland
1679,Water,Wetland,Water,Non_Water,Water,Wetland
1680,Water,Wetland,Water,Non_Water,Water,Bareland
1681,Water,Wetland,Water,Water,Water,Wetland
1682,Water,Wetland,Water,Water,Water,Bareland
1683,Water,Wetland,Water,Water,Water,Water
1684,Water,Wetland,Water,Water,Water,Forest
1685,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1686,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1687,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1688,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1689,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1690,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1691,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1692,Water,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1693,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1694,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1695,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1696,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1697,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1698,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1699,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1700,Water,Bareland,Wetland,Water,Wetland,Grassland
