Value,AFRICA_2024_DynamicWorld_2024_36PWA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWA_M_R,AFRICA_2024_GSW_Yearly_2021_36PWA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWA_M_R,AFRICA_2024_WorldCover_2021_36PWA_M_R
1255,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL
1256,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1257,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1258,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1259,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
1260,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1261,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1262,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1263,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1264,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1265,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1266,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1267,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1268,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1269,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1270,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1271,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1272,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1273,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1274,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1275,Wetland,Cropland,Wetland,Water,Wetland,Water
1276,Wetland,Cropland,Wetland,Water,Wetland,Forest
1277,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1278,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1279,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1280,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1281,Wetland,Cropland,Water,Non_Water,Water,NULL
1282,Wetland,Cropland,Water,Water,Water,Grassland
1283,Wetland,Cropland,Water,Water,Water,Cropland
1284,Wetland,Cropland,Water,Water,Water,Water
1285,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1286,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1287,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1288,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1289,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1290,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1291,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1292,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1293,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1294,Wetland,Cropland,Forest,Water,Non_Wetland,NULL
1295,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1296,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1297,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
1298,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1299,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1300,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1301,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1302,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1303,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1304,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1305,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1306,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1307,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1308,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1309,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1310,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1311,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1312,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1313,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1314,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1315,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1316,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1317,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1318,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1319,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1320,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1321,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1322,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1323,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1324,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1325,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1326,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1327,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1328,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1329,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1330,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
1331,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1332,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1333,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1334,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
1335,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1336,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1337,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1338,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1339,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1340,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1341,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1342,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1343,Wetland,Wetland,Wetland,Water,Wetland,NULL
1344,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1345,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1346,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1347,Wetland,Wetland,Wetland,Water,Wetland,Forest
1348,Wetland,Wetland,Water,Water,Water,Cropland
1349,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1350,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1351,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1352,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1353,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1354,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1355,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1356,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1357,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1358,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1359,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
1360,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1361,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1362,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1363,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1364,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL
1365,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1366,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1367,Wetland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1368,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1369,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1370,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1371,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1372,Wetland,Built-up,Cropland,Water,Non_Wetland,Cropland
1373,Wetland,Built-up,Cropland,Water,Non_Wetland,Forest
1374,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1375,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1376,Wetland,Water,NULL,Water,Non_Wetland,Forest
1377,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1378,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1379,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1380,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1381,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1382,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1383,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1384,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1385,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1386,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1387,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1388,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1389,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1390,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1391,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1392,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1393,Wetland,Water,Grassland,Water,Non_Wetland,Water
1394,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1395,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1396,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1397,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1398,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1399,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1400,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
1401,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1402,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1403,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1404,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1405,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1406,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1407,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1408,Wetland,Water,Cropland,Water,Non_Wetland,Water
1409,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1410,Wetland,Water,Wetland,NULL,Wetland,Forest
1411,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1412,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1413,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1414,Wetland,Water,Wetland,Non_Water,Wetland,Water
1415,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1416,Wetland,Water,Wetland,Water,Wetland,Grassland
1417,Wetland,Water,Wetland,Water,Wetland,Cropland
1418,Wetland,Water,Wetland,Water,Wetland,Wetland
1419,Wetland,Water,Wetland,Water,Wetland,Bareland
1420,Wetland,Water,Wetland,Water,Wetland,Water
1421,Wetland,Water,Wetland,Water,Wetland,Forest
1422,Wetland,Water,Water,Non_Water,Water,Forest
1423,Wetland,Water,Water,Water,Water,Wetland
1424,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
1425,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1426,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1427,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1428,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1429,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1430,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1431,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1432,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1433,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1434,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1435,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1436,Wetland,Forest,Grassland,Water,Non_Wetland,Grassland
1437,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1438,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1439,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1440,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1441,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1442,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
1443,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1444,Wetland,Forest,Wetland,NULL,Wetland,Forest
1445,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1446,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1447,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1448,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1449,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1450,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1451,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1452,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1453,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1454,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1455,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1456,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1457,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1458,Bareland,NULL,NULL,Water,Non_Wetland,Forest
1459,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1461,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1462,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1463,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1464,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1465,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1466,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1467,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1468,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1469,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1470,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1471,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1472,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1473,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1474,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1475,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1476,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1477,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1478,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1479,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1480,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1481,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1482,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1483,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1484,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1485,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1486,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up
1487,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1488,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1489,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1490,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1491,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1492,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1493,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1494,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1495,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1496,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1497,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1498,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1499,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1500,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
1501,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1502,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1503,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1504,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1505,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1506,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1507,Bareland,NULL,Wetland,Water,Wetland,Cropland
1508,Bareland,NULL,Wetland,Water,Wetland,Bareland
1509,Bareland,NULL,Wetland,Water,Wetland,Water
1510,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1511,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1512,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1513,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1514,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1515,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1516,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1517,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1518,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1519,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1520,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1521,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1522,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1523,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1524,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1525,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1526,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1527,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1528,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1529,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1530,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1531,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1532,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1533,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1534,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1535,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
1536,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1537,Bareland,NULL,Water,NULL,Water,Bareland
1538,Bareland,NULL,Water,NULL,Water,Water
1539,Bareland,NULL,Water,Water,Water,Water
1540,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1541,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1542,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1543,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1544,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1545,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1546,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1547,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1548,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1549,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1550,Bareland,Cropland,NULL,Water,Non_Wetland,Grassland
1551,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
1552,Bareland,Cropland,NULL,Water,Non_Wetland,Forest
1553,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1554,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1558,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1559,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1560,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1561,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1562,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1563,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1564,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1565,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1566,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1567,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1568,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1569,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1570,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1571,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1572,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1573,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1574,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1575,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1576,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1577,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
1578,Bareland,Cropland,Grassland,Water,Non_Wetland,Forest
1579,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1580,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1581,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1582,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1583,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1584,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1585,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1586,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1587,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1588,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1589,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
1590,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1591,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1592,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1593,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1594,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
1595,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
1596,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1597,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
1598,Bareland,Cropland,Wetland,Water,Wetland,Water
1599,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1600,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1601,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1602,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1603,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1604,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1605,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1606,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1607,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1608,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1609,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1610,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1611,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1612,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1613,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1614,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1615,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1616,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
1617,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
1618,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1619,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1620,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1621,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1622,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1623,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1624,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1625,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1626,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest
1627,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1628,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
1629,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Cropland
1630,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1631,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1632,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1633,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1634,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1635,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1636,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1637,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1638,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1639,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1640,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1641,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1642,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1643,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1644,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1645,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1646,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1647,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1648,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1649,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1650,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1651,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1652,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
1653,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1654,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1655,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1656,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1657,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1658,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1659,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1660,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1661,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1662,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
