Value,AFRICA_2024_DynamicWorld_2024_35PQL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PQL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PQL_M_R,AFRICA_2024_GSW_Yearly_2021_35PQL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PQL_M_R,AFRICA_2024_WorldCover_2021_35PQL_M_R
1269,Wetland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1270,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1271,Wetland,Bareland,Water,NULL,Water,Bareland
1272,Wetland,Bareland,Forest,NULL,Non_Wetland,Forest
1273,Wetland,Built-up,NULL,NULL,Non_Wetland,Grassland
1274,Wetland,Built-up,NULL,NULL,Non_Wetland,Wetland
1275,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
1276,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1277,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1278,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1279,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1280,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1281,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1282,Wetland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1283,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1284,Wetland,Built-up,Wetland,NULL,Wetland,NULL
1285,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
1286,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1287,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1288,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1289,Wetland,Built-up,Built-up,Water,Non_Wetland,Grassland
1290,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL
1291,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1292,Wetland,Built-up,Forest,NULL,Non_Wetland,Wetland
1293,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1294,Wetland,Water,NULL,NULL,Non_Wetland,NULL
1295,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
1296,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
1297,Wetland,Water,NULL,NULL,Non_Wetland,Forest
1298,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
1299,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
1300,Wetland,Water,NULL,Water,Non_Wetland,Grassland
1301,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1302,Wetland,Water,NULL,Water,Non_Wetland,Water
1303,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
1304,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1305,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1306,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1307,Wetland,Water,Shrubland,NULL,Non_Wetland,Built-up
1308,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1309,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1310,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1311,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1312,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1313,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1314,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
1315,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1316,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1317,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
1318,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1319,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1320,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
1321,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1322,Wetland,Water,Cropland,Water,Non_Wetland,Water
1323,Wetland,Water,Wetland,NULL,Wetland,NULL
1324,Wetland,Water,Wetland,NULL,Wetland,Grassland
1325,Wetland,Water,Wetland,NULL,Wetland,Wetland
1326,Wetland,Water,Wetland,NULL,Wetland,Forest
1327,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1328,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1329,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1330,Wetland,Water,Wetland,Water,Wetland,Grassland
1331,Wetland,Water,Wetland,Water,Wetland,Wetland
1332,Wetland,Water,Wetland,Water,Wetland,Water
1333,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
1334,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1335,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
1336,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1337,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1338,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1339,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1340,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
1341,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
1342,Wetland,Water,Bareland,Water,Non_Wetland,Water
1343,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
1344,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
1345,Wetland,Water,Built-up,NULL,Non_Wetland,Water
1346,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
1347,Wetland,Water,Built-up,Non_Water,Non_Wetland,Wetland
1348,Wetland,Water,Built-up,Water,Non_Wetland,Wetland
1349,Wetland,Water,Built-up,Water,Non_Wetland,Water
1350,Wetland,Water,Water,NULL,Water,Grassland
1351,Wetland,Water,Water,NULL,Water,Wetland
1352,Wetland,Water,Water,Non_Water,Water,Wetland
1353,Wetland,Water,Water,Non_Water,Water,Water
1354,Wetland,Water,Water,Water,Water,Grassland
1355,Wetland,Water,Water,Water,Water,Wetland
1356,Wetland,Water,Water,Water,Water,Bareland
1357,Wetland,Water,Water,Water,Water,Water
1358,Wetland,Water,Water,Water,Water,Forest
1359,Wetland,Water,Forest,NULL,Non_Wetland,NULL
1360,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1361,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1362,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1363,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1364,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1365,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1366,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
1367,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1368,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
1369,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
1370,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1371,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
1372,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
1373,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1374,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1375,Wetland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1376,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1377,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1378,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1379,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1380,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1381,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
1382,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
1383,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1384,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1385,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1386,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1387,Wetland,Forest,Wetland,NULL,Wetland,NULL
1388,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1389,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1390,Wetland,Forest,Wetland,NULL,Wetland,Forest
1391,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1392,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1393,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1394,Wetland,Forest,Wetland,Water,Wetland,Grassland
1395,Wetland,Forest,Wetland,Water,Wetland,Wetland
1396,Wetland,Forest,Wetland,Water,Wetland,Forest
1397,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
1398,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
1399,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1400,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
1401,Wetland,Forest,Water,NULL,Water,Wetland
1402,Wetland,Forest,Water,Non_Water,Water,Wetland
1403,Wetland,Forest,Water,Water,Water,Wetland
1404,Wetland,Forest,Water,Water,Water,Forest
1405,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
1406,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1407,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1408,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1409,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
1410,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1411,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1412,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1413,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1414,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1415,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1416,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1417,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1418,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1419,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1420,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1421,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1422,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1423,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1424,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1425,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1426,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1427,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1428,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1429,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1430,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1431,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1432,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1433,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1434,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1435,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1436,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1437,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1438,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1439,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1440,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1441,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1442,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1443,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1444,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1445,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1446,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1447,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1448,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1449,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1450,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1451,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1452,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1453,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1454,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1455,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1456,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
1457,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1458,Bareland,NULL,Wetland,NULL,Wetland,NULL
1459,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1460,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1461,Bareland,NULL,Wetland,NULL,Wetland,Forest
1462,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1463,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1464,Bareland,NULL,Wetland,Water,Wetland,Grassland
1465,Bareland,NULL,Wetland,Water,Wetland,Wetland
1466,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1467,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1468,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1469,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1470,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1471,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1472,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1473,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1474,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1475,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1476,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1477,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1478,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1479,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1480,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1481,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1482,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1483,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1484,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1485,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1486,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1487,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1488,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1489,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1490,Bareland,NULL,Water,NULL,Water,Grassland
1491,Bareland,NULL,Water,NULL,Water,Wetland
1492,Bareland,NULL,Water,Non_Water,Water,Wetland
1493,Bareland,NULL,Water,Water,Water,Grassland
1494,Bareland,NULL,Water,Water,Water,Wetland
1495,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1496,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1497,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1498,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1499,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1500,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1501,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1502,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1503,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1504,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
1505,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1506,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1507,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1508,Bareland,Cropland,NULL,Water,Non_Wetland,Grassland
1509,Bareland,Cropland,NULL,Water,Non_Wetland,Wetland
1510,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1511,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1512,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1513,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1514,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1515,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1516,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1517,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1518,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1519,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1520,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1521,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1522,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1523,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1524,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1525,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1526,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1527,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1528,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1529,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1530,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1531,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1532,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1533,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1534,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1535,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1536,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1537,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1538,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1539,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1540,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
1541,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1542,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1543,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1544,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1545,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1546,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1547,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1548,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1549,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1550,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1551,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1552,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1553,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1554,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1555,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1556,Bareland,Cropland,Water,NULL,Water,Grassland
1557,Bareland,Cropland,Water,NULL,Water,Wetland
1558,Bareland,Cropland,Water,NULL,Water,Bareland
1559,Bareland,Cropland,Water,Non_Water,Water,Grassland
1560,Bareland,Cropland,Water,Non_Water,Water,Cropland
1561,Bareland,Cropland,Water,Water,Water,Grassland
1562,Bareland,Cropland,Water,Water,Water,Wetland
1563,Bareland,Cropland,Water,Water,Water,Bareland
1564,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1565,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1566,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1567,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1568,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1569,Bareland,Cropland,Forest,Water,Non_Wetland,Water
1570,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland
1571,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland
1572,Bareland,Wetland,NULL,NULL,Non_Wetland,Built-up
1573,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest
1574,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1575,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1576,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1577,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1578,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1579,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1580,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1581,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1582,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1583,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1584,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1585,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1586,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1587,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1588,Bareland,Wetland,Wetland,NULL,Wetland,NULL
1589,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1590,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1591,Bareland,Wetland,Wetland,NULL,Wetland,Forest
1592,Bareland,Wetland,Bareland,Water,Non_Wetland,Grassland
1593,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1594,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1595,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1596,Bareland,Wetland,Water,Water,Water,Grassland
1597,Bareland,Wetland,Water,Water,Water,Wetland
1598,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL
1599,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1600,Bareland,Wetland,Forest,NULL,Non_Wetland,Wetland
1601,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
1602,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland
1603,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1604,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1605,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1606,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1607,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1608,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1609,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1610,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1611,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1612,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1613,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1614,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1615,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1616,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1617,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1618,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1619,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1620,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1621,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1622,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1623,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1624,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1625,Bareland,Built-up,NULL,Water,Non_Wetland,Grassland
1626,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1627,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1628,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1629,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1630,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1631,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1632,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1633,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1634,Bareland,Built-up,Shrubland,Water,Non_Wetland,Wetland
1635,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1636,Bareland,Built-up,Shrubland,Water,Non_Wetland,Built-up
1637,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1638,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1639,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1640,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1641,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1642,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1643,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland
1644,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1645,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1646,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1647,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1648,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1649,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1650,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1651,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1652,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1653,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1654,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1655,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1656,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1657,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1658,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1659,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1660,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1661,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1662,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1663,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1664,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1665,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1666,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1667,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1668,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1669,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1670,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1671,Bareland,Water,Wetland,NULL,Wetland,Grassland
1672,Bareland,Water,Wetland,NULL,Wetland,Wetland
1673,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1674,Bareland,Water,Wetland,Water,Wetland,Grassland
1675,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1676,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1677,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1678,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1679,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1680,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1681,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1682,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
