Value,AFRICA_2024_DynamicWorld_2024_36PXQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PXQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXQ_M_R,AFRICA_2024_WorldCover_2021_36PXQ_M_R
1285,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1286,Water,NULL,Bareland,Water,Non_Wetland,Water
1287,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1288,Water,NULL,Built-up,NULL,Non_Wetland,Water
1289,Water,NULL,Built-up,Water,Non_Wetland,Water
1290,Water,NULL,Water,NULL,Water,Grassland
1291,Water,NULL,Water,NULL,Water,Wetland
1292,Water,NULL,Water,NULL,Water,Water
1293,Water,NULL,Water,NULL,Water,Forest
1294,Water,NULL,Water,Non_Water,Water,Wetland
1295,Water,NULL,Water,Water,Water,Grassland
1296,Water,NULL,Water,Water,Water,Wetland
1297,Water,NULL,Water,Water,Water,Bareland
1298,Water,NULL,Water,Water,Water,Water
1299,Water,NULL,Forest,NULL,Non_Wetland,NULL
1300,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1301,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1302,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1303,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1304,Water,NULL,Forest,NULL,Non_Wetland,Water
1305,Water,NULL,Forest,NULL,Non_Wetland,Forest
1306,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1307,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1308,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1309,Water,NULL,Forest,Water,Non_Wetland,Grassland
1310,Water,NULL,Forest,Water,Non_Wetland,Wetland
1311,Water,NULL,Forest,Water,Non_Wetland,Water
1312,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1313,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1314,Water,Cropland,NULL,NULL,Non_Wetland,Water
1315,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1316,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1317,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1318,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1319,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1320,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1321,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1322,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1323,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1324,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1325,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1326,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1327,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1328,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1329,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1330,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1331,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1332,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1333,Water,Cropland,Cropland,Water,Non_Wetland,Water
1334,Water,Cropland,Wetland,NULL,Wetland,Wetland
1335,Water,Cropland,Wetland,NULL,Wetland,Forest
1336,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1337,Water,Cropland,Wetland,Water,Wetland,Wetland
1338,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1339,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1340,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1341,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1342,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1343,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1344,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1345,Water,Cropland,Bareland,Water,Non_Wetland,Water
1346,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1347,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1348,Water,Cropland,Water,NULL,Water,Grassland
1349,Water,Cropland,Water,NULL,Water,Wetland
1350,Water,Cropland,Water,Non_Water,Water,Wetland
1351,Water,Cropland,Water,Water,Water,Grassland
1352,Water,Cropland,Water,Water,Water,Wetland
1353,Water,Cropland,Water,Water,Water,Water
1354,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1355,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1356,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1357,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1358,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1359,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1360,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1361,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1362,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1363,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1364,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1365,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1366,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1367,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1368,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1369,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1370,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1371,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1372,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1373,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1374,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1375,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1376,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1377,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1378,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1379,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1380,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1381,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1382,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1383,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1384,Water,Wetland,Wetland,NULL,Wetland,NULL
1385,Water,Wetland,Wetland,NULL,Wetland,Grassland
1386,Water,Wetland,Wetland,NULL,Wetland,Wetland
1387,Water,Wetland,Wetland,NULL,Wetland,Water
1388,Water,Wetland,Wetland,NULL,Wetland,Forest
1389,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1390,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1391,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1392,Water,Wetland,Wetland,Water,Wetland,Grassland
1393,Water,Wetland,Wetland,Water,Wetland,Wetland
1394,Water,Wetland,Wetland,Water,Wetland,Water
1395,Water,Wetland,Wetland,Water,Wetland,Forest
1396,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1397,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1398,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
1399,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1400,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1401,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1402,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1403,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1404,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1405,Water,Wetland,Bareland,Water,Non_Wetland,Cropland
1406,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1407,Water,Wetland,Bareland,Water,Non_Wetland,Water
1408,Water,Wetland,Bareland,Water,Non_Wetland,Forest
1409,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1410,Water,Wetland,Built-up,NULL,Non_Wetland,Water
1411,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
1412,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
1413,Water,Wetland,Built-up,Water,Non_Wetland,Water
1414,Water,Wetland,Water,NULL,Water,Grassland
1415,Water,Wetland,Water,NULL,Water,Wetland
1416,Water,Wetland,Water,NULL,Water,Water
1417,Water,Wetland,Water,NULL,Water,Forest
1418,Water,Wetland,Water,Non_Water,Water,Grassland
1419,Water,Wetland,Water,Non_Water,Water,Wetland
1420,Water,Wetland,Water,Non_Water,Water,Water
1421,Water,Wetland,Water,Water,Water,Wetland
1422,Water,Wetland,Water,Water,Water,Water
1423,Water,Wetland,Water,Water,Water,Forest
1424,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1425,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1426,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
1427,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1428,Water,Wetland,Forest,NULL,Non_Wetland,Water
1429,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1430,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1431,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1432,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1433,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1434,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1435,Water,Wetland,Forest,Water,Non_Wetland,Water
1436,Water,Wetland,Forest,Water,Non_Wetland,Forest
1437,Water,Bareland,NULL,Water,Non_Wetland,Water
1438,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1439,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1440,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1441,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1442,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1443,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1444,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1445,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1446,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1447,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1448,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1449,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1450,Water,Bareland,Cropland,Water,Non_Wetland,Water
1451,Water,Bareland,Wetland,Water,Wetland,Water
1452,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1453,Water,Bareland,Bareland,Water,Non_Wetland,Water
1454,Water,Bareland,Built-up,Water,Non_Wetland,Water
1455,Water,Bareland,Water,Water,Water,Grassland
1456,Water,Bareland,Water,Water,Water,Wetland
1457,Water,Bareland,Water,Water,Water,Bareland
1458,Water,Bareland,Water,Water,Water,Water
1459,Water,Bareland,Forest,Water,Non_Wetland,Water
1460,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1461,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1462,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1463,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1464,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1465,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1466,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1467,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
1468,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1469,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1470,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1471,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1472,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1473,Water,Water,NULL,NULL,Non_Wetland,NULL
1474,Water,Water,NULL,NULL,Non_Wetland,Grassland
1475,Water,Water,NULL,NULL,Non_Wetland,Cropland
1476,Water,Water,NULL,NULL,Non_Wetland,Wetland
1477,Water,Water,NULL,NULL,Non_Wetland,Water
1478,Water,Water,NULL,NULL,Non_Wetland,Forest
1479,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1480,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1481,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1482,Water,Water,NULL,Non_Water,Non_Wetland,Water
1483,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1484,Water,Water,NULL,Water,Non_Wetland,Grassland
1485,Water,Water,NULL,Water,Non_Wetland,Cropland
1486,Water,Water,NULL,Water,Non_Wetland,Wetland
1487,Water,Water,NULL,Water,Non_Wetland,Bareland
1488,Water,Water,NULL,Water,Non_Wetland,Water
1489,Water,Water,NULL,Water,Non_Wetland,Forest
1490,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1491,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1492,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1493,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1494,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1495,Water,Water,Shrubland,NULL,Non_Wetland,Water
1496,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1497,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1498,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1499,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1500,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1501,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1502,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1503,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1504,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1505,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1506,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1507,Water,Water,Shrubland,Water,Non_Wetland,Water
1508,Water,Water,Shrubland,Water,Non_Wetland,Forest
1509,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1510,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1511,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1512,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1513,Water,Water,Grassland,NULL,Non_Wetland,Water
1514,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1515,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1516,Water,Water,Grassland,Water,Non_Wetland,Grassland
1517,Water,Water,Grassland,Water,Non_Wetland,Wetland
1518,Water,Water,Grassland,Water,Non_Wetland,Water
1519,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1520,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1521,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1522,Water,Water,Cropland,NULL,Non_Wetland,Water
1523,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1524,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1525,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1526,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1527,Water,Water,Cropland,Water,Non_Wetland,Grassland
1528,Water,Water,Cropland,Water,Non_Wetland,Cropland
1529,Water,Water,Cropland,Water,Non_Wetland,Wetland
1530,Water,Water,Cropland,Water,Non_Wetland,Bareland
1531,Water,Water,Cropland,Water,Non_Wetland,Water
1532,Water,Water,Wetland,NULL,Wetland,Grassland
1533,Water,Water,Wetland,NULL,Wetland,Cropland
1534,Water,Water,Wetland,NULL,Wetland,Wetland
1535,Water,Water,Wetland,NULL,Wetland,Water
1536,Water,Water,Wetland,NULL,Wetland,Forest
1537,Water,Water,Wetland,Non_Water,Wetland,Grassland
1538,Water,Water,Wetland,Non_Water,Wetland,Cropland
1539,Water,Water,Wetland,Non_Water,Wetland,Wetland
1540,Water,Water,Wetland,Non_Water,Wetland,Water
1541,Water,Water,Wetland,Non_Water,Wetland,Forest
1542,Water,Water,Wetland,Water,Wetland,Grassland
1543,Water,Water,Wetland,Water,Wetland,Cropland
1544,Water,Water,Wetland,Water,Wetland,Wetland
1545,Water,Water,Wetland,Water,Wetland,Bareland
1546,Water,Water,Wetland,Water,Wetland,Water
1547,Water,Water,Wetland,Water,Wetland,Forest
1548,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1549,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1550,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1551,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1552,Water,Water,Bareland,NULL,Non_Wetland,Water
1553,Water,Water,Bareland,NULL,Non_Wetland,Forest
1554,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1555,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1556,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1557,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1558,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1559,Water,Water,Bareland,Water,Non_Wetland,Grassland
1560,Water,Water,Bareland,Water,Non_Wetland,Cropland
1561,Water,Water,Bareland,Water,Non_Wetland,Wetland
1562,Water,Water,Bareland,Water,Non_Wetland,Bareland
1563,Water,Water,Bareland,Water,Non_Wetland,Water
1564,Water,Water,Bareland,Water,Non_Wetland,Forest
1565,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1566,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1567,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1568,Water,Water,Built-up,NULL,Non_Wetland,Water
1569,Water,Water,Built-up,NULL,Non_Wetland,Forest
1570,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1571,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1572,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1573,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1574,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1575,Water,Water,Built-up,Water,Non_Wetland,Grassland
1576,Water,Water,Built-up,Water,Non_Wetland,Cropland
1577,Water,Water,Built-up,Water,Non_Wetland,Wetland
1578,Water,Water,Built-up,Water,Non_Wetland,Water
1579,Water,Water,Built-up,Water,Non_Wetland,Forest
1580,Water,Water,Water,NULL,Water,Grassland
1581,Water,Water,Water,NULL,Water,Cropland
1582,Water,Water,Water,NULL,Water,Wetland
1583,Water,Water,Water,NULL,Water,Bareland
1584,Water,Water,Water,NULL,Water,Water
1585,Water,Water,Water,NULL,Water,Forest
1586,Water,Water,Water,Non_Water,Water,Grassland
1587,Water,Water,Water,Non_Water,Water,Cropland
1588,Water,Water,Water,Non_Water,Water,Wetland
1589,Water,Water,Water,Non_Water,Water,Bareland
1590,Water,Water,Water,Non_Water,Water,Water
1591,Water,Water,Water,Non_Water,Water,Forest
1592,Water,Water,Water,Water,Water,Grassland
1593,Water,Water,Water,Water,Water,Cropland
1594,Water,Water,Water,Water,Water,Wetland
1595,Water,Water,Water,Water,Water,Bareland
1596,Water,Water,Water,Water,Water,Water
1597,Water,Water,Water,Water,Water,Forest
1598,Water,Water,Forest,NULL,Non_Wetland,NULL
1599,Water,Water,Forest,NULL,Non_Wetland,Grassland
1600,Water,Water,Forest,NULL,Non_Wetland,Cropland
1601,Water,Water,Forest,NULL,Non_Wetland,Wetland
1602,Water,Water,Forest,NULL,Non_Wetland,Water
1603,Water,Water,Forest,NULL,Non_Wetland,Forest
1604,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1605,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1606,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1607,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1608,Water,Water,Forest,Non_Water,Non_Wetland,Water
1609,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1610,Water,Water,Forest,Water,Non_Wetland,Grassland
1611,Water,Water,Forest,Water,Non_Wetland,Cropland
1612,Water,Water,Forest,Water,Non_Wetland,Wetland
1613,Water,Water,Forest,Water,Non_Wetland,Bareland
1614,Water,Water,Forest,Water,Non_Wetland,Water
1615,Water,Water,Forest,Water,Non_Wetland,Forest
1616,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1617,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1618,Water,Forest,NULL,NULL,Non_Wetland,Forest
1619,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1620,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1621,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1622,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1623,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1624,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1625,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1626,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1627,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1628,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1629,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1630,Water,Forest,Wetland,NULL,Wetland,Wetland
1631,Water,Forest,Wetland,NULL,Wetland,Forest
1632,Water,Forest,Wetland,Water,Wetland,Wetland
1633,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1634,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1635,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1636,Water,Forest,Water,NULL,Water,Water
1637,Water,Forest,Water,Non_Water,Water,Wetland
1638,Water,Forest,Water,Water,Water,Wetland
1639,Water,Forest,Water,Water,Water,Water
1640,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1641,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1642,Water,Forest,Forest,NULL,Non_Wetland,Forest
1643,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
1644,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1645,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1646,Water,Forest,Forest,Water,Non_Wetland,Forest
1647,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1648,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1649,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1650,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1651,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1652,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1653,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1654,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1655,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1656,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1657,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1658,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1659,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1660,Forest,NULL,NULL,Water,Non_Wetland,Forest
1661,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1662,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1663,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1664,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1665,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1666,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1667,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1668,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1669,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1670,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1671,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1672,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1673,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1674,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1675,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1676,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1677,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1678,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1679,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1680,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1681,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1682,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1683,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1684,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1685,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1686,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1687,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1688,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1689,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1690,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1691,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1692,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1693,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1694,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1695,Forest,NULL,Wetland,NULL,Wetland,NULL
1696,Forest,NULL,Wetland,NULL,Wetland,Grassland
1697,Forest,NULL,Wetland,NULL,Wetland,Cropland
1698,Forest,NULL,Wetland,NULL,Wetland,Wetland
1699,Forest,NULL,Wetland,NULL,Wetland,Forest
1700,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1701,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1702,Forest,NULL,Wetland,Water,Wetland,Grassland
1703,Forest,NULL,Wetland,Water,Wetland,Wetland
1704,Forest,NULL,Wetland,Water,Wetland,Forest
1705,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1706,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1707,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1708,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1709,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1710,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1711,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1712,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1713,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1714,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1715,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1716,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1717,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1718,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1719,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1720,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1721,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1722,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1723,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1724,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1725,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1726,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1727,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1728,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1729,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1730,Forest,NULL,Water,NULL,Water,NULL
1731,Forest,NULL,Water,NULL,Water,Grassland
1732,Forest,NULL,Water,NULL,Water,Wetland
1733,Forest,NULL,Water,NULL,Water,Forest
1734,Forest,NULL,Water,Non_Water,Water,Wetland
