Value,AFRICA_2024_DynamicWorld_2024_37PDK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDK_M_R,AFRICA_2024_GSW_Yearly_2021_37PDK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDK_M_R,AFRICA_2024_WorldCover_2021_37PDK_M_R
2546,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
2547,Water,Wetland,Cropland,NULL,Non_Wetland,Cropland
2548,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
2549,Water,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
2550,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2551,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
2552,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
2553,Water,Wetland,Wetland,NULL,Wetland,NULL
2554,Water,Wetland,Wetland,NULL,Wetland,Grassland
2555,Water,Wetland,Wetland,NULL,Wetland,Wetland
2556,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
2557,Water,Wetland,Wetland,Non_Water,Wetland,Bareland
2558,Water,Wetland,Wetland,Water,Wetland,Cropland
2559,Water,Wetland,Wetland,Water,Wetland,Wetland
2560,Water,Wetland,Wetland,Water,Wetland,Bareland
2561,Water,Wetland,Wetland,Water,Wetland,Water
2562,Water,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2563,Water,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
2564,Water,Wetland,Bareland,NULL,Non_Wetland,Cropland
2565,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
2566,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
2567,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
2568,Water,Wetland,Water,Non_Water,Water,Wetland
2569,Water,Wetland,Water,Water,Water,Wetland
2570,Water,Wetland,Water,Water,Water,Water
2571,Water,Wetland,Forest,NULL,Non_Wetland,NULL
2572,Water,Wetland,Forest,NULL,Non_Wetland,Cropland
2573,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
2574,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2575,Water,Wetland,Forest,Water,Non_Wetland,Wetland
2576,Water,Bareland,NULL,Water,Non_Wetland,Wetland
2577,Water,Bareland,NULL,Water,Non_Wetland,Water
2578,Water,Bareland,Shrubland,NULL,Non_Wetland,Built-up
2579,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
2580,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
2581,Water,Bareland,Shrubland,Water,Non_Wetland,Water
2582,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
2583,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
2584,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
2585,Water,Bareland,Grassland,NULL,Non_Wetland,Water
2586,Water,Bareland,Grassland,Non_Water,Non_Wetland,Water
2587,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
2588,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
2589,Water,Bareland,Grassland,Water,Non_Wetland,Water
2590,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
2591,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
2592,Water,Bareland,Cropland,NULL,Non_Wetland,Water
2593,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
2594,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
2595,Water,Bareland,Cropland,Water,Non_Wetland,Water
2596,Water,Bareland,Wetland,Water,Wetland,NULL
2597,Water,Bareland,Wetland,Water,Wetland,Wetland
2598,Water,Bareland,Wetland,Water,Wetland,Water
2599,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
2600,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
2601,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
2602,Water,Bareland,Bareland,NULL,Non_Wetland,Water
2603,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
2604,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
2605,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
2606,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
2607,Water,Bareland,Bareland,Water,Non_Wetland,Water
2608,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
2609,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
2610,Water,Bareland,Water,NULL,Water,Wetland
2611,Water,Bareland,Water,NULL,Water,Water
2612,Water,Bareland,Water,Water,Water,Cropland
2613,Water,Bareland,Water,Water,Water,Water
2614,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
2615,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
2616,Water,Built-up,NULL,NULL,Non_Wetland,Forest
2617,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
2618,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2619,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2620,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2621,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
2622,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
2623,Water,Built-up,Shrubland,Water,Non_Wetland,NULL
2624,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
2625,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
2626,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
2627,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
2628,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland
2629,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
2630,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
2631,Water,Built-up,Grassland,Water,Non_Wetland,Grassland
2632,Water,Built-up,Grassland,Water,Non_Wetland,Bareland
2633,Water,Built-up,Grassland,Water,Non_Wetland,Water
2634,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
2635,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
2636,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
2637,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland
2638,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
2639,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
2640,Water,Built-up,Cropland,NULL,Non_Wetland,Water
2641,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
2642,Water,Built-up,Cropland,Water,Non_Wetland,Water
2643,Water,Built-up,Cropland,Water,Non_Wetland,Forest
2644,Water,Built-up,Wetland,NULL,Wetland,Forest
2645,Water,Built-up,Wetland,Water,Wetland,Grassland
2646,Water,Built-up,Wetland,Water,Wetland,Cropland
2647,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
2648,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
2649,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
2650,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
2651,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland
2652,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
2653,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
2654,Water,Built-up,Bareland,NULL,Non_Wetland,Water
2655,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
2656,Water,Built-up,Bareland,Non_Water,Non_Wetland,Forest
2657,Water,Built-up,Bareland,Water,Non_Wetland,Water
2658,Water,Built-up,Bareland,Water,Non_Wetland,Forest
2659,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
2660,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
2661,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
2662,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
2663,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
2664,Water,Built-up,Water,NULL,Water,Water
2665,Water,Built-up,Water,NULL,Water,Forest
2666,Water,Built-up,Water,Water,Water,Grassland
2667,Water,Built-up,Water,Water,Water,Built-up
2668,Water,Built-up,Forest,NULL,Non_Wetland,NULL
2669,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
2670,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
2671,Water,Built-up,Forest,NULL,Non_Wetland,Forest
2672,Water,Built-up,Forest,Water,Non_Wetland,NULL
2673,Water,Built-up,Forest,Water,Non_Wetland,Cropland
2674,Water,Built-up,Forest,Water,Non_Wetland,Forest
2675,Water,Water,NULL,NULL,Non_Wetland,NULL
2676,Water,Water,NULL,NULL,Non_Wetland,Grassland
2677,Water,Water,NULL,NULL,Non_Wetland,Cropland
2678,Water,Water,NULL,NULL,Non_Wetland,Wetland
2679,Water,Water,NULL,NULL,Non_Wetland,Bareland
2680,Water,Water,NULL,NULL,Non_Wetland,Water
2681,Water,Water,NULL,NULL,Non_Wetland,Forest
2682,Water,Water,NULL,Non_Water,Non_Wetland,NULL
2683,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
2684,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
2685,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
2686,Water,Water,NULL,Non_Water,Non_Wetland,Water
2687,Water,Water,NULL,Water,Non_Wetland,Cropland
2688,Water,Water,NULL,Water,Non_Wetland,Wetland
2689,Water,Water,NULL,Water,Non_Wetland,Water
2690,Water,Water,NULL,Water,Non_Wetland,Forest
2691,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2692,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2693,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2694,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
2695,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2696,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
2697,Water,Water,Shrubland,NULL,Non_Wetland,Water
2698,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2699,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
2700,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2701,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2702,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2703,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2704,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2705,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2706,Water,Water,Shrubland,Water,Non_Wetland,NULL
2707,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2708,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2709,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2710,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2711,Water,Water,Shrubland,Water,Non_Wetland,Water
2712,Water,Water,Shrubland,Water,Non_Wetland,Forest
2713,Water,Water,Grassland,NULL,Non_Wetland,NULL
2714,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2715,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2716,Water,Water,Grassland,NULL,Non_Wetland,Wetland
2717,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2718,Water,Water,Grassland,NULL,Non_Wetland,Built-up
2719,Water,Water,Grassland,NULL,Non_Wetland,Water
2720,Water,Water,Grassland,NULL,Non_Wetland,Forest
2721,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
2722,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2723,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2724,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
2725,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2726,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2727,Water,Water,Grassland,Water,Non_Wetland,NULL
2728,Water,Water,Grassland,Water,Non_Wetland,Grassland
2729,Water,Water,Grassland,Water,Non_Wetland,Cropland
2730,Water,Water,Grassland,Water,Non_Wetland,Wetland
2731,Water,Water,Grassland,Water,Non_Wetland,Bareland
2732,Water,Water,Grassland,Water,Non_Wetland,Water
2733,Water,Water,Cropland,NULL,Non_Wetland,NULL
2734,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2735,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2736,Water,Water,Cropland,NULL,Non_Wetland,Wetland
2737,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2738,Water,Water,Cropland,NULL,Non_Wetland,Built-up
2739,Water,Water,Cropland,NULL,Non_Wetland,Water
2740,Water,Water,Cropland,NULL,Non_Wetland,Forest
2741,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2742,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2743,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
2744,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2745,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2746,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2747,Water,Water,Cropland,Water,Non_Wetland,NULL
2748,Water,Water,Cropland,Water,Non_Wetland,Grassland
2749,Water,Water,Cropland,Water,Non_Wetland,Cropland
2750,Water,Water,Cropland,Water,Non_Wetland,Wetland
2751,Water,Water,Cropland,Water,Non_Wetland,Bareland
2752,Water,Water,Cropland,Water,Non_Wetland,Water
2753,Water,Water,Cropland,Water,Non_Wetland,Forest
2754,Water,Water,Wetland,NULL,Wetland,NULL
2755,Water,Water,Wetland,NULL,Wetland,Grassland
2756,Water,Water,Wetland,NULL,Wetland,Cropland
2757,Water,Water,Wetland,NULL,Wetland,Wetland
2758,Water,Water,Wetland,NULL,Wetland,Bareland
2759,Water,Water,Wetland,NULL,Wetland,Water
2760,Water,Water,Wetland,NULL,Wetland,Forest
2761,Water,Water,Wetland,Non_Water,Wetland,NULL
2762,Water,Water,Wetland,Non_Water,Wetland,Grassland
2763,Water,Water,Wetland,Non_Water,Wetland,Cropland
2764,Water,Water,Wetland,Non_Water,Wetland,Wetland
2765,Water,Water,Wetland,Non_Water,Wetland,Water
2766,Water,Water,Wetland,Non_Water,Wetland,Forest
2767,Water,Water,Wetland,Water,Wetland,NULL
2768,Water,Water,Wetland,Water,Wetland,Grassland
2769,Water,Water,Wetland,Water,Wetland,Cropland
2770,Water,Water,Wetland,Water,Wetland,Wetland
2771,Water,Water,Wetland,Water,Wetland,Bareland
2772,Water,Water,Wetland,Water,Wetland,Water
2773,Water,Water,Wetland,Water,Wetland,Forest
2774,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2775,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2776,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2777,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
2778,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
2779,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Cropland
2780,Water,Water,Bareland,NULL,Non_Wetland,NULL
2781,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2782,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2783,Water,Water,Bareland,NULL,Non_Wetland,Wetland
2784,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2785,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2786,Water,Water,Bareland,NULL,Non_Wetland,Water
2787,Water,Water,Bareland,NULL,Non_Wetland,Forest
2788,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
2789,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2790,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
2791,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
2792,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2793,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2794,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2795,Water,Water,Bareland,Water,Non_Wetland,NULL
2796,Water,Water,Bareland,Water,Non_Wetland,Grassland
2797,Water,Water,Bareland,Water,Non_Wetland,Cropland
2798,Water,Water,Bareland,Water,Non_Wetland,Wetland
2799,Water,Water,Bareland,Water,Non_Wetland,Bareland
2800,Water,Water,Bareland,Water,Non_Wetland,Water
2801,Water,Water,Bareland,Water,Non_Wetland,Forest
2802,Water,Water,Built-up,NULL,Non_Wetland,NULL
2803,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2804,Water,Water,Built-up,NULL,Non_Wetland,Cropland
2805,Water,Water,Built-up,NULL,Non_Wetland,Wetland
2806,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2807,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2808,Water,Water,Built-up,NULL,Non_Wetland,Water
2809,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
2810,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2811,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
2812,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
2813,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2814,Water,Water,Built-up,Water,Non_Wetland,NULL
2815,Water,Water,Built-up,Water,Non_Wetland,Grassland
2816,Water,Water,Built-up,Water,Non_Wetland,Cropland
2817,Water,Water,Built-up,Water,Non_Wetland,Wetland
2818,Water,Water,Built-up,Water,Non_Wetland,Bareland
2819,Water,Water,Built-up,Water,Non_Wetland,Water
2820,Water,Water,Built-up,Water,Non_Wetland,Forest
2821,Water,Water,Water,NULL,Water,NULL
2822,Water,Water,Water,NULL,Water,Grassland
2823,Water,Water,Water,NULL,Water,Cropland
2824,Water,Water,Water,NULL,Water,Wetland
2825,Water,Water,Water,NULL,Water,Bareland
2826,Water,Water,Water,NULL,Water,Water
2827,Water,Water,Water,NULL,Water,Forest
2828,Water,Water,Water,Non_Water,Water,NULL
2829,Water,Water,Water,Non_Water,Water,Cropland
2830,Water,Water,Water,Non_Water,Water,Wetland
2831,Water,Water,Water,Non_Water,Water,Bareland
2832,Water,Water,Water,Non_Water,Water,Water
2833,Water,Water,Water,Non_Water,Water,Forest
2834,Water,Water,Water,Water,Water,NULL
2835,Water,Water,Water,Water,Water,Grassland
2836,Water,Water,Water,Water,Water,Cropland
2837,Water,Water,Water,Water,Water,Wetland
2838,Water,Water,Water,Water,Water,Bareland
2839,Water,Water,Water,Water,Water,Water
2840,Water,Water,Water,Water,Water,Forest
2841,Water,Water,Forest,NULL,Non_Wetland,NULL
2842,Water,Water,Forest,NULL,Non_Wetland,Grassland
2843,Water,Water,Forest,NULL,Non_Wetland,Cropland
2844,Water,Water,Forest,NULL,Non_Wetland,Wetland
2845,Water,Water,Forest,NULL,Non_Wetland,Bareland
2846,Water,Water,Forest,NULL,Non_Wetland,Built-up
2847,Water,Water,Forest,NULL,Non_Wetland,Water
2848,Water,Water,Forest,NULL,Non_Wetland,Forest
2849,Water,Water,Forest,Non_Water,Non_Wetland,NULL
2850,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2851,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
2852,Water,Water,Forest,Non_Water,Non_Wetland,Water
2853,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2854,Water,Water,Forest,Water,Non_Wetland,NULL
2855,Water,Water,Forest,Water,Non_Wetland,Cropland
2856,Water,Water,Forest,Water,Non_Wetland,Wetland
2857,Water,Water,Forest,Water,Non_Wetland,Bareland
2858,Water,Water,Forest,Water,Non_Wetland,Water
2859,Water,Water,Forest,Water,Non_Wetland,Forest
2860,Water,Forest,NULL,NULL,Non_Wetland,Forest
2861,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2862,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2863,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2864,Water,Forest,Grassland,Water,Non_Wetland,Cropland
2865,Water,Forest,Cropland,NULL,Non_Wetland,NULL
2866,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
2867,Water,Forest,Wetland,NULL,Wetland,Wetland
2868,Water,Forest,Wetland,Water,Wetland,Wetland
2869,Water,Forest,Bareland,NULL,Non_Wetland,NULL
2870,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2871,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
2872,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2873,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
2874,Water,Forest,Built-up,NULL,Non_Wetland,NULL
2875,Water,Forest,Water,NULL,Water,Wetland
2876,Water,Forest,Water,Water,Water,Wetland
2877,Water,Forest,Forest,NULL,Non_Wetland,NULL
2878,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2879,Water,Forest,Forest,NULL,Non_Wetland,Forest
2880,Water,Forest,Forest,Water,Non_Wetland,Forest
2881,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL
2882,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2883,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Built-up
2884,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Forest
2885,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL
2886,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland
2887,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Built-up
2888,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,Grassland
2889,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Grassland
2890,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Built-up
2891,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2892,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
2893,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Built-up
2894,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
2895,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Cropland
2896,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
2897,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2898,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2899,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
2900,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2901,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2902,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2903,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2904,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2905,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2906,Forest,NULL,NULL,Water,Non_Wetland,Wetland
2907,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2908,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2909,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2910,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2911,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2912,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2913,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2914,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2915,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2916,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2917,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2918,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2919,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2920,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2921,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2922,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2923,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2924,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2925,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2926,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2927,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2928,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2929,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2930,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2931,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
2932,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2933,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2934,Forest,NULL,Grassland,Water,Non_Wetland,NULL
2935,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2936,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2937,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2938,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2939,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2940,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2941,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2942,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2943,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2944,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2945,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2946,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
2947,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2948,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2949,Forest,NULL,Cropland,Water,Non_Wetland,NULL
2950,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
2951,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2952,Forest,NULL,Wetland,NULL,Wetland,NULL
2953,Forest,NULL,Wetland,NULL,Wetland,Grassland
2954,Forest,NULL,Wetland,NULL,Wetland,Cropland
2955,Forest,NULL,Wetland,NULL,Wetland,Wetland
2956,Forest,NULL,Wetland,NULL,Wetland,Forest
2957,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2958,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
2959,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2960,Forest,NULL,Wetland,Water,Wetland,NULL
2961,Forest,NULL,Wetland,Water,Wetland,Cropland
2962,Forest,NULL,Wetland,Water,Wetland,Wetland
2963,Forest,NULL,Wetland,Water,Wetland,Water
2964,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
2965,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
2966,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
2967,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
2968,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2969,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2970,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2971,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2972,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2973,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2974,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2975,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2976,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
2977,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2978,Forest,NULL,Bareland,Water,Non_Wetland,Water
2979,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2980,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2981,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2982,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2983,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2984,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
