Value,AFRICA_2024_DynamicWorld_2024_36PUR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUR_M_R,AFRICA_2024_GSW_Yearly_2021_36PUR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUR_M_R,AFRICA_2024_WorldCover_2021_36PUR_M_R
1293,Water,NULL,Forest,NULL,Non_Wetland,NULL
1294,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1295,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1296,Water,NULL,Forest,NULL,Non_Wetland,Water
1297,Water,NULL,Forest,NULL,Non_Wetland,Forest
1298,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1299,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1300,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1301,Water,NULL,Forest,Water,Non_Wetland,Grassland
1302,Water,NULL,Forest,Water,Non_Wetland,Wetland
1303,Water,NULL,Forest,Water,Non_Wetland,Water
1304,Water,NULL,Forest,Water,Non_Wetland,Forest
1305,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1306,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1307,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1308,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1309,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1310,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1311,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1312,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1313,Water,Cropland,Wetland,NULL,Wetland,Grassland
1314,Water,Cropland,Wetland,Water,Wetland,Grassland
1315,Water,Cropland,Wetland,Water,Wetland,Bareland
1316,Water,Cropland,Wetland,Water,Wetland,Water
1317,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1318,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1319,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1320,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1321,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1322,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1323,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1324,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1325,Water,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1326,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
1327,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
1328,Water,Cropland,Built-up,Water,Non_Wetland,Water
1329,Water,Cropland,Water,Water,Water,Grassland
1330,Water,Cropland,Water,Water,Water,Water
1331,Water,Wetland,NULL,NULL,Non_Wetland,NULL
1332,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1333,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1334,Water,Wetland,NULL,NULL,Non_Wetland,Water
1335,Water,Wetland,NULL,NULL,Non_Wetland,Forest
1336,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1337,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1338,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1339,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1340,Water,Wetland,NULL,Water,Non_Wetland,Forest
1341,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1342,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1343,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1344,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1345,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1346,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1347,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1348,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1349,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1350,Water,Wetland,Shrubland,Water,Non_Wetland,NULL
1351,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1352,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1353,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1354,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1355,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1356,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
1357,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1358,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1359,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1360,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1361,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1362,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
1363,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1364,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1365,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1366,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1367,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1368,Water,Wetland,Wetland,NULL,Wetland,NULL
1369,Water,Wetland,Wetland,NULL,Wetland,Grassland
1370,Water,Wetland,Wetland,NULL,Wetland,Wetland
1371,Water,Wetland,Wetland,NULL,Wetland,Water
1372,Water,Wetland,Wetland,NULL,Wetland,Forest
1373,Water,Wetland,Wetland,Non_Water,Wetland,NULL
1374,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1375,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1376,Water,Wetland,Wetland,Non_Water,Wetland,Water
1377,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1378,Water,Wetland,Wetland,Water,Wetland,NULL
1379,Water,Wetland,Wetland,Water,Wetland,Grassland
1380,Water,Wetland,Wetland,Water,Wetland,Wetland
1381,Water,Wetland,Wetland,Water,Wetland,Bareland
1382,Water,Wetland,Wetland,Water,Wetland,Water
1383,Water,Wetland,Wetland,Water,Wetland,Forest
1384,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
1385,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1386,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1387,Water,Wetland,Bareland,NULL,Non_Wetland,Water
1388,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
1389,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1390,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1391,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1392,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1393,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1394,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1395,Water,Wetland,Bareland,Water,Non_Wetland,Water
1396,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1397,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1398,Water,Wetland,Built-up,NULL,Non_Wetland,Forest
1399,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1400,Water,Wetland,Built-up,Water,Non_Wetland,NULL
1401,Water,Wetland,Built-up,Water,Non_Wetland,Forest
1402,Water,Wetland,Water,NULL,Water,NULL
1403,Water,Wetland,Water,NULL,Water,Grassland
1404,Water,Wetland,Water,NULL,Water,Wetland
1405,Water,Wetland,Water,NULL,Water,Water
1406,Water,Wetland,Water,NULL,Water,Forest
1407,Water,Wetland,Water,Non_Water,Water,Grassland
1408,Water,Wetland,Water,Non_Water,Water,Wetland
1409,Water,Wetland,Water,Non_Water,Water,Water
1410,Water,Wetland,Water,Non_Water,Water,Forest
1411,Water,Wetland,Water,Water,Water,NULL
1412,Water,Wetland,Water,Water,Water,Grassland
1413,Water,Wetland,Water,Water,Water,Wetland
1414,Water,Wetland,Water,Water,Water,Bareland
1415,Water,Wetland,Water,Water,Water,Water
1416,Water,Wetland,Water,Water,Water,Forest
1417,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1418,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1419,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1420,Water,Wetland,Forest,NULL,Non_Wetland,Water
1421,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1422,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1423,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1424,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1425,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1426,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1427,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1428,Water,Wetland,Forest,Water,Non_Wetland,Water
1429,Water,Wetland,Forest,Water,Non_Wetland,Forest
1430,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1431,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1432,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1433,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1434,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1435,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
1436,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1437,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1438,Water,Built-up,Cropland,Water,Non_Wetland,Wetland
1439,Water,Built-up,Wetland,NULL,Wetland,Forest
1440,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1441,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1442,Water,Built-up,Wetland,Water,Wetland,Grassland
1443,Water,Built-up,Wetland,Water,Wetland,Water
1444,Water,Built-up,Wetland,Water,Wetland,Forest
1445,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1446,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1447,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1448,Water,Built-up,Water,NULL,Water,Forest
1449,Water,Built-up,Water,Non_Water,Water,Forest
1450,Water,Built-up,Water,Water,Water,Forest
1451,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
1452,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1453,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1454,Water,Water,NULL,NULL,Non_Wetland,NULL
1455,Water,Water,NULL,NULL,Non_Wetland,Grassland
1456,Water,Water,NULL,NULL,Non_Wetland,Wetland
1457,Water,Water,NULL,NULL,Non_Wetland,Water
1458,Water,Water,NULL,NULL,Non_Wetland,Forest
1459,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1460,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1461,Water,Water,NULL,Non_Water,Non_Wetland,Water
1462,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1463,Water,Water,NULL,Water,Non_Wetland,Grassland
1464,Water,Water,NULL,Water,Non_Wetland,Wetland
1465,Water,Water,NULL,Water,Non_Wetland,Water
1466,Water,Water,NULL,Water,Non_Wetland,Forest
1467,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1468,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1469,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1470,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1471,Water,Water,Shrubland,NULL,Non_Wetland,Water
1472,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1473,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1474,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1475,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1476,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1477,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1478,Water,Water,Shrubland,Water,Non_Wetland,NULL
1479,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1480,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1481,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1482,Water,Water,Shrubland,Water,Non_Wetland,Water
1483,Water,Water,Shrubland,Water,Non_Wetland,Forest
1484,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1485,Water,Water,Grassland,NULL,Non_Wetland,Forest
1486,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1487,Water,Water,Grassland,Water,Non_Wetland,Grassland
1488,Water,Water,Grassland,Water,Non_Wetland,Water
1489,Water,Water,Cropland,NULL,Non_Wetland,NULL
1490,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1491,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1492,Water,Water,Cropland,NULL,Non_Wetland,Water
1493,Water,Water,Cropland,NULL,Non_Wetland,Forest
1494,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1495,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1496,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1497,Water,Water,Cropland,Water,Non_Wetland,Grassland
1498,Water,Water,Cropland,Water,Non_Wetland,Wetland
1499,Water,Water,Cropland,Water,Non_Wetland,Water
1500,Water,Water,Wetland,NULL,Wetland,NULL
1501,Water,Water,Wetland,NULL,Wetland,Grassland
1502,Water,Water,Wetland,NULL,Wetland,Wetland
1503,Water,Water,Wetland,NULL,Wetland,Water
1504,Water,Water,Wetland,NULL,Wetland,Forest
1505,Water,Water,Wetland,Non_Water,Wetland,NULL
1506,Water,Water,Wetland,Non_Water,Wetland,Grassland
1507,Water,Water,Wetland,Non_Water,Wetland,Wetland
1508,Water,Water,Wetland,Non_Water,Wetland,Water
1509,Water,Water,Wetland,Non_Water,Wetland,Forest
1510,Water,Water,Wetland,Water,Wetland,NULL
1511,Water,Water,Wetland,Water,Wetland,Grassland
1512,Water,Water,Wetland,Water,Wetland,Wetland
1513,Water,Water,Wetland,Water,Wetland,Bareland
1514,Water,Water,Wetland,Water,Wetland,Water
1515,Water,Water,Wetland,Water,Wetland,Forest
1516,Water,Water,Bareland,NULL,Non_Wetland,NULL
1517,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1518,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1519,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1520,Water,Water,Bareland,NULL,Non_Wetland,Water
1521,Water,Water,Bareland,NULL,Non_Wetland,Forest
1522,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1523,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1524,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1525,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1526,Water,Water,Bareland,Water,Non_Wetland,Grassland
1527,Water,Water,Bareland,Water,Non_Wetland,Wetland
1528,Water,Water,Bareland,Water,Non_Wetland,Bareland
1529,Water,Water,Bareland,Water,Non_Wetland,Water
1530,Water,Water,Bareland,Water,Non_Wetland,Forest
1531,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1532,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1533,Water,Water,Built-up,NULL,Non_Wetland,Water
1534,Water,Water,Built-up,NULL,Non_Wetland,Forest
1535,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1536,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1537,Water,Water,Built-up,Water,Non_Wetland,Grassland
1538,Water,Water,Built-up,Water,Non_Wetland,Wetland
1539,Water,Water,Built-up,Water,Non_Wetland,Water
1540,Water,Water,Water,NULL,Water,NULL
1541,Water,Water,Water,NULL,Water,Grassland
1542,Water,Water,Water,NULL,Water,Wetland
1543,Water,Water,Water,NULL,Water,Water
1544,Water,Water,Water,NULL,Water,Forest
1545,Water,Water,Water,Non_Water,Water,Grassland
1546,Water,Water,Water,Non_Water,Water,Wetland
1547,Water,Water,Water,Non_Water,Water,Water
1548,Water,Water,Water,Non_Water,Water,Forest
1549,Water,Water,Water,Water,Water,NULL
1550,Water,Water,Water,Water,Water,Grassland
1551,Water,Water,Water,Water,Water,Wetland
1552,Water,Water,Water,Water,Water,Bareland
1553,Water,Water,Water,Water,Water,Water
1554,Water,Water,Water,Water,Water,Forest
1555,Water,Water,Forest,NULL,Non_Wetland,NULL
1556,Water,Water,Forest,NULL,Non_Wetland,Grassland
1557,Water,Water,Forest,NULL,Non_Wetland,Wetland
1558,Water,Water,Forest,NULL,Non_Wetland,Water
1559,Water,Water,Forest,NULL,Non_Wetland,Forest
1560,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1561,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1562,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1563,Water,Water,Forest,Non_Water,Non_Wetland,Water
1564,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1565,Water,Water,Forest,Water,Non_Wetland,NULL
1566,Water,Water,Forest,Water,Non_Wetland,Grassland
1567,Water,Water,Forest,Water,Non_Wetland,Wetland
1568,Water,Water,Forest,Water,Non_Wetland,Bareland
1569,Water,Water,Forest,Water,Non_Wetland,Water
1570,Water,Water,Forest,Water,Non_Wetland,Forest
1571,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1572,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1573,Water,Forest,NULL,NULL,Non_Wetland,Forest
1574,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1575,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1576,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1577,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1578,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1579,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1580,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1581,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1582,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1583,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1584,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1585,Water,Forest,Shrubland,Water,Non_Wetland,Water
1586,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1587,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1588,Water,Forest,Cropland,Water,Non_Wetland,Water
1589,Water,Forest,Wetland,NULL,Wetland,NULL
1590,Water,Forest,Wetland,NULL,Wetland,Grassland
1591,Water,Forest,Wetland,NULL,Wetland,Wetland
1592,Water,Forest,Wetland,NULL,Wetland,Water
1593,Water,Forest,Wetland,NULL,Wetland,Forest
1594,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1595,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1596,Water,Forest,Wetland,Non_Water,Wetland,Forest
1597,Water,Forest,Wetland,Water,Wetland,Grassland
1598,Water,Forest,Wetland,Water,Wetland,Wetland
1599,Water,Forest,Wetland,Water,Wetland,Water
1600,Water,Forest,Wetland,Water,Wetland,Forest
1601,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1602,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1603,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1604,Water,Forest,Bareland,NULL,Non_Wetland,Water
1605,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1606,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1607,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
1608,Water,Forest,Bareland,Water,Non_Wetland,Wetland
1609,Water,Forest,Bareland,Water,Non_Wetland,Water
1610,Water,Forest,Bareland,Water,Non_Wetland,Forest
1611,Water,Forest,Water,NULL,Water,Wetland
1612,Water,Forest,Water,NULL,Water,Forest
1613,Water,Forest,Water,Non_Water,Water,Wetland
1614,Water,Forest,Water,Non_Water,Water,Forest
1615,Water,Forest,Water,Water,Water,Grassland
1616,Water,Forest,Water,Water,Water,Wetland
1617,Water,Forest,Water,Water,Water,Bareland
1618,Water,Forest,Water,Water,Water,Water
1619,Water,Forest,Water,Water,Water,Forest
1620,Water,Forest,Forest,NULL,Non_Wetland,NULL
1621,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1622,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1623,Water,Forest,Forest,NULL,Non_Wetland,Water
1624,Water,Forest,Forest,NULL,Non_Wetland,Forest
1625,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1626,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1627,Water,Forest,Forest,Water,Non_Wetland,NULL
1628,Water,Forest,Forest,Water,Non_Wetland,Grassland
1629,Water,Forest,Forest,Water,Non_Wetland,Wetland
1630,Water,Forest,Forest,Water,Non_Wetland,Water
1631,Water,Forest,Forest,Water,Non_Wetland,Forest
1632,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1633,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1634,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1635,Forest,NULL,NULL,NULL,Non_Wetland,Water
1636,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1637,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1638,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1639,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1640,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1641,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1642,Forest,NULL,NULL,Water,Non_Wetland,Forest
1643,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1644,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1645,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1646,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1647,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1648,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1649,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1650,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1651,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1652,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1653,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1654,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1655,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1656,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1657,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1658,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1659,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1660,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1661,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1662,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1663,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1664,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1665,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1666,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1667,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1668,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
1669,Forest,NULL,Grassland,Water,Non_Wetland,Water
1670,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1671,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1672,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1673,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1674,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1675,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1676,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1677,Forest,NULL,Cropland,Water,Non_Wetland,Water
1678,Forest,NULL,Wetland,NULL,Wetland,NULL
1679,Forest,NULL,Wetland,NULL,Wetland,Grassland
1680,Forest,NULL,Wetland,NULL,Wetland,Wetland
1681,Forest,NULL,Wetland,NULL,Wetland,Water
1682,Forest,NULL,Wetland,NULL,Wetland,Forest
1683,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1684,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1685,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1686,Forest,NULL,Wetland,Non_Water,Wetland,Water
1687,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1688,Forest,NULL,Wetland,Water,Wetland,Grassland
1689,Forest,NULL,Wetland,Water,Wetland,Wetland
1690,Forest,NULL,Wetland,Water,Wetland,Forest
1691,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1692,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1693,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1694,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1695,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1696,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1697,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1698,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1699,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1700,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1701,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1702,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1703,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1704,Forest,NULL,Built-up,NULL,Non_Wetland,Water
1705,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1706,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1707,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
1708,Forest,NULL,Built-up,Water,Non_Wetland,Water
1709,Forest,NULL,Water,NULL,Water,NULL
1710,Forest,NULL,Water,NULL,Water,Grassland
1711,Forest,NULL,Water,NULL,Water,Wetland
1712,Forest,NULL,Water,NULL,Water,Water
1713,Forest,NULL,Water,NULL,Water,Forest
1714,Forest,NULL,Water,Non_Water,Water,Forest
1715,Forest,NULL,Water,Water,Water,NULL
1716,Forest,NULL,Water,Water,Water,Grassland
1717,Forest,NULL,Water,Water,Water,Wetland
1718,Forest,NULL,Water,Water,Water,Water
1719,Forest,NULL,Water,Water,Water,Forest
1720,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1721,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1722,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1723,Forest,NULL,Forest,NULL,Non_Wetland,Water
1724,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1725,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1726,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1727,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1728,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1729,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1730,Forest,NULL,Forest,Water,Non_Wetland,NULL
1731,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1732,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1733,Forest,NULL,Forest,Water,Non_Wetland,Water
1734,Forest,NULL,Forest,Water,Non_Wetland,Forest
1735,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1736,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1737,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1738,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1739,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1740,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1741,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1742,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1743,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1744,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1745,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
