Value,AFRICA_2024_DynamicWorld_2024_36PWQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PWQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWQ_M_R,AFRICA_2024_WorldCover_2021_36PWQ_M_R
1296,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1297,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1298,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water
1299,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1300,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1301,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1302,Water,Wetland,Bareland,Water,Non_Wetland,Water
1303,Water,Wetland,Bareland,Water,Non_Wetland,Forest
1304,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1305,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
1306,Water,Wetland,Water,NULL,Water,Grassland
1307,Water,Wetland,Water,NULL,Water,Wetland
1308,Water,Wetland,Water,NULL,Water,Water
1309,Water,Wetland,Water,NULL,Water,Forest
1310,Water,Wetland,Water,Non_Water,Water,Grassland
1311,Water,Wetland,Water,Non_Water,Water,Wetland
1312,Water,Wetland,Water,Non_Water,Water,Water
1313,Water,Wetland,Water,Non_Water,Water,Forest
1314,Water,Wetland,Water,Water,Water,Grassland
1315,Water,Wetland,Water,Water,Water,Wetland
1316,Water,Wetland,Water,Water,Water,Water
1317,Water,Wetland,Water,Water,Water,Forest
1318,Water,Wetland,Forest,NULL,Non_Wetland,NULL
1319,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1320,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1321,Water,Wetland,Forest,NULL,Non_Wetland,Water
1322,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1323,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1324,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1325,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1326,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1327,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1328,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1329,Water,Wetland,Forest,Water,Non_Wetland,Water
1330,Water,Wetland,Forest,Water,Non_Wetland,Forest
1331,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1332,Water,Bareland,NULL,Water,Non_Wetland,Grassland
1333,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1334,Water,Bareland,NULL,Water,Non_Wetland,Water
1335,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1336,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1337,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1338,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1339,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1340,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1341,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1342,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1343,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1344,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1345,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1346,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1347,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1348,Water,Bareland,Grassland,Water,Non_Wetland,Water
1349,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1350,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1351,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1352,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1353,Water,Bareland,Cropland,Water,Non_Wetland,Water
1354,Water,Bareland,Wetland,Water,Wetland,Water
1355,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1356,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1357,Water,Bareland,Bareland,Water,Non_Wetland,Water
1358,Water,Bareland,Built-up,Water,Non_Wetland,Water
1359,Water,Bareland,Water,NULL,Water,Bareland
1360,Water,Bareland,Water,Non_Water,Water,Grassland
1361,Water,Bareland,Water,Non_Water,Water,Wetland
1362,Water,Bareland,Water,Non_Water,Water,Bareland
1363,Water,Bareland,Water,Non_Water,Water,Water
1364,Water,Bareland,Water,Water,Water,Grassland
1365,Water,Bareland,Water,Water,Water,Wetland
1366,Water,Bareland,Water,Water,Water,Bareland
1367,Water,Bareland,Water,Water,Water,Water
1368,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1369,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1370,Water,Bareland,Forest,Water,Non_Wetland,Water
1371,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1372,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1373,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1374,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1375,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1376,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1377,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
1378,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1379,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1380,Water,Water,NULL,NULL,Non_Wetland,NULL
1381,Water,Water,NULL,NULL,Non_Wetland,Grassland
1382,Water,Water,NULL,NULL,Non_Wetland,Wetland
1383,Water,Water,NULL,NULL,Non_Wetland,Water
1384,Water,Water,NULL,NULL,Non_Wetland,Forest
1385,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1386,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1387,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1388,Water,Water,NULL,Non_Water,Non_Wetland,Water
1389,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1390,Water,Water,NULL,Water,Non_Wetland,NULL
1391,Water,Water,NULL,Water,Non_Wetland,Grassland
1392,Water,Water,NULL,Water,Non_Wetland,Wetland
1393,Water,Water,NULL,Water,Non_Wetland,Bareland
1394,Water,Water,NULL,Water,Non_Wetland,Water
1395,Water,Water,NULL,Water,Non_Wetland,Forest
1396,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1397,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1398,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1399,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1400,Water,Water,Shrubland,NULL,Non_Wetland,Water
1401,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1402,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1403,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1404,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1405,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1406,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1407,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1408,Water,Water,Shrubland,Water,Non_Wetland,NULL
1409,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1410,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1411,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1412,Water,Water,Shrubland,Water,Non_Wetland,Water
1413,Water,Water,Shrubland,Water,Non_Wetland,Forest
1414,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1415,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1416,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1417,Water,Water,Grassland,NULL,Non_Wetland,Water
1418,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1419,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1420,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1421,Water,Water,Grassland,Water,Non_Wetland,Grassland
1422,Water,Water,Grassland,Water,Non_Wetland,Wetland
1423,Water,Water,Grassland,Water,Non_Wetland,Bareland
1424,Water,Water,Grassland,Water,Non_Wetland,Water
1425,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1426,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1427,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1428,Water,Water,Cropland,NULL,Non_Wetland,Water
1429,Water,Water,Cropland,NULL,Non_Wetland,Forest
1430,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1431,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1432,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1433,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1434,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1435,Water,Water,Cropland,Water,Non_Wetland,Grassland
1436,Water,Water,Cropland,Water,Non_Wetland,Wetland
1437,Water,Water,Cropland,Water,Non_Wetland,Bareland
1438,Water,Water,Cropland,Water,Non_Wetland,Water
1439,Water,Water,Cropland,Water,Non_Wetland,Forest
1440,Water,Water,Wetland,NULL,Wetland,NULL
1441,Water,Water,Wetland,NULL,Wetland,Grassland
1442,Water,Water,Wetland,NULL,Wetland,Wetland
1443,Water,Water,Wetland,NULL,Wetland,Water
1444,Water,Water,Wetland,NULL,Wetland,Forest
1445,Water,Water,Wetland,Non_Water,Wetland,NULL
1446,Water,Water,Wetland,Non_Water,Wetland,Grassland
1447,Water,Water,Wetland,Non_Water,Wetland,Wetland
1448,Water,Water,Wetland,Non_Water,Wetland,Bareland
1449,Water,Water,Wetland,Non_Water,Wetland,Water
1450,Water,Water,Wetland,Non_Water,Wetland,Forest
1451,Water,Water,Wetland,Water,Wetland,Grassland
1452,Water,Water,Wetland,Water,Wetland,Wetland
1453,Water,Water,Wetland,Water,Wetland,Bareland
1454,Water,Water,Wetland,Water,Wetland,Water
1455,Water,Water,Wetland,Water,Wetland,Forest
1456,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1457,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1458,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1459,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1460,Water,Water,Bareland,NULL,Non_Wetland,Water
1461,Water,Water,Bareland,NULL,Non_Wetland,Forest
1462,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1463,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1464,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1465,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1466,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1467,Water,Water,Bareland,Water,Non_Wetland,Grassland
1468,Water,Water,Bareland,Water,Non_Wetland,Wetland
1469,Water,Water,Bareland,Water,Non_Wetland,Bareland
1470,Water,Water,Bareland,Water,Non_Wetland,Water
1471,Water,Water,Bareland,Water,Non_Wetland,Forest
1472,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1473,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1474,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1475,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1476,Water,Water,Built-up,NULL,Non_Wetland,Water
1477,Water,Water,Built-up,NULL,Non_Wetland,Forest
1478,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1479,Water,Water,Built-up,Water,Non_Wetland,Grassland
1480,Water,Water,Built-up,Water,Non_Wetland,Wetland
1481,Water,Water,Built-up,Water,Non_Wetland,Bareland
1482,Water,Water,Built-up,Water,Non_Wetland,Water
1483,Water,Water,Water,NULL,Water,Grassland
1484,Water,Water,Water,NULL,Water,Wetland
1485,Water,Water,Water,NULL,Water,Bareland
1486,Water,Water,Water,NULL,Water,Water
1487,Water,Water,Water,NULL,Water,Forest
1488,Water,Water,Water,Non_Water,Water,Grassland
1489,Water,Water,Water,Non_Water,Water,Wetland
1490,Water,Water,Water,Non_Water,Water,Bareland
1491,Water,Water,Water,Non_Water,Water,Water
1492,Water,Water,Water,Non_Water,Water,Forest
1493,Water,Water,Water,Water,Water,NULL
1494,Water,Water,Water,Water,Water,Grassland
1495,Water,Water,Water,Water,Water,Wetland
1496,Water,Water,Water,Water,Water,Bareland
1497,Water,Water,Water,Water,Water,Water
1498,Water,Water,Water,Water,Water,Forest
1499,Water,Water,Forest,NULL,Non_Wetland,NULL
1500,Water,Water,Forest,NULL,Non_Wetland,Grassland
1501,Water,Water,Forest,NULL,Non_Wetland,Wetland
1502,Water,Water,Forest,NULL,Non_Wetland,Bareland
1503,Water,Water,Forest,NULL,Non_Wetland,Water
1504,Water,Water,Forest,NULL,Non_Wetland,Forest
1505,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1506,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1507,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1508,Water,Water,Forest,Non_Water,Non_Wetland,Water
1509,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1510,Water,Water,Forest,Water,Non_Wetland,Grassland
1511,Water,Water,Forest,Water,Non_Wetland,Wetland
1512,Water,Water,Forest,Water,Non_Wetland,Bareland
1513,Water,Water,Forest,Water,Non_Wetland,Water
1514,Water,Water,Forest,Water,Non_Wetland,Forest
1515,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1516,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1517,Water,Forest,NULL,NULL,Non_Wetland,Forest
1518,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1519,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1520,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1521,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1522,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1523,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1524,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1525,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1526,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1527,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1528,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1529,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1530,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1531,Water,Forest,Wetland,NULL,Wetland,Wetland
1532,Water,Forest,Wetland,NULL,Wetland,Forest
1533,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1534,Water,Forest,Wetland,Water,Wetland,Wetland
1535,Water,Forest,Wetland,Water,Wetland,Water
1536,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1537,Water,Forest,Bareland,Water,Non_Wetland,Wetland
1538,Water,Forest,Water,Non_Water,Water,Grassland
1539,Water,Forest,Water,Water,Water,Wetland
1540,Water,Forest,Water,Water,Water,Water
1541,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1542,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1543,Water,Forest,Forest,NULL,Non_Wetland,Forest
1544,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1545,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1546,Water,Forest,Forest,Water,Non_Wetland,Grassland
1547,Water,Forest,Forest,Water,Non_Wetland,Wetland
1548,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1549,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1550,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1551,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1552,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1553,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1554,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1555,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1556,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1557,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1558,Forest,NULL,NULL,Water,Non_Wetland,Wetland
1559,Forest,NULL,NULL,Water,Non_Wetland,Water
1560,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1561,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1562,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1563,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1564,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1565,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1566,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1567,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1568,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1569,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1570,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1571,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1572,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1573,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1574,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1575,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1576,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1577,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1578,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1579,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1580,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1581,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1582,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1583,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1584,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1585,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1586,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1587,Forest,NULL,Wetland,NULL,Wetland,NULL
1588,Forest,NULL,Wetland,NULL,Wetland,Grassland
1589,Forest,NULL,Wetland,NULL,Wetland,Wetland
1590,Forest,NULL,Wetland,NULL,Wetland,Water
1591,Forest,NULL,Wetland,NULL,Wetland,Forest
1592,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1593,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1594,Forest,NULL,Wetland,Non_Water,Wetland,Water
1595,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1596,Forest,NULL,Wetland,Water,Wetland,Grassland
1597,Forest,NULL,Wetland,Water,Wetland,Wetland
1598,Forest,NULL,Wetland,Water,Wetland,Water
1599,Forest,NULL,Wetland,Water,Wetland,Forest
1600,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1601,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1602,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1603,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1604,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1605,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1606,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1607,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1608,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1609,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1610,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1611,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1612,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1613,Forest,NULL,Water,NULL,Water,Wetland
1614,Forest,NULL,Water,Non_Water,Water,Grassland
1615,Forest,NULL,Water,Non_Water,Water,Wetland
1616,Forest,NULL,Water,Non_Water,Water,Forest
1617,Forest,NULL,Water,Water,Water,Grassland
1618,Forest,NULL,Water,Water,Water,Wetland
1619,Forest,NULL,Water,Water,Water,Water
1620,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1621,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1622,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1623,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1624,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1625,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1626,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1627,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1628,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1629,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1630,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1631,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1632,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1633,Forest,NULL,Forest,Water,Non_Wetland,Water
1634,Forest,NULL,Forest,Water,Non_Wetland,Forest
1635,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1636,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1637,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1638,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1639,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1640,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1641,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1642,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1643,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1644,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1645,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1646,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1647,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1648,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1649,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1650,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1651,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1652,Forest,Cropland,Wetland,NULL,Wetland,Forest
1653,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1654,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1655,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1656,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1657,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1658,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1659,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1660,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1661,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1662,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1663,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1664,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1665,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1666,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
1667,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1668,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1669,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1670,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1671,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1672,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1673,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1674,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1675,Forest,Wetland,NULL,Water,Non_Wetland,Water
1676,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1677,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1678,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1679,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1680,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1681,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1682,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1683,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1684,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1685,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1686,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1687,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1688,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1689,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1690,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1691,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1692,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1693,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1694,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1695,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1696,Forest,Wetland,Wetland,NULL,Wetland,NULL
1697,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1698,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1699,Forest,Wetland,Wetland,NULL,Wetland,Water
1700,Forest,Wetland,Wetland,NULL,Wetland,Forest
1701,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1702,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1703,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1704,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1705,Forest,Wetland,Wetland,Water,Wetland,Grassland
1706,Forest,Wetland,Wetland,Water,Wetland,Wetland
1707,Forest,Wetland,Wetland,Water,Wetland,Water
1708,Forest,Wetland,Wetland,Water,Wetland,Forest
1709,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1710,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1711,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
1712,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1713,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1714,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1715,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
1716,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1717,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1718,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1719,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1720,Forest,Wetland,Water,NULL,Water,Wetland
1721,Forest,Wetland,Water,Non_Water,Water,Wetland
1722,Forest,Wetland,Water,Non_Water,Water,Water
1723,Forest,Wetland,Water,Water,Water,Grassland
1724,Forest,Wetland,Water,Water,Water,Wetland
1725,Forest,Wetland,Water,Water,Water,Water
1726,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1727,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1728,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1729,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1730,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1731,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
1732,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1733,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1734,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1735,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1736,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1737,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1738,Forest,Wetland,Forest,Water,Non_Wetland,Water
1739,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1740,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
