Value,AFRICA_2024_DynamicWorld_2024_36PWV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWV_M_R,AFRICA_2024_GSW_Yearly_2021_36PWV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWV_M_R,AFRICA_2024_WorldCover_2021_36PWV_M_R
1263,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1264,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1265,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1266,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1267,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1268,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1269,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
1270,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1271,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1272,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1273,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1274,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1275,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1276,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1277,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1278,Wetland,NULL,Wetland,NULL,Wetland,NULL
1279,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1280,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1281,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1282,Wetland,NULL,Wetland,NULL,Wetland,Water
1283,Wetland,NULL,Wetland,NULL,Wetland,Forest
1284,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1285,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1286,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1287,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1288,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1289,Wetland,NULL,Wetland,Water,Wetland,Grassland
1290,Wetland,NULL,Wetland,Water,Wetland,Cropland
1291,Wetland,NULL,Wetland,Water,Wetland,Wetland
1292,Wetland,NULL,Wetland,Water,Wetland,Water
1293,Wetland,NULL,Wetland,Water,Wetland,Forest
1294,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1295,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1296,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1297,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1298,Wetland,NULL,Water,NULL,Water,Cropland
1299,Wetland,NULL,Water,Non_Water,Water,NULL
1300,Wetland,NULL,Water,Non_Water,Water,Grassland
1301,Wetland,NULL,Water,Non_Water,Water,Forest
1302,Wetland,NULL,Water,Water,Water,Cropland
1303,Wetland,NULL,Water,Water,Water,Wetland
1304,Wetland,NULL,Water,Water,Water,Water
1305,Wetland,NULL,Water,Water,Water,Forest
1306,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1307,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1308,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1309,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1310,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1311,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1312,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1313,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1314,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1315,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1316,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
1317,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1318,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
1319,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1320,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1321,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1322,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1323,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1324,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1325,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1326,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1327,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland
1328,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1329,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1330,Wetland,Cropland,NULL,Water,Non_Wetland,Forest
1331,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1332,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1333,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1334,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1335,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1336,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1337,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1338,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1339,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1340,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1341,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1342,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL
1343,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1344,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1345,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1346,Wetland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1347,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
1348,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1349,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1350,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1351,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1352,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1353,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1354,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1355,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1356,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1357,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1358,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1359,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1360,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1361,Wetland,Cropland,Grassland,Water,Non_Wetland,Bareland
1362,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1363,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1364,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1365,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1366,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1367,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water
1368,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1369,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1370,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1371,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1372,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1373,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1374,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1375,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1376,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL
1377,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1378,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1379,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1380,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
1381,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1382,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1383,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1384,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1385,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1386,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1387,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1388,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1389,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1390,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1391,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
1392,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1393,Wetland,Cropland,Wetland,Water,Wetland,NULL
1394,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1395,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1396,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1397,Wetland,Cropland,Wetland,Water,Wetland,Water
1398,Wetland,Cropland,Wetland,Water,Wetland,Forest
1399,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1400,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1401,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1402,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland
1403,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1404,Wetland,Cropland,Bareland,Water,Non_Wetland,Forest
1405,Wetland,Cropland,Water,Non_Water,Water,NULL
1406,Wetland,Cropland,Water,Non_Water,Water,Cropland
1407,Wetland,Cropland,Water,Non_Water,Water,Water
1408,Wetland,Cropland,Water,Non_Water,Water,Forest
1409,Wetland,Cropland,Water,Water,Water,Grassland
1410,Wetland,Cropland,Water,Water,Water,Cropland
1411,Wetland,Cropland,Water,Water,Water,Wetland
1412,Wetland,Cropland,Water,Water,Water,Bareland
1413,Wetland,Cropland,Water,Water,Water,Water
1414,Wetland,Cropland,Water,Water,Water,Forest
1415,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1416,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1417,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1418,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1419,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1420,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1421,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1422,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1423,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1424,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1425,Wetland,Cropland,Forest,Water,Non_Wetland,NULL
1426,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1427,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1428,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1429,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
1430,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1431,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1432,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1433,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1434,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1435,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1436,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1437,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
1438,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1439,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
1440,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
1441,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1442,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1443,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1444,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1445,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1446,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1447,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1448,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1449,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1450,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1451,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
1452,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1453,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1454,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1455,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1456,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1457,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1458,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1459,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1460,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1461,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1462,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1463,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1464,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1465,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1466,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1467,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL
1468,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1469,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1470,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1471,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1472,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1473,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1474,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1475,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1476,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1477,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1478,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1479,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1480,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1481,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1482,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1483,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1484,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
1485,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1486,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1487,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1488,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
1489,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1490,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1491,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1492,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1493,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1494,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1495,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1496,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1497,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1498,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1499,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1500,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1501,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1502,Wetland,Wetland,Wetland,Water,Wetland,NULL
1503,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1504,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1505,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1506,Wetland,Wetland,Wetland,Water,Wetland,Water
1507,Wetland,Wetland,Wetland,Water,Wetland,Forest
1508,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1509,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1510,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1511,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1512,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1513,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1514,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1515,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1516,Wetland,Wetland,Water,Non_Water,Water,Grassland
1517,Wetland,Wetland,Water,Non_Water,Water,Cropland
1518,Wetland,Wetland,Water,Non_Water,Water,Wetland
1519,Wetland,Wetland,Water,Non_Water,Water,Water
1520,Wetland,Wetland,Water,Non_Water,Water,Forest
1521,Wetland,Wetland,Water,Water,Water,Grassland
1522,Wetland,Wetland,Water,Water,Water,Cropland
1523,Wetland,Wetland,Water,Water,Water,Wetland
1524,Wetland,Wetland,Water,Water,Water,Water
1525,Wetland,Wetland,Water,Water,Water,Forest
1526,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1527,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1528,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1529,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1530,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1531,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1532,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1533,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1534,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1535,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1536,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1537,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1538,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1539,Wetland,Bareland,Cropland,Water,Non_Wetland,Wetland
1540,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1541,Wetland,Built-up,NULL,NULL,Non_Wetland,Forest
1542,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1543,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
1544,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1545,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1546,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1547,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1548,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,NULL
1549,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1550,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1551,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1552,Wetland,Built-up,Cropland,Water,Non_Wetland,Grassland
1553,Wetland,Built-up,Cropland,Water,Non_Wetland,Cropland
1554,Wetland,Built-up,Cropland,Water,Non_Wetland,Forest
1555,Wetland,Built-up,Wetland,NULL,Wetland,Cropland
1556,Wetland,Built-up,Wetland,Non_Water,Wetland,Forest
1557,Wetland,Built-up,Wetland,Water,Wetland,Cropland
1558,Wetland,Built-up,Wetland,Water,Wetland,Forest
1559,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
1560,Wetland,Water,NULL,Non_Water,Non_Wetland,Cropland
1561,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
1562,Wetland,Water,NULL,Water,Non_Wetland,Cropland
1563,Wetland,Water,NULL,Water,Non_Wetland,Wetland
1564,Wetland,Water,NULL,Water,Non_Wetland,Forest
1565,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1566,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1567,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1568,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1569,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1570,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1571,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1572,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1573,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
1574,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1575,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
1576,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1577,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1578,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1579,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1580,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1581,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1582,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1583,Wetland,Water,Grassland,Water,Non_Wetland,Water
1584,Wetland,Water,Grassland,Water,Non_Wetland,Forest
1585,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
1586,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1587,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
1588,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1589,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
1590,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1591,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1592,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1593,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1594,Wetland,Water,Cropland,Water,Non_Wetland,NULL
1595,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1596,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1597,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1598,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1599,Wetland,Water,Wetland,NULL,Wetland,Forest
1600,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1601,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1602,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1603,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1604,Wetland,Water,Wetland,Water,Wetland,Grassland
1605,Wetland,Water,Wetland,Water,Wetland,Cropland
1606,Wetland,Water,Wetland,Water,Wetland,Wetland
1607,Wetland,Water,Wetland,Water,Wetland,Water
1608,Wetland,Water,Wetland,Water,Wetland,Forest
1609,Wetland,Water,Water,NULL,Water,Forest
1610,Wetland,Water,Water,Non_Water,Water,Grassland
1611,Wetland,Water,Water,Non_Water,Water,Water
1612,Wetland,Water,Water,Non_Water,Water,Forest
1613,Wetland,Water,Water,Water,Water,Cropland
1614,Wetland,Water,Water,Water,Water,Wetland
1615,Wetland,Water,Water,Water,Water,Water
1616,Wetland,Water,Water,Water,Water,Forest
1617,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
1618,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1619,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1620,Wetland,Water,Forest,Water,Non_Wetland,Grassland
1621,Wetland,Water,Forest,Water,Non_Wetland,Cropland
1622,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1623,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
1624,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1625,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1626,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
1627,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1628,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1629,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1630,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1631,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1632,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1633,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1634,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1635,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1636,Wetland,Forest,Wetland,NULL,Wetland,Cropland
1637,Wetland,Forest,Wetland,NULL,Wetland,Forest
1638,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
1639,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1640,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1641,Wetland,Forest,Wetland,Water,Wetland,Forest
1642,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1643,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1644,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1645,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1646,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1647,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1648,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1649,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1650,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1651,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1652,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1653,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1655,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1656,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1657,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1658,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1659,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1660,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1661,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1662,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1663,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1664,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1665,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1666,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1667,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1668,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1669,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1670,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1671,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1672,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1673,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1674,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1675,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1676,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1677,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1678,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
