Value,AFRICA_2024_DynamicWorld_2024_36NTP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTP_M_R,AFRICA_2024_GSW_Yearly_2021_36NTP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTP_M_R,AFRICA_2024_WorldCover_2021_36NTP_M_R
1325,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1326,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1327,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1328,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1329,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1330,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1331,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1332,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1333,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1334,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1335,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1336,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1337,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1338,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1339,Forest,NULL,Cropland,Water,Non_Wetland,Water
1340,Forest,NULL,Wetland,NULL,Wetland,NULL
1341,Forest,NULL,Wetland,NULL,Wetland,Grassland
1342,Forest,NULL,Wetland,NULL,Wetland,Wetland
1343,Forest,NULL,Wetland,NULL,Wetland,Water
1344,Forest,NULL,Wetland,NULL,Wetland,Forest
1345,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1346,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1347,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1348,Forest,NULL,Wetland,Water,Wetland,Grassland
1349,Forest,NULL,Wetland,Water,Wetland,Wetland
1350,Forest,NULL,Wetland,Water,Wetland,Water
1351,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1352,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1353,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1354,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1355,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1356,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1357,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1358,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1359,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1360,Forest,NULL,Water,NULL,Water,Grassland
1361,Forest,NULL,Water,NULL,Water,Wetland
1362,Forest,NULL,Water,NULL,Water,Water
1363,Forest,NULL,Water,NULL,Water,Forest
1364,Forest,NULL,Water,Non_Water,Water,Wetland
1365,Forest,NULL,Water,Water,Water,Grassland
1366,Forest,NULL,Water,Water,Water,Wetland
1367,Forest,NULL,Water,Water,Water,Water
1368,Forest,NULL,Water,Water,Water,Forest
1369,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1370,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1371,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1372,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1373,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1374,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1375,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1376,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1377,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1378,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1379,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1380,Forest,NULL,Forest,Water,Non_Wetland,Water
1381,Forest,NULL,Forest,Water,Non_Wetland,Forest
1382,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1383,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1384,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1385,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1386,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1387,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1388,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1389,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1390,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1391,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1392,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1393,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1394,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1395,Forest,Cropland,Wetland,NULL,Wetland,Forest
1396,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1397,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1398,Forest,Cropland,Wetland,Water,Wetland,Wetland
1399,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1400,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1401,Forest,Cropland,Water,NULL,Water,Wetland
1402,Forest,Cropland,Water,Water,Water,Wetland
1403,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1404,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1405,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1406,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1407,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1408,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1409,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1410,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1411,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1412,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1413,Forest,Wetland,NULL,Water,Non_Wetland,Forest
1414,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1415,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1416,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1417,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1418,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1419,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1420,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1421,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1422,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1423,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1424,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1425,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
1426,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1427,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1428,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
1429,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1430,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1431,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1432,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
1433,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1434,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1435,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland
1436,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1437,Forest,Wetland,Wetland,NULL,Wetland,NULL
1438,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1439,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1440,Forest,Wetland,Wetland,NULL,Wetland,Water
1441,Forest,Wetland,Wetland,NULL,Wetland,Forest
1442,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1443,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1444,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1445,Forest,Wetland,Wetland,Water,Wetland,Grassland
1446,Forest,Wetland,Wetland,Water,Wetland,Wetland
1447,Forest,Wetland,Wetland,Water,Wetland,Water
1448,Forest,Wetland,Wetland,Water,Wetland,Forest
1449,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1450,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1451,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1452,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1453,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1454,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1455,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
1456,Forest,Wetland,Water,NULL,Water,Grassland
1457,Forest,Wetland,Water,NULL,Water,Wetland
1458,Forest,Wetland,Water,NULL,Water,Water
1459,Forest,Wetland,Water,NULL,Water,Forest
1460,Forest,Wetland,Water,Non_Water,Water,Wetland
1461,Forest,Wetland,Water,Non_Water,Water,Forest
1462,Forest,Wetland,Water,Water,Water,Grassland
1463,Forest,Wetland,Water,Water,Water,Wetland
1464,Forest,Wetland,Water,Water,Water,Bareland
1465,Forest,Wetland,Water,Water,Water,Water
1466,Forest,Wetland,Water,Water,Water,Forest
1467,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1468,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1469,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1470,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1471,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1472,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1473,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1474,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1475,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1476,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1477,Forest,Wetland,Forest,Water,Non_Wetland,Water
1478,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1479,Forest,Bareland,Wetland,NULL,Wetland,Wetland
1480,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1481,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1482,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1483,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1484,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1485,Forest,Built-up,Wetland,NULL,Wetland,Wetland
1486,Forest,Built-up,Wetland,NULL,Wetland,Forest
1487,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1488,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1489,Forest,Water,NULL,Water,Non_Wetland,Wetland
1490,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1491,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1492,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1493,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1494,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1495,Forest,Water,Wetland,NULL,Wetland,Wetland
1496,Forest,Water,Wetland,NULL,Wetland,Forest
1497,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1498,Forest,Water,Wetland,Water,Wetland,Wetland
1499,Forest,Water,Wetland,Water,Wetland,Water
1500,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1501,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
1502,Forest,Water,Bareland,Water,Non_Wetland,Wetland
1503,Forest,Water,Water,NULL,Water,Wetland
1504,Forest,Water,Water,NULL,Water,Forest
1505,Forest,Water,Water,Non_Water,Water,Wetland
1506,Forest,Water,Water,Non_Water,Water,Forest
1507,Forest,Water,Water,Water,Water,Wetland
1508,Forest,Water,Water,Water,Water,Water
1509,Forest,Water,Water,Water,Water,Forest
1510,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1511,Forest,Water,Forest,NULL,Non_Wetland,Forest
1512,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1513,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1514,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1515,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1516,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1517,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1518,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1519,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1520,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1521,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1522,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1523,Forest,Forest,NULL,Water,Non_Wetland,Forest
1524,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1525,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1526,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1527,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1528,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1529,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1530,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1531,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1532,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1533,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1534,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1535,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1536,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1537,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1538,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1539,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
1540,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1541,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1542,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1543,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1544,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1545,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1546,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1547,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1548,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1549,Forest,Forest,Cropland,Water,Non_Wetland,Water
1550,Forest,Forest,Wetland,NULL,Wetland,NULL
1551,Forest,Forest,Wetland,NULL,Wetland,Grassland
1552,Forest,Forest,Wetland,NULL,Wetland,Wetland
1553,Forest,Forest,Wetland,NULL,Wetland,Forest
1554,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1555,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1556,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1557,Forest,Forest,Wetland,Water,Wetland,Wetland
1558,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1559,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1560,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1561,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1562,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1563,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1564,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1565,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1566,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1567,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1568,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1569,Forest,Forest,Water,NULL,Water,Grassland
1570,Forest,Forest,Water,NULL,Water,Wetland
1571,Forest,Forest,Water,NULL,Water,Water
1572,Forest,Forest,Water,NULL,Water,Forest
1573,Forest,Forest,Water,Non_Water,Water,Wetland
1574,Forest,Forest,Water,Water,Water,NULL
1575,Forest,Forest,Water,Water,Water,Grassland
1576,Forest,Forest,Water,Water,Water,Wetland
1577,Forest,Forest,Water,Water,Water,Bareland
1578,Forest,Forest,Water,Water,Water,Water
1579,Forest,Forest,Water,Water,Water,Forest
1580,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1581,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1582,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1583,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1584,Forest,Forest,Forest,NULL,Non_Wetland,Water
1585,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1586,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1587,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1588,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1589,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1590,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1591,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1592,Forest,Forest,Forest,Water,Non_Wetland,Water
1593,Forest,Forest,Forest,Water,Non_Wetland,Forest
