Value,AFRICA_2024_DynamicWorld_2024_35PNK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PNK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PNK_M_R,AFRICA_2024_GSW_Yearly_2021_35PNK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PNK_M_R,AFRICA_2024_WorldCover_2021_35PNK_M_R
1268,Bareland,Water,Grassland,Water,Non_Wetland,Water
1269,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1270,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1271,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
1272,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1273,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1274,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1275,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1276,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1277,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1278,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
1279,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1280,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1281,Bareland,Water,Built-up,Water,Non_Wetland,Water
1282,Bareland,Water,Water,Water,Water,Wetland
1283,Bareland,Water,Water,Water,Water,Bareland
1284,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1285,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1286,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1287,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1288,Water,NULL,NULL,NULL,Non_Wetland,NULL
1289,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1290,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1291,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1292,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1293,Water,NULL,NULL,NULL,Non_Wetland,Built-up
1294,Water,NULL,NULL,NULL,Non_Wetland,Water
1295,Water,NULL,NULL,NULL,Non_Wetland,Forest
1296,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1297,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1298,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1299,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1300,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1301,Water,NULL,NULL,Water,Non_Wetland,Grassland
1302,Water,NULL,NULL,Water,Non_Wetland,Cropland
1303,Water,NULL,NULL,Water,Non_Wetland,Wetland
1304,Water,NULL,NULL,Water,Non_Wetland,Bareland
1305,Water,NULL,NULL,Water,Non_Wetland,Water
1306,Water,NULL,NULL,Water,Non_Wetland,Forest
1307,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1308,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1309,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1310,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1311,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1312,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1313,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1314,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1315,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1316,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1317,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1318,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1319,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1320,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1321,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1322,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1323,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1324,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1325,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1326,Water,NULL,Shrubland,Water,Non_Wetland,Water
1327,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1328,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1329,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1330,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1331,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1332,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1333,Water,NULL,Grassland,NULL,Non_Wetland,Water
1334,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1335,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1336,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1337,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1338,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1339,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1340,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1341,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1342,Water,NULL,Grassland,Water,Non_Wetland,Water
1343,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1344,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1345,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1346,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1347,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1348,Water,NULL,Cropland,NULL,Non_Wetland,Water
1349,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1350,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1351,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1352,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1353,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1354,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1355,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1356,Water,NULL,Cropland,Water,Non_Wetland,Water
1357,Water,NULL,Cropland,Water,Non_Wetland,Forest
1358,Water,NULL,Wetland,NULL,Wetland,NULL
1359,Water,NULL,Wetland,NULL,Wetland,Grassland
1360,Water,NULL,Wetland,NULL,Wetland,Wetland
1361,Water,NULL,Wetland,NULL,Wetland,Water
1362,Water,NULL,Wetland,NULL,Wetland,Forest
1363,Water,NULL,Wetland,Non_Water,Wetland,NULL
1364,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1365,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1366,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1367,Water,NULL,Wetland,Non_Water,Wetland,Water
1368,Water,NULL,Wetland,Non_Water,Wetland,Forest
1369,Water,NULL,Wetland,Water,Wetland,Grassland
1370,Water,NULL,Wetland,Water,Wetland,Wetland
1371,Water,NULL,Wetland,Water,Wetland,Bareland
1372,Water,NULL,Wetland,Water,Wetland,Water
1373,Water,NULL,Wetland,Water,Wetland,Forest
1374,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1375,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1376,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Cropland
1377,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1378,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1379,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1380,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1381,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1382,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1383,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1384,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1385,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1386,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1387,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1388,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1389,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1390,Water,NULL,Bareland,Water,Non_Wetland,Water
1391,Water,NULL,Bareland,Water,Non_Wetland,Forest
1392,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1393,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1394,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1395,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1396,Water,NULL,Built-up,NULL,Non_Wetland,Water
1397,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL
1398,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1399,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1400,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1401,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1402,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1403,Water,NULL,Built-up,Water,Non_Wetland,Water
1404,Water,NULL,Water,NULL,Water,Grassland
1405,Water,NULL,Water,NULL,Water,Wetland
1406,Water,NULL,Water,NULL,Water,Forest
1407,Water,NULL,Water,Non_Water,Water,Grassland
1408,Water,NULL,Water,Non_Water,Water,Wetland
1409,Water,NULL,Water,Non_Water,Water,Bareland
1410,Water,NULL,Water,Non_Water,Water,Forest
1411,Water,NULL,Water,Water,Water,Grassland
1412,Water,NULL,Water,Water,Water,Wetland
1413,Water,NULL,Water,Water,Water,Bareland
1414,Water,NULL,Water,Water,Water,Water
1415,Water,NULL,Water,Water,Water,Forest
1416,Water,NULL,Forest,NULL,Non_Wetland,NULL
1417,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1418,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1419,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1420,Water,NULL,Forest,NULL,Non_Wetland,Forest
1421,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1422,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1423,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1424,Water,NULL,Forest,Water,Non_Wetland,Grassland
1425,Water,NULL,Forest,Water,Non_Wetland,Wetland
1426,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1427,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1428,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1429,Water,Cropland,NULL,NULL,Non_Wetland,Water
1430,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1431,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1432,Water,Cropland,NULL,Water,Non_Wetland,Water
1433,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1434,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1435,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1436,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1437,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1438,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1439,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1440,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1441,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1442,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1443,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1444,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1445,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1446,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1447,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1448,Water,Cropland,Wetland,NULL,Wetland,Grassland
1449,Water,Cropland,Wetland,NULL,Wetland,Wetland
1450,Water,Cropland,Wetland,NULL,Wetland,Forest
1451,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1452,Water,Cropland,Wetland,Water,Wetland,Grassland
1453,Water,Cropland,Wetland,Water,Wetland,Wetland
1454,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1455,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1456,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1457,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1458,Water,Cropland,Water,NULL,Water,Grassland
1459,Water,Cropland,Water,NULL,Water,Wetland
1460,Water,Cropland,Water,Water,Water,Grassland
1461,Water,Cropland,Water,Water,Water,Wetland
1462,Water,Cropland,Water,Water,Water,Water
1463,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1464,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1465,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1466,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1467,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1468,Water,Wetland,NULL,Water,Non_Wetland,Water
1469,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1470,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1471,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1472,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1473,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1474,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1475,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1476,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1477,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1478,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1479,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1480,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1481,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1482,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1483,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1484,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1485,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1486,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1487,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1488,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
1489,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1490,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1491,Water,Wetland,Wetland,NULL,Wetland,Grassland
1492,Water,Wetland,Wetland,NULL,Wetland,Wetland
1493,Water,Wetland,Wetland,NULL,Wetland,Bareland
1494,Water,Wetland,Wetland,NULL,Wetland,Forest
1495,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1496,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1497,Water,Wetland,Wetland,Water,Wetland,Grassland
1498,Water,Wetland,Wetland,Water,Wetland,Wetland
1499,Water,Wetland,Wetland,Water,Wetland,Water
1500,Water,Wetland,Wetland,Water,Wetland,Forest
1501,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
1502,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1503,Water,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
1504,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1505,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1506,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1507,Water,Wetland,Bareland,Water,Non_Wetland,Water
1508,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1509,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
1510,Water,Wetland,Water,NULL,Water,Wetland
1511,Water,Wetland,Water,Non_Water,Water,Wetland
1512,Water,Wetland,Water,Water,Water,Wetland
1513,Water,Wetland,Water,Water,Water,Bareland
1514,Water,Wetland,Water,Water,Water,Water
1515,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1516,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1517,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1518,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1519,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1520,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1521,Water,Bareland,NULL,NULL,Non_Wetland,Wetland
1522,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1523,Water,Bareland,NULL,Water,Non_Wetland,Wetland
1524,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1525,Water,Bareland,NULL,Water,Non_Wetland,Water
1526,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1527,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1528,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1529,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1530,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1531,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1532,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1533,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1534,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1535,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1536,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1537,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1538,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1539,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1540,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1541,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1542,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1543,Water,Bareland,Grassland,Water,Non_Wetland,Water
1544,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1545,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1546,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1547,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1548,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1549,Water,Bareland,Wetland,NULL,Wetland,Water
1550,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1551,Water,Bareland,Wetland,Water,Wetland,Wetland
1552,Water,Bareland,Wetland,Water,Wetland,Bareland
1553,Water,Bareland,Wetland,Water,Wetland,Water
1554,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1555,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1556,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1557,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1558,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1559,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1560,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1561,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1562,Water,Bareland,Bareland,Water,Non_Wetland,Water
1563,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1564,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1565,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1566,Water,Bareland,Water,NULL,Water,Wetland
1567,Water,Bareland,Water,NULL,Water,Bareland
1568,Water,Bareland,Water,Non_Water,Water,Bareland
1569,Water,Bareland,Water,Water,Water,Wetland
1570,Water,Bareland,Water,Water,Water,Bareland
1571,Water,Bareland,Water,Water,Water,Water
1572,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1573,Water,Bareland,Forest,Water,Non_Wetland,Wetland
1574,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1575,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
1576,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1577,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1578,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1579,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1580,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1581,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1582,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1583,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1584,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1585,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1586,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1587,Water,Water,NULL,NULL,Non_Wetland,NULL
1588,Water,Water,NULL,NULL,Non_Wetland,Grassland
1589,Water,Water,NULL,NULL,Non_Wetland,Wetland
1590,Water,Water,NULL,NULL,Non_Wetland,Bareland
1591,Water,Water,NULL,NULL,Non_Wetland,Water
1592,Water,Water,NULL,NULL,Non_Wetland,Forest
1593,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1594,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1595,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1596,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1597,Water,Water,NULL,Non_Water,Non_Wetland,Water
1598,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1599,Water,Water,NULL,Water,Non_Wetland,Grassland
1600,Water,Water,NULL,Water,Non_Wetland,Wetland
1601,Water,Water,NULL,Water,Non_Wetland,Bareland
1602,Water,Water,NULL,Water,Non_Wetland,Water
1603,Water,Water,NULL,Water,Non_Wetland,Forest
1604,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1605,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1606,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1607,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1608,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1609,Water,Water,Shrubland,NULL,Non_Wetland,Water
1610,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1611,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1612,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1613,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1614,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1615,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1616,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1617,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1618,Water,Water,Shrubland,Water,Non_Wetland,NULL
1619,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1620,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1621,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1622,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1623,Water,Water,Shrubland,Water,Non_Wetland,Water
1624,Water,Water,Shrubland,Water,Non_Wetland,Forest
1625,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1626,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1627,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1628,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1629,Water,Water,Grassland,NULL,Non_Wetland,Water
1630,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1631,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1632,Water,Water,Grassland,Water,Non_Wetland,Grassland
1633,Water,Water,Grassland,Water,Non_Wetland,Wetland
1634,Water,Water,Grassland,Water,Non_Wetland,Bareland
1635,Water,Water,Grassland,Water,Non_Wetland,Water
1636,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1637,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1638,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1639,Water,Water,Cropland,NULL,Non_Wetland,Water
1640,Water,Water,Cropland,NULL,Non_Wetland,Forest
1641,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1642,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1643,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1644,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1645,Water,Water,Cropland,Water,Non_Wetland,Grassland
1646,Water,Water,Cropland,Water,Non_Wetland,Wetland
1647,Water,Water,Cropland,Water,Non_Wetland,Bareland
1648,Water,Water,Cropland,Water,Non_Wetland,Water
1649,Water,Water,Wetland,NULL,Wetland,NULL
1650,Water,Water,Wetland,NULL,Wetland,Grassland
1651,Water,Water,Wetland,NULL,Wetland,Wetland
1652,Water,Water,Wetland,NULL,Wetland,Bareland
1653,Water,Water,Wetland,NULL,Wetland,Water
1654,Water,Water,Wetland,NULL,Wetland,Forest
1655,Water,Water,Wetland,Non_Water,Wetland,Grassland
1656,Water,Water,Wetland,Non_Water,Wetland,Wetland
1657,Water,Water,Wetland,Non_Water,Wetland,Bareland
1658,Water,Water,Wetland,Non_Water,Wetland,Forest
1659,Water,Water,Wetland,Water,Wetland,Grassland
1660,Water,Water,Wetland,Water,Wetland,Wetland
1661,Water,Water,Wetland,Water,Wetland,Bareland
1662,Water,Water,Wetland,Water,Wetland,Water
1663,Water,Water,Wetland,Water,Wetland,Forest
1664,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1665,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1666,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1667,Water,Water,Bareland,NULL,Non_Wetland,NULL
1668,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1669,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1670,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1671,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1672,Water,Water,Bareland,NULL,Non_Wetland,Water
1673,Water,Water,Bareland,NULL,Non_Wetland,Forest
1674,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1675,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1676,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1677,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1678,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1679,Water,Water,Bareland,Water,Non_Wetland,Grassland
1680,Water,Water,Bareland,Water,Non_Wetland,Cropland
1681,Water,Water,Bareland,Water,Non_Wetland,Wetland
1682,Water,Water,Bareland,Water,Non_Wetland,Bareland
1683,Water,Water,Bareland,Water,Non_Wetland,Water
1684,Water,Water,Bareland,Water,Non_Wetland,Forest
1685,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1686,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1687,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1688,Water,Water,Built-up,NULL,Non_Wetland,Water
1689,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1690,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1691,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1692,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1693,Water,Water,Built-up,Water,Non_Wetland,Grassland
1694,Water,Water,Built-up,Water,Non_Wetland,Cropland
1695,Water,Water,Built-up,Water,Non_Wetland,Wetland
1696,Water,Water,Built-up,Water,Non_Wetland,Bareland
1697,Water,Water,Built-up,Water,Non_Wetland,Water
1698,Water,Water,Built-up,Water,Non_Wetland,Forest
1699,Water,Water,Water,NULL,Water,Grassland
1700,Water,Water,Water,NULL,Water,Cropland
1701,Water,Water,Water,NULL,Water,Wetland
1702,Water,Water,Water,NULL,Water,Bareland
1703,Water,Water,Water,NULL,Water,Water
1704,Water,Water,Water,NULL,Water,Forest
1705,Water,Water,Water,Non_Water,Water,Grassland
1706,Water,Water,Water,Non_Water,Water,Wetland
1707,Water,Water,Water,Non_Water,Water,Bareland
1708,Water,Water,Water,Non_Water,Water,Water
1709,Water,Water,Water,Non_Water,Water,Forest
1710,Water,Water,Water,Water,Water,Grassland
1711,Water,Water,Water,Water,Water,Cropland
1712,Water,Water,Water,Water,Water,Wetland
1713,Water,Water,Water,Water,Water,Bareland
1714,Water,Water,Water,Water,Water,Water
