Value,AFRICA_2024_DynamicWorld_2024_36PXS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXS_M_R,AFRICA_2024_GSW_Yearly_2021_36PXS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXS_M_R,AFRICA_2024_WorldCover_2021_36PXS_M_R
1302,Forest,Water,Water,NULL,Water,Water
1303,Forest,Water,Water,NULL,Water,Forest
1304,Forest,Water,Water,Non_Water,Water,Forest
1305,Forest,Water,Water,Water,Water,Forest
1306,Forest,Water,Forest,NULL,Non_Wetland,NULL
1307,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1308,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1309,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1310,Forest,Water,Forest,NULL,Non_Wetland,Forest
1311,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1312,Forest,Water,Forest,Water,Non_Wetland,Forest
1313,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1314,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1315,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1316,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1317,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1318,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1319,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1320,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1321,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1322,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1323,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1324,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1325,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1326,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1327,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1328,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1329,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1330,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1331,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1332,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1333,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1334,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1335,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1336,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1337,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1338,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1339,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1340,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1341,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1342,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1343,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1344,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1345,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1346,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1347,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1348,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1349,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1350,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1351,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1352,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1353,Forest,Forest,Wetland,NULL,Wetland,NULL
1354,Forest,Forest,Wetland,NULL,Wetland,Grassland
1355,Forest,Forest,Wetland,NULL,Wetland,Cropland
1356,Forest,Forest,Wetland,NULL,Wetland,Forest
1357,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1358,Forest,Forest,Wetland,Water,Wetland,Forest
1359,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1360,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1361,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1362,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1363,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1364,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1365,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1366,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1367,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1368,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1369,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1370,Forest,Forest,Water,NULL,Water,Grassland
1371,Forest,Forest,Water,NULL,Water,Forest
1372,Forest,Forest,Water,Water,Water,Forest
1373,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1374,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1375,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1376,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1377,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1378,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1379,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1380,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1381,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1382,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1383,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1384,Forest,Forest,Forest,Water,Non_Wetland,NULL
1385,Forest,Forest,Forest,Water,Non_Wetland,Forest
