Value,AFRICA_2024_DynamicWorld_2024_35PRQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRQ_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRQ_M_R,AFRICA_2024_GSW_Yearly_2021_35PRQ_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRQ_M_R,AFRICA_2024_WorldCover_2021_35PRQ_M_R
1255,Water,Water,Grassland,Water,Non_Wetland,Wetland
1256,Water,Water,Grassland,Water,Non_Wetland,Bareland
1257,Water,Water,Grassland,Water,Non_Wetland,Water
1258,Water,Water,Grassland,Water,Non_Wetland,Forest
1259,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1260,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1261,Water,Water,Cropland,NULL,Non_Wetland,Water
1262,Water,Water,Cropland,NULL,Non_Wetland,Forest
1263,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1264,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1265,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1266,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1267,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1268,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1269,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1270,Water,Water,Cropland,Water,Non_Wetland,Grassland
1271,Water,Water,Cropland,Water,Non_Wetland,Cropland
1272,Water,Water,Cropland,Water,Non_Wetland,Wetland
1273,Water,Water,Cropland,Water,Non_Wetland,Bareland
1274,Water,Water,Cropland,Water,Non_Wetland,Water
1275,Water,Water,Cropland,Water,Non_Wetland,Forest
1276,Water,Water,Wetland,NULL,Wetland,Grassland
1277,Water,Water,Wetland,NULL,Wetland,Cropland
1278,Water,Water,Wetland,NULL,Wetland,Bareland
1279,Water,Water,Wetland,NULL,Wetland,Water
1280,Water,Water,Wetland,NULL,Wetland,Forest
1281,Water,Water,Wetland,Non_Water,Wetland,Water
1282,Water,Water,Wetland,Non_Water,Wetland,Forest
1283,Water,Water,Wetland,Water,Wetland,Grassland
1284,Water,Water,Wetland,Water,Wetland,Cropland
1285,Water,Water,Wetland,Water,Wetland,Wetland
1286,Water,Water,Wetland,Water,Wetland,Bareland
1287,Water,Water,Wetland,Water,Wetland,Water
1288,Water,Water,Wetland,Water,Wetland,Forest
1289,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1290,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1291,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1292,Water,Water,Bareland,NULL,Non_Wetland,Water
1293,Water,Water,Bareland,NULL,Non_Wetland,Forest
1294,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1295,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1296,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1297,Water,Water,Bareland,Water,Non_Wetland,Grassland
1298,Water,Water,Bareland,Water,Non_Wetland,Cropland
1299,Water,Water,Bareland,Water,Non_Wetland,Wetland
1300,Water,Water,Bareland,Water,Non_Wetland,Bareland
1301,Water,Water,Bareland,Water,Non_Wetland,Water
1302,Water,Water,Bareland,Water,Non_Wetland,Forest
1303,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1304,Water,Water,Built-up,Water,Non_Wetland,Cropland
1305,Water,Water,Built-up,Water,Non_Wetland,Water
1306,Water,Water,Water,NULL,Water,Grassland
1307,Water,Water,Water,NULL,Water,Cropland
1308,Water,Water,Water,NULL,Water,Water
1309,Water,Water,Water,Non_Water,Water,Cropland
1310,Water,Water,Water,Non_Water,Water,Water
1311,Water,Water,Water,Water,Water,Water
1312,Water,Water,Forest,NULL,Non_Wetland,Grassland
1313,Water,Water,Forest,NULL,Non_Wetland,Water
1314,Water,Water,Forest,NULL,Non_Wetland,Forest
1315,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1316,Water,Water,Forest,Water,Non_Wetland,Water
1317,Water,Forest,Wetland,Water,Wetland,Water
1318,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1319,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1320,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1321,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1322,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1323,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1324,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1325,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1326,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1327,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1328,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1329,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1330,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1331,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1332,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1333,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1334,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1335,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1336,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1337,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1338,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1339,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1340,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1341,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1342,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1343,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1344,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1345,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1346,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1347,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1348,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1349,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1350,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1351,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1352,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1353,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1354,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1355,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1356,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1357,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1358,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1359,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1360,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
1361,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1362,Forest,NULL,Wetland,NULL,Wetland,NULL
1363,Forest,NULL,Wetland,NULL,Wetland,Grassland
1364,Forest,NULL,Wetland,NULL,Wetland,Forest
1365,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1366,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1367,Forest,NULL,Wetland,Water,Wetland,Water
1368,Forest,NULL,Wetland,Water,Wetland,Forest
1369,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1370,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1371,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1372,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1373,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1374,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1375,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1376,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1377,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1378,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1379,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1380,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1381,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1382,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1383,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1384,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1385,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1386,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1387,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1388,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1390,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1391,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1392,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1393,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1394,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1395,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1396,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1397,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1398,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1399,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1400,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1401,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1402,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1403,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1404,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1405,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1406,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1407,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1408,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1409,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1410,Forest,Cropland,Wetland,NULL,Wetland,Forest
1411,Forest,Cropland,Wetland,Non_Water,Wetland,NULL
1412,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1413,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1414,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1415,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1416,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1417,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1418,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1419,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1420,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1421,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1422,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1423,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1424,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1425,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1426,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1427,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
1428,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1429,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1430,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
1431,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1432,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1433,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1434,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
1435,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1436,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1437,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1438,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1439,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
1440,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1441,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
1442,Forest,Wetland,Wetland,NULL,Wetland,Water
1443,Forest,Wetland,Wetland,NULL,Wetland,Forest
1444,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1445,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1446,Forest,Wetland,Wetland,Water,Wetland,Grassland
1447,Forest,Wetland,Wetland,Water,Wetland,Water
1448,Forest,Wetland,Wetland,Water,Wetland,Forest
1449,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1450,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1451,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1452,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1453,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1454,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1455,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1456,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1457,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1458,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1459,Forest,Built-up,Wetland,NULL,Wetland,Forest
1460,Forest,Built-up,Wetland,Water,Wetland,Forest
1461,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1462,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1463,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1464,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1465,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1466,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1467,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1468,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1469,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1470,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1471,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1472,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1473,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1474,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1475,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1476,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1477,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1478,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1479,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1480,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1481,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1482,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1483,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1484,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1485,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1486,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1487,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1488,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1489,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1490,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1491,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1492,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1493,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1494,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1495,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1496,Forest,Forest,Cropland,Water,Non_Wetland,Water
1497,Forest,Forest,Wetland,NULL,Wetland,Forest
1498,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1499,Forest,Forest,Wetland,Water,Wetland,Water
1500,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1501,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1502,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1503,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1504,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1505,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1506,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
