Value,AFRICA_2024_DynamicWorld_2024_36PTV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTV_M_R,AFRICA_2024_GSW_Yearly_2021_36PTV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTV_M_R,AFRICA_2024_WorldCover_2021_36PTV_M_R
1248,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1249,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1250,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1251,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1252,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1253,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1254,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1255,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1256,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1257,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1258,Water,Cropland,Cropland,Water,Non_Wetland,Water
1259,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1260,Water,Cropland,Wetland,NULL,Wetland,Cropland
1261,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1262,Water,Cropland,Wetland,Water,Wetland,Water
1263,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1264,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1265,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1266,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1267,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1268,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1269,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1270,Water,Cropland,Bareland,Water,Non_Wetland,Water
1271,Water,Cropland,Water,Water,Water,Wetland
1272,Water,Cropland,Water,Water,Water,Water
1273,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1274,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1275,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1276,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1277,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1278,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1279,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1280,Water,Wetland,Grassland,Water,Non_Wetland,Cropland
1281,Water,Wetland,Cropland,NULL,Non_Wetland,Forest
1282,Water,Wetland,Cropland,Water,Non_Wetland,Cropland
1283,Water,Wetland,Cropland,Water,Non_Wetland,Water
1284,Water,Wetland,Wetland,Non_Water,Wetland,Water
1285,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1286,Water,Wetland,Wetland,Water,Wetland,Water
1287,Water,Wetland,Bareland,Water,Non_Wetland,Water
1288,Water,Wetland,Water,Water,Water,Water
1289,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1290,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1291,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1292,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1293,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1294,Water,Bareland,Wetland,NULL,Wetland,Water
1295,Water,Bareland,Wetland,Non_Water,Wetland,Water
1296,Water,Bareland,Wetland,Water,Wetland,Water
1297,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1298,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1299,Water,Bareland,Bareland,Water,Non_Wetland,Water
1300,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1301,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1302,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1303,Water,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1304,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1305,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1306,Water,Built-up,Cropland,Water,Non_Wetland,Water
1307,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1308,Water,Water,NULL,NULL,Non_Wetland,Forest
1309,Water,Water,NULL,Non_Water,Non_Wetland,Water
1310,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1311,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1312,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1313,Water,Water,Shrubland,NULL,Non_Wetland,Water
1314,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1315,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1316,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1317,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1318,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1319,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1320,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1321,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1322,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1323,Water,Water,Shrubland,Water,Non_Wetland,Water
1324,Water,Water,Shrubland,Water,Non_Wetland,Forest
1325,Water,Water,Grassland,NULL,Non_Wetland,NULL
1326,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1327,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1328,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1329,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1330,Water,Water,Grassland,NULL,Non_Wetland,Water
1331,Water,Water,Grassland,NULL,Non_Wetland,Forest
1332,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1333,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1334,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1335,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1336,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1337,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1338,Water,Water,Grassland,Water,Non_Wetland,Grassland
1339,Water,Water,Grassland,Water,Non_Wetland,Cropland
1340,Water,Water,Grassland,Water,Non_Wetland,Wetland
1341,Water,Water,Grassland,Water,Non_Wetland,Bareland
1342,Water,Water,Grassland,Water,Non_Wetland,Water
1343,Water,Water,Grassland,Water,Non_Wetland,Forest
1344,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1345,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1346,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1347,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1348,Water,Water,Cropland,NULL,Non_Wetland,Water
1349,Water,Water,Cropland,NULL,Non_Wetland,Forest
1350,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1351,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1352,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1353,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1354,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1355,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1356,Water,Water,Cropland,Water,Non_Wetland,Grassland
1357,Water,Water,Cropland,Water,Non_Wetland,Cropland
1358,Water,Water,Cropland,Water,Non_Wetland,Wetland
1359,Water,Water,Cropland,Water,Non_Wetland,Bareland
1360,Water,Water,Cropland,Water,Non_Wetland,Water
1361,Water,Water,Cropland,Water,Non_Wetland,Forest
1362,Water,Water,Wetland,NULL,Wetland,Grassland
1363,Water,Water,Wetland,NULL,Wetland,Cropland
1364,Water,Water,Wetland,NULL,Wetland,Bareland
1365,Water,Water,Wetland,NULL,Wetland,Water
1366,Water,Water,Wetland,NULL,Wetland,Forest
1367,Water,Water,Wetland,Non_Water,Wetland,Grassland
1368,Water,Water,Wetland,Non_Water,Wetland,Wetland
1369,Water,Water,Wetland,Non_Water,Wetland,Water
1370,Water,Water,Wetland,Non_Water,Wetland,Forest
1371,Water,Water,Wetland,Water,Wetland,Grassland
1372,Water,Water,Wetland,Water,Wetland,Cropland
1373,Water,Water,Wetland,Water,Wetland,Wetland
1374,Water,Water,Wetland,Water,Wetland,Bareland
1375,Water,Water,Wetland,Water,Wetland,Water
1376,Water,Water,Wetland,Water,Wetland,Forest
1377,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1378,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1379,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1380,Water,Water,Bareland,NULL,Non_Wetland,Water
1381,Water,Water,Bareland,NULL,Non_Wetland,Forest
1382,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1383,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1384,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1385,Water,Water,Bareland,Water,Non_Wetland,Grassland
1386,Water,Water,Bareland,Water,Non_Wetland,Cropland
1387,Water,Water,Bareland,Water,Non_Wetland,Wetland
1388,Water,Water,Bareland,Water,Non_Wetland,Bareland
1389,Water,Water,Bareland,Water,Non_Wetland,Water
1390,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1391,Water,Water,Built-up,Water,Non_Wetland,Cropland
1392,Water,Water,Built-up,Water,Non_Wetland,Water
1393,Water,Water,Water,NULL,Water,Water
1394,Water,Water,Water,NULL,Water,Forest
1395,Water,Water,Water,Non_Water,Water,Cropland
1396,Water,Water,Water,Non_Water,Water,Water
1397,Water,Water,Water,Non_Water,Water,Forest
1398,Water,Water,Water,Water,Water,Grassland
1399,Water,Water,Water,Water,Water,Wetland
1400,Water,Water,Water,Water,Water,Water
1401,Water,Water,Forest,NULL,Non_Wetland,Forest
1402,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1403,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1404,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1405,Water,Water,Forest,Non_Water,Non_Wetland,Water
1406,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1407,Water,Water,Forest,Water,Non_Wetland,Cropland
1408,Water,Water,Forest,Water,Non_Wetland,Water
1409,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1410,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1411,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1412,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1413,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1414,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1415,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1416,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1417,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1418,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1419,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1420,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1421,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1422,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1423,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1424,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1425,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1426,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1427,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1428,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1429,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1430,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1431,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1432,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1433,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1434,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1435,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1436,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1437,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1438,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1439,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1440,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1441,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1442,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1443,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1444,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1445,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1446,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1447,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1448,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1449,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1450,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1451,Forest,NULL,Wetland,NULL,Wetland,NULL
1452,Forest,NULL,Wetland,NULL,Wetland,Grassland
1453,Forest,NULL,Wetland,NULL,Wetland,Cropland
1454,Forest,NULL,Wetland,NULL,Wetland,Forest
1455,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1456,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1457,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1458,Forest,NULL,Wetland,Water,Wetland,Forest
1459,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1460,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1461,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1462,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1463,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1464,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1465,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1466,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1467,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1468,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1469,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1470,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1471,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1472,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1473,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1474,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1475,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1476,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1477,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1478,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1479,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1480,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1481,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1482,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1483,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1484,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1485,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1486,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1487,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1488,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1489,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1490,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1491,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1492,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1493,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1494,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1495,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1496,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1497,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1498,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1499,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1500,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1501,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1502,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1503,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1504,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1505,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1506,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1507,Forest,Cropland,Wetland,NULL,Wetland,NULL
1508,Forest,Cropland,Wetland,NULL,Wetland,Forest
1509,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1510,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1511,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1512,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1513,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1514,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1515,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1516,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1517,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1518,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1519,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1520,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1521,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1522,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1523,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
1524,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1525,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1526,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
1527,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1528,Forest,Wetland,Grassland,Water,Non_Wetland,Water
1529,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1530,Forest,Wetland,Cropland,NULL,Non_Wetland,Cropland
1531,Forest,Wetland,Cropland,NULL,Non_Wetland,Water
1532,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1533,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1534,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1535,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1536,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
1537,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1538,Forest,Wetland,Cropland,Water,Non_Wetland,Water
1539,Forest,Wetland,Wetland,NULL,Wetland,Water
1540,Forest,Wetland,Wetland,NULL,Wetland,Forest
1541,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1542,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1543,Forest,Wetland,Wetland,Water,Wetland,Water
1544,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1545,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1546,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1547,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1548,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1549,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1550,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1551,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1552,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1553,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1554,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1555,Forest,Built-up,Wetland,NULL,Wetland,Forest
1556,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1557,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1558,Forest,Water,Forest,NULL,Non_Wetland,Forest
1559,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1560,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1561,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1562,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1563,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1565,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1566,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1567,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1568,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1569,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1570,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1571,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1572,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1573,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1574,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1575,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1576,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1577,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1578,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1579,Forest,Forest,Wetland,NULL,Wetland,Forest
1580,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1581,Forest,Forest,Wetland,Water,Wetland,Water
1582,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1583,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1584,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1585,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1586,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1587,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
