Value,AFRICA_2024_DynamicWorld_2024_36PYU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYU_M_R,AFRICA_2024_GSW_Yearly_2021_36PYU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYU_M_R,AFRICA_2024_WorldCover_2021_36PYU_M_R
1264,Bareland,Bareland,Water,Non_Water,Water,Wetland
1265,Bareland,Bareland,Water,Non_Water,Water,Bareland
1266,Bareland,Bareland,Water,Water,Water,Grassland
1267,Bareland,Bareland,Water,Water,Water,Wetland
1268,Bareland,Bareland,Water,Water,Water,Bareland
1269,Bareland,Bareland,Water,Water,Water,Water
1270,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1271,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland
1272,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1273,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1274,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1275,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Wetland
1276,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1277,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1278,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland
1279,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1280,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1281,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1282,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1283,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1284,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1285,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1286,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1287,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1288,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1289,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1290,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1291,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1292,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1293,Bareland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1294,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1295,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1296,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1297,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1298,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1299,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1300,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1301,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1302,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1303,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1304,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1305,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1306,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1307,Bareland,Water,Cropland,Water,Non_Wetland,Forest
1308,Bareland,Water,Wetland,NULL,Wetland,Bareland
1309,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1310,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1311,Bareland,Water,Wetland,Water,Wetland,Grassland
1312,Bareland,Water,Wetland,Water,Wetland,Bareland
1313,Bareland,Water,Wetland,Water,Wetland,Water
1314,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1315,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1316,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1317,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1318,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1319,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1320,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1321,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1322,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1323,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1324,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1325,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1326,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1327,Bareland,Water,Water,NULL,Water,Grassland
1328,Bareland,Water,Water,NULL,Water,Bareland
1329,Bareland,Water,Water,Non_Water,Water,Bareland
1330,Bareland,Water,Water,Water,Water,Bareland
1331,Bareland,Water,Water,Water,Water,Forest
1332,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1333,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1334,Bareland,Water,Forest,Non_Water,Non_Wetland,Cropland
1335,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1336,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1337,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
1338,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
1339,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1340,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1341,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1342,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1343,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1344,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1345,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1346,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
1347,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1348,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1349,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1350,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1351,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1352,Bareland,Forest,Wetland,Water,Wetland,Bareland
1353,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
1354,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1355,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1356,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1357,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1358,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1359,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1360,Water,NULL,NULL,NULL,Non_Wetland,Forest
1361,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1362,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1363,Water,NULL,NULL,Water,Non_Wetland,Grassland
1364,Water,NULL,NULL,Water,Non_Wetland,Wetland
1365,Water,NULL,NULL,Water,Non_Wetland,Bareland
1366,Water,NULL,NULL,Water,Non_Wetland,Forest
1367,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1368,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1369,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1370,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1371,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1372,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1373,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1374,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1375,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1376,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1377,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1378,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1379,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1380,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1381,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1382,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1383,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1384,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1385,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1386,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1387,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1388,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1389,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1390,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1391,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1392,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1393,Water,NULL,Grassland,Water,Non_Wetland,Forest
1394,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1395,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1396,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1397,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1398,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1399,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1400,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1401,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1402,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1403,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1404,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1405,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1406,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1407,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1408,Water,NULL,Cropland,Water,Non_Wetland,Forest
1409,Water,NULL,Wetland,NULL,Wetland,Grassland
1410,Water,NULL,Wetland,NULL,Wetland,Forest
1411,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1412,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1413,Water,NULL,Wetland,Non_Water,Wetland,Forest
1414,Water,NULL,Wetland,Water,Wetland,Wetland
1415,Water,NULL,Wetland,Water,Wetland,Forest
1416,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1417,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
1418,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1419,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1420,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1421,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1422,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1423,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1424,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1425,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1426,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1427,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1428,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1429,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1430,Water,NULL,Bareland,Water,Non_Wetland,Water
1431,Water,NULL,Bareland,Water,Non_Wetland,Forest
1432,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1433,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1434,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1435,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1436,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1437,Water,NULL,Built-up,Non_Water,Non_Wetland,Forest
1438,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1439,Water,NULL,Built-up,Water,Non_Wetland,Forest
1440,Water,NULL,Water,NULL,Water,Grassland
1441,Water,NULL,Water,NULL,Water,Bareland
1442,Water,NULL,Water,Non_Water,Water,Bareland
1443,Water,NULL,Water,Water,Water,Bareland
1444,Water,NULL,Forest,NULL,Non_Wetland,NULL
1445,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1446,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1447,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1448,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1449,Water,NULL,Forest,NULL,Non_Wetland,Water
1450,Water,NULL,Forest,NULL,Non_Wetland,Forest
1451,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1452,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1453,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1454,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1455,Water,NULL,Forest,Water,Non_Wetland,Grassland
1456,Water,NULL,Forest,Water,Non_Wetland,Wetland
1457,Water,NULL,Forest,Water,Non_Wetland,Bareland
1458,Water,NULL,Forest,Water,Non_Wetland,Forest
1459,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1460,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1461,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1462,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1463,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1464,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1465,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1466,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1467,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1468,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1469,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1470,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1471,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1472,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1473,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1474,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1475,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1476,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1477,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1478,Water,Cropland,Wetland,Water,Wetland,Grassland
1479,Water,Cropland,Wetland,Water,Wetland,Wetland
1480,Water,Cropland,Wetland,Water,Wetland,Forest
1481,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1482,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1483,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1484,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1485,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1486,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1487,Water,Cropland,Bareland,Water,Non_Wetland,Water
1488,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1489,Water,Cropland,Built-up,Water,Non_Wetland,Wetland
1490,Water,Cropland,Water,Water,Water,Wetland
1491,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1492,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1493,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1494,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1495,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1496,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1497,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1498,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1499,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1500,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1501,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1502,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1503,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1504,Water,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1505,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1506,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1507,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1508,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1509,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1510,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1511,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1512,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1513,Water,Wetland,Wetland,NULL,Wetland,Grassland
1514,Water,Wetland,Wetland,NULL,Wetland,Wetland
1515,Water,Wetland,Wetland,NULL,Wetland,Forest
1516,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1517,Water,Wetland,Wetland,Water,Wetland,Grassland
1518,Water,Wetland,Wetland,Water,Wetland,Wetland
1519,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1520,Water,Wetland,Water,Non_Water,Water,Wetland
1521,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1522,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1523,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1524,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1525,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1526,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1527,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1528,Water,Wetland,Forest,Water,Non_Wetland,Forest
1529,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1530,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1531,Water,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1532,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1533,Water,Bareland,NULL,Water,Non_Wetland,Grassland
1534,Water,Bareland,NULL,Water,Non_Wetland,Wetland
1535,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1536,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1537,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1538,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1539,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1540,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1541,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1542,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1543,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1544,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1545,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1546,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1547,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1548,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1549,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1550,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
1551,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1552,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
1553,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1554,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1555,Water,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
1556,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1557,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
1558,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1559,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1560,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1561,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1562,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1563,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1564,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1565,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1566,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1567,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1568,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1569,Water,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1570,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1571,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1572,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1573,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
1574,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1575,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1576,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1577,Water,Bareland,Wetland,NULL,Wetland,Grassland
1578,Water,Bareland,Wetland,NULL,Wetland,Wetland
1579,Water,Bareland,Wetland,NULL,Wetland,Bareland
1580,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1581,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1582,Water,Bareland,Wetland,Water,Wetland,Grassland
1583,Water,Bareland,Wetland,Water,Wetland,Wetland
1584,Water,Bareland,Wetland,Water,Wetland,Bareland
1585,Water,Bareland,Wetland,Water,Wetland,Water
1586,Water,Bareland,Wetland,Water,Wetland,Forest
1587,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1588,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1589,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
1590,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1591,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1592,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1593,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1594,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1595,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1596,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1597,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1598,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1599,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1600,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1601,Water,Bareland,Bareland,Water,Non_Wetland,Water
1602,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1603,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1604,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1605,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1606,Water,Bareland,Water,NULL,Water,Grassland
1607,Water,Bareland,Water,NULL,Water,Bareland
1608,Water,Bareland,Water,NULL,Water,Forest
1609,Water,Bareland,Water,Non_Water,Water,Grassland
1610,Water,Bareland,Water,Non_Water,Water,Wetland
1611,Water,Bareland,Water,Non_Water,Water,Bareland
1612,Water,Bareland,Water,Water,Water,Grassland
1613,Water,Bareland,Water,Water,Water,Cropland
1614,Water,Bareland,Water,Water,Water,Wetland
1615,Water,Bareland,Water,Water,Water,Bareland
1616,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1617,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
1618,Water,Bareland,Forest,NULL,Non_Wetland,Wetland
1619,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1620,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1621,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1622,Water,Bareland,Forest,Non_Water,Non_Wetland,Cropland
1623,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1624,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1625,Water,Bareland,Forest,Water,Non_Wetland,Cropland
1626,Water,Bareland,Forest,Water,Non_Wetland,Wetland
1627,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1628,Water,Water,NULL,NULL,Non_Wetland,Grassland
1629,Water,Water,NULL,NULL,Non_Wetland,Cropland
1630,Water,Water,NULL,NULL,Non_Wetland,Wetland
1631,Water,Water,NULL,NULL,Non_Wetland,Bareland
1632,Water,Water,NULL,NULL,Non_Wetland,Water
1633,Water,Water,NULL,NULL,Non_Wetland,Forest
1634,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1635,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1636,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1637,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1638,Water,Water,NULL,Non_Water,Non_Wetland,Water
1639,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1640,Water,Water,NULL,Water,Non_Wetland,Grassland
1641,Water,Water,NULL,Water,Non_Wetland,Cropland
1642,Water,Water,NULL,Water,Non_Wetland,Wetland
1643,Water,Water,NULL,Water,Non_Wetland,Bareland
1644,Water,Water,NULL,Water,Non_Wetland,Water
1645,Water,Water,NULL,Water,Non_Wetland,Forest
1646,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1647,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1648,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1649,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1650,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1651,Water,Water,Shrubland,NULL,Non_Wetland,Water
1652,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1653,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1654,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1655,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1656,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1657,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1658,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1659,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1660,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1661,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1662,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1663,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1664,Water,Water,Shrubland,Water,Non_Wetland,Water
1665,Water,Water,Shrubland,Water,Non_Wetland,Forest
1666,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1667,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1668,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1669,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1670,Water,Water,Grassland,NULL,Non_Wetland,Water
1671,Water,Water,Grassland,NULL,Non_Wetland,Forest
1672,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1673,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1674,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1675,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1676,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1677,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1678,Water,Water,Grassland,Water,Non_Wetland,Grassland
1679,Water,Water,Grassland,Water,Non_Wetland,Cropland
1680,Water,Water,Grassland,Water,Non_Wetland,Wetland
1681,Water,Water,Grassland,Water,Non_Wetland,Bareland
1682,Water,Water,Grassland,Water,Non_Wetland,Water
1683,Water,Water,Grassland,Water,Non_Wetland,Forest
1684,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1685,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1686,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1687,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1688,Water,Water,Cropland,NULL,Non_Wetland,Water
1689,Water,Water,Cropland,NULL,Non_Wetland,Forest
1690,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1691,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1692,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1693,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1694,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1695,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1696,Water,Water,Cropland,Water,Non_Wetland,NULL
1697,Water,Water,Cropland,Water,Non_Wetland,Grassland
