Value,AFRICA_2024_DynamicWorld_2024_37PEK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEK_M_R,AFRICA_2024_GSW_Yearly_2021_37PEK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEK_M_R,AFRICA_2024_WorldCover_2021_37PEK_M_R
1254,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1255,Cropland,Built-up,Built-up,Water,Non_Wetland,Cropland
1256,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1257,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1258,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1259,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
1260,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1261,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1262,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1263,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
1264,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
1265,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
1266,Cropland,Water,NULL,Non_Water,Non_Wetland,Wetland
1267,Cropland,Water,NULL,Water,Non_Wetland,NULL
1268,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1269,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1270,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
1271,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1272,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1273,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1274,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1275,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
1276,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1277,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1278,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1279,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1280,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1281,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1282,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1283,Cropland,Water,Grassland,Water,Non_Wetland,NULL
1284,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
1285,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
1286,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
1287,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1288,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1289,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1290,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1291,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
1292,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1293,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1294,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1295,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1296,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1297,Cropland,Water,Cropland,Water,Non_Wetland,NULL
1298,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
1299,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1300,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1301,Cropland,Water,Wetland,NULL,Wetland,NULL
1302,Cropland,Water,Wetland,NULL,Wetland,Cropland
1303,Cropland,Water,Wetland,NULL,Wetland,Wetland
1304,Cropland,Water,Wetland,NULL,Wetland,Forest
1305,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1306,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
1307,Cropland,Water,Wetland,Water,Wetland,NULL
1308,Cropland,Water,Wetland,Water,Wetland,Grassland
1309,Cropland,Water,Wetland,Water,Wetland,Cropland
1310,Cropland,Water,Wetland,Water,Wetland,Wetland
1311,Cropland,Water,Wetland,Water,Wetland,Bareland
1312,Cropland,Water,Wetland,Water,Wetland,Water
1313,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
1314,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
1315,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
1316,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
1317,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1318,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
1319,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL
1320,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1321,Cropland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1322,Cropland,Water,Bareland,Water,Non_Wetland,NULL
1323,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
1324,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
1325,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
1326,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
1327,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
1328,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
1329,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
1330,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL
1331,Cropland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1332,Cropland,Water,Water,NULL,Water,NULL
1333,Cropland,Water,Water,NULL,Water,Cropland
1334,Cropland,Water,Water,NULL,Water,Forest
1335,Cropland,Water,Water,Non_Water,Water,Water
1336,Cropland,Water,Water,Water,Water,NULL
1337,Cropland,Water,Water,Water,Water,Cropland
1338,Cropland,Water,Water,Water,Water,Wetland
1339,Cropland,Water,Water,Water,Water,Water
1340,Cropland,Water,Forest,NULL,Non_Wetland,NULL
1341,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
1342,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
1343,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
1344,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
1345,Cropland,Water,Forest,NULL,Non_Wetland,Forest
1346,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL
1347,Cropland,Water,Forest,Water,Non_Wetland,Cropland
1348,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1349,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1350,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1351,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1352,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
1353,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland
1354,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
1355,Cropland,Forest,NULL,Water,Non_Wetland,Wetland
1356,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1357,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1358,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1359,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1360,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1361,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1362,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1363,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1364,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1365,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1366,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
1367,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
1368,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1369,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1370,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1371,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1372,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
1373,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1374,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
1375,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
1376,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1377,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1378,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1379,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1380,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1381,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
1382,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1383,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1384,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1385,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1386,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
1387,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland
1388,Cropland,Forest,Wetland,NULL,Wetland,NULL
1389,Cropland,Forest,Wetland,NULL,Wetland,Cropland
1390,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1391,Cropland,Forest,Wetland,NULL,Wetland,Forest
1392,Cropland,Forest,Wetland,Water,Wetland,NULL
1393,Cropland,Forest,Wetland,Water,Wetland,Cropland
1394,Cropland,Forest,Wetland,Water,Wetland,Wetland
1395,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1396,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1397,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1398,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1399,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1400,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1401,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1402,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL
1403,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1404,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1405,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
1406,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1407,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1408,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1409,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1410,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1411,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1412,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1413,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1414,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1415,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1416,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1417,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1418,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1419,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1420,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1421,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1422,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1423,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1424,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1425,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1426,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1427,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1428,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1429,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1430,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1431,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1432,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
1433,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1434,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1435,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1436,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1437,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1438,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1439,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1440,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1441,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
1442,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1443,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
1444,Wetland,NULL,Wetland,NULL,Wetland,NULL
1445,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1446,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1447,Wetland,NULL,Wetland,NULL,Wetland,Forest
1448,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1449,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1450,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1451,Wetland,NULL,Wetland,Water,Wetland,Cropland
1452,Wetland,NULL,Wetland,Water,Wetland,Wetland
1453,Wetland,NULL,Wetland,Water,Wetland,Water
1454,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
1455,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1456,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1457,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
1458,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1459,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1460,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1461,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1462,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1463,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
1464,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1465,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1466,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
1467,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
1468,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1469,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1470,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
1471,Wetland,NULL,Water,Water,Water,Wetland
1472,Wetland,NULL,Water,Water,Water,Water
1473,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1474,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1475,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1476,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1477,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1478,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1479,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1480,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1481,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1482,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1483,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1484,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1485,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
1486,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland
1487,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1488,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1489,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1490,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1491,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1492,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1493,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1494,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1495,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1496,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1497,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1498,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1499,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1500,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1501,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1502,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1503,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1504,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1505,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1506,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1507,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
1508,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL
1509,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland
1510,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1511,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1512,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1513,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1514,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1515,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1516,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1517,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1518,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1519,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1520,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1521,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1522,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1523,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1524,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1525,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1526,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
1527,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1528,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1529,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1530,Wetland,Cropland,Wetland,NULL,Wetland,Bareland
1531,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1532,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1533,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1534,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1535,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1536,Wetland,Cropland,Wetland,Water,Wetland,NULL
1537,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1538,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1539,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1540,Wetland,Cropland,Wetland,Water,Wetland,Bareland
1541,Wetland,Cropland,Wetland,Water,Wetland,Built-up
1542,Wetland,Cropland,Wetland,Water,Wetland,Water
1543,Wetland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1544,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
1545,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1546,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1547,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1548,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1549,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1550,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1551,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1552,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1553,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
1554,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1555,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
1556,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1557,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL
1558,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1559,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1560,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
1561,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1562,Wetland,Cropland,Built-up,NULL,Non_Wetland,Forest
1563,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
1564,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1565,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
1566,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1567,Wetland,Cropland,Built-up,Water,Non_Wetland,Grassland
1568,Wetland,Cropland,Built-up,Water,Non_Wetland,Wetland
1569,Wetland,Cropland,Water,NULL,Water,NULL
1570,Wetland,Cropland,Water,NULL,Water,Wetland
1571,Wetland,Cropland,Water,NULL,Water,Forest
1572,Wetland,Cropland,Water,Non_Water,Water,Wetland
1573,Wetland,Cropland,Water,Water,Water,Cropland
1574,Wetland,Cropland,Water,Water,Water,Wetland
1575,Wetland,Cropland,Water,Water,Water,Bareland
1576,Wetland,Cropland,Water,Water,Water,Forest
1577,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1578,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1579,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1580,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1581,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1582,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1583,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1584,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1585,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1586,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1587,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1588,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1589,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1590,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1591,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1592,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1593,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1594,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1595,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1596,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1597,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1598,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1599,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1600,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1601,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1602,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1603,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1604,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1605,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1606,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1607,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1608,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1609,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1610,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1611,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1612,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1613,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1614,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1615,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1616,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1617,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1618,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1619,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1620,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1621,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1622,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1623,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1624,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1625,Wetland,Wetland,Wetland,Water,Wetland,NULL
1626,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1627,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1628,Wetland,Wetland,Wetland,Water,Wetland,Water
1629,Wetland,Wetland,Wetland,Water,Wetland,Forest
1630,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1631,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1632,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
1633,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1634,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1635,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1636,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1637,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
1638,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1639,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1640,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
1641,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
1642,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1643,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1644,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
1645,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
1646,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
1647,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1648,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1649,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1650,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1651,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1652,Wetland,Wetland,Water,NULL,Water,NULL
1653,Wetland,Wetland,Water,NULL,Water,Grassland
1654,Wetland,Wetland,Water,NULL,Water,Wetland
1655,Wetland,Wetland,Water,NULL,Water,Bareland
1656,Wetland,Wetland,Water,NULL,Water,Forest
1657,Wetland,Wetland,Water,Non_Water,Water,Wetland
1658,Wetland,Wetland,Water,Non_Water,Water,Bareland
1659,Wetland,Wetland,Water,Non_Water,Water,Forest
1660,Wetland,Wetland,Water,Water,Water,NULL
1661,Wetland,Wetland,Water,Water,Water,Grassland
1662,Wetland,Wetland,Water,Water,Water,Cropland
1663,Wetland,Wetland,Water,Water,Water,Wetland
1664,Wetland,Wetland,Water,Water,Water,Bareland
1665,Wetland,Wetland,Water,Water,Water,Water
1666,Wetland,Wetland,Water,Water,Water,Forest
1667,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1668,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1669,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1670,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
