Value,AFRICA_2024_DynamicWorld_2024_37NEF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NEF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NEF_M_R,AFRICA_2024_GSW_Yearly_2021_37NEF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NEF_M_R,AFRICA_2024_WorldCover_2021_37NEF_M_R
1299,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1300,Forest,Water,Bareland,Water,Non_Wetland,Forest
1301,Forest,Water,Built-up,NULL,Non_Wetland,NULL
1302,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
1303,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1304,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL
1305,Forest,Water,Built-up,Water,Non_Wetland,Forest
1306,Forest,Water,Forest,NULL,Non_Wetland,NULL
1307,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1308,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1309,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1310,Forest,Water,Forest,NULL,Non_Wetland,Water
1311,Forest,Water,Forest,NULL,Non_Wetland,Forest
1312,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1313,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1314,Forest,Water,Forest,Water,Non_Wetland,NULL
1315,Forest,Water,Forest,Water,Non_Wetland,Forest
1316,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1317,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1318,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1319,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1320,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1321,Forest,Forest,NULL,NULL,Non_Wetland,Water
1322,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1323,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1324,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1325,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1326,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1327,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1328,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1329,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1330,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1331,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1332,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1333,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1334,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1335,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1336,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1337,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1338,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1339,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1340,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1341,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1342,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1343,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1344,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1345,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
1346,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1347,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1348,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1349,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1350,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1351,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1352,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1353,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1354,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1355,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1356,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1357,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1358,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1359,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1360,Forest,Forest,Wetland,NULL,Wetland,Forest
1361,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1362,Forest,Forest,Wetland,Water,Wetland,Forest
1363,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1364,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1365,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1366,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1367,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1368,Forest,Forest,Bareland,NULL,Non_Wetland,Water
1369,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1370,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
1371,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1372,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1373,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1374,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1375,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1376,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1377,Forest,Forest,Water,NULL,Water,NULL
1378,Forest,Forest,Water,NULL,Water,Forest
1379,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1380,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1381,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1382,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1383,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1384,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1385,Forest,Forest,Forest,NULL,Non_Wetland,Water
1386,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1387,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1388,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1389,Forest,Forest,Forest,Water,Non_Wetland,NULL
1390,Forest,Forest,Forest,Water,Non_Wetland,Water
1391,Forest,Forest,Forest,Water,Non_Wetland,Forest
