Value,AFRICA_2024_DynamicWorld_2024_36NUM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUM_M_R,AFRICA_2024_GSW_Yearly_2021_36NUM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUM_M_R,AFRICA_2024_WorldCover_2021_36NUM_M_R
1295,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1296,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1297,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1298,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1299,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1300,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1301,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1302,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1303,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1304,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1305,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1306,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1307,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1308,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1309,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1310,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1311,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1312,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1313,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1314,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1315,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1316,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1317,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1318,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1319,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1320,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1321,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1322,Forest,Forest,Wetland,NULL,Wetland,Grassland
1323,Forest,Forest,Wetland,NULL,Wetland,Wetland
1324,Forest,Forest,Wetland,NULL,Wetland,Forest
1325,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1326,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1327,Forest,Forest,Wetland,Water,Wetland,Wetland
1328,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1329,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1330,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1331,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1332,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1333,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1334,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1335,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1336,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1337,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1338,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1339,Forest,Forest,Water,NULL,Water,Wetland
1340,Forest,Forest,Water,Non_Water,Water,Wetland
1341,Forest,Forest,Water,Water,Water,Wetland
1342,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1343,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1344,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1345,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1346,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1347,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1348,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1349,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1350,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1351,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1352,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1353,Forest,Forest,Forest,Water,Non_Wetland,Bareland
1354,Forest,Forest,Forest,Water,Non_Wetland,Forest
