Value,AFRICA_2024_DynamicWorld_2024_36PXA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXA_M_R,AFRICA_2024_GSW_Yearly_2021_36PXA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXA_M_R,AFRICA_2024_WorldCover_2021_36PXA_M_R
1265,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1266,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1267,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1268,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1269,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1270,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1271,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1272,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
1273,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1274,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1275,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1276,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1277,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1278,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL
1279,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1280,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1281,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1282,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1283,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1284,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1285,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1286,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1287,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1288,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1289,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1290,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1291,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
1292,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1293,Bareland,Cropland,Grassland,Water,Non_Wetland,Forest
1294,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1295,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1296,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1297,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1298,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1299,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1300,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1301,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1302,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1303,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1304,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1305,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1306,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL
1307,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1308,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
1309,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
1310,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
1311,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
1312,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
1313,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1314,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1315,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1316,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1317,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1318,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1319,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1320,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1321,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1322,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
1323,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1324,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1325,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1326,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1327,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1328,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1329,Bareland,Cropland,Water,Non_Water,Water,Cropland
1330,Bareland,Cropland,Water,Water,Water,Cropland
1331,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1332,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1333,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1334,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1335,Bareland,Cropland,Forest,Water,Non_Wetland,Grassland
1336,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
1337,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1338,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1339,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1340,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1341,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
1342,Bareland,Wetland,Cropland,Water,Non_Wetland,Cropland
1343,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1344,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1345,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1346,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1347,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1348,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1349,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1350,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1351,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1352,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1353,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1354,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1355,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1356,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1357,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1358,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1359,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1360,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1361,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1362,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1363,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1364,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1365,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1366,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1367,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1368,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1369,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1370,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1371,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1372,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1373,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1374,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1375,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1376,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1377,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1378,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1379,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1380,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1381,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1382,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1383,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
1384,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1385,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1386,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1387,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1388,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1389,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1390,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1391,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1392,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1393,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1394,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1395,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1396,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1397,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1398,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1399,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1400,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1401,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1402,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1403,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1404,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1405,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1406,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1407,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1408,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1409,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1410,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1411,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1412,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1413,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1414,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1415,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1416,Water,NULL,NULL,NULL,Non_Wetland,NULL
1417,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1418,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1419,Water,NULL,NULL,NULL,Non_Wetland,Forest
1420,Water,NULL,NULL,Non_Water,Non_Wetland,NULL
1421,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1422,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1423,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1424,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1425,Water,NULL,NULL,Water,Non_Wetland,Grassland
1426,Water,NULL,NULL,Water,Non_Wetland,Cropland
1427,Water,NULL,NULL,Water,Non_Wetland,Wetland
1428,Water,NULL,NULL,Water,Non_Wetland,Water
1429,Water,NULL,NULL,Water,Non_Wetland,Forest
1430,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1431,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1432,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1433,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1434,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1435,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1436,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1437,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1438,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1439,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1440,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1441,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1442,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1443,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1444,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1445,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1446,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1447,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1448,Water,NULL,Shrubland,Water,Non_Wetland,Water
1449,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1450,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1451,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1452,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1453,Water,NULL,Grassland,NULL,Non_Wetland,Water
1454,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1455,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1456,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1457,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1458,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1459,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1460,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1461,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1462,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1463,Water,NULL,Grassland,Water,Non_Wetland,Water
1464,Water,NULL,Grassland,Water,Non_Wetland,Forest
1465,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1466,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1467,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1468,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1469,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1470,Water,NULL,Cropland,NULL,Non_Wetland,Water
1471,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1472,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1473,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1474,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1475,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1476,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1477,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1478,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1479,Water,NULL,Cropland,Water,Non_Wetland,NULL
1480,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1481,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1482,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1483,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1484,Water,NULL,Cropland,Water,Non_Wetland,Water
1485,Water,NULL,Cropland,Water,Non_Wetland,Forest
1486,Water,NULL,Wetland,NULL,Wetland,NULL
1487,Water,NULL,Wetland,NULL,Wetland,Cropland
1488,Water,NULL,Wetland,NULL,Wetland,Wetland
1489,Water,NULL,Wetland,NULL,Wetland,Bareland
1490,Water,NULL,Wetland,NULL,Wetland,Water
1491,Water,NULL,Wetland,NULL,Wetland,Forest
1492,Water,NULL,Wetland,Non_Water,Wetland,NULL
1493,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1494,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1495,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1496,Water,NULL,Wetland,Non_Water,Wetland,Water
1497,Water,NULL,Wetland,Non_Water,Wetland,Forest
1498,Water,NULL,Wetland,Water,Wetland,NULL
1499,Water,NULL,Wetland,Water,Wetland,Grassland
1500,Water,NULL,Wetland,Water,Wetland,Cropland
1501,Water,NULL,Wetland,Water,Wetland,Wetland
1502,Water,NULL,Wetland,Water,Wetland,Bareland
1503,Water,NULL,Wetland,Water,Wetland,Water
1504,Water,NULL,Wetland,Water,Wetland,Forest
1505,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1506,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1507,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1508,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1509,Water,NULL,Bareland,NULL,Non_Wetland,Water
1510,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1511,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1512,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1513,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1514,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1515,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1516,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1517,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1518,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1519,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1520,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1521,Water,NULL,Bareland,Water,Non_Wetland,Water
1522,Water,NULL,Bareland,Water,Non_Wetland,Forest
1523,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1524,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1525,Water,NULL,Built-up,Water,Non_Wetland,Forest
1526,Water,NULL,Water,NULL,Water,Grassland
1527,Water,NULL,Water,NULL,Water,Cropland
1528,Water,NULL,Water,NULL,Water,Bareland
1529,Water,NULL,Water,NULL,Water,Forest
1530,Water,NULL,Water,Non_Water,Water,NULL
1531,Water,NULL,Water,Non_Water,Water,Grassland
1532,Water,NULL,Water,Non_Water,Water,Bareland
1533,Water,NULL,Water,Non_Water,Water,Water
1534,Water,NULL,Water,Non_Water,Water,Forest
1535,Water,NULL,Water,Water,Water,Grassland
1536,Water,NULL,Water,Water,Water,Cropland
1537,Water,NULL,Water,Water,Water,Wetland
1538,Water,NULL,Water,Water,Water,Bareland
1539,Water,NULL,Water,Water,Water,Water
1540,Water,NULL,Water,Water,Water,Forest
1541,Water,NULL,Forest,NULL,Non_Wetland,NULL
1542,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1543,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1544,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1545,Water,NULL,Forest,NULL,Non_Wetland,Forest
1546,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
1547,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1548,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1549,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1550,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1551,Water,NULL,Forest,Water,Non_Wetland,Grassland
1552,Water,NULL,Forest,Water,Non_Wetland,Cropland
1553,Water,NULL,Forest,Water,Non_Wetland,Wetland
1554,Water,NULL,Forest,Water,Non_Wetland,Bareland
1555,Water,NULL,Forest,Water,Non_Wetland,Forest
1556,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1557,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1558,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1559,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1560,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1561,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1562,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1563,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1564,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1565,Water,Cropland,NULL,Water,Non_Wetland,Forest
1566,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1567,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1568,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1569,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1570,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1571,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1572,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1573,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1574,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1575,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1576,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1577,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1578,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1579,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1580,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1581,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1582,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1583,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1584,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1585,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
1586,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1587,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1588,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1589,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1590,Water,Cropland,Grassland,NULL,Non_Wetland,Water
1591,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1592,Water,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1593,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1594,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1595,Water,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1596,Water,Cropland,Grassland,Non_Water,Non_Wetland,Water
1597,Water,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1598,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
1599,Water,Cropland,Grassland,Water,Non_Wetland,Cropland
1600,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1601,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1602,Water,Cropland,Grassland,Water,Non_Wetland,Water
1603,Water,Cropland,Grassland,Water,Non_Wetland,Forest
1604,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1605,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1606,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1607,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1608,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1609,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1610,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1611,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1612,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1613,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1614,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1615,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1616,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water
1617,Water,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1618,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1619,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1620,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1621,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
1622,Water,Cropland,Cropland,Water,Non_Wetland,Water
1623,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1624,Water,Cropland,Wetland,NULL,Wetland,Cropland
1625,Water,Cropland,Wetland,NULL,Wetland,Wetland
1626,Water,Cropland,Wetland,NULL,Wetland,Bareland
1627,Water,Cropland,Wetland,NULL,Wetland,Water
1628,Water,Cropland,Wetland,NULL,Wetland,Forest
1629,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1630,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1631,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1632,Water,Cropland,Wetland,Non_Water,Wetland,Bareland
1633,Water,Cropland,Wetland,Non_Water,Wetland,Water
1634,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1635,Water,Cropland,Wetland,Water,Wetland,Grassland
1636,Water,Cropland,Wetland,Water,Wetland,Cropland
1637,Water,Cropland,Wetland,Water,Wetland,Wetland
1638,Water,Cropland,Wetland,Water,Wetland,Bareland
1639,Water,Cropland,Wetland,Water,Wetland,Water
1640,Water,Cropland,Wetland,Water,Wetland,Forest
1641,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1642,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1643,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1644,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1645,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1646,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1647,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1648,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1649,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1650,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1651,Water,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1652,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1653,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1654,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1655,Water,Cropland,Bareland,Water,Non_Wetland,Water
1656,Water,Cropland,Bareland,Water,Non_Wetland,Forest
1657,Water,Cropland,Built-up,Water,Non_Wetland,Water
1658,Water,Cropland,Water,NULL,Water,Grassland
1659,Water,Cropland,Water,NULL,Water,Cropland
1660,Water,Cropland,Water,NULL,Water,Wetland
1661,Water,Cropland,Water,NULL,Water,Bareland
1662,Water,Cropland,Water,NULL,Water,Water
1663,Water,Cropland,Water,NULL,Water,Forest
1664,Water,Cropland,Water,Non_Water,Water,Grassland
1665,Water,Cropland,Water,Non_Water,Water,Cropland
1666,Water,Cropland,Water,Non_Water,Water,Wetland
1667,Water,Cropland,Water,Non_Water,Water,Bareland
1668,Water,Cropland,Water,Non_Water,Water,Forest
1669,Water,Cropland,Water,Water,Water,Grassland
1670,Water,Cropland,Water,Water,Water,Cropland
1671,Water,Cropland,Water,Water,Water,Wetland
1672,Water,Cropland,Water,Water,Water,Bareland
1673,Water,Cropland,Water,Water,Water,Water
1674,Water,Cropland,Water,Water,Water,Forest
1675,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1676,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1677,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1678,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL
1679,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1680,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1681,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1682,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
1683,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1684,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1685,Water,Cropland,Forest,Water,Non_Wetland,Forest
1686,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1687,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1688,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1689,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1690,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
