Value,AFRICA_2024_DynamicWorld_2024_37NFJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFJ_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFJ_M_R,AFRICA_2024_GSW_Yearly_2021_37NFJ_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFJ_M_R,AFRICA_2024_WorldCover_2021_37NFJ_M_R
1279,Water,NULL,Water,NULL,Water,Forest
1280,Water,NULL,Water,Non_Water,Water,Cropland
1281,Water,NULL,Water,Water,Water,Grassland
1282,Water,NULL,Water,Water,Water,Cropland
1283,Water,NULL,Water,Water,Water,Wetland
1284,Water,NULL,Water,Water,Water,Bareland
1285,Water,NULL,Water,Water,Water,Water
1286,Water,NULL,Water,Water,Water,Forest
1287,Water,NULL,Forest,NULL,Non_Wetland,NULL
1288,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1289,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1290,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1291,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1292,Water,NULL,Forest,NULL,Non_Wetland,Water
1293,Water,NULL,Forest,NULL,Non_Wetland,Forest
1294,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1295,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1296,Water,NULL,Forest,Water,Non_Wetland,Bareland
1297,Water,NULL,Forest,Water,Non_Wetland,Water
1298,Water,NULL,Forest,Water,Non_Wetland,Forest
1299,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1300,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1301,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1302,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1303,Water,Cropland,NULL,NULL,Non_Wetland,Water
1304,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1305,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1306,Water,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1307,Water,Cropland,NULL,Water,Non_Wetland,Grassland
1308,Water,Cropland,NULL,Water,Non_Wetland,Cropland
1309,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1310,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1311,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1312,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1313,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1314,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1315,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1316,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1317,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1318,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1319,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1320,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1321,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1322,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1323,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1324,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1325,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1326,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1327,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1328,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1329,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1330,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1331,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
1332,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1333,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1334,Water,Cropland,Cropland,Water,Non_Wetland,Water
1335,Water,Cropland,Wetland,NULL,Wetland,Cropland
1336,Water,Cropland,Wetland,NULL,Wetland,Wetland
1337,Water,Cropland,Wetland,NULL,Wetland,Water
1338,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1339,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1340,Water,Cropland,Wetland,Water,Wetland,Grassland
1341,Water,Cropland,Wetland,Water,Wetland,Cropland
1342,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1343,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1344,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1345,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1346,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1347,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1348,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1349,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1350,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1351,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1352,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1353,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1354,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1355,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1356,Water,Cropland,Water,NULL,Water,Grassland
1357,Water,Cropland,Water,NULL,Water,Cropland
1358,Water,Cropland,Water,NULL,Water,Bareland
1359,Water,Cropland,Water,NULL,Water,Water
1360,Water,Cropland,Water,Water,Water,Grassland
1361,Water,Cropland,Water,Water,Water,Cropland
1362,Water,Cropland,Water,Water,Water,Water
1363,Water,Cropland,Water,Water,Water,Forest
1364,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1365,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1366,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1367,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1368,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1369,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1370,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1371,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1372,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
1373,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1374,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
1375,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1376,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1377,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1378,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
1379,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1380,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1381,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1382,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1383,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1384,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1385,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1386,Water,Bareland,Wetland,NULL,Wetland,Bareland
1387,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
1388,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1389,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1390,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1391,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1392,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1393,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1394,Water,Bareland,Bareland,Water,Non_Wetland,Water
1395,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1396,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1397,Water,Bareland,Water,NULL,Water,Bareland
1398,Water,Bareland,Water,Non_Water,Water,Bareland
1399,Water,Bareland,Water,Water,Water,Bareland
1400,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1401,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1402,Water,Bareland,Forest,NULL,Non_Wetland,Water
1403,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1404,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1405,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1406,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1407,Water,Water,NULL,NULL,Non_Wetland,NULL
1408,Water,Water,NULL,NULL,Non_Wetland,Grassland
1409,Water,Water,NULL,NULL,Non_Wetland,Cropland
1410,Water,Water,NULL,NULL,Non_Wetland,Wetland
1411,Water,Water,NULL,NULL,Non_Wetland,Bareland
1412,Water,Water,NULL,NULL,Non_Wetland,Water
1413,Water,Water,NULL,NULL,Non_Wetland,Forest
1414,Water,Water,NULL,Non_Water,Non_Wetland,NULL
1415,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1416,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1417,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1418,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1419,Water,Water,NULL,Water,Non_Wetland,NULL
1420,Water,Water,NULL,Water,Non_Wetland,Grassland
1421,Water,Water,NULL,Water,Non_Wetland,Wetland
1422,Water,Water,NULL,Water,Non_Wetland,Bareland
1423,Water,Water,NULL,Water,Non_Wetland,Water
1424,Water,Water,NULL,Water,Non_Wetland,Forest
1425,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1426,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1427,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1428,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1429,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1430,Water,Water,Shrubland,NULL,Non_Wetland,Water
1431,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1432,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1433,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1434,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1435,Water,Water,Shrubland,Water,Non_Wetland,NULL
1436,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1437,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1438,Water,Water,Shrubland,Water,Non_Wetland,Water
1439,Water,Water,Grassland,NULL,Non_Wetland,NULL
1440,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1441,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1442,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1443,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1444,Water,Water,Grassland,NULL,Non_Wetland,Water
1445,Water,Water,Grassland,NULL,Non_Wetland,Forest
1446,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1447,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1448,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1449,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1450,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1451,Water,Water,Grassland,Water,Non_Wetland,Grassland
1452,Water,Water,Grassland,Water,Non_Wetland,Cropland
1453,Water,Water,Grassland,Water,Non_Wetland,Bareland
1454,Water,Water,Grassland,Water,Non_Wetland,Water
1455,Water,Water,Grassland,Water,Non_Wetland,Forest
1456,Water,Water,Cropland,NULL,Non_Wetland,NULL
1457,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1458,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1459,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1460,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1461,Water,Water,Cropland,NULL,Non_Wetland,Water
1462,Water,Water,Cropland,NULL,Non_Wetland,Forest
1463,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1464,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1465,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1466,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1467,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1468,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1469,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1470,Water,Water,Cropland,Water,Non_Wetland,NULL
1471,Water,Water,Cropland,Water,Non_Wetland,Grassland
1472,Water,Water,Cropland,Water,Non_Wetland,Cropland
1473,Water,Water,Cropland,Water,Non_Wetland,Wetland
1474,Water,Water,Cropland,Water,Non_Wetland,Bareland
1475,Water,Water,Cropland,Water,Non_Wetland,Water
1476,Water,Water,Cropland,Water,Non_Wetland,Forest
1477,Water,Water,Wetland,NULL,Wetland,NULL
1478,Water,Water,Wetland,NULL,Wetland,Grassland
1479,Water,Water,Wetland,NULL,Wetland,Cropland
1480,Water,Water,Wetland,NULL,Wetland,Wetland
1481,Water,Water,Wetland,NULL,Wetland,Bareland
1482,Water,Water,Wetland,NULL,Wetland,Water
1483,Water,Water,Wetland,NULL,Wetland,Forest
1484,Water,Water,Wetland,Non_Water,Wetland,Grassland
1485,Water,Water,Wetland,Non_Water,Wetland,Cropland
1486,Water,Water,Wetland,Non_Water,Wetland,Wetland
1487,Water,Water,Wetland,Non_Water,Wetland,Bareland
1488,Water,Water,Wetland,Non_Water,Wetland,Water
1489,Water,Water,Wetland,Water,Wetland,Grassland
1490,Water,Water,Wetland,Water,Wetland,Cropland
1491,Water,Water,Wetland,Water,Wetland,Wetland
1492,Water,Water,Wetland,Water,Wetland,Bareland
1493,Water,Water,Wetland,Water,Wetland,Water
1494,Water,Water,Wetland,Water,Wetland,Forest
1495,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1496,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1497,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1498,Water,Water,Bareland,NULL,Non_Wetland,NULL
1499,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1500,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1501,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1502,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1503,Water,Water,Bareland,NULL,Non_Wetland,Water
1504,Water,Water,Bareland,NULL,Non_Wetland,Forest
1505,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1506,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1507,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1508,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1509,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1510,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1511,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1512,Water,Water,Bareland,Water,Non_Wetland,NULL
1513,Water,Water,Bareland,Water,Non_Wetland,Grassland
1514,Water,Water,Bareland,Water,Non_Wetland,Cropland
1515,Water,Water,Bareland,Water,Non_Wetland,Wetland
1516,Water,Water,Bareland,Water,Non_Wetland,Bareland
1517,Water,Water,Bareland,Water,Non_Wetland,Water
1518,Water,Water,Bareland,Water,Non_Wetland,Forest
1519,Water,Water,Built-up,NULL,Non_Wetland,NULL
1520,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1521,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1522,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1523,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1524,Water,Water,Built-up,NULL,Non_Wetland,Water
1525,Water,Water,Built-up,NULL,Non_Wetland,Forest
1526,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1527,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1528,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1529,Water,Water,Built-up,Water,Non_Wetland,NULL
1530,Water,Water,Built-up,Water,Non_Wetland,Grassland
1531,Water,Water,Built-up,Water,Non_Wetland,Cropland
1532,Water,Water,Built-up,Water,Non_Wetland,Bareland
1533,Water,Water,Built-up,Water,Non_Wetland,Water
1534,Water,Water,Built-up,Water,Non_Wetland,Forest
1535,Water,Water,Water,NULL,Water,NULL
1536,Water,Water,Water,NULL,Water,Grassland
1537,Water,Water,Water,NULL,Water,Cropland
1538,Water,Water,Water,NULL,Water,Wetland
1539,Water,Water,Water,NULL,Water,Bareland
1540,Water,Water,Water,NULL,Water,Water
1541,Water,Water,Water,NULL,Water,Forest
1542,Water,Water,Water,Non_Water,Water,Grassland
1543,Water,Water,Water,Non_Water,Water,Cropland
1544,Water,Water,Water,Non_Water,Water,Wetland
1545,Water,Water,Water,Non_Water,Water,Bareland
1546,Water,Water,Water,Non_Water,Water,Water
1547,Water,Water,Water,Non_Water,Water,Forest
1548,Water,Water,Water,Water,Water,NULL
1549,Water,Water,Water,Water,Water,Grassland
1550,Water,Water,Water,Water,Water,Cropland
1551,Water,Water,Water,Water,Water,Wetland
1552,Water,Water,Water,Water,Water,Bareland
1553,Water,Water,Water,Water,Water,Water
1554,Water,Water,Water,Water,Water,Forest
1555,Water,Water,Forest,NULL,Non_Wetland,NULL
1556,Water,Water,Forest,NULL,Non_Wetland,Grassland
1557,Water,Water,Forest,NULL,Non_Wetland,Cropland
1558,Water,Water,Forest,NULL,Non_Wetland,Wetland
1559,Water,Water,Forest,NULL,Non_Wetland,Bareland
1560,Water,Water,Forest,NULL,Non_Wetland,Water
1561,Water,Water,Forest,NULL,Non_Wetland,Forest
1562,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1563,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1564,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1565,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1566,Water,Water,Forest,Water,Non_Wetland,NULL
1567,Water,Water,Forest,Water,Non_Wetland,Grassland
1568,Water,Water,Forest,Water,Non_Wetland,Cropland
1569,Water,Water,Forest,Water,Non_Wetland,Bareland
1570,Water,Water,Forest,Water,Non_Wetland,Water
1571,Water,Water,Forest,Water,Non_Wetland,Forest
1572,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1573,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1574,Water,Forest,NULL,NULL,Non_Wetland,Forest
1575,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1576,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1577,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1578,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1579,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1580,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1581,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1582,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1583,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1584,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1585,Water,Forest,Wetland,NULL,Wetland,NULL
1586,Water,Forest,Wetland,NULL,Wetland,Forest
1587,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1588,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1589,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1590,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1591,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1592,Water,Forest,Built-up,NULL,Non_Wetland,Cropland
1593,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1594,Water,Forest,Water,NULL,Water,Grassland
1595,Water,Forest,Water,NULL,Water,Cropland
1596,Water,Forest,Water,NULL,Water,Forest
1597,Water,Forest,Water,Water,Water,NULL
1598,Water,Forest,Forest,NULL,Non_Wetland,NULL
1599,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1600,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1601,Water,Forest,Forest,NULL,Non_Wetland,Forest
1602,Water,Forest,Forest,Water,Non_Wetland,NULL
1603,Water,Forest,Forest,Water,Non_Wetland,Grassland
1604,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1605,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1606,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1607,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1608,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1609,Forest,NULL,NULL,NULL,Non_Wetland,Water
1610,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1611,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1612,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1613,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1614,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1615,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1616,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1617,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1618,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1619,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1620,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1621,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1622,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1623,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1624,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1625,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1626,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1627,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1628,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1629,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1630,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1631,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1632,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1633,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1634,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1635,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1636,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1637,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1638,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1639,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1640,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1641,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1642,Forest,NULL,Wetland,NULL,Wetland,NULL
1643,Forest,NULL,Wetland,NULL,Wetland,Cropland
1644,Forest,NULL,Wetland,NULL,Wetland,Forest
1645,Forest,NULL,Wetland,Water,Wetland,Forest
1646,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1647,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1648,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1649,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1650,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1651,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1652,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1653,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1654,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1655,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1656,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1657,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1658,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1659,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1660,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1661,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1662,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1663,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1664,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1665,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1666,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1667,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1668,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1669,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1670,Forest,NULL,Built-up,NULL,Non_Wetland,Water
1671,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1672,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1673,Forest,NULL,Water,NULL,Water,NULL
1674,Forest,NULL,Water,NULL,Water,Grassland
1675,Forest,NULL,Water,NULL,Water,Cropland
1676,Forest,NULL,Water,NULL,Water,Bareland
1677,Forest,NULL,Water,NULL,Water,Water
1678,Forest,NULL,Water,NULL,Water,Forest
1679,Forest,NULL,Water,Non_Water,Water,NULL
1680,Forest,NULL,Water,Water,Water,Grassland
1681,Forest,NULL,Water,Water,Water,Bareland
1682,Forest,NULL,Water,Water,Water,Forest
1683,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1684,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1685,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1686,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1687,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1688,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1689,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1690,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1691,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1692,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1693,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1694,Forest,NULL,Forest,Water,Non_Wetland,NULL
1695,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1696,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1697,Forest,NULL,Forest,Water,Non_Wetland,Forest
1698,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1699,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1700,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1701,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1702,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1703,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1704,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1705,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1706,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1707,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1708,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1709,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1710,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1711,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1712,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1713,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1714,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1715,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
1716,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1717,Forest,Cropland,Grassland,NULL,Non_Wetland,Water
1718,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1719,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1720,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1721,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1722,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1723,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1724,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1725,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1726,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
