Value,AFRICA_2024_DynamicWorld_2024_38NKN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKN_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKN_M_R,AFRICA_2024_GSW_Yearly_2021_38NKN_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKN_M_R,AFRICA_2024_WorldCover_2021_38NKN_M_R
1288,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1289,Water,Water,Grassland,NULL,Non_Wetland,Water
1290,Water,Water,Grassland,NULL,Non_Wetland,Forest
1291,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1292,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1293,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
1294,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1295,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1296,Water,Water,Grassland,Water,Non_Wetland,NULL
1297,Water,Water,Grassland,Water,Non_Wetland,Grassland
1298,Water,Water,Grassland,Water,Non_Wetland,Cropland
1299,Water,Water,Grassland,Water,Non_Wetland,Wetland
1300,Water,Water,Grassland,Water,Non_Wetland,Bareland
1301,Water,Water,Grassland,Water,Non_Wetland,Water
1302,Water,Water,Grassland,Water,Non_Wetland,Forest
1303,Water,Water,Cropland,NULL,Non_Wetland,NULL
1304,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1305,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1306,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1307,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1308,Water,Water,Cropland,NULL,Non_Wetland,Forest
1309,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1310,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1311,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1312,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1313,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1314,Water,Water,Cropland,Water,Non_Wetland,Grassland
1315,Water,Water,Cropland,Water,Non_Wetland,Cropland
1316,Water,Water,Cropland,Water,Non_Wetland,Wetland
1317,Water,Water,Cropland,Water,Non_Wetland,Bareland
1318,Water,Water,Cropland,Water,Non_Wetland,Forest
1319,Water,Water,Wetland,NULL,Wetland,NULL
1320,Water,Water,Wetland,NULL,Wetland,Grassland
1321,Water,Water,Wetland,NULL,Wetland,Cropland
1322,Water,Water,Wetland,NULL,Wetland,Wetland
1323,Water,Water,Wetland,NULL,Wetland,Bareland
1324,Water,Water,Wetland,NULL,Wetland,Water
1325,Water,Water,Wetland,NULL,Wetland,Forest
1326,Water,Water,Wetland,Non_Water,Wetland,Grassland
1327,Water,Water,Wetland,Non_Water,Wetland,Cropland
1328,Water,Water,Wetland,Non_Water,Wetland,Wetland
1329,Water,Water,Wetland,Non_Water,Wetland,Bareland
1330,Water,Water,Wetland,Non_Water,Wetland,Forest
1331,Water,Water,Wetland,Water,Wetland,NULL
1332,Water,Water,Wetland,Water,Wetland,Grassland
1333,Water,Water,Wetland,Water,Wetland,Cropland
1334,Water,Water,Wetland,Water,Wetland,Wetland
1335,Water,Water,Wetland,Water,Wetland,Bareland
1336,Water,Water,Wetland,Water,Wetland,Water
1337,Water,Water,Wetland,Water,Wetland,Forest
1338,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1339,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1340,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1341,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1342,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1343,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1344,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1345,Water,Water,Bareland,NULL,Non_Wetland,NULL
1346,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1347,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1348,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1349,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1350,Water,Water,Bareland,NULL,Non_Wetland,Water
1351,Water,Water,Bareland,NULL,Non_Wetland,Forest
1352,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1353,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1354,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1355,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1356,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1357,Water,Water,Bareland,Water,Non_Wetland,NULL
1358,Water,Water,Bareland,Water,Non_Wetland,Grassland
1359,Water,Water,Bareland,Water,Non_Wetland,Cropland
1360,Water,Water,Bareland,Water,Non_Wetland,Bareland
1361,Water,Water,Bareland,Water,Non_Wetland,Water
1362,Water,Water,Bareland,Water,Non_Wetland,Forest
1363,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1364,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1365,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1366,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1367,Water,Water,Built-up,Water,Non_Wetland,Grassland
1368,Water,Water,Built-up,Water,Non_Wetland,Bareland
1369,Water,Water,Built-up,Water,Non_Wetland,Forest
1370,Water,Water,Water,NULL,Water,NULL
1371,Water,Water,Water,NULL,Water,Grassland
1372,Water,Water,Water,NULL,Water,Cropland
1373,Water,Water,Water,NULL,Water,Wetland
1374,Water,Water,Water,NULL,Water,Bareland
1375,Water,Water,Water,NULL,Water,Water
1376,Water,Water,Water,NULL,Water,Forest
1377,Water,Water,Water,Non_Water,Water,Grassland
1378,Water,Water,Water,Non_Water,Water,Cropland
1379,Water,Water,Water,Non_Water,Water,Wetland
1380,Water,Water,Water,Non_Water,Water,Bareland
1381,Water,Water,Water,Non_Water,Water,Forest
1382,Water,Water,Water,Water,Water,Grassland
1383,Water,Water,Water,Water,Water,Cropland
1384,Water,Water,Water,Water,Water,Wetland
1385,Water,Water,Water,Water,Water,Bareland
1386,Water,Water,Water,Water,Water,Water
1387,Water,Water,Water,Water,Water,Forest
1388,Water,Water,Forest,NULL,Non_Wetland,Grassland
1389,Water,Water,Forest,NULL,Non_Wetland,Cropland
1390,Water,Water,Forest,NULL,Non_Wetland,Wetland
1391,Water,Water,Forest,NULL,Non_Wetland,Bareland
1392,Water,Water,Forest,NULL,Non_Wetland,Forest
1393,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1394,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1395,Water,Water,Forest,Water,Non_Wetland,Cropland
1396,Water,Water,Forest,Water,Non_Wetland,Bareland
1397,Water,Water,Forest,Water,Non_Wetland,Forest
1398,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1399,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1400,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1401,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
1402,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1403,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1404,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1405,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1406,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1407,Water,Forest,Wetland,NULL,Wetland,Forest
1408,Water,Forest,Wetland,Non_Water,Wetland,Forest
1409,Water,Forest,Water,NULL,Water,Forest
1410,Water,Forest,Water,Non_Water,Water,Grassland
1411,Water,Forest,Water,Non_Water,Water,Cropland
1412,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1413,Water,Forest,Forest,NULL,Non_Wetland,Forest
1414,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1415,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1416,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1417,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1418,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1419,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1420,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1421,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1422,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1423,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1424,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1425,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1426,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1427,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1428,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1429,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1430,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1431,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1432,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1433,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1434,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1435,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1436,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1437,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1438,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1439,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1440,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1441,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
1442,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1443,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1444,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1445,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1446,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1447,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1448,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1449,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1450,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1451,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1452,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1453,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1454,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1455,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1456,Forest,NULL,Wetland,NULL,Wetland,NULL
1457,Forest,NULL,Wetland,NULL,Wetland,Grassland
1458,Forest,NULL,Wetland,NULL,Wetland,Cropland
1459,Forest,NULL,Wetland,NULL,Wetland,Bareland
1460,Forest,NULL,Wetland,NULL,Wetland,Forest
1461,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1462,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1463,Forest,NULL,Wetland,Non_Water,Wetland,Cropland
1464,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1465,Forest,NULL,Wetland,Water,Wetland,NULL
1466,Forest,NULL,Wetland,Water,Wetland,Grassland
1467,Forest,NULL,Wetland,Water,Wetland,Cropland
1468,Forest,NULL,Wetland,Water,Wetland,Bareland
1469,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1470,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1471,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1472,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1473,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1474,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1475,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1476,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1477,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1478,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1479,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1480,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1481,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1482,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1483,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1484,Forest,NULL,Water,NULL,Water,Grassland
1485,Forest,NULL,Water,NULL,Water,Bareland
1486,Forest,NULL,Water,NULL,Water,Forest
1487,Forest,NULL,Water,Non_Water,Water,Grassland
1488,Forest,NULL,Water,Non_Water,Water,Cropland
1489,Forest,NULL,Water,Non_Water,Water,Forest
1490,Forest,NULL,Water,Water,Water,Cropland
1491,Forest,NULL,Water,Water,Water,Bareland
1492,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1493,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1494,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1495,Forest,NULL,Forest,NULL,Non_Wetland,Water
1496,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1497,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1498,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1499,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1500,Forest,NULL,Forest,Water,Non_Wetland,NULL
1501,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1502,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1503,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1504,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1505,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1506,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1507,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1508,Forest,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1509,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1510,Forest,Cropland,NULL,Water,Non_Wetland,Forest
1511,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1512,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1513,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1515,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1516,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1517,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1518,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1519,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1520,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1521,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1522,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1523,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1524,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1525,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1526,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1527,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1528,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1529,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1530,Forest,Cropland,Grassland,Water,Non_Wetland,Cropland
1531,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland
1532,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
1533,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1534,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1535,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1536,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1537,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1538,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1539,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1540,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1541,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1542,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1543,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1544,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1545,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
1546,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1547,Forest,Cropland,Wetland,NULL,Wetland,NULL
1548,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1549,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1550,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1551,Forest,Cropland,Wetland,NULL,Wetland,Bareland
1552,Forest,Cropland,Wetland,NULL,Wetland,Forest
1553,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
1554,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1555,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
1556,Forest,Cropland,Wetland,Non_Water,Wetland,Bareland
1557,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1558,Forest,Cropland,Wetland,Water,Wetland,Grassland
1559,Forest,Cropland,Wetland,Water,Wetland,Cropland
1560,Forest,Cropland,Wetland,Water,Wetland,Bareland
1561,Forest,Cropland,Wetland,Water,Wetland,Forest
1562,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1563,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1564,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1565,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1566,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1567,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1568,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1569,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1570,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1571,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1572,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1573,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
1574,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
1575,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1576,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1577,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1578,Forest,Cropland,Water,NULL,Water,Grassland
1579,Forest,Cropland,Water,NULL,Water,Cropland
1580,Forest,Cropland,Water,NULL,Water,Wetland
1581,Forest,Cropland,Water,NULL,Water,Bareland
1582,Forest,Cropland,Water,NULL,Water,Forest
1583,Forest,Cropland,Water,Non_Water,Water,Grassland
1584,Forest,Cropland,Water,Non_Water,Water,Cropland
1585,Forest,Cropland,Water,Non_Water,Water,Wetland
1586,Forest,Cropland,Water,Non_Water,Water,Bareland
1587,Forest,Cropland,Water,Non_Water,Water,Forest
1588,Forest,Cropland,Water,Water,Water,Grassland
1589,Forest,Cropland,Water,Water,Water,Cropland
1590,Forest,Cropland,Water,Water,Water,Wetland
1591,Forest,Cropland,Water,Water,Water,Bareland
1592,Forest,Cropland,Water,Water,Water,Forest
1593,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1594,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1595,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1596,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1597,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1598,Forest,Wetland,Grassland,NULL,Non_Wetland,Cropland
1599,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1600,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1601,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1602,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1603,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1604,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1605,Forest,Wetland,Wetland,NULL,Wetland,Forest
1606,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1607,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1608,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1609,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1610,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1611,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1612,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1613,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1614,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1615,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1616,Forest,Water,NULL,NULL,Non_Wetland,Forest
1617,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1618,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1619,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1620,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1621,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1622,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1623,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
1624,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
1625,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1626,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1627,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
1628,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1629,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1630,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1631,Forest,Water,Grassland,Water,Non_Wetland,Forest
1632,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1633,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1634,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1635,Forest,Water,Cropland,NULL,Non_Wetland,Wetland
1636,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1637,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1638,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1639,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1640,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
1641,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1642,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1643,Forest,Water,Cropland,Water,Non_Wetland,Forest
1644,Forest,Water,Wetland,NULL,Wetland,Grassland
1645,Forest,Water,Wetland,NULL,Wetland,Wetland
1646,Forest,Water,Wetland,NULL,Wetland,Forest
1647,Forest,Water,Wetland,Non_Water,Wetland,Grassland
1648,Forest,Water,Wetland,Non_Water,Wetland,Cropland
1649,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1650,Forest,Water,Wetland,Non_Water,Wetland,Forest
1651,Forest,Water,Wetland,Water,Wetland,Wetland
1652,Forest,Water,Wetland,Water,Wetland,Forest
1653,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1654,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1655,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1656,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland
1657,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1658,Forest,Water,Water,NULL,Water,Wetland
1659,Forest,Water,Water,NULL,Water,Bareland
1660,Forest,Water,Water,Non_Water,Water,Grassland
1661,Forest,Water,Water,Water,Water,Grassland
1662,Forest,Water,Forest,NULL,Non_Wetland,NULL
1663,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1664,Forest,Water,Forest,NULL,Non_Wetland,Forest
1665,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1666,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1667,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1668,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1669,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1670,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1671,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1672,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1673,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1674,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1675,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1676,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1677,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1678,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1679,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1680,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1681,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1682,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1683,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1684,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1685,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1686,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1687,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1688,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1689,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1690,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1691,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1692,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1693,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1694,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1695,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1696,Forest,Forest,Grassland,Water,Non_Wetland,NULL
1697,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
1698,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
1699,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
1700,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1701,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1702,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1703,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1704,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1705,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1706,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1707,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1708,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1709,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1710,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1711,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1712,Forest,Forest,Cropland,Water,Non_Wetland,NULL
1713,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1714,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1715,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
1716,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1717,Forest,Forest,Wetland,NULL,Wetland,NULL
1718,Forest,Forest,Wetland,NULL,Wetland,Grassland
1719,Forest,Forest,Wetland,NULL,Wetland,Cropland
1720,Forest,Forest,Wetland,NULL,Wetland,Wetland
1721,Forest,Forest,Wetland,NULL,Wetland,Bareland
1722,Forest,Forest,Wetland,NULL,Wetland,Forest
1723,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
