Value,AFRICA_2024_DynamicWorld_2024_36PVB_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVB_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVB_M_R,AFRICA_2024_GSW_Yearly_2021_36PVB_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVB_M_R,AFRICA_2024_WorldCover_2021_36PVB_M_R
1246,Wetland,NULL,Cropland,Water,Non_Wetland,Built-up
1247,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1248,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1249,Wetland,NULL,Wetland,NULL,Wetland,NULL
1250,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1251,Wetland,NULL,Wetland,NULL,Wetland,Cropland
1252,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1253,Wetland,NULL,Wetland,NULL,Wetland,Water
1254,Wetland,NULL,Wetland,NULL,Wetland,Forest
1255,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
1256,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1257,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
1258,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
1259,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
1260,Wetland,NULL,Wetland,Water,Wetland,Grassland
1261,Wetland,NULL,Wetland,Water,Wetland,Cropland
1262,Wetland,NULL,Wetland,Water,Wetland,Wetland
1263,Wetland,NULL,Wetland,Water,Wetland,Water
1264,Wetland,NULL,Wetland,Water,Wetland,Forest
1265,Wetland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1266,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1267,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
1268,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1269,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1270,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1271,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1272,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1273,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1274,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
1275,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
1276,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
1277,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
1278,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
1279,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1280,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1281,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1282,Wetland,NULL,Built-up,Water,Non_Wetland,Forest
1283,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1284,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1285,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1286,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
1287,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1288,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
1289,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1290,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1291,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1292,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1293,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
1294,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
1295,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
1296,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
1297,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
1298,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL
1299,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1300,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
1301,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
1302,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
1303,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1304,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1305,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1306,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1307,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1308,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1309,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1310,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1311,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1312,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1313,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1314,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1315,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1316,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1317,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
1318,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
1319,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1320,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1321,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1322,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1323,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1324,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1325,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1326,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1327,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1328,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1329,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1330,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1331,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1332,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1333,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1334,Wetland,Cropland,Grassland,Water,Non_Wetland,Forest
1335,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
1336,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1337,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1338,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1339,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1340,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1341,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1342,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1343,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1344,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1345,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1346,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1347,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1348,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
1349,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1350,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1351,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1352,Wetland,Cropland,Wetland,NULL,Wetland,NULL
1353,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1354,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1355,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1356,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1357,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
1358,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1359,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
1360,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1361,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
1362,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1363,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1364,Wetland,Cropland,Wetland,Water,Wetland,Cropland
1365,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1366,Wetland,Cropland,Wetland,Water,Wetland,Water
1367,Wetland,Cropland,Wetland,Water,Wetland,Forest
1368,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
1369,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1370,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
1371,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1372,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1373,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1374,Wetland,Cropland,Built-up,NULL,Non_Wetland,Forest
1375,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1376,Wetland,Cropland,Water,Water,Water,Cropland
1377,Wetland,Cropland,Water,Water,Water,Water
1378,Wetland,Cropland,Water,Water,Water,Forest
1379,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
1380,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1381,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1382,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1383,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1384,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
1385,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1386,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1387,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1388,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1389,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1390,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
1391,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
1392,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
1393,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
1394,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
1395,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
1396,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1397,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
1398,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1399,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
1400,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
1401,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
1402,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1403,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1404,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1405,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1406,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
1407,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1408,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1409,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1410,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1411,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1412,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1413,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1414,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1415,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1416,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
1417,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1418,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
1419,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1420,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
1421,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1422,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
1423,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1424,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
1425,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1426,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
1427,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
1428,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1429,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1430,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
1431,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1432,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1433,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
1434,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
1435,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1436,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1437,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1438,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1439,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
1440,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1441,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1442,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1443,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1444,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1445,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water
1446,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1447,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
1448,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
1449,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1450,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
1451,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
1452,Wetland,Wetland,Wetland,NULL,Wetland,NULL
1453,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1454,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1455,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1456,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1457,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
1458,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1459,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1460,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1461,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1462,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1463,Wetland,Wetland,Wetland,Water,Wetland,NULL
1464,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1465,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1466,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1467,Wetland,Wetland,Wetland,Water,Wetland,Water
1468,Wetland,Wetland,Wetland,Water,Wetland,Forest
1469,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1470,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1471,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1472,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
1473,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
1474,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
1475,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
1476,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1477,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1478,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1479,Wetland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1480,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1481,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
1482,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1483,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1484,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1485,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
1486,Wetland,Wetland,Water,Non_Water,Water,Cropland
1487,Wetland,Wetland,Water,Non_Water,Water,Wetland
1488,Wetland,Wetland,Water,Non_Water,Water,Forest
1489,Wetland,Wetland,Water,Water,Water,Cropland
1490,Wetland,Wetland,Water,Water,Water,Water
1491,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
1492,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1493,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1494,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1495,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1496,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
1497,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1498,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1499,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1500,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1501,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1502,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1503,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1504,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1505,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1506,Wetland,Bareland,Cropland,Water,Non_Wetland,Cropland
1507,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
1508,Wetland,Bareland,Bareland,Water,Non_Wetland,Water
1509,Wetland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1510,Wetland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1511,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1512,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL
1513,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1514,Wetland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1515,Wetland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1516,Wetland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1517,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
1518,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1519,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL
1520,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1521,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1522,Wetland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1523,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
1524,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1525,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1526,Wetland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1527,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1528,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1529,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1530,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1531,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1532,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1533,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1534,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1535,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
1536,Wetland,Water,Grassland,NULL,Non_Wetland,Water
1537,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1538,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1539,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
1540,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1541,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
1542,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1543,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
1544,Wetland,Water,Grassland,Water,Non_Wetland,Cropland
1545,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
1546,Wetland,Water,Grassland,Water,Non_Wetland,Water
1547,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1548,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1549,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1550,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1551,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1552,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1553,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1554,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water
1555,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
1556,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1557,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
1558,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1559,Wetland,Water,Cropland,Water,Non_Wetland,Water
1560,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1561,Wetland,Water,Wetland,NULL,Wetland,Cropland
1562,Wetland,Water,Wetland,NULL,Wetland,Wetland
1563,Wetland,Water,Wetland,NULL,Wetland,Forest
1564,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1565,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1566,Wetland,Water,Wetland,Non_Water,Wetland,Water
1567,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1568,Wetland,Water,Wetland,Water,Wetland,Cropland
1569,Wetland,Water,Wetland,Water,Wetland,Wetland
1570,Wetland,Water,Wetland,Water,Wetland,Bareland
1571,Wetland,Water,Wetland,Water,Wetland,Water
1572,Wetland,Water,Wetland,Water,Wetland,Forest
1573,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1574,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1575,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1576,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1577,Wetland,Water,Water,NULL,Water,Grassland
1578,Wetland,Water,Water,NULL,Water,Water
1579,Wetland,Water,Water,Non_Water,Water,Cropland
1580,Wetland,Water,Water,Non_Water,Water,Wetland
1581,Wetland,Water,Water,Non_Water,Water,Forest
1582,Wetland,Water,Water,Water,Water,Cropland
1583,Wetland,Water,Water,Water,Water,Water
1584,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1585,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1586,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
1587,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1588,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1589,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1590,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1591,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1592,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1593,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1594,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1595,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1596,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1597,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1598,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1599,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1600,Wetland,Forest,Wetland,NULL,Wetland,Cropland
1601,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1602,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1603,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1604,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1605,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1606,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1607,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1608,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
1609,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1610,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1611,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1612,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1613,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1614,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
1615,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1619,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1620,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1621,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1622,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1623,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1624,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1625,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1626,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1627,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1628,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1629,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1630,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1631,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1632,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1633,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1634,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1635,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1636,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1637,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1638,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1639,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1640,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1641,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1642,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1643,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1644,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1645,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1646,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
1647,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1648,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1649,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1650,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1651,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1652,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1653,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1654,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
