Value,AFRICA_2024_DynamicWorld_2024_36PVQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PVQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVQ_M_R,AFRICA_2024_WorldCover_2021_36PVQ_M_R
1313,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1314,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1315,Forest,NULL,Forest,Water,Non_Wetland,Water
1316,Forest,NULL,Forest,Water,Non_Wetland,Forest
1317,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1318,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1319,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1320,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1321,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1322,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1323,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1324,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1325,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1326,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1327,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1328,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1329,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1330,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1331,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1332,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1333,Forest,Wetland,NULL,NULL,Non_Wetland,Water
1334,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1335,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1336,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1337,Forest,Wetland,NULL,Water,Non_Wetland,Wetland
1338,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1339,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1340,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1341,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1342,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1343,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1344,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1345,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1346,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1347,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1348,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1349,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1350,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1351,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1352,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1353,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1354,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1355,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1356,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1357,Forest,Wetland,Wetland,NULL,Wetland,Water
1358,Forest,Wetland,Wetland,NULL,Wetland,Forest
1359,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1360,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1361,Forest,Wetland,Wetland,Non_Water,Wetland,Water
1362,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1363,Forest,Wetland,Wetland,Water,Wetland,Grassland
1364,Forest,Wetland,Wetland,Water,Wetland,Wetland
1365,Forest,Wetland,Wetland,Water,Wetland,Water
1366,Forest,Wetland,Wetland,Water,Wetland,Forest
1367,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1368,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1369,Forest,Wetland,Bareland,NULL,Non_Wetland,Water
1370,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1371,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1372,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
1373,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland
1374,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland
1375,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1376,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
1377,Forest,Wetland,Water,NULL,Water,Wetland
1378,Forest,Wetland,Water,Non_Water,Water,Grassland
1379,Forest,Wetland,Water,Non_Water,Water,Wetland
1380,Forest,Wetland,Water,Non_Water,Water,Water
1381,Forest,Wetland,Water,Non_Water,Water,Forest
1382,Forest,Wetland,Water,Water,Water,Wetland
1383,Forest,Wetland,Water,Water,Water,Water
1384,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1385,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1386,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1387,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1388,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1389,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1390,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1391,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1392,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1393,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1394,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1395,Forest,Wetland,Forest,Water,Non_Wetland,Water
1396,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1397,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1398,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
1399,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1400,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1401,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1402,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1403,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
1404,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1405,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1406,Forest,Built-up,Wetland,NULL,Wetland,Grassland
1407,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1408,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1409,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1410,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1411,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland
1412,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1413,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1414,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1415,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1416,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1417,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
1418,Forest,Water,Shrubland,Water,Non_Wetland,Water
1419,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1420,Forest,Water,Wetland,NULL,Wetland,Wetland
1421,Forest,Water,Wetland,NULL,Wetland,Water
1422,Forest,Water,Wetland,NULL,Wetland,Forest
1423,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1424,Forest,Water,Wetland,Non_Water,Wetland,Forest
1425,Forest,Water,Wetland,Water,Wetland,Wetland
1426,Forest,Water,Wetland,Water,Wetland,Water
1427,Forest,Water,Wetland,Water,Wetland,Forest
1428,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1429,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1430,Forest,Water,Water,Non_Water,Water,Wetland
1431,Forest,Water,Water,Water,Water,Wetland
1432,Forest,Water,Water,Water,Water,Water
1433,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1434,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1435,Forest,Water,Forest,NULL,Non_Wetland,Water
1436,Forest,Water,Forest,NULL,Non_Wetland,Forest
1437,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1438,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1439,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1440,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1441,Forest,Water,Forest,Water,Non_Wetland,Wetland
1442,Forest,Water,Forest,Water,Non_Wetland,Forest
1443,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1444,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1445,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1446,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1447,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1448,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1449,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1450,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1451,Forest,Forest,NULL,Water,Non_Wetland,Wetland
1452,Forest,Forest,NULL,Water,Non_Wetland,Forest
1453,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1454,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1455,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1456,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1457,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1458,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1459,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1460,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1461,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1462,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
1463,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1464,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1465,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1466,Forest,Forest,Shrubland,Water,Non_Wetland,Water
1467,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1468,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1469,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1470,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1471,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1472,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1473,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1474,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1475,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1476,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1477,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1478,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1479,Forest,Forest,Wetland,NULL,Wetland,NULL
1480,Forest,Forest,Wetland,NULL,Wetland,Grassland
1481,Forest,Forest,Wetland,NULL,Wetland,Wetland
1482,Forest,Forest,Wetland,NULL,Wetland,Forest
1483,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1484,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1485,Forest,Forest,Wetland,Non_Water,Wetland,Water
1486,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1487,Forest,Forest,Wetland,Water,Wetland,Grassland
1488,Forest,Forest,Wetland,Water,Wetland,Wetland
1489,Forest,Forest,Wetland,Water,Wetland,Water
1490,Forest,Forest,Wetland,Water,Wetland,Forest
1491,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1492,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1493,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1494,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1495,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1496,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1497,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1498,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1499,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1500,Forest,Forest,Bareland,Water,Non_Wetland,Water
1501,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1502,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1503,Forest,Forest,Water,NULL,Water,Grassland
1504,Forest,Forest,Water,NULL,Water,Wetland
1505,Forest,Forest,Water,NULL,Water,Forest
1506,Forest,Forest,Water,Non_Water,Water,Grassland
1507,Forest,Forest,Water,Non_Water,Water,Wetland
1508,Forest,Forest,Water,Non_Water,Water,Water
1509,Forest,Forest,Water,Water,Water,Grassland
1510,Forest,Forest,Water,Water,Water,Wetland
1511,Forest,Forest,Water,Water,Water,Water
1512,Forest,Forest,Water,Water,Water,Forest
1513,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1514,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1515,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1516,Forest,Forest,Forest,NULL,Non_Wetland,Water
1517,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1518,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1519,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1520,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1521,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1522,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1523,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1524,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1525,Forest,Forest,Forest,Water,Non_Wetland,Water
1526,Forest,Forest,Forest,Water,Non_Wetland,Forest
