Value,AFRICA_2024_DynamicWorld_2024_35NRH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NRH_M_R,AFRICA_2024_GLC_FCS30D_2022_35NRH_M_R,AFRICA_2024_GSW_Yearly_2021_35NRH_M_R,AFRICA_2024_GWL_FCS30D_2022_35NRH_M_R,AFRICA_2024_WorldCover_2021_35NRH_M_R
1298,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL
1299,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1300,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1301,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
1302,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
1303,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1304,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1305,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1306,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1307,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1308,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1309,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1310,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1311,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1312,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1313,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1314,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1315,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1316,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1317,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1318,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1319,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1320,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1321,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1322,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1323,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1324,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1325,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1326,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1327,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1328,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1329,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1330,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1331,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1332,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1333,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1334,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1335,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1336,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1337,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1338,Forest,NULL,Wetland,NULL,Wetland,NULL
1339,Forest,NULL,Wetland,NULL,Wetland,Grassland
1340,Forest,NULL,Wetland,NULL,Wetland,Wetland
1341,Forest,NULL,Wetland,NULL,Wetland,Forest
1342,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1343,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1344,Forest,NULL,Wetland,Water,Wetland,Grassland
1345,Forest,NULL,Wetland,Water,Wetland,Wetland
1346,Forest,NULL,Wetland,Water,Wetland,Forest
1347,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1348,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1349,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1350,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1351,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1352,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1353,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1354,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
1355,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1356,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1357,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1358,Forest,NULL,Water,NULL,Water,Grassland
1359,Forest,NULL,Water,NULL,Water,Wetland
1360,Forest,NULL,Water,NULL,Water,Forest
1361,Forest,NULL,Water,Non_Water,Water,Forest
1362,Forest,NULL,Water,Water,Water,Grassland
1363,Forest,NULL,Water,Water,Water,Wetland
1364,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1365,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1366,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1367,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1368,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1369,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1370,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1371,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1372,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1373,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1374,Forest,NULL,Forest,Water,Non_Wetland,NULL
1375,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1376,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1377,Forest,NULL,Forest,Water,Non_Wetland,Forest
1378,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1379,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1380,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1381,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1382,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1383,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1384,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1385,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1386,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1387,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1388,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1389,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1390,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland
1391,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1392,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1393,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1394,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1395,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1396,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1397,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1398,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1399,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1400,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1401,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1402,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1403,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
1404,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1405,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1406,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
1407,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1408,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1409,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1410,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1411,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1412,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1413,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1414,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1415,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1416,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1417,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL
1418,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1419,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1420,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
1421,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1422,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
1423,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1424,Forest,Wetland,Wetland,NULL,Wetland,NULL
1425,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1426,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1427,Forest,Wetland,Wetland,NULL,Wetland,Forest
1428,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1429,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
1430,Forest,Wetland,Wetland,Water,Wetland,Wetland
1431,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1432,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
1433,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1434,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1435,Forest,Wetland,Water,NULL,Water,Wetland
1436,Forest,Wetland,Water,Water,Water,Wetland
1437,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1438,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1439,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1440,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1441,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1442,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1443,Forest,Wetland,Forest,Water,Non_Wetland,NULL
1444,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1445,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
1446,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1447,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1448,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1449,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1450,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1451,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1452,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1453,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1454,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1455,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1456,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1457,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1458,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1459,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1460,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1461,Forest,Water,NULL,NULL,Non_Wetland,Forest
1462,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1463,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1464,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1465,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1466,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1467,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1468,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1469,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1470,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1471,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1472,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland
1473,Forest,Water,Wetland,NULL,Wetland,Wetland
1474,Forest,Water,Wetland,NULL,Wetland,Forest
1475,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1476,Forest,Water,Wetland,Non_Water,Wetland,Forest
1477,Forest,Water,Wetland,Water,Wetland,Wetland
1478,Forest,Water,Wetland,Water,Wetland,Forest
1479,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1480,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1481,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1482,Forest,Water,Bareland,Water,Non_Wetland,Grassland
1483,Forest,Water,Bareland,Water,Non_Wetland,Forest
1484,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1485,Forest,Water,Water,NULL,Water,Forest
1486,Forest,Water,Water,Non_Water,Water,Wetland
1487,Forest,Water,Water,Water,Water,Wetland
1488,Forest,Water,Water,Water,Water,Forest
1489,Forest,Water,Forest,NULL,Non_Wetland,NULL
1490,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1491,Forest,Water,Forest,NULL,Non_Wetland,Wetland
1492,Forest,Water,Forest,NULL,Non_Wetland,Forest
1493,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
1494,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1495,Forest,Water,Forest,Water,Non_Wetland,Grassland
1496,Forest,Water,Forest,Water,Non_Wetland,Wetland
1497,Forest,Water,Forest,Water,Non_Wetland,Forest
1498,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1499,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1500,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1501,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1502,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1503,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1504,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1505,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
1506,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1507,Forest,Forest,NULL,Water,Non_Wetland,Forest
1508,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1509,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1510,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1511,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1512,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1513,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1514,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1515,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1516,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1517,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1518,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1519,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1520,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1521,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1522,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1523,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1524,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
1525,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1526,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1527,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1528,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1529,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1530,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1531,Forest,Forest,Wetland,NULL,Wetland,NULL
1532,Forest,Forest,Wetland,NULL,Wetland,Grassland
1533,Forest,Forest,Wetland,NULL,Wetland,Wetland
1534,Forest,Forest,Wetland,NULL,Wetland,Forest
1535,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1536,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1537,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1538,Forest,Forest,Wetland,Water,Wetland,Forest
1539,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1540,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1541,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1542,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1543,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1544,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
1545,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1546,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1547,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1548,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1549,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1550,Forest,Forest,Water,NULL,Water,Wetland
1551,Forest,Forest,Water,NULL,Water,Forest
1552,Forest,Forest,Water,Non_Water,Water,Forest
1553,Forest,Forest,Water,Water,Water,Forest
1554,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1555,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1556,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1557,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1558,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1559,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1560,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1561,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1562,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1563,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1564,Forest,Forest,Forest,Water,Non_Wetland,NULL
1565,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1566,Forest,Forest,Forest,Water,Non_Wetland,Forest
