Value,AFRICA_2024_DynamicWorld_2024_37PCM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCM_M_R,AFRICA_2024_GSW_Yearly_2021_37PCM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCM_M_R,AFRICA_2024_WorldCover_2021_37PCM_M_R
1257,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1258,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1259,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1260,Bareland,Water,Built-up,Water,Non_Wetland,Water
1261,Bareland,Water,Water,NULL,Water,Cropland
1262,Bareland,Water,Water,NULL,Water,Bareland
1263,Bareland,Water,Water,Non_Water,Water,Bareland
1264,Bareland,Water,Water,Non_Water,Water,Water
1265,Bareland,Water,Water,Water,Water,Cropland
1266,Bareland,Water,Water,Water,Water,Bareland
1267,Bareland,Water,Water,Water,Water,Water
1268,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1269,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1270,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1271,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1272,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1273,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1274,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1275,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1276,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1277,Water,NULL,NULL,NULL,Non_Wetland,NULL
1278,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1279,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1280,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1281,Water,NULL,NULL,NULL,Non_Wetland,Water
1282,Water,NULL,NULL,NULL,Non_Wetland,Forest
1283,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1284,Water,NULL,NULL,Water,Non_Wetland,NULL
1285,Water,NULL,NULL,Water,Non_Wetland,Cropland
1286,Water,NULL,NULL,Water,Non_Wetland,Forest
1287,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1288,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1289,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1290,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1291,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1292,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1293,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1294,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1295,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1296,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1297,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1298,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1299,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1300,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1301,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1302,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1303,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1304,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1305,Water,NULL,Grassland,NULL,Non_Wetland,Water
1306,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1307,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1308,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1309,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1310,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1311,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1312,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1313,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1314,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1315,Water,NULL,Cropland,NULL,Non_Wetland,Water
1316,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1317,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1318,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1319,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1320,Water,NULL,Cropland,Water,Non_Wetland,NULL
1321,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1322,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1323,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1324,Water,NULL,Wetland,NULL,Wetland,NULL
1325,Water,NULL,Wetland,NULL,Wetland,Grassland
1326,Water,NULL,Wetland,NULL,Wetland,Cropland
1327,Water,NULL,Wetland,NULL,Wetland,Bareland
1328,Water,NULL,Wetland,NULL,Wetland,Water
1329,Water,NULL,Wetland,NULL,Wetland,Forest
1330,Water,NULL,Wetland,Non_Water,Wetland,Cropland
1331,Water,NULL,Wetland,Water,Wetland,NULL
1332,Water,NULL,Wetland,Water,Wetland,Grassland
1333,Water,NULL,Wetland,Water,Wetland,Cropland
1334,Water,NULL,Wetland,Water,Wetland,Water
1335,Water,NULL,Wetland,Water,Wetland,Forest
1336,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1337,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1338,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1339,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1340,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1341,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1342,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1343,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1344,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1345,Water,NULL,Bareland,NULL,Non_Wetland,Water
1346,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1347,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1348,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1349,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1350,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1351,Water,NULL,Bareland,Water,Non_Wetland,NULL
1352,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1353,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1354,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1355,Water,NULL,Bareland,Water,Non_Wetland,Water
1356,Water,NULL,Bareland,Water,Non_Wetland,Forest
1357,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1358,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1359,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1360,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1361,Water,NULL,Built-up,NULL,Non_Wetland,Water
1362,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1363,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1364,Water,NULL,Built-up,Water,Non_Wetland,NULL
1365,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1366,Water,NULL,Built-up,Water,Non_Wetland,Water
1367,Water,NULL,Built-up,Water,Non_Wetland,Forest
1368,Water,NULL,Water,NULL,Water,Grassland
1369,Water,NULL,Water,NULL,Water,Cropland
1370,Water,NULL,Water,NULL,Water,Forest
1371,Water,NULL,Forest,NULL,Non_Wetland,NULL
1372,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1373,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1374,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1375,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1376,Water,NULL,Forest,NULL,Non_Wetland,Water
1377,Water,NULL,Forest,NULL,Non_Wetland,Forest
1378,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
1379,Water,NULL,Forest,Water,Non_Wetland,NULL
1380,Water,NULL,Forest,Water,Non_Wetland,Grassland
1381,Water,NULL,Forest,Water,Non_Wetland,Bareland
1382,Water,NULL,Forest,Water,Non_Wetland,Water
1383,Water,NULL,Forest,Water,Non_Wetland,Forest
1384,Water,Cropland,NULL,NULL,Non_Wetland,NULL
1385,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1386,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
1387,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1388,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
1389,Water,Cropland,NULL,NULL,Non_Wetland,Built-up
1390,Water,Cropland,NULL,NULL,Non_Wetland,Water
1391,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1392,Water,Cropland,NULL,Non_Water,Non_Wetland,Water
1393,Water,Cropland,NULL,Water,Non_Wetland,Wetland
1394,Water,Cropland,NULL,Water,Non_Wetland,Water
1395,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
1396,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1397,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1398,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1399,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1400,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1401,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1402,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1403,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1404,Water,Cropland,Shrubland,Water,Non_Wetland,Cropland
1405,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1406,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1407,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1408,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
1409,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1410,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1411,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1412,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
1413,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1414,Water,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1415,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
1416,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
1417,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1418,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1419,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1420,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1421,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
1422,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1423,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1424,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1425,Water,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1426,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1427,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
1428,Water,Cropland,Cropland,Water,Non_Wetland,Wetland
1429,Water,Cropland,Cropland,Water,Non_Wetland,Water
1430,Water,Cropland,Wetland,NULL,Wetland,Grassland
1431,Water,Cropland,Wetland,NULL,Wetland,Cropland
1432,Water,Cropland,Wetland,NULL,Wetland,Wetland
1433,Water,Cropland,Wetland,NULL,Wetland,Bareland
1434,Water,Cropland,Wetland,NULL,Wetland,Water
1435,Water,Cropland,Wetland,NULL,Wetland,Forest
1436,Water,Cropland,Wetland,Non_Water,Wetland,Cropland
1437,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1438,Water,Cropland,Wetland,Non_Water,Wetland,Water
1439,Water,Cropland,Wetland,Water,Wetland,Cropland
1440,Water,Cropland,Wetland,Water,Wetland,Wetland
1441,Water,Cropland,Wetland,Water,Wetland,Water
1442,Water,Cropland,Wetland,Water,Wetland,Forest
1443,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1444,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
1445,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1446,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
1447,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1448,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1449,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1450,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1451,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1452,Water,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1453,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water
1454,Water,Cropland,Bareland,Water,Non_Wetland,Grassland
1455,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1456,Water,Cropland,Bareland,Water,Non_Wetland,Wetland
1457,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
1458,Water,Cropland,Bareland,Water,Non_Wetland,Water
1459,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
1460,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1461,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
1462,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1463,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
1464,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
1465,Water,Cropland,Built-up,Water,Non_Wetland,Grassland
1466,Water,Cropland,Built-up,Water,Non_Wetland,Cropland
1467,Water,Cropland,Water,NULL,Water,Cropland
1468,Water,Cropland,Water,NULL,Water,Wetland
1469,Water,Cropland,Water,NULL,Water,Bareland
1470,Water,Cropland,Water,Water,Water,Cropland
1471,Water,Cropland,Water,Water,Water,Water
1472,Water,Cropland,Water,Water,Water,Forest
1473,Water,Cropland,Forest,NULL,Non_Wetland,NULL
1474,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1475,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1476,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1477,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1478,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1479,Water,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1480,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1481,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1482,Water,Cropland,Forest,Water,Non_Wetland,Cropland
1483,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1484,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1485,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1486,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1487,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1488,Water,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1489,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
1490,Water,Bareland,Grassland,Water,Non_Wetland,Water
1491,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
1492,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1493,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1494,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1495,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1496,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1497,Water,Bareland,Wetland,Non_Water,Wetland,Water
1498,Water,Bareland,Wetland,Water,Wetland,Cropland
1499,Water,Bareland,Wetland,Water,Wetland,Bareland
1500,Water,Bareland,Wetland,Water,Wetland,Water
1501,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1502,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1503,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1504,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1505,Water,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1506,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1507,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1508,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1509,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1510,Water,Bareland,Bareland,Water,Non_Wetland,Water
1511,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1512,Water,Bareland,Water,Non_Water,Water,Cropland
1513,Water,Bareland,Water,Non_Water,Water,Bareland
1514,Water,Bareland,Water,Water,Water,Water
1515,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1516,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1517,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1518,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1519,Water,Water,NULL,NULL,Non_Wetland,NULL
1520,Water,Water,NULL,NULL,Non_Wetland,Grassland
1521,Water,Water,NULL,NULL,Non_Wetland,Cropland
1522,Water,Water,NULL,NULL,Non_Wetland,Wetland
1523,Water,Water,NULL,NULL,Non_Wetland,Bareland
1524,Water,Water,NULL,NULL,Non_Wetland,Water
1525,Water,Water,NULL,NULL,Non_Wetland,Forest
1526,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1527,Water,Water,NULL,Water,Non_Wetland,Grassland
1528,Water,Water,NULL,Water,Non_Wetland,Wetland
1529,Water,Water,NULL,Water,Non_Wetland,Bareland
1530,Water,Water,NULL,Water,Non_Wetland,Water
1531,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1532,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1533,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1534,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1535,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1536,Water,Water,Shrubland,NULL,Non_Wetland,Water
1537,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1538,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1539,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1540,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1541,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1542,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1543,Water,Water,Shrubland,Water,Non_Wetland,NULL
1544,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1545,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1546,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1547,Water,Water,Shrubland,Water,Non_Wetland,Water
1548,Water,Water,Shrubland,Water,Non_Wetland,Forest
1549,Water,Water,Grassland,NULL,Non_Wetland,NULL
1550,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1551,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1552,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1553,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1554,Water,Water,Grassland,NULL,Non_Wetland,Water
1555,Water,Water,Grassland,NULL,Non_Wetland,Forest
1556,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1557,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
1558,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1559,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1560,Water,Water,Grassland,Water,Non_Wetland,NULL
1561,Water,Water,Grassland,Water,Non_Wetland,Grassland
1562,Water,Water,Grassland,Water,Non_Wetland,Cropland
1563,Water,Water,Grassland,Water,Non_Wetland,Bareland
1564,Water,Water,Grassland,Water,Non_Wetland,Water
1565,Water,Water,Cropland,NULL,Non_Wetland,NULL
1566,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1567,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1568,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1569,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1570,Water,Water,Cropland,NULL,Non_Wetland,Water
1571,Water,Water,Cropland,NULL,Non_Wetland,Forest
1572,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1573,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1574,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1575,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1576,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1577,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1578,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1579,Water,Water,Cropland,Water,Non_Wetland,NULL
1580,Water,Water,Cropland,Water,Non_Wetland,Grassland
1581,Water,Water,Cropland,Water,Non_Wetland,Cropland
1582,Water,Water,Cropland,Water,Non_Wetland,Wetland
1583,Water,Water,Cropland,Water,Non_Wetland,Bareland
1584,Water,Water,Cropland,Water,Non_Wetland,Water
1585,Water,Water,Cropland,Water,Non_Wetland,Forest
1586,Water,Water,Wetland,NULL,Wetland,NULL
1587,Water,Water,Wetland,NULL,Wetland,Grassland
1588,Water,Water,Wetland,NULL,Wetland,Cropland
1589,Water,Water,Wetland,NULL,Wetland,Wetland
1590,Water,Water,Wetland,NULL,Wetland,Bareland
1591,Water,Water,Wetland,NULL,Wetland,Water
1592,Water,Water,Wetland,NULL,Wetland,Forest
1593,Water,Water,Wetland,Non_Water,Wetland,Grassland
1594,Water,Water,Wetland,Non_Water,Wetland,Cropland
1595,Water,Water,Wetland,Non_Water,Wetland,Wetland
1596,Water,Water,Wetland,Non_Water,Wetland,Bareland
1597,Water,Water,Wetland,Non_Water,Wetland,Water
1598,Water,Water,Wetland,Non_Water,Wetland,Forest
1599,Water,Water,Wetland,Water,Wetland,NULL
1600,Water,Water,Wetland,Water,Wetland,Grassland
1601,Water,Water,Wetland,Water,Wetland,Cropland
1602,Water,Water,Wetland,Water,Wetland,Wetland
1603,Water,Water,Wetland,Water,Wetland,Bareland
1604,Water,Water,Wetland,Water,Wetland,Water
1605,Water,Water,Wetland,Water,Wetland,Forest
1606,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1607,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1608,Water,Water,Bareland,NULL,Non_Wetland,NULL
1609,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1610,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1611,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1612,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1613,Water,Water,Bareland,NULL,Non_Wetland,Water
1614,Water,Water,Bareland,NULL,Non_Wetland,Forest
1615,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1616,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1617,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1618,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1619,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1620,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1621,Water,Water,Bareland,Water,Non_Wetland,NULL
1622,Water,Water,Bareland,Water,Non_Wetland,Grassland
1623,Water,Water,Bareland,Water,Non_Wetland,Cropland
1624,Water,Water,Bareland,Water,Non_Wetland,Bareland
1625,Water,Water,Bareland,Water,Non_Wetland,Water
1626,Water,Water,Bareland,Water,Non_Wetland,Forest
1627,Water,Water,Built-up,NULL,Non_Wetland,NULL
1628,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1629,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1630,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1631,Water,Water,Built-up,NULL,Non_Wetland,Water
1632,Water,Water,Built-up,NULL,Non_Wetland,Forest
1633,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1634,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1635,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1636,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1637,Water,Water,Built-up,Water,Non_Wetland,Grassland
1638,Water,Water,Built-up,Water,Non_Wetland,Cropland
1639,Water,Water,Built-up,Water,Non_Wetland,Wetland
1640,Water,Water,Built-up,Water,Non_Wetland,Bareland
1641,Water,Water,Built-up,Water,Non_Wetland,Water
1642,Water,Water,Built-up,Water,Non_Wetland,Forest
1643,Water,Water,Water,NULL,Water,NULL
1644,Water,Water,Water,NULL,Water,Grassland
1645,Water,Water,Water,NULL,Water,Cropland
1646,Water,Water,Water,NULL,Water,Wetland
1647,Water,Water,Water,NULL,Water,Bareland
1648,Water,Water,Water,NULL,Water,Water
1649,Water,Water,Water,NULL,Water,Forest
1650,Water,Water,Water,Non_Water,Water,Cropland
1651,Water,Water,Water,Non_Water,Water,Wetland
1652,Water,Water,Water,Non_Water,Water,Bareland
1653,Water,Water,Water,Non_Water,Water,Water
1654,Water,Water,Water,Non_Water,Water,Forest
1655,Water,Water,Water,Water,Water,NULL
1656,Water,Water,Water,Water,Water,Grassland
1657,Water,Water,Water,Water,Water,Cropland
1658,Water,Water,Water,Water,Water,Wetland
1659,Water,Water,Water,Water,Water,Bareland
1660,Water,Water,Water,Water,Water,Water
1661,Water,Water,Water,Water,Water,Forest
1662,Water,Water,Forest,NULL,Non_Wetland,NULL
1663,Water,Water,Forest,NULL,Non_Wetland,Grassland
1664,Water,Water,Forest,NULL,Non_Wetland,Cropland
1665,Water,Water,Forest,NULL,Non_Wetland,Wetland
1666,Water,Water,Forest,NULL,Non_Wetland,Bareland
1667,Water,Water,Forest,NULL,Non_Wetland,Water
1668,Water,Water,Forest,NULL,Non_Wetland,Forest
1669,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1670,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1671,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1672,Water,Water,Forest,Non_Water,Non_Wetland,Water
1673,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1674,Water,Water,Forest,Water,Non_Wetland,NULL
1675,Water,Water,Forest,Water,Non_Wetland,Grassland
1676,Water,Water,Forest,Water,Non_Wetland,Cropland
1677,Water,Water,Forest,Water,Non_Wetland,Wetland
1678,Water,Water,Forest,Water,Non_Wetland,Bareland
1679,Water,Water,Forest,Water,Non_Wetland,Water
1680,Water,Water,Forest,Water,Non_Wetland,Forest
1681,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1682,Water,Forest,NULL,NULL,Non_Wetland,Forest
1683,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1684,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1685,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1686,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1687,Water,Forest,Shrubland,Water,Non_Wetland,NULL
1688,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1689,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1690,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1691,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1692,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1693,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1694,Water,Forest,Cropland,Water,Non_Wetland,Forest
1695,Water,Forest,Wetland,NULL,Wetland,Forest
1696,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1697,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1698,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1699,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1700,Water,Forest,Water,NULL,Water,Grassland
1701,Water,Forest,Water,NULL,Water,Forest
1702,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1703,Water,Forest,Forest,NULL,Non_Wetland,Forest
1704,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1705,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
