Value,AFRICA_2024_DynamicWorld_2024_37PDT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDT_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDT_M_R,AFRICA_2024_GSW_Yearly_2021_37PDT_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDT_M_R,AFRICA_2024_WorldCover_2021_37PDT_M_R
1285,Water,Water,Forest,Water,Non_Wetland,Cropland
1286,Water,Water,Forest,Water,Non_Wetland,Water
1287,Water,Forest,NULL,NULL,Non_Wetland,NULL
1288,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1289,Water,Forest,NULL,NULL,Non_Wetland,Cropland
1290,Water,Forest,NULL,NULL,Non_Wetland,Wetland
1291,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
1292,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1293,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
1294,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1295,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
1296,Water,Forest,Water,NULL,Water,Water
1297,Water,Forest,Forest,NULL,Non_Wetland,NULL
1298,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1299,Water,Forest,Forest,NULL,Non_Wetland,Water
1300,Water,Forest,Forest,NULL,Non_Wetland,Forest
1301,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1302,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1303,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1304,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1305,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1306,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1307,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1308,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1309,Forest,NULL,NULL,Water,Non_Wetland,Forest
1310,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1311,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1312,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1313,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1314,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1315,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1316,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1317,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1318,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1319,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1320,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1321,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1322,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1323,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1324,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1325,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1326,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1327,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1328,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1329,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1330,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1331,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1332,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1333,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1334,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1335,Forest,NULL,Cropland,Water,Non_Wetland,Cropland
1336,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1337,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1338,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1339,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1340,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1341,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1342,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1343,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1344,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1345,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1346,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1347,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1348,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1349,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1350,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1351,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1352,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1353,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1354,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1355,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1356,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1357,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1358,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1359,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
1360,Forest,NULL,Water,NULL,Water,NULL
1361,Forest,NULL,Water,NULL,Water,Grassland
1362,Forest,NULL,Water,NULL,Water,Bareland
1363,Forest,NULL,Water,NULL,Water,Forest
1364,Forest,NULL,Water,Water,Water,Forest
1365,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1366,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1367,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1368,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1369,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1370,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1371,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1372,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1373,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1374,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1375,Forest,NULL,Forest,Water,Non_Wetland,Forest
1376,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1377,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1378,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1379,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1380,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1381,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1382,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1383,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1384,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1385,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1386,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1387,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1388,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1389,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1390,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1391,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1392,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1393,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1394,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1395,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1396,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1397,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1398,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1399,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1400,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1401,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1402,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
1403,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1404,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1405,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1406,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1407,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1408,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1409,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1410,Forest,Bareland,Grassland,NULL,Non_Wetland,Cropland
1411,Forest,Bareland,Cropland,NULL,Non_Wetland,Cropland
1412,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1413,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1414,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1415,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1416,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1417,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1418,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1419,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1420,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1421,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1422,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1423,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1424,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1425,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1426,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1427,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1428,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1429,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1430,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1431,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1432,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1433,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1434,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1435,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1436,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1437,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1438,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1439,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1440,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1441,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1442,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1443,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1444,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1445,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1446,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1447,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1448,Forest,Water,NULL,NULL,Non_Wetland,NULL
1449,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1450,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1451,Forest,Water,NULL,NULL,Non_Wetland,Wetland
1452,Forest,Water,NULL,NULL,Non_Wetland,Water
1453,Forest,Water,NULL,NULL,Non_Wetland,Forest
1454,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1455,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1456,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1457,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1458,Forest,Water,Grassland,NULL,Non_Wetland,Water
1459,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1460,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1461,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1462,Forest,Water,Cropland,NULL,Non_Wetland,Water
1463,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1464,Forest,Water,Cropland,Water,Non_Wetland,Forest
1465,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1466,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1467,Forest,Water,Bareland,NULL,Non_Wetland,Water
1468,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1469,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1470,Forest,Water,Forest,NULL,Non_Wetland,NULL
1471,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1472,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1473,Forest,Water,Forest,NULL,Non_Wetland,Water
1474,Forest,Water,Forest,NULL,Non_Wetland,Forest
1475,Forest,Water,Forest,Non_Water,Non_Wetland,NULL
1476,Forest,Water,Forest,Water,Non_Wetland,Forest
1477,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1478,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1479,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1480,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1481,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1482,Forest,Forest,NULL,NULL,Non_Wetland,Water
1483,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1484,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1485,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1486,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1487,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1488,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1489,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1490,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1491,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1492,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1493,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
1494,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1495,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1496,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1497,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1498,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1499,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1500,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1501,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1502,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1503,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1504,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1505,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1506,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1507,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1508,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1509,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1510,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1511,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
1512,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1513,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1514,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1515,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1516,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1517,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1518,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1519,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1520,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1521,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1522,Forest,Forest,Bareland,Water,Non_Wetland,Wetland
1523,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1524,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1525,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1526,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1527,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1528,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1529,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1530,Forest,Forest,Water,NULL,Water,Forest
1531,Forest,Forest,Water,Water,Water,Wetland
1532,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1533,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1534,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1535,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1536,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1537,Forest,Forest,Forest,NULL,Non_Wetland,Water
1538,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1539,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1540,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1541,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1542,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1543,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1544,Forest,Forest,Forest,Water,Non_Wetland,Forest
