Value,AFRICA_2024_DynamicWorld_2024_37PEM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PEM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PEM_M_R,AFRICA_2024_GSW_Yearly_2021_37PEM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PEM_M_R,AFRICA_2024_WorldCover_2021_37PEM_M_R
1257,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1258,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1259,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1260,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1261,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1262,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1263,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1264,Bareland,NULL,Water,NULL,Water,Grassland
1265,Bareland,NULL,Water,NULL,Water,Cropland
1266,Bareland,NULL,Water,NULL,Water,Bareland
1267,Bareland,NULL,Water,Non_Water,Water,Cropland
1268,Bareland,NULL,Water,Non_Water,Water,Bareland
1269,Bareland,NULL,Water,Water,Water,NULL
1270,Bareland,NULL,Water,Water,Water,Bareland
1271,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1272,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1273,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1274,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1275,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1276,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1277,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1278,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1279,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
1280,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
1281,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
1282,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
1283,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
1284,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
1285,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1286,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1287,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1288,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1289,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1290,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1291,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1292,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1293,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1294,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1295,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1296,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1297,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1298,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1299,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1300,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
1301,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1302,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1303,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1304,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1305,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1306,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1307,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1308,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1309,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1310,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1311,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
1312,Bareland,Cropland,Wetland,NULL,Wetland,NULL
1313,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
1314,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1315,Bareland,Cropland,Wetland,Water,Wetland,Bareland
1316,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1317,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1318,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1319,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1320,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1321,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1322,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1323,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1324,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1325,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1326,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1327,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1328,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1329,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1330,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1331,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1332,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
1333,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
1334,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1335,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
1336,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1337,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1338,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1339,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1340,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1341,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
1342,Bareland,Cropland,Water,NULL,Water,Grassland
1343,Bareland,Cropland,Water,NULL,Water,Bareland
1344,Bareland,Cropland,Water,Non_Water,Water,Bareland
1345,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
1346,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1347,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1348,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
1349,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1350,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1351,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1352,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1353,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1354,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1355,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1356,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1357,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1358,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1359,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1360,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1361,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1362,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1363,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1364,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1365,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1366,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1367,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1368,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1369,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1370,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1371,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1372,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
1373,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1374,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1375,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1376,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1377,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1378,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1379,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1380,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1381,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1382,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1383,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1384,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1385,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1386,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
1387,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1388,Bareland,Bareland,Wetland,NULL,Wetland,Water
1389,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1390,Bareland,Bareland,Wetland,Water,Wetland,Cropland
1391,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1392,Bareland,Bareland,Wetland,Water,Wetland,Water
1393,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1394,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1395,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1396,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1397,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1398,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1399,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1400,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1401,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1402,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1403,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1404,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1405,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1406,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1407,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
1408,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1409,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1410,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1411,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1412,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1413,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1414,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1415,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1416,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1417,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
1418,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1419,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1420,Bareland,Bareland,Water,NULL,Water,Grassland
1421,Bareland,Bareland,Water,NULL,Water,Bareland
1422,Bareland,Bareland,Water,Water,Water,Bareland
1423,Bareland,Bareland,Water,Water,Water,Water
1424,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1425,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1426,Bareland,Bareland,Forest,Water,Non_Wetland,Cropland
1427,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
1428,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
1429,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
1430,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1431,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1432,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1433,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1434,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1435,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1436,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1437,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1438,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1439,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1440,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1441,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1442,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1443,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1444,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1445,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1446,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1447,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1448,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1449,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1450,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1451,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1452,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1453,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1454,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1455,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1456,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1457,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1458,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1459,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1460,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1461,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
1462,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1463,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1464,Bareland,Water,NULL,NULL,Non_Wetland,NULL
1465,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1466,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1467,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland
1468,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1469,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1470,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1471,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1472,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1473,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1474,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1475,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1476,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1477,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1478,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1479,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1480,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1481,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1482,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1483,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1484,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1485,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1486,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1487,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
1488,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1489,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1490,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1491,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1492,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1493,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1494,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1495,Bareland,Water,Cropland,Water,Non_Wetland,Water
1496,Bareland,Water,Wetland,NULL,Wetland,Grassland
1497,Bareland,Water,Wetland,NULL,Wetland,Wetland
1498,Bareland,Water,Wetland,NULL,Wetland,Bareland
1499,Bareland,Water,Wetland,NULL,Wetland,Water
1500,Bareland,Water,Wetland,Non_Water,Wetland,Cropland
1501,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1502,Bareland,Water,Wetland,Non_Water,Wetland,Water
1503,Bareland,Water,Wetland,Water,Wetland,Grassland
1504,Bareland,Water,Wetland,Water,Wetland,Cropland
1505,Bareland,Water,Wetland,Water,Wetland,Bareland
1506,Bareland,Water,Wetland,Water,Wetland,Water
1507,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1508,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1509,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1510,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1511,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1512,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
1513,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1514,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1515,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1516,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1517,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1518,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1519,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
1520,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1521,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1522,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1523,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1524,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1525,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
1526,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1527,Bareland,Water,Bareland,Water,Non_Wetland,Water
1528,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1529,Bareland,Water,Built-up,NULL,Non_Wetland,NULL
1530,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1531,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
1532,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1533,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1534,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1535,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1536,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1537,Bareland,Water,Water,NULL,Water,Bareland
1538,Bareland,Water,Water,NULL,Water,Water
1539,Bareland,Water,Water,Non_Water,Water,Bareland
1540,Bareland,Water,Water,Water,Water,Bareland
1541,Bareland,Water,Water,Water,Water,Water
1542,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1543,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1544,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1545,Bareland,Water,Forest,NULL,Non_Wetland,Built-up
1546,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1547,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1548,Bareland,Water,Forest,Water,Non_Wetland,Cropland
1549,Bareland,Water,Forest,Water,Non_Wetland,Water
1550,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
1551,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up
1552,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1553,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1554,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1555,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1556,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1557,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1558,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1559,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1560,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1561,Bareland,Forest,Grassland,NULL,Non_Wetland,Built-up
1562,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1563,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1564,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1565,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1566,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1567,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1568,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1569,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1570,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1571,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
1572,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
1573,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1574,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1575,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1576,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1577,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1578,Water,NULL,NULL,NULL,Non_Wetland,NULL
1579,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1580,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1581,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1582,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1583,Water,NULL,NULL,NULL,Non_Wetland,Forest
1584,Water,NULL,NULL,Water,Non_Wetland,NULL
1585,Water,NULL,NULL,Water,Non_Wetland,Grassland
1586,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1587,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1588,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1589,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1590,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1591,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1592,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1593,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1594,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1595,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1596,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1597,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1598,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1599,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1600,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1601,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1602,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1603,Water,NULL,Grassland,NULL,Non_Wetland,Water
1604,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1605,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1606,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1607,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1608,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1609,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1610,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1611,Water,NULL,Cropland,NULL,Non_Wetland,Water
1612,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1613,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1614,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1615,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1616,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1617,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1618,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1619,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1620,Water,NULL,Cropland,Water,Non_Wetland,Water
1621,Water,NULL,Cropland,Water,Non_Wetland,Forest
1622,Water,NULL,Wetland,NULL,Wetland,NULL
1623,Water,NULL,Wetland,NULL,Wetland,Grassland
1624,Water,NULL,Wetland,NULL,Wetland,Cropland
1625,Water,NULL,Wetland,NULL,Wetland,Wetland
1626,Water,NULL,Wetland,NULL,Wetland,Bareland
1627,Water,NULL,Wetland,NULL,Wetland,Forest
1628,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1629,Water,NULL,Wetland,Non_Water,Wetland,Water
1630,Water,NULL,Wetland,Water,Wetland,NULL
1631,Water,NULL,Wetland,Water,Wetland,Grassland
1632,Water,NULL,Wetland,Water,Wetland,Cropland
1633,Water,NULL,Wetland,Water,Wetland,Wetland
1634,Water,NULL,Wetland,Water,Wetland,Bareland
1635,Water,NULL,Wetland,Water,Wetland,Water
1636,Water,NULL,Wetland,Water,Wetland,Forest
1637,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1638,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1639,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1640,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1641,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1642,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1643,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1644,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1645,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1646,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1647,Water,NULL,Bareland,NULL,Non_Wetland,Water
1648,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1649,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1650,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1651,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1652,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1653,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1654,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1655,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1656,Water,NULL,Bareland,Water,Non_Wetland,NULL
1657,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1658,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1659,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1660,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1661,Water,NULL,Bareland,Water,Non_Wetland,Water
1662,Water,NULL,Bareland,Water,Non_Wetland,Forest
1663,Water,NULL,Built-up,NULL,Non_Wetland,NULL
1664,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1665,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1666,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1667,Water,NULL,Built-up,NULL,Non_Wetland,Water
1668,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1669,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1670,Water,NULL,Built-up,Water,Non_Wetland,NULL
1671,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1672,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1673,Water,NULL,Water,NULL,Water,NULL
1674,Water,NULL,Water,NULL,Water,Grassland
1675,Water,NULL,Water,NULL,Water,Cropland
