Value,AFRICA_2024_DynamicWorld_2024_35PPK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPK_M_R,AFRICA_2024_GSW_Yearly_2021_35PPK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPK_M_R,AFRICA_2024_WorldCover_2021_35PPK_M_R
1267,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water
1268,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1269,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1270,Bareland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1271,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1272,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland
1273,Bareland,Wetland,Shrubland,Water,Non_Wetland,Water
1274,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1275,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1276,Bareland,Wetland,Grassland,NULL,Non_Wetland,Water
1277,Bareland,Wetland,Grassland,Water,Non_Wetland,Grassland
1278,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
1279,Bareland,Wetland,Grassland,Water,Non_Wetland,Bareland
1280,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1281,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1282,Bareland,Wetland,Cropland,Water,Non_Wetland,Bareland
1283,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1284,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water
1285,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
1286,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1287,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1288,Bareland,Wetland,Built-up,NULL,Non_Wetland,Water
1289,Bareland,Wetland,Built-up,Water,Non_Wetland,Wetland
1290,Bareland,Wetland,Water,Water,Water,Wetland
1291,Bareland,Wetland,Water,Water,Water,Bareland
1292,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1293,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1294,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1295,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1296,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1297,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1298,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1299,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1300,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1301,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1302,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1303,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1304,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1305,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1306,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1307,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1308,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1309,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
1310,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1311,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1312,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1313,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1314,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1315,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1316,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
1317,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1318,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1319,Bareland,Bareland,Wetland,NULL,Wetland,Water
1320,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1321,Bareland,Bareland,Wetland,Water,Wetland,Water
1322,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1323,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1324,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1325,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1326,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1327,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1328,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1329,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1330,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1331,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1332,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1333,Bareland,Bareland,Water,NULL,Water,Bareland
1334,Bareland,Bareland,Water,Water,Water,Grassland
1335,Bareland,Bareland,Water,Water,Water,Wetland
1336,Bareland,Bareland,Water,Water,Water,Bareland
1337,Bareland,Bareland,Water,Water,Water,Water
1338,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1339,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1340,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1341,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1342,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1343,Bareland,Built-up,Shrubland,Water,Non_Wetland,Wetland
1344,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1345,Bareland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1346,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1347,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1348,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1349,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1350,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1351,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1352,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1353,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1354,Bareland,Built-up,Built-up,Water,Non_Wetland,Wetland
1355,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1356,Bareland,Water,NULL,NULL,Non_Wetland,Wetland
1357,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1358,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
1359,Bareland,Water,NULL,Water,Non_Wetland,Grassland
1360,Bareland,Water,NULL,Water,Non_Wetland,Wetland
1361,Bareland,Water,NULL,Water,Non_Wetland,Bareland
1362,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1363,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1364,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1365,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1366,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1367,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1368,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1369,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1370,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
1371,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1372,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1373,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1374,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1375,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1376,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1377,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1378,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1379,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1380,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1381,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
1382,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
1383,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1384,Bareland,Water,Grassland,Water,Non_Wetland,Water
1385,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1386,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1387,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1388,Bareland,Water,Cropland,Water,Non_Wetland,Wetland
1389,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1390,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1391,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1392,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1393,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1394,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1395,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1396,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1397,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1398,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1399,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
1400,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1401,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1402,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1403,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
1404,Bareland,Water,Built-up,Water,Non_Wetland,Water
1405,Bareland,Water,Water,Water,Water,Wetland
1406,Bareland,Water,Water,Water,Water,Bareland
1407,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland
1408,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1409,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1410,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1411,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1412,Water,NULL,NULL,NULL,Non_Wetland,NULL
1413,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1414,Water,NULL,NULL,NULL,Non_Wetland,Cropland
1415,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1416,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1417,Water,NULL,NULL,NULL,Non_Wetland,Water
1418,Water,NULL,NULL,NULL,Non_Wetland,Forest
1419,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1420,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
1421,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
1422,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
1423,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1424,Water,NULL,NULL,Water,Non_Wetland,Grassland
1425,Water,NULL,NULL,Water,Non_Wetland,Cropland
1426,Water,NULL,NULL,Water,Non_Wetland,Wetland
1427,Water,NULL,NULL,Water,Non_Wetland,Bareland
1428,Water,NULL,NULL,Water,Non_Wetland,Water
1429,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1430,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1431,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1432,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1433,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1434,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1435,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1436,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1437,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1438,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1439,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1440,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1441,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1442,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1443,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1444,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1445,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1446,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1447,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1448,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1449,Water,NULL,Shrubland,Water,Non_Wetland,Water
1450,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1451,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1452,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1453,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1454,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1455,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1456,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
1457,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1458,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1459,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1460,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1461,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1462,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1463,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1464,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1465,Water,NULL,Grassland,Water,Non_Wetland,Water
1466,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1467,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1468,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1469,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1470,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1471,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1472,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1473,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1474,Water,NULL,Cropland,Water,Non_Wetland,Cropland
1475,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1476,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1477,Water,NULL,Cropland,Water,Non_Wetland,Water
1478,Water,NULL,Wetland,NULL,Wetland,NULL
1479,Water,NULL,Wetland,NULL,Wetland,Grassland
1480,Water,NULL,Wetland,NULL,Wetland,Wetland
1481,Water,NULL,Wetland,NULL,Wetland,Bareland
1482,Water,NULL,Wetland,NULL,Wetland,Forest
1483,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1484,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1485,Water,NULL,Wetland,Water,Wetland,Grassland
1486,Water,NULL,Wetland,Water,Wetland,Wetland
1487,Water,NULL,Wetland,Water,Wetland,Bareland
1488,Water,NULL,Wetland,Water,Wetland,Water
1489,Water,NULL,Wetland,Water,Wetland,Forest
1490,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
1491,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1492,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
1493,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1494,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1495,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
1496,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1497,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1498,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1499,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1500,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1501,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1502,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1503,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1504,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1505,Water,NULL,Bareland,Water,Non_Wetland,Cropland
1506,Water,NULL,Bareland,Water,Non_Wetland,Wetland
1507,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1508,Water,NULL,Bareland,Water,Non_Wetland,Water
1509,Water,NULL,Bareland,Water,Non_Wetland,Forest
1510,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1511,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
1512,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1513,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1514,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL
1515,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1516,Water,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1517,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1518,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1519,Water,NULL,Built-up,Water,Non_Wetland,Cropland
1520,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1521,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1522,Water,NULL,Built-up,Water,Non_Wetland,Water
1523,Water,NULL,Built-up,Water,Non_Wetland,Forest
1524,Water,NULL,Water,NULL,Water,Grassland
1525,Water,NULL,Water,NULL,Water,Wetland
1526,Water,NULL,Water,NULL,Water,Bareland
1527,Water,NULL,Water,Non_Water,Water,Grassland
1528,Water,NULL,Water,Non_Water,Water,Wetland
1529,Water,NULL,Water,Water,Water,Grassland
1530,Water,NULL,Water,Water,Water,Wetland
1531,Water,NULL,Water,Water,Water,Bareland
1532,Water,NULL,Water,Water,Water,Water
1533,Water,NULL,Water,Water,Water,Forest
1534,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1535,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1536,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1537,Water,NULL,Forest,Water,Non_Wetland,Grassland
1538,Water,NULL,Forest,Water,Non_Wetland,Wetland
1539,Water,NULL,Forest,Water,Non_Wetland,Bareland
1540,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
1541,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1542,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1543,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1544,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1545,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1546,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1547,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1548,Water,Cropland,Wetland,NULL,Wetland,Wetland
1549,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
1550,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
1551,Water,Cropland,Water,NULL,Water,Wetland
1552,Water,Cropland,Water,Water,Water,Wetland
1553,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1554,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1555,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1556,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
1557,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
1558,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1559,Water,Wetland,NULL,Water,Non_Wetland,Wetland
1560,Water,Wetland,NULL,Water,Non_Wetland,Bareland
1561,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
1562,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1563,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1564,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1565,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1566,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1567,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1568,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1569,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1570,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
1571,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1572,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1573,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1574,Water,Wetland,Shrubland,Water,Non_Wetland,Cropland
1575,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1576,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1577,Water,Wetland,Shrubland,Water,Non_Wetland,Water
1578,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1579,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1580,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1581,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1582,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1583,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1584,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
1585,Water,Wetland,Grassland,Water,Non_Wetland,Water
1586,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1587,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1588,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1589,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1590,Water,Wetland,Cropland,Water,Non_Wetland,Grassland
1591,Water,Wetland,Cropland,Water,Non_Wetland,Wetland
1592,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1593,Water,Wetland,Wetland,NULL,Wetland,NULL
1594,Water,Wetland,Wetland,NULL,Wetland,Grassland
1595,Water,Wetland,Wetland,NULL,Wetland,Wetland
1596,Water,Wetland,Wetland,NULL,Wetland,Water
1597,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1598,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1599,Water,Wetland,Wetland,Non_Water,Wetland,Water
1600,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1601,Water,Wetland,Wetland,Water,Wetland,Grassland
1602,Water,Wetland,Wetland,Water,Wetland,Wetland
1603,Water,Wetland,Wetland,Water,Wetland,Bareland
1604,Water,Wetland,Wetland,Water,Wetland,Water
1605,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
1606,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1607,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1608,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
1609,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
1610,Water,Wetland,Bareland,Water,Non_Wetland,Bareland
1611,Water,Wetland,Bareland,Water,Non_Wetland,Water
1612,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1613,Water,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1614,Water,Wetland,Built-up,Water,Non_Wetland,Wetland
1615,Water,Wetland,Built-up,Water,Non_Wetland,Bareland
1616,Water,Wetland,Water,NULL,Water,Wetland
1617,Water,Wetland,Water,Non_Water,Water,Wetland
1618,Water,Wetland,Water,Water,Water,Grassland
1619,Water,Wetland,Water,Water,Water,Wetland
1620,Water,Wetland,Water,Water,Water,Water
1621,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1622,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1623,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1624,Water,Wetland,Forest,Water,Non_Wetland,Water
1625,Water,Bareland,NULL,NULL,Non_Wetland,Wetland
1626,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
1627,Water,Bareland,NULL,NULL,Non_Wetland,Water
1628,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1629,Water,Bareland,NULL,Water,Non_Wetland,Wetland
1630,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1631,Water,Bareland,NULL,Water,Non_Wetland,Water
1632,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
1633,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1634,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1635,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1636,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1637,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1638,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1639,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1640,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1641,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1642,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1643,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1644,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1645,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1646,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
1647,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
1648,Water,Bareland,Grassland,Water,Non_Wetland,Water
1649,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
1650,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1651,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1652,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1653,Water,Bareland,Wetland,NULL,Wetland,Water
1654,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1655,Water,Bareland,Wetland,Non_Water,Wetland,Water
1656,Water,Bareland,Wetland,Water,Wetland,Wetland
1657,Water,Bareland,Wetland,Water,Wetland,Bareland
1658,Water,Bareland,Wetland,Water,Wetland,Water
1659,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
1660,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
1661,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1662,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1663,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1664,Water,Bareland,Bareland,Water,Non_Wetland,Water
1665,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1666,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
1667,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
1668,Water,Bareland,Water,NULL,Water,Wetland
1669,Water,Bareland,Water,Water,Water,Wetland
1670,Water,Bareland,Water,Water,Water,Bareland
1671,Water,Bareland,Water,Water,Water,Water
1672,Water,Bareland,Forest,Water,Non_Wetland,Wetland
1673,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1674,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1675,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1676,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1677,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1678,Water,Water,NULL,NULL,Non_Wetland,Grassland
1679,Water,Water,NULL,NULL,Non_Wetland,Cropland
1680,Water,Water,NULL,NULL,Non_Wetland,Wetland
1681,Water,Water,NULL,NULL,Non_Wetland,Bareland
1682,Water,Water,NULL,NULL,Non_Wetland,Water
1683,Water,Water,NULL,NULL,Non_Wetland,Forest
1684,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1685,Water,Water,NULL,Non_Water,Non_Wetland,Cropland
1686,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1687,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1688,Water,Water,NULL,Non_Water,Non_Wetland,Water
1689,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1690,Water,Water,NULL,Water,Non_Wetland,Grassland
1691,Water,Water,NULL,Water,Non_Wetland,Cropland
1692,Water,Water,NULL,Water,Non_Wetland,Wetland
1693,Water,Water,NULL,Water,Non_Wetland,Bareland
1694,Water,Water,NULL,Water,Non_Wetland,Water
