Value,AFRICA_2024_DynamicWorld_2024_37PDN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDN_M_R,AFRICA_2024_GSW_Yearly_2021_37PDN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDN_M_R,AFRICA_2024_WorldCover_2021_37PDN_M_R
1281,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1282,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1283,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1284,Water,Bareland,Wetland,NULL,Wetland,Bareland
1285,Water,Bareland,Wetland,NULL,Wetland,Water
1286,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1287,Water,Bareland,Wetland,Non_Water,Wetland,Water
1288,Water,Bareland,Wetland,Water,Wetland,Bareland
1289,Water,Bareland,Wetland,Water,Wetland,Water
1290,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1291,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
1292,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1293,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1294,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1295,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1296,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1297,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
1298,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1299,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1300,Water,Bareland,Bareland,Water,Non_Wetland,Water
1301,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1302,Water,Bareland,Built-up,NULL,Non_Wetland,Water
1303,Water,Bareland,Built-up,Water,Non_Wetland,Water
1304,Water,Bareland,Water,NULL,Water,Water
1305,Water,Bareland,Water,Non_Water,Water,Water
1306,Water,Bareland,Water,Water,Water,Bareland
1307,Water,Bareland,Water,Water,Water,Water
1308,Water,Bareland,Forest,NULL,Non_Wetland,Water
1309,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
1310,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1311,Water,Water,NULL,NULL,Non_Wetland,NULL
1312,Water,Water,NULL,NULL,Non_Wetland,Grassland
1313,Water,Water,NULL,NULL,Non_Wetland,Cropland
1314,Water,Water,NULL,NULL,Non_Wetland,Bareland
1315,Water,Water,NULL,NULL,Non_Wetland,Water
1316,Water,Water,NULL,NULL,Non_Wetland,Forest
1317,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1318,Water,Water,NULL,Water,Non_Wetland,NULL
1319,Water,Water,NULL,Water,Non_Wetland,Bareland
1320,Water,Water,NULL,Water,Non_Wetland,Water
1321,Water,Water,NULL,Water,Non_Wetland,Forest
1322,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1323,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1324,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1325,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1326,Water,Water,Shrubland,NULL,Non_Wetland,Water
1327,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1328,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
1329,Water,Water,Shrubland,Water,Non_Wetland,NULL
1330,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1331,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1332,Water,Water,Shrubland,Water,Non_Wetland,Water
1333,Water,Water,Shrubland,Water,Non_Wetland,Forest
1334,Water,Water,Grassland,NULL,Non_Wetland,NULL
1335,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1336,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1337,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1338,Water,Water,Grassland,NULL,Non_Wetland,Water
1339,Water,Water,Grassland,NULL,Non_Wetland,Forest
1340,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1341,Water,Water,Grassland,Water,Non_Wetland,Cropland
1342,Water,Water,Grassland,Water,Non_Wetland,Bareland
1343,Water,Water,Grassland,Water,Non_Wetland,Water
1344,Water,Water,Grassland,Water,Non_Wetland,Forest
1345,Water,Water,Cropland,NULL,Non_Wetland,NULL
1346,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1347,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1348,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1349,Water,Water,Cropland,NULL,Non_Wetland,Water
1350,Water,Water,Cropland,NULL,Non_Wetland,Forest
1351,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1352,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1353,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1354,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1355,Water,Water,Cropland,Water,Non_Wetland,NULL
1356,Water,Water,Cropland,Water,Non_Wetland,Grassland
1357,Water,Water,Cropland,Water,Non_Wetland,Cropland
1358,Water,Water,Cropland,Water,Non_Wetland,Wetland
1359,Water,Water,Cropland,Water,Non_Wetland,Bareland
1360,Water,Water,Cropland,Water,Non_Wetland,Water
1361,Water,Water,Cropland,Water,Non_Wetland,Forest
1362,Water,Water,Wetland,NULL,Wetland,NULL
1363,Water,Water,Wetland,NULL,Wetland,Grassland
1364,Water,Water,Wetland,NULL,Wetland,Cropland
1365,Water,Water,Wetland,NULL,Wetland,Bareland
1366,Water,Water,Wetland,NULL,Wetland,Water
1367,Water,Water,Wetland,NULL,Wetland,Forest
1368,Water,Water,Wetland,Non_Water,Wetland,NULL
1369,Water,Water,Wetland,Non_Water,Wetland,Cropland
1370,Water,Water,Wetland,Non_Water,Wetland,Bareland
1371,Water,Water,Wetland,Non_Water,Wetland,Water
1372,Water,Water,Wetland,Non_Water,Wetland,Forest
1373,Water,Water,Wetland,Water,Wetland,NULL
1374,Water,Water,Wetland,Water,Wetland,Grassland
1375,Water,Water,Wetland,Water,Wetland,Cropland
1376,Water,Water,Wetland,Water,Wetland,Wetland
1377,Water,Water,Wetland,Water,Wetland,Bareland
1378,Water,Water,Wetland,Water,Wetland,Water
1379,Water,Water,Wetland,Water,Wetland,Forest
1380,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1381,Water,Water,Bareland,NULL,Non_Wetland,NULL
1382,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1383,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1384,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1385,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1386,Water,Water,Bareland,NULL,Non_Wetland,Water
1387,Water,Water,Bareland,NULL,Non_Wetland,Forest
1388,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1389,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1390,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1391,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1392,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1393,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1394,Water,Water,Bareland,Water,Non_Wetland,NULL
1395,Water,Water,Bareland,Water,Non_Wetland,Grassland
1396,Water,Water,Bareland,Water,Non_Wetland,Cropland
1397,Water,Water,Bareland,Water,Non_Wetland,Wetland
1398,Water,Water,Bareland,Water,Non_Wetland,Bareland
1399,Water,Water,Bareland,Water,Non_Wetland,Water
1400,Water,Water,Bareland,Water,Non_Wetland,Forest
1401,Water,Water,Built-up,NULL,Non_Wetland,NULL
1402,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1403,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1404,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1405,Water,Water,Built-up,NULL,Non_Wetland,Water
1406,Water,Water,Built-up,NULL,Non_Wetland,Forest
1407,Water,Water,Built-up,Non_Water,Non_Wetland,NULL
1408,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1409,Water,Water,Built-up,Water,Non_Wetland,NULL
1410,Water,Water,Built-up,Water,Non_Wetland,Cropland
1411,Water,Water,Built-up,Water,Non_Wetland,Bareland
1412,Water,Water,Built-up,Water,Non_Wetland,Water
1413,Water,Water,Built-up,Water,Non_Wetland,Forest
1414,Water,Water,Water,NULL,Water,NULL
1415,Water,Water,Water,NULL,Water,Grassland
1416,Water,Water,Water,NULL,Water,Cropland
1417,Water,Water,Water,NULL,Water,Wetland
1418,Water,Water,Water,NULL,Water,Bareland
1419,Water,Water,Water,NULL,Water,Water
1420,Water,Water,Water,NULL,Water,Forest
1421,Water,Water,Water,Non_Water,Water,Cropland
1422,Water,Water,Water,Non_Water,Water,Wetland
1423,Water,Water,Water,Non_Water,Water,Water
1424,Water,Water,Water,Water,Water,NULL
1425,Water,Water,Water,Water,Water,Grassland
1426,Water,Water,Water,Water,Water,Cropland
1427,Water,Water,Water,Water,Water,Wetland
1428,Water,Water,Water,Water,Water,Bareland
1429,Water,Water,Water,Water,Water,Water
1430,Water,Water,Water,Water,Water,Forest
1431,Water,Water,Forest,NULL,Non_Wetland,NULL
1432,Water,Water,Forest,NULL,Non_Wetland,Grassland
1433,Water,Water,Forest,NULL,Non_Wetland,Cropland
1434,Water,Water,Forest,NULL,Non_Wetland,Wetland
1435,Water,Water,Forest,NULL,Non_Wetland,Bareland
1436,Water,Water,Forest,NULL,Non_Wetland,Water
1437,Water,Water,Forest,NULL,Non_Wetland,Forest
1438,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1439,Water,Water,Forest,Water,Non_Wetland,NULL
1440,Water,Water,Forest,Water,Non_Wetland,Water
1441,Water,Water,Forest,Water,Non_Wetland,Forest
1442,Water,Forest,NULL,NULL,Non_Wetland,NULL
1443,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1444,Water,Forest,NULL,NULL,Non_Wetland,Forest
1445,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1446,Water,Forest,Bareland,NULL,Non_Wetland,NULL
1447,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1448,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1449,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1450,Water,Forest,Bareland,Water,Non_Wetland,Forest
1451,Water,Forest,Built-up,Water,Non_Wetland,Grassland
1452,Water,Forest,Water,NULL,Water,Grassland
1453,Water,Forest,Water,NULL,Water,Forest
1454,Water,Forest,Water,Water,Water,Grassland
1455,Water,Forest,Water,Water,Water,Forest
1456,Water,Forest,Forest,NULL,Non_Wetland,NULL
1457,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1458,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1459,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1460,Water,Forest,Forest,NULL,Non_Wetland,Forest
1461,Water,Forest,Forest,Water,Non_Wetland,Grassland
1462,Water,Forest,Forest,Water,Non_Wetland,Forest
1463,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1464,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1465,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1466,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1467,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1468,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1469,Forest,NULL,NULL,NULL,Non_Wetland,Water
1470,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1471,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1472,Forest,NULL,NULL,Water,Non_Wetland,NULL
1473,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1474,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1475,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1476,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1477,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1478,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1479,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1480,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1481,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1482,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1483,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1484,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1485,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1486,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1487,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1488,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1489,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1490,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1491,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1492,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1493,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1494,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1495,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1496,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1497,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1498,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1499,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1500,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1501,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1502,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1503,Forest,NULL,Wetland,NULL,Wetland,NULL
1504,Forest,NULL,Wetland,NULL,Wetland,Grassland
1505,Forest,NULL,Wetland,NULL,Wetland,Cropland
1506,Forest,NULL,Wetland,NULL,Wetland,Forest
1507,Forest,NULL,Wetland,Water,Wetland,NULL
1508,Forest,NULL,Wetland,Water,Wetland,Water
1509,Forest,NULL,Wetland,Water,Wetland,Forest
1510,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1511,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1512,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1513,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1514,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
1515,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1516,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1517,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1518,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1519,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1520,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1521,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1522,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1523,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
1524,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1525,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1526,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1527,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1528,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1529,Forest,NULL,Bareland,Water,Non_Wetland,NULL
1530,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1531,Forest,NULL,Bareland,Water,Non_Wetland,Cropland
1532,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1533,Forest,NULL,Bareland,Water,Non_Wetland,Water
1534,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1535,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1536,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1537,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1538,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1539,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1540,Forest,NULL,Built-up,NULL,Non_Wetland,Water
1541,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1542,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1543,Forest,NULL,Built-up,Water,Non_Wetland,NULL
1544,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1545,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1546,Forest,NULL,Water,NULL,Water,NULL
1547,Forest,NULL,Water,NULL,Water,Grassland
1548,Forest,NULL,Water,NULL,Water,Cropland
1549,Forest,NULL,Water,NULL,Water,Bareland
1550,Forest,NULL,Water,NULL,Water,Water
1551,Forest,NULL,Water,NULL,Water,Forest
1552,Forest,NULL,Water,Water,Water,Grassland
1553,Forest,NULL,Water,Water,Water,Water
1554,Forest,NULL,Water,Water,Water,Forest
1555,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1556,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1557,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1558,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1559,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1560,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1561,Forest,NULL,Forest,NULL,Non_Wetland,Water
1562,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1563,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1564,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1565,Forest,NULL,Forest,Water,Non_Wetland,NULL
1566,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1567,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1568,Forest,NULL,Forest,Water,Non_Wetland,Forest
1569,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1570,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1571,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1572,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1573,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
1574,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
1575,Forest,Cropland,NULL,NULL,Non_Wetland,Water
1576,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1577,Forest,Cropland,NULL,Water,Non_Wetland,NULL
1578,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
1579,Forest,Cropland,NULL,Water,Non_Wetland,Forest
1580,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1581,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1582,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1583,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1584,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1585,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1586,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1587,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1588,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1589,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1590,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1591,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1592,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1593,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1594,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1595,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1596,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1597,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1598,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1599,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1600,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1601,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1602,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1603,Forest,Cropland,Wetland,NULL,Wetland,Cropland
1604,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1605,Forest,Cropland,Wetland,NULL,Wetland,Forest
1606,Forest,Cropland,Wetland,Non_Water,Wetland,Cropland
1607,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1608,Forest,Cropland,Wetland,Water,Wetland,Forest
1609,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1610,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1611,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1612,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1613,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
1614,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1615,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1616,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1617,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1618,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1619,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1620,Forest,Cropland,Bareland,NULL,Non_Wetland,Built-up
1621,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1622,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1623,Forest,Cropland,Bareland,Water,Non_Wetland,NULL
1624,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1625,Forest,Cropland,Bareland,Water,Non_Wetland,Cropland
1626,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
1627,Forest,Cropland,Bareland,Water,Non_Wetland,Forest
1628,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1629,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1630,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1631,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1632,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1633,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1634,Forest,Cropland,Built-up,Water,Non_Wetland,Forest
1635,Forest,Cropland,Water,NULL,Water,NULL
1636,Forest,Cropland,Water,NULL,Water,Grassland
1637,Forest,Cropland,Water,NULL,Water,Water
1638,Forest,Cropland,Water,NULL,Water,Forest
1639,Forest,Cropland,Water,Water,Water,Grassland
1640,Forest,Cropland,Water,Water,Water,Forest
1641,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1642,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1643,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1644,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1645,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1646,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1647,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1648,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1649,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1650,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1651,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1652,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1653,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1654,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1655,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1656,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
1657,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1658,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1659,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1660,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1661,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1662,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1663,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1664,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1665,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1666,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1667,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1668,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1669,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1670,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1671,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1672,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1673,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1674,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
1675,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1676,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1677,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1678,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1679,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1680,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1681,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1682,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1683,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1684,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1685,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1686,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1687,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1688,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1689,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1690,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1691,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1692,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1693,Forest,Built-up,Water,NULL,Water,Forest
1694,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1695,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1696,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1697,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
1698,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1699,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1700,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
1701,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1702,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1703,Forest,Water,NULL,NULL,Non_Wetland,Forest
1704,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1705,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1706,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1707,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1708,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1709,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1710,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1711,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1712,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1713,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1714,Forest,Water,Cropland,Water,Non_Wetland,NULL
1715,Forest,Water,Cropland,Water,Non_Wetland,Water
1716,Forest,Water,Cropland,Water,Non_Wetland,Forest
1717,Forest,Water,Wetland,NULL,Wetland,NULL
1718,Forest,Water,Wetland,NULL,Wetland,Wetland
1719,Forest,Water,Wetland,NULL,Wetland,Forest
1720,Forest,Water,Wetland,Water,Wetland,NULL
1721,Forest,Water,Wetland,Water,Wetland,Bareland
1722,Forest,Water,Wetland,Water,Wetland,Water
1723,Forest,Water,Wetland,Water,Wetland,Forest
