Value,AFRICA_2024_DynamicWorld_2024_36PXR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PXR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PXR_M_R,AFRICA_2024_GSW_Yearly_2021_36PXR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PXR_M_R,AFRICA_2024_WorldCover_2021_36PXR_M_R
1297,Water,Water,Wetland,NULL,Wetland,Cropland
1298,Water,Water,Wetland,NULL,Wetland,Wetland
1299,Water,Water,Wetland,NULL,Wetland,Bareland
1300,Water,Water,Wetland,NULL,Wetland,Water
1301,Water,Water,Wetland,NULL,Wetland,Forest
1302,Water,Water,Wetland,Non_Water,Wetland,Wetland
1303,Water,Water,Wetland,Non_Water,Wetland,Bareland
1304,Water,Water,Wetland,Non_Water,Wetland,Water
1305,Water,Water,Wetland,Non_Water,Wetland,Forest
1306,Water,Water,Wetland,Water,Wetland,Grassland
1307,Water,Water,Wetland,Water,Wetland,Cropland
1308,Water,Water,Wetland,Water,Wetland,Wetland
1309,Water,Water,Wetland,Water,Wetland,Bareland
1310,Water,Water,Wetland,Water,Wetland,Water
1311,Water,Water,Wetland,Water,Wetland,Forest
1312,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1313,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1314,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1315,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1316,Water,Water,Bareland,NULL,Non_Wetland,Water
1317,Water,Water,Bareland,NULL,Non_Wetland,Forest
1318,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1319,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
1320,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
1321,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1322,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1323,Water,Water,Bareland,Water,Non_Wetland,Grassland
1324,Water,Water,Bareland,Water,Non_Wetland,Cropland
1325,Water,Water,Bareland,Water,Non_Wetland,Wetland
1326,Water,Water,Bareland,Water,Non_Wetland,Bareland
1327,Water,Water,Bareland,Water,Non_Wetland,Water
1328,Water,Water,Bareland,Water,Non_Wetland,Forest
1329,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1330,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1331,Water,Water,Built-up,NULL,Non_Wetland,Water
1332,Water,Water,Built-up,NULL,Non_Wetland,Forest
1333,Water,Water,Built-up,Non_Water,Non_Wetland,Cropland
1334,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1335,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1336,Water,Water,Built-up,Water,Non_Wetland,Cropland
1337,Water,Water,Built-up,Water,Non_Wetland,Water
1338,Water,Water,Built-up,Water,Non_Wetland,Forest
1339,Water,Water,Water,NULL,Water,Grassland
1340,Water,Water,Water,NULL,Water,Cropland
1341,Water,Water,Water,NULL,Water,Wetland
1342,Water,Water,Water,NULL,Water,Bareland
1343,Water,Water,Water,NULL,Water,Water
1344,Water,Water,Water,NULL,Water,Forest
1345,Water,Water,Water,Non_Water,Water,Grassland
1346,Water,Water,Water,Non_Water,Water,Cropland
1347,Water,Water,Water,Non_Water,Water,Wetland
1348,Water,Water,Water,Non_Water,Water,Bareland
1349,Water,Water,Water,Non_Water,Water,Water
1350,Water,Water,Water,Non_Water,Water,Forest
1351,Water,Water,Water,Water,Water,Grassland
1352,Water,Water,Water,Water,Water,Cropland
1353,Water,Water,Water,Water,Water,Wetland
1354,Water,Water,Water,Water,Water,Bareland
1355,Water,Water,Water,Water,Water,Water
1356,Water,Water,Water,Water,Water,Forest
1357,Water,Water,Forest,NULL,Non_Wetland,NULL
1358,Water,Water,Forest,NULL,Non_Wetland,Grassland
1359,Water,Water,Forest,NULL,Non_Wetland,Cropland
1360,Water,Water,Forest,NULL,Non_Wetland,Wetland
1361,Water,Water,Forest,NULL,Non_Wetland,Bareland
1362,Water,Water,Forest,NULL,Non_Wetland,Water
1363,Water,Water,Forest,NULL,Non_Wetland,Forest
1364,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1365,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1366,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1367,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1368,Water,Water,Forest,Non_Water,Non_Wetland,Water
1369,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1370,Water,Water,Forest,Water,Non_Wetland,Grassland
1371,Water,Water,Forest,Water,Non_Wetland,Cropland
1372,Water,Water,Forest,Water,Non_Wetland,Bareland
1373,Water,Water,Forest,Water,Non_Wetland,Water
1374,Water,Water,Forest,Water,Non_Wetland,Forest
1375,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1376,Water,Forest,NULL,NULL,Non_Wetland,Forest
1377,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1378,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1379,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1380,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1381,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1382,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1383,Water,Forest,Wetland,NULL,Wetland,Forest
1384,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
1385,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1386,Water,Forest,Water,NULL,Water,Grassland
1387,Water,Forest,Water,NULL,Water,Forest
1388,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1389,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1390,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1391,Water,Forest,Forest,NULL,Non_Wetland,Forest
1392,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1393,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1394,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1395,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
1396,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1397,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1398,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1399,Forest,NULL,NULL,Non_Water,Non_Wetland,Cropland
1400,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
1401,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1402,Forest,NULL,NULL,Water,Non_Wetland,NULL
1403,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1404,Forest,NULL,NULL,Water,Non_Wetland,Cropland
1405,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1406,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1407,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1408,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1409,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1410,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1411,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1412,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1413,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1414,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1415,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1416,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1417,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1418,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1419,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1420,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1421,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1422,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1423,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1424,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1425,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1426,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1427,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1428,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1429,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1430,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1431,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1432,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1433,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
1434,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1435,Forest,NULL,Wetland,NULL,Wetland,NULL
1436,Forest,NULL,Wetland,NULL,Wetland,Grassland
1437,Forest,NULL,Wetland,NULL,Wetland,Cropland
1438,Forest,NULL,Wetland,NULL,Wetland,Wetland
1439,Forest,NULL,Wetland,NULL,Wetland,Forest
1440,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1441,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1442,Forest,NULL,Wetland,Water,Wetland,Cropland
1443,Forest,NULL,Wetland,Water,Wetland,Wetland
1444,Forest,NULL,Wetland,Water,Wetland,Forest
1445,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1446,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1447,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1448,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
1449,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1450,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1451,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1452,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1453,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
1454,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1455,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1456,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1457,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1458,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1459,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1460,Forest,NULL,Built-up,Non_Water,Non_Wetland,Cropland
1461,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1462,Forest,NULL,Water,NULL,Water,Grassland
1463,Forest,NULL,Water,NULL,Water,Forest
1464,Forest,NULL,Water,Water,Water,Grassland
1465,Forest,NULL,Water,Water,Water,Wetland
1466,Forest,NULL,Water,Water,Water,Forest
1467,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1468,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1469,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1470,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1471,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1472,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1473,Forest,NULL,Forest,NULL,Non_Wetland,Water
1474,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1475,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1476,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1477,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1478,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
1479,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1480,Forest,NULL,Forest,Water,Non_Wetland,NULL
1481,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1482,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1483,Forest,NULL,Forest,Water,Non_Wetland,Wetland
1484,Forest,NULL,Forest,Water,Non_Wetland,Forest
1485,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1486,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1487,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1488,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
1489,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1490,Forest,Cropland,NULL,Water,Non_Wetland,Cropland
1491,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1492,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1493,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1494,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1497,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1498,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1499,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1500,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1501,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1502,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1503,Forest,Cropland,Shrubland,Water,Non_Wetland,Cropland
1504,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1505,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1506,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1507,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1508,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1509,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1510,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1511,Forest,Cropland,Wetland,NULL,Wetland,Grassland
1512,Forest,Cropland,Wetland,NULL,Wetland,Wetland
1513,Forest,Cropland,Wetland,NULL,Wetland,Forest
1514,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1515,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1516,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1517,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland
1518,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1519,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1520,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1521,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1522,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1523,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1524,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1525,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
1526,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1527,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1528,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
1529,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1530,Forest,Wetland,NULL,NULL,Non_Wetland,Cropland
1531,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
1532,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1533,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1534,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1535,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1536,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1537,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1538,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1539,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1540,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1541,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1542,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1543,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
1544,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1545,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1546,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1547,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1548,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1549,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1550,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1551,Forest,Wetland,Wetland,NULL,Wetland,Wetland
1552,Forest,Wetland,Wetland,NULL,Wetland,Forest
1553,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1554,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1555,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1556,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest
1557,Forest,Wetland,Water,NULL,Water,Forest
1558,Forest,Wetland,Water,Water,Water,Wetland
1559,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
1560,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1561,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
1562,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
1563,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1564,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1565,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1566,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1567,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1568,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1569,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
1570,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1571,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1572,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1573,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1574,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1575,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1576,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1577,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1578,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1579,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1580,Forest,Built-up,Wetland,NULL,Wetland,Forest
1581,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1582,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1583,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1584,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1585,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1586,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1587,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1588,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1589,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1590,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1591,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1592,Forest,Water,NULL,NULL,Non_Wetland,Cropland
1593,Forest,Water,NULL,NULL,Non_Wetland,Forest
1594,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1595,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1596,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1597,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1598,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1599,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1600,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
1601,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1602,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1603,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1604,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1605,Forest,Water,Wetland,NULL,Wetland,NULL
1606,Forest,Water,Wetland,NULL,Wetland,Water
1607,Forest,Water,Wetland,NULL,Wetland,Forest
1608,Forest,Water,Wetland,Non_Water,Wetland,Forest
1609,Forest,Water,Wetland,Water,Wetland,Water
1610,Forest,Water,Wetland,Water,Wetland,Forest
1611,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1612,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
1613,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1614,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1615,Forest,Water,Bareland,Water,Non_Wetland,Cropland
1616,Forest,Water,Bareland,Water,Non_Wetland,Forest
1617,Forest,Water,Built-up,NULL,Non_Wetland,Cropland
1618,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1619,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
1620,Forest,Water,Built-up,Water,Non_Wetland,Forest
1621,Forest,Water,Water,NULL,Water,Water
1622,Forest,Water,Water,NULL,Water,Forest
1623,Forest,Water,Water,Non_Water,Water,Cropland
1624,Forest,Water,Water,Non_Water,Water,Water
1625,Forest,Water,Water,Non_Water,Water,Forest
1626,Forest,Water,Water,Water,Water,Water
1627,Forest,Water,Water,Water,Water,Forest
1628,Forest,Water,Forest,NULL,Non_Wetland,NULL
1629,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1630,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1631,Forest,Water,Forest,NULL,Non_Wetland,Water
1632,Forest,Water,Forest,NULL,Non_Wetland,Forest
1633,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1634,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1635,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1636,Forest,Water,Forest,Water,Non_Wetland,Cropland
1637,Forest,Water,Forest,Water,Non_Wetland,Forest
1638,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1639,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1640,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1641,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
1642,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
1643,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1644,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
1645,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland
1646,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
1647,Forest,Forest,NULL,Water,Non_Wetland,Grassland
1648,Forest,Forest,NULL,Water,Non_Wetland,Cropland
1649,Forest,Forest,NULL,Water,Non_Wetland,Forest
1650,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1651,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1652,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1653,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1654,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1655,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1656,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1657,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1658,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1659,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1660,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
1661,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1662,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
1663,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1664,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1665,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1666,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1667,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1668,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1669,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1670,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1671,Forest,Forest,Wetland,NULL,Wetland,NULL
1672,Forest,Forest,Wetland,NULL,Wetland,Grassland
1673,Forest,Forest,Wetland,NULL,Wetland,Cropland
1674,Forest,Forest,Wetland,NULL,Wetland,Wetland
1675,Forest,Forest,Wetland,NULL,Wetland,Forest
1676,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1677,Forest,Forest,Wetland,Water,Wetland,Forest
1678,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1679,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1680,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1681,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1682,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1683,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1684,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1685,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1686,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1687,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1688,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1689,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1690,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1691,Forest,Forest,Built-up,Water,Non_Wetland,Cropland
1692,Forest,Forest,Water,NULL,Water,Grassland
1693,Forest,Forest,Water,NULL,Water,Forest
1694,Forest,Forest,Water,Water,Water,Forest
1695,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1696,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1697,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1698,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1699,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1700,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1701,Forest,Forest,Forest,NULL,Non_Wetland,Water
1702,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1703,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
1704,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1705,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
1706,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1707,Forest,Forest,Forest,Water,Non_Wetland,NULL
1708,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1709,Forest,Forest,Forest,Water,Non_Wetland,Cropland
1710,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1711,Forest,Forest,Forest,Water,Non_Wetland,Forest
