Value,AFRICA_2024_DynamicWorld_2024_37PET_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PET_M_R,AFRICA_2024_GLC_FCS30D_2022_37PET_M_R,AFRICA_2024_GSW_Yearly_2021_37PET_M_R,AFRICA_2024_GWL_FCS30D_2022_37PET_M_R,AFRICA_2024_WorldCover_2021_37PET_M_R
1275,Water,Built-up,Wetland,Water,Wetland,Bareland
1276,Water,Built-up,Wetland,Water,Wetland,Built-up
1277,Water,Built-up,Wetland,Water,Wetland,Water
1278,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1279,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1280,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1281,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1282,Water,Built-up,Bareland,Water,Non_Wetland,Built-up
1283,Water,Built-up,Bareland,Water,Non_Wetland,Water
1284,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1285,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1286,Water,Built-up,Built-up,Water,Non_Wetland,Grassland
1287,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
1288,Water,Built-up,Water,Water,NULL,Built-up
1289,Water,Water,NULL,NULL,Non_Wetland,NULL
1290,Water,Water,NULL,NULL,Non_Wetland,Bareland
1291,Water,Water,NULL,NULL,Non_Wetland,Water
1292,Water,Water,NULL,NULL,Non_Wetland,Forest
1293,Water,Water,NULL,Water,Non_Wetland,Bareland
1294,Water,Water,NULL,Water,Non_Wetland,Water
1295,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1296,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1297,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1298,Water,Water,Shrubland,NULL,Non_Wetland,Water
1299,Water,Water,Shrubland,Water,Non_Wetland,NULL
1300,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1301,Water,Water,Shrubland,Water,Non_Wetland,Water
1302,Water,Water,Grassland,NULL,Non_Wetland,NULL
1303,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1304,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1305,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1306,Water,Water,Grassland,NULL,Non_Wetland,Water
1307,Water,Water,Grassland,NULL,Non_Wetland,Forest
1308,Water,Water,Grassland,Non_Water,Non_Wetland,NULL
1309,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1310,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1311,Water,Water,Grassland,Water,Non_Wetland,NULL
1312,Water,Water,Grassland,Water,Non_Wetland,Bareland
1313,Water,Water,Grassland,Water,Non_Wetland,Built-up
1314,Water,Water,Grassland,Water,Non_Wetland,Water
1315,Water,Water,Cropland,NULL,Non_Wetland,NULL
1316,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1317,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1318,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1319,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1320,Water,Water,Cropland,NULL,Non_Wetland,Water
1321,Water,Water,Cropland,NULL,Non_Wetland,Forest
1322,Water,Water,Cropland,Non_Water,Non_Wetland,NULL
1323,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1324,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1325,Water,Water,Cropland,Water,Non_Wetland,NULL
1326,Water,Water,Cropland,Water,Non_Wetland,Grassland
1327,Water,Water,Cropland,Water,Non_Wetland,Wetland
1328,Water,Water,Cropland,Water,Non_Wetland,Bareland
1329,Water,Water,Cropland,Water,Non_Wetland,Water
1330,Water,Water,Wetland,NULL,NULL,Bareland
1331,Water,Water,Wetland,NULL,NULL,Water
1332,Water,Water,Wetland,NULL,Wetland,NULL
1333,Water,Water,Wetland,NULL,Wetland,Grassland
1334,Water,Water,Wetland,NULL,Wetland,Cropland
1335,Water,Water,Wetland,NULL,Wetland,Wetland
1336,Water,Water,Wetland,NULL,Wetland,Bareland
1337,Water,Water,Wetland,NULL,Wetland,Water
1338,Water,Water,Wetland,Non_Water,NULL,NULL
1339,Water,Water,Wetland,Non_Water,NULL,Wetland
1340,Water,Water,Wetland,Non_Water,NULL,Water
1341,Water,Water,Wetland,Non_Water,Wetland,NULL
1342,Water,Water,Wetland,Non_Water,Wetland,Cropland
1343,Water,Water,Wetland,Non_Water,Wetland,Wetland
1344,Water,Water,Wetland,Non_Water,Wetland,Bareland
1345,Water,Water,Wetland,Non_Water,Wetland,Water
1346,Water,Water,Wetland,Water,NULL,Grassland
1347,Water,Water,Wetland,Water,NULL,Bareland
1348,Water,Water,Wetland,Water,NULL,Water
1349,Water,Water,Wetland,Water,NULL,Forest
1350,Water,Water,Wetland,Water,Wetland,NULL
1351,Water,Water,Wetland,Water,Wetland,Grassland
1352,Water,Water,Wetland,Water,Wetland,Cropland
1353,Water,Water,Wetland,Water,Wetland,Wetland
1354,Water,Water,Wetland,Water,Wetland,Bareland
1355,Water,Water,Wetland,Water,Wetland,Built-up
1356,Water,Water,Wetland,Water,Wetland,Water
1357,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
1358,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1359,Water,Water,Bareland,NULL,Non_Wetland,NULL
1360,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1361,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1362,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1363,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1364,Water,Water,Bareland,NULL,Non_Wetland,Water
1365,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1366,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1367,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1368,Water,Water,Bareland,Water,Non_Wetland,NULL
1369,Water,Water,Bareland,Water,Non_Wetland,Grassland
1370,Water,Water,Bareland,Water,Non_Wetland,Cropland
1371,Water,Water,Bareland,Water,Non_Wetland,Wetland
1372,Water,Water,Bareland,Water,Non_Wetland,Bareland
1373,Water,Water,Bareland,Water,Non_Wetland,Built-up
1374,Water,Water,Bareland,Water,Non_Wetland,Water
1375,Water,Water,Built-up,NULL,Non_Wetland,NULL
1376,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1377,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1378,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1379,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1380,Water,Water,Built-up,NULL,Non_Wetland,Water
1381,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1382,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1383,Water,Water,Built-up,Water,Non_Wetland,NULL
1384,Water,Water,Built-up,Water,Non_Wetland,Bareland
1385,Water,Water,Built-up,Water,Non_Wetland,Water
1386,Water,Water,Water,NULL,NULL,Bareland
1387,Water,Water,Water,NULL,NULL,Water
1388,Water,Water,Water,NULL,Water,Bareland
1389,Water,Water,Water,NULL,Water,Water
1390,Water,Water,Water,Non_Water,Water,Water
1391,Water,Water,Water,Water,NULL,Wetland
1392,Water,Water,Water,Water,NULL,Bareland
1393,Water,Water,Water,Water,NULL,Water
1394,Water,Water,Water,Water,Water,Grassland
1395,Water,Water,Water,Water,Water,Wetland
1396,Water,Water,Water,Water,Water,Bareland
1397,Water,Water,Water,Water,Water,Water
1398,Water,Water,Forest,NULL,Non_Wetland,NULL
1399,Water,Water,Forest,Water,Non_Wetland,Water
1400,Water,Forest,NULL,NULL,Non_Wetland,NULL
1401,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
1402,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1403,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1404,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1405,Water,Forest,Wetland,NULL,Wetland,Wetland
1406,Water,Forest,Wetland,NULL,Wetland,Water
1407,Water,Forest,Wetland,Non_Water,NULL,Wetland
1408,Water,Forest,Wetland,Non_Water,NULL,Water
1409,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1410,Water,Forest,Built-up,NULL,Non_Wetland,Water
1411,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Wetland
1412,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
1413,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1414,Permanent_ice_and_snow,Bareland,Water,Water,Water,Wetland
1415,Permanent_ice_and_snow,Bareland,Water,Water,Water,Bareland
1416,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1417,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
1418,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Bareland
1419,Permanent_ice_and_snow,Water,Wetland,Water,NULL,Water
1420,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1421,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1422,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
1423,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
1424,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
1425,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland
1426,Permanent_ice_and_snow,Water,Water,Water,NULL,Water
1427,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1428,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1429,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
1430,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1431,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
1432,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1433,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
1434,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1435,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1436,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1437,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1438,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1439,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1440,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1441,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1442,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1443,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1444,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1445,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1446,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1447,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1448,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1449,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1450,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1451,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1452,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1453,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1454,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1455,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1456,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1457,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1458,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
1459,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1460,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1461,Forest,NULL,Cropland,Water,Non_Wetland,NULL
1462,Forest,NULL,Wetland,NULL,Wetland,NULL
1463,Forest,NULL,Wetland,NULL,Wetland,Grassland
1464,Forest,NULL,Wetland,NULL,Wetland,Wetland
1465,Forest,NULL,Wetland,NULL,Wetland,Bareland
1466,Forest,NULL,Wetland,NULL,Wetland,Water
1467,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1468,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1469,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1470,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1471,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1472,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1473,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1474,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
1475,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1476,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1477,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1478,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1479,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1480,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1481,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1482,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1483,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1484,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1485,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1486,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1487,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1488,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1489,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1490,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1491,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
1492,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
1493,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1494,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL
1495,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1496,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1497,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1498,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
1499,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1500,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1501,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1502,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1503,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL
1504,Forest,Cropland,Grassland,Water,Non_Wetland,NULL
1505,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1506,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1507,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1508,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1509,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1510,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1511,Forest,Cropland,Cropland,Water,Non_Wetland,NULL
1512,Forest,Cropland,Wetland,NULL,Wetland,NULL
1513,Forest,Cropland,Wetland,NULL,Wetland,Forest
1514,Forest,Cropland,Wetland,Water,Wetland,NULL
1515,Forest,Cropland,Wetland,Water,Wetland,Cropland
1516,Forest,Cropland,Wetland,Water,Wetland,Bareland
1517,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1518,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1519,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1520,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
1521,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1522,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1523,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1524,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1525,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1526,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1527,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1528,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland
1529,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1530,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1531,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1532,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1533,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
1534,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1535,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1536,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1537,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1538,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1539,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1540,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1541,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1542,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1543,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1544,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1545,Forest,Built-up,Cropland,Water,Non_Wetland,Wetland
1546,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
1547,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland
1548,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1549,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1550,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1551,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1552,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1553,Forest,Water,NULL,NULL,Non_Wetland,NULL
1554,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL
1555,Forest,Water,Wetland,NULL,Wetland,NULL
1556,Forest,Water,Wetland,NULL,Wetland,Wetland
1557,Forest,Water,Wetland,NULL,Wetland,Water
1558,Forest,Water,Wetland,NULL,Wetland,Forest
1559,Forest,Water,Wetland,Non_Water,Wetland,NULL
1560,Forest,Water,Wetland,Non_Water,Wetland,Wetland
1561,Forest,Water,Wetland,Non_Water,Wetland,Water
1562,Forest,Water,Wetland,Water,Wetland,Wetland
1563,Forest,Water,Wetland,Water,Wetland,Water
1564,Forest,Water,Bareland,NULL,Non_Wetland,Wetland
1565,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1566,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1567,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
1568,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
1569,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1570,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
1571,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1572,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1573,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1574,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1575,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1577,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1578,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1579,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1580,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1581,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1582,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1583,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1584,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1585,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1586,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1587,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1588,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1589,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1590,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1591,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1592,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1593,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1594,Forest,Forest,Cropland,Water,Non_Wetland,Wetland
1595,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1596,Forest,Forest,Wetland,NULL,NULL,Wetland
1597,Forest,Forest,Wetland,NULL,Wetland,NULL
1598,Forest,Forest,Wetland,NULL,Wetland,Grassland
1599,Forest,Forest,Wetland,NULL,Wetland,Wetland
1600,Forest,Forest,Wetland,NULL,Wetland,Water
1601,Forest,Forest,Wetland,NULL,Wetland,Forest
1602,Forest,Forest,Wetland,Non_Water,NULL,Water
1603,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1604,Forest,Forest,Wetland,Water,NULL,Water
1605,Forest,Forest,Wetland,Water,Wetland,Wetland
1606,Forest,Forest,Wetland,Water,Wetland,Water
1607,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1608,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1609,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1610,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1611,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
1612,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
1613,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1614,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1615,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
1616,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1617,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1618,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1619,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1620,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
1621,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1622,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1623,Forest,Forest,Built-up,Non_Water,Non_Wetland,Cropland
1624,Forest,Forest,Water,Water,Water,Water
1625,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1626,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1627,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1628,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1629,Forest,Forest,Forest,NULL,Non_Wetland,Forest
